,Date,High,Low,Open,Close,Volume,Adj Close,Close_Stationary
0,2015-01-02,2.450000047683716,2.25,2.3499999046325684,2.450000047683716,29460.0,2.450000047683716,
1,2015-01-05,2.450000047683716,2.25,2.400000095367432,2.3499999046325684,21320.0,2.3499999046325684,-0.10000014305114746
2,2015-01-06,2.450000047683716,2.299999952316284,2.3499999046325684,2.400000095367432,42560.0,2.400000095367432,0.050000190734863725
3,2015-01-07,2.450000047683716,2.200000047683716,2.450000047683716,2.450000047683716,30840.0,2.450000047683716,0.049999952316283736
4,2015-01-08,2.5,2.299999952316284,2.5,2.400000095367432,24080.0,2.400000095367432,-0.049999952316283736
5,2015-01-09,2.450000047683716,2.299999952316284,2.299999952316284,2.450000047683716,10700.0,2.450000047683716,0.049999952316283736
6,2015-01-12,2.450000047683716,2.200000047683716,2.400000095367432,2.200000047683716,31360.0,2.200000047683716,-0.25
7,2015-01-13,2.299999952316284,2.150000095367432,2.25,2.25,26140.0,2.25,0.04999995231628418
8,2015-01-14,2.25,2.150000095367432,2.25,2.150000095367432,10660.0,2.150000095367432,-0.09999990463256792
9,2015-01-15,2.299999952316284,2.0999999046325684,2.299999952316284,2.150000095367432,39440.0,2.150000095367432,0.0
10,2015-01-16,2.200000047683716,2.0999999046325684,2.200000047683716,2.150000095367432,26820.0,2.150000095367432,0.0
11,2015-01-20,2.200000047683716,2.049999952316284,2.150000095367432,2.200000047683716,19560.0,2.200000047683716,0.049999952316283736
12,2015-01-21,2.25,2.0999999046325684,2.25,2.150000095367432,18620.0,2.150000095367432,-0.049999952316283736
13,2015-01-22,2.150000095367432,2.049999952316284,2.0999999046325684,2.150000095367432,40680.0,2.150000095367432,0.0
14,2015-01-23,2.200000047683716,2.0999999046325684,2.200000047683716,2.200000047683716,6720.0,2.200000047683716,0.049999952316283736
15,2015-01-26,2.25,2.049999952316284,2.200000047683716,2.0999999046325684,28300.0,2.0999999046325684,-0.10000014305114746
16,2015-01-27,2.200000047683716,2.0999999046325684,2.0999999046325684,2.0999999046325684,12260.0,2.0999999046325684,0.0
17,2015-01-28,2.25,2.0999999046325684,2.25,2.200000047683716,17520.0,2.200000047683716,0.10000014305114746
18,2015-01-29,2.200000047683716,2.0999999046325684,2.200000047683716,2.150000095367432,5420.0,2.150000095367432,-0.049999952316283736
19,2015-01-30,2.150000095367432,2.0999999046325684,2.150000095367432,2.0999999046325684,28360.0,2.0999999046325684,-0.050000190734863725
20,2015-02-02,2.25,2.0999999046325684,2.25,2.200000047683716,25140.0,2.200000047683716,0.10000014305114746
21,2015-02-03,2.25,2.150000095367432,2.25,2.200000047683716,22840.0,2.200000047683716,0.0
22,2015-02-04,2.25,2.200000047683716,2.25,2.200000047683716,7740.0,2.200000047683716,0.0
23,2015-02-05,2.299999952316284,2.200000047683716,2.25,2.299999952316284,9200.0,2.299999952316284,0.09999990463256836
24,2015-02-06,2.299999952316284,2.150000095367432,2.200000047683716,2.200000047683716,40180.0,2.200000047683716,-0.09999990463256836
25,2015-02-09,2.25,2.150000095367432,2.25,2.150000095367432,10380.0,2.150000095367432,-0.049999952316283736
26,2015-02-10,2.25,2.150000095367432,2.200000047683716,2.150000095367432,4880.0,2.150000095367432,0.0
