idx,Date,CBAK_Bat,ENS_Bat,TIA_Bat,ALB_Min,LAC_Min,SQM_Min,ALB_sentiment_nltk,CBAK_sentiment_nltk,ENS_sentiment_nltk,LAC_sentiment_nltk,SQM_sentiment_nltk,TIA_sentiment_nltk,lithium_sentiment_nltk,ALB_sentiment_TextBlob,CBAK_sentiment_TextBlob,ENS_sentiment_TextBlob,LAC_sentiment_TextBlob,SQM_sentiment_TextBlob,TIA_sentiment_TextBlob,lithium_sentiment_TextBlob,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
10,16/01/2015,0.4313726131845475,0.6784053706871118,0.5005431806576459,0.573551095398028,0.507812399591783,0.5747383759813052,0.5162357325879339,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.5695675773475665,0.5029042750929368,0.49413755590475045,0.6458333333333333,0.24242424242424243,0.21818181818181817,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.34729064039408875,0.25357142857142856,0.10172413793103449,0.0,0.7397959183673471,0.24484848484848487,0.6428571428571428,0.2,0.7391304347826089,0.7348777348777349,0.014754098360655749,0.2,0.799145299145299,0.7472392638036811,0.011296076099881092,0.2,0.7397959183673471,0.24484848484848487,0.6428571428571428,0.2,0.5609756097560976,0.41253263707571786,0.4696485623003195,0.4
11,20/01/2015,0.49019620446964707,0.6205978909417557,0.5205354623271565,0.5160969246628553,0.5273436314018884,0.5675181309273798,0.4415529155990372,0.45740806394430655,0.5633596535914418,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.4966856060606061,0.24242424242424243,0.3181818181818182,0.3924050632911392,0.3125,0.5555555555555556,0.3333333333333333,0.3596059113300493,0.45,0.1327586206896552,0.0,0.795918367346939,0.32242424242424245,0.7225274725274724,0.2,0.5810276679841898,0.8185328185328185,0.22704918032786886,0.5,0.6367521367521367,0.8368098159509203,0.16527942925089179,0.5,0.795918367346939,0.32242424242424245,0.7225274725274724,0.2,0.5121951219512195,0.6083550913838118,0.5271565495207666,0.4
12,21/01/2015,0.3921568467038633,0.6405316444915788,0.5151027109061107,0.5918771331315954,0.4882811677816776,0.6551931413026313,0.5278204829567513,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.6034215869569587,0.5029042750929368,0.9055965187960837,0.5,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.8666666666666667,0.3546798029556651,0.37261904761904757,0.32931034482758614,0.0,0.8316326530612247,0.3478787878787879,0.6648351648351649,0.2,0.6086956521739132,0.7786357786357785,0.07622950819672131,0.5,0.6709401709401708,0.7840490797546014,0.07074910820451843,0.5,0.8316326530612247,0.3478787878787879,0.6648351648351649,0.2,0.5609756097560976,0.5117493472584855,0.5271565495207666,0.4
13,22/01/2015,0.4705882627933773,0.7242526996898564,0.5146681873765407,0.5983158274207733,0.507812399591783,0.6149656576171316,0.3853249475890986,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.5,0.24242424242424243,0.2659090909090909,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.29064039408867,0.23928571428571427,0.24655172413793094,0.0,0.8673469387755104,0.3090909090909091,0.5357142857142857,0.2,0.6798418972332018,0.7413127413127412,0.08852459016393441,0.5,0.7307692307692307,0.7582822085889571,0.09393579072532701,0.5,0.8673469387755104,0.3090909090909091,0.5357142857142857,0.2,0.5772357723577237,0.5117493472584855,0.584664536741214,0.4
14,23/01/2015,0.44117652558675535,0.6265779663130617,0.5020643804507039,0.4175333970186791,0.5273436314018884,0.5479201208741966,0.453901700442581,0.28130338092629,0.38939123790117175,0.4999398677089597,0.6147759483746457,0.5029042750929368,0.7603046053426811,0.5850694444444444,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.42207792207792205,0.5555555555555556,0.3333333333333333,0.38423645320197053,0.22619047619047616,0.4344827586206895,0.0,0.8112244897959185,0.36484848484848487,0.6538461538461537,0.2,0.624505928853755,0.8095238095238093,0.09672131147540983,0.5,0.7222222222222222,0.7852760736196319,0.09453032104637338,0.5,0.8112244897959185,0.36484848484848487,0.6538461538461537,0.2,0.5772357723577237,0.4804177545691908,0.41214057507987223,0.4
15,26/01/2015,0.480392175195585,0.661794078374397,0.5020643804507039,0.566617000662045,0.46874984283931237,0.5994937039301494,0.3853249475890986,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.30220798581731745,0.5,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3796296296296296,0.47536945812807885,0.34761904761904755,0.539655172413793,0.0,0.8061224489795921,0.4254545454545455,0.6346153846153846,0.5,0.7667984189723321,0.6100386100386099,0.12049180327868853,0.0,0.8376068376068375,0.6208588957055214,0.08799048751486327,0.5,0.8061224489795921,0.4254545454545455,0.6346153846153846,0.5,0.6097560975609755,0.5065274151436032,0.4696485623003195,0.0
16,27/01/2015,0.42156870078234016,0.6046511922637453,0.5020643804507039,0.513620489248563,0.507812399591783,0.5922732568265517,0.3853249475890986,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.6749999999999999,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.44088669950738923,0.8035714285714286,0.32068965517241377,0.4,0.6938775510204084,0.45454545454545453,0.5851648351648351,0.0,0.8102766798418973,0.5842985842985842,0.15,0.2,0.8760683760683758,0.6171779141104294,0.10939357907253269,0.5,0.6938775510204084,0.45454545454545453,0.5851648351648351,0.0,0.7073170731707319,0.493472584856397,0.4696485623003195,0.4
17,28/01/2015,0.5392157664806849,0.6073090598661481,0.5020643804507039,0.5022287351908894,0.5468749563442536,0.4880946271355139,0.3383938970416959,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.521198962668114,0.5029042750929368,0.6833272895765341,0.5056472932449494,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.46666666666666656,0.4137931034482759,0.6738095238095237,0.12068965517241373,0.2,0.7142857142857145,0.3927272727272727,0.44505494505494503,0.0,0.7154150197628459,0.613899613899614,0.1057377049180328,0.5,0.7863247863247863,0.6662576687116565,0.12068965517241381,0.5,0.7142857142857145,0.3927272727272727,0.44505494505494503,0.0,0.747967479674797,0.3133159268929504,0.4696485623003195,0.0
18,29/01/2015,0.5490196788828914,0.7023256721723341,0.5020643804507039,0.17533434806661552,0.4882811677816776,0.5241962565044844,0.4210717969927314,0.45740806394430655,0.4367889285107829,0.23899579073962723,0.5556962788734092,0.5029042750929368,0.49413755590475045,0.5677652374080946,0.24242424242424243,0.2628099173553719,0.12658227848101267,0.44642857142857145,0.5555555555555556,0.3333333333333333,0.4334975369458129,0.6071428571428572,0.12413793103448276,0.2,0.7704081632653063,0.4303030303030303,0.6730769230769231,0.2,0.4782608695652174,0.7863577863577862,0.09426229508196723,0.5,0.611111111111111,0.7717791411042946,0.07074910820451843,0.5,0.7704081632653063,0.4303030303030303,0.6730769230769231,0.2,0.6829268292682928,0.556135770234987,0.5271565495207666,0.4
19,30/01/2015,0.4313726131845481,0.5647841921005113,0.5020643804507039,0.5760275308123203,0.4882810746494178,0.5252277200836171,0.3859572060829923,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.22797050646681982,0.5699490520640074,0.3393939393939394,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.22222222222222227,0.44334975369458135,0.5642857142857143,0.4189655172413792,0.2,0.7602040816326532,0.4763636363636364,0.4065934065934066,0.2,0.5454545454545455,0.8416988416988416,0.09180327868852461,0.5,0.6196581196581196,0.8809815950920246,0.055885850178359085,0.5,0.7602040816326532,0.4763636363636364,0.4065934065934066,0.2,0.6422764227642277,0.5691906005221932,0.584664536741214,0.4
20,02/02/2015,0.4803921751955847,0.722923512420449,0.5020643804507039,0.5349181739033168,0.5468749563442536,0.5788642302978334,0.443971914412166,0.45740806394430655,0.4968267108167771,0.4999398677089597,1.0,0.5029042750929368,0.3491931584673033,0.5566152597402597,0.24242424242424243,0.352892561983471,0.3924050632911392,0.8035714285714286,0.5555555555555556,0.3032407407407407,0.41871921182266014,0.3416666666666666,0.11206896551724135,0.0,0.8571428571428574,0.40121212121212124,0.6236263736263736,0.2,0.8063241106719369,0.6576576576576576,0.10655737704918034,0.2,0.8717948717948718,0.6957055214723927,0.06480380499405469,0.2,0.8571428571428574,0.40121212121212124,0.6236263736263736,0.2,0.6910569105691056,0.5404699738903396,0.4696485623003195,0.4
21,03/02/2015,0.5784312992176597,0.7694351815896914,0.5020643804507039,0.6240713603371288,0.507812399591783,0.5994935018804771,0.42058001397624034,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.4566406250000001,0.24242424242424243,0.34545454545454546,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.4310344827586208,0.41071428571428575,0.11551724137931033,0.0,0.8775510204081635,0.4496969696969697,0.7417582417582418,0.2,0.8656126482213441,0.5701415701415702,0.12049180327868853,0.2,0.9316239316239314,0.6159509202453989,0.08799048751486327,0.2,0.8775510204081635,0.4496969696969697,0.7417582417582418,0.2,0.6991869918699187,0.566579634464752,0.4696485623003195,0.4
22,04/02/2015,0.5980393577657841,0.5887044935857342,0.5020643804507039,0.5255074548131301,0.507812399591783,0.5066611736095649,0.30581566891839435,0.45740806394430655,0.3707017320427917,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.7822434425238729,0.5,0.24242424242424243,0.3065197428833792,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.4236453201970444,0.3714285714285714,0.12068965517241373,0.0,0.8469387755102041,0.4909090909090909,0.6923076923076925,0.2,0.8379446640316207,0.5765765765765765,0.10327868852459016,0.2,0.9017094017094016,0.6147239263803681,0.055885850178359085,0.5,0.8469387755102041,0.4909090909090909,0.6923076923076925,0.2,0.6422764227642277,0.6031331592689293,0.4696485623003195,0.4
23,05/02/2015,0.42156870078234016,0.5847176921821281,0.5020643804507039,0.5963347924532864,0.5468748632119942,0.6087768761423388,0.5535212361208168,0.45740806394430655,0.38939123790117175,0.7533974744437764,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.4166666666666667,0.24242424242424243,0.06060606060606058,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.46059113300492616,0.3380952380952381,0.17586206896551723,0.0,0.8214285714285715,0.45454545454545453,0.6236263736263736,0.2,0.8023715415019764,0.7039897039897041,0.16721311475409836,0.5,0.8247863247863247,0.7546012269938651,0.19262782401902498,0.5,0.8214285714285715,0.45454545454545453,0.6236263736263736,0.2,0.6016260162601628,0.6945169712793733,0.5271565495207666,0.4
24,06/02/2015,0.5588234744132449,0.6538207290353913,0.5020643804507039,0.6176324771080399,0.46874993597157194,0.5427626009288632,0.586093640810622,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.5427172730569323,0.5913825757575758,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.4545454545454545,0.5555555555555556,0.3416666666666667,0.5443349753694582,0.2107142857142857,0.4379310344827585,0.0,0.8061224489795921,0.45454545454545453,0.6538461538461537,0.2,0.7588932806324112,0.6756756756756757,0.041803278688524584,0.5,0.7735042735042734,0.739877300613497,0.08561236623067778,0.5,0.8061224489795921,0.45454545454545453,0.6538461538461537,0.2,0.6422764227642277,0.5587467362924283,0.35463258785942486,0.4
25,09/02/2015,0.6568628321790289,0.6631227587073929,0.5020643804507039,0.604259310203057,0.4882811677816776,0.5860846774014319,0.4822946445587955,0.45740806394430655,0.5173522669383597,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.4715909090909091,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.5246305418719213,0.36904761904761907,0.23965517241379306,0.0,0.6683673469387756,0.7018181818181818,0.565934065934066,0.2,0.774703557312253,0.6537966537966537,0.11885245901639346,0.5,0.7948717948717948,0.7006134969325153,0.08561236623067778,0.5,0.6683673469387756,0.7018181818181818,0.565934065934066,0.2,0.7398373983739839,0.5013054830287207,0.35463258785942486,0.0
26,10/02/2015,0.7254902189944813,0.6405316444915788,0.5020643804507039,0.5532440226969733,0.507812399591783,0.5458569916662592,0.27589616171027775,0.45740806394430655,0.4163179535696092,0.4999398677089597,0.5040508212210763,0.5029042750929368,0.49413755590475045,0.4777777777777778,0.24242424242424243,0.28689492325855953,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.42610837438423654,0.294047619047619,0.14482758620689654,0.0,0.6530612244897961,0.6703030303030302,0.4945054945054945,0.2,0.6482213438735179,0.7824967824967823,0.2795081967213115,0.5,0.6666666666666666,0.8171779141104294,0.17717003567181927,0.5,0.6530612244897961,0.6703030303030302,0.4945054945054945,0.2,0.8292682926829271,0.3812010443864229,0.41214057507987223,0.4
27,11/02/2015,0.4509804379889626,0.6485049938305839,0.5020643804507039,0.6017830637286757,0.4687498428393122,0.5572032930863859,0.4208991381318426,0.45740806394430655,0.43734080489047383,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.49413755590475045,0.5085227272727273,0.24242424242424243,0.2859504132231404,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3,0.4310344827586208,0.2821428571428571,0.27758620689655167,0.0,0.7244897959183675,0.5818181818181818,0.6428571428571428,0.2,0.6284584980237156,0.7374517374517375,0.014754098360655749,0.5,0.6666666666666666,0.7263803680981595,0.06361474435196196,0.5,0.7244897959183675,0.5818181818181818,0.6428571428571428,0.2,0.6991869918699187,0.6475195822454307,0.5271565495207666,0.0
28,12/02/2015,0.3921569635757177,0.6916944552309248,0.5020643804507039,0.5903911207310912,0.507812399591783,0.5974307767718852,0.49118861571691763,0.45740806394430655,0.38939123790117175,0.42297053517739025,0.48030878716603337,0.5029042750929368,0.3244490108384706,0.5118145743145743,0.24242424242424243,0.2727272727272727,0.09704641350210969,0.35714285714285715,0.5555555555555556,0.2518518518518519,0.4507389162561577,0.21428571428571425,0.17586206896551723,0.0,0.7755102040816328,0.5272727272727272,0.4862637362637363,0.2,0.7154150197628459,0.6743886743886742,0.1,0.5,0.7350427350427349,0.6650306748466258,0.07550535077288942,0.5,0.7755102040816328,0.5272727272727272,0.4862637362637363,0.2,0.6341463414634148,0.7728459530026106,0.584664536741214,0.4
29,13/02/2015,0.480392175195585,0.7043189461400347,0.5020643804507039,0.5829618144882143,0.5273436314018886,0.6304378133537866,0.3824862178740587,0.7757759370870532,0.6737773815588386,0.4999398677089597,0.572414209034437,0.5029042750929368,0.7187235585640035,0.5041666666666667,0.40771349862258943,0.2859504132231404,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.4343434343434343,0.5073891625615765,0.20833333333333331,0.1551724137931034,0.0,0.8214285714285715,0.5018181818181817,0.7417582417582418,0.1,0.640316205533597,0.8481338481338481,0.1377049180327869,0.4,0.6709401709401708,0.8355828220858896,0.04518430439952437,0.4,0.8214285714285715,0.5018181818181817,0.7417582417582418,0.1,0.6747967479674797,0.5535248041775458,0.41214057507987223,0.4
30,17/02/2015,0.2745097810055187,0.650498521266489,0.608761690877085,0.5616641298334604,0.4882811677816775,0.5974307767718852,0.3853249475890986,0.45740806394430655,0.5077050433010699,0.38732210863900585,0.48030878716603337,0.5029042750929368,0.7807627221080624,0.578125,0.24242424242424243,0.40330578512396686,0.3924050632911392,0.5357142857142857,0.5555555555555556,0.4591435185185184,0.4482758620689656,0.17142857142857143,0.10344827586206898,0.0,0.7142857142857145,0.2812121212121212,0.6153846153846153,0.30000000000000004,0.6166007905138341,0.7773487773487773,0.13524590163934427,0.5,0.6794871794871795,0.7693251533742332,0.1076099881093936,0.5,0.7142857142857145,0.2812121212121212,0.6153846153846153,0.30000000000000004,0.6829268292682928,0.4699738903394255,0.5271565495207666,0.4
31,18/02/2015,0.44117652558675513,0.6631230121755988,0.5020643804507039,0.5552252466043714,0.5273436314018886,0.5520459751907256,0.36236664337293284,0.45740806394430655,0.5315843097300051,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.6788952012571015,0.5535714285714286,0.24242424242424243,0.2793388429752065,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.6666666666666666,0.477832512315271,0.2011904761904762,0.14482758620689654,0.0,0.6377551020408165,0.4303030303030303,0.7225274725274724,0.0,0.6561264822134388,0.7425997425997426,0.05245901639344262,0.5,0.7136752136752136,0.7656441717791412,0.07074910820451843,0.5,0.6377551020408165,0.4303030303030303,0.7225274725274724,0.0,0.6910569105691056,0.4699738903394255,0.4696485623003195,0.4
32,19/02/2015,0.3921569635757177,0.6724252953158062,0.5020643804507039,0.5304605145816261,0.507812399591783,0.5912417932474188,0.5282273468436991,0.45740806394430655,0.38939123790117175,0.4999398677089597,0.48030878716603337,0.5029042750929368,0.35736733953825706,0.5085227272727273,0.24242424242424243,0.2727272727272727,0.3924050632911392,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.5098522167487686,0.22499999999999998,0.14137931034482756,0.0,0.5459183673469389,0.6036363636363635,0.7527472527472527,0.0,0.5454545454545455,0.6537966537966537,0.21229508196721314,0.5,0.5726495726495726,0.7423312883435583,0.1545778834720571,0.5,0.5459183673469389,0.6036363636363635,0.7527472527472527,0.0,0.878048780487805,0.0,0.6421725239616612,0.4
33,20/02/2015,0.3039217519558509,0.6990032109352268,0.5020643804507039,0.603268887189269,0.5273437245341484,0.5252277200836174,0.3853249475890986,0.45740806394430655,0.7443326541008661,0.5905792744036881,0.48030878716603337,0.5029042750929368,0.5669043877674362,0.40625,0.24242424242424243,0.4666666666666666,0.6274864376130198,0.35714285714285715,0.5555555555555556,0.3333333333333333,0.5270935960591134,0.20357142857142857,0.38793103448275845,0.0,0.556122448979592,0.5587878787878787,0.6043956043956045,0.0,0.3359683794466404,0.7232947232947233,0.14098360655737707,0.5,0.39743589743589736,0.8257668711656443,0.13079667063020214,0.5,0.556122448979592,0.5587878787878787,0.6043956043956045,0.0,0.7398373983739839,0.2637075718015667,0.41214057507987223,0.0
34,23/02/2015,0.4803921751955845,0.6644516925085951,0.5020643804507039,0.5562158585580707,0.507812399591783,0.5355423558749377,0.3853249475890986,0.45740806394430655,0.6532730514518594,0.5577420324714372,0.48030878716603337,0.5029042750929368,0.6531689431483945,0.5,0.24242424242424243,0.45454545454545453,0.4182968929804372,0.35714285714285715,0.5555555555555556,0.41111111111111104,0.3152709359605912,0.29642857142857143,0.3568965517241378,0.2,0.795918367346939,0.23272727272727273,0.5247252747252747,0.0,0.632411067193676,0.8867438867438866,0.07622950819672131,0.5,0.6581196581196581,0.8846625766871166,0.12068965517241381,0.5,0.795918367346939,0.23272727272727273,0.5247252747252747,0.0,0.5772357723577237,0.6762402088772845,0.5271565495207666,0.4
