,idx,Date,CBAK_Bat,ENS_Bat,TIA_Bat,ALB_Min,LAC_Min,SQM_Min,ALB_sentiment_nltk,CBAK_sentiment_nltk,ENS_sentiment_nltk,LAC_sentiment_nltk,SQM_sentiment_nltk,TIA_sentiment_nltk,lithium_sentiment_nltk,ALB_sentiment_TextBlob,CBAK_sentiment_TextBlob,ENS_sentiment_TextBlob,LAC_sentiment_TextBlob,SQM_sentiment_TextBlob,TIA_sentiment_TextBlob,lithium_sentiment_TextBlob,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
299,299,11/03/2016,0.0999999046325683,1.5,-0.0403994512557983,1.8600006103515625,0.0999999046325683,0.2336902618408203,0.09866666666666667,0.0,0.6369,0.0,0.0,0.0,0.6369,0.10606060606060606,0.0,0.5,0.0,0.09523809523809523,0.0,1.0,9.2,43.2,63.8,5,13.9,28.8,30.2,0,17.5,87.6,18.4,2,17.2,85.3,18.4,2,13.9,28.8,30.2,0,20.6,69.4,24.1,2
300,300,14/03/2016,0.090000152587891,-0.2099990844726562,0.307386858558655,-1.220001220703125,0.1500000953674318,0.1071071624755859,0.06248,0.0,0.09866666666666667,0.0,0.0,0.0,0.4767,0.0,0.0,0.0,0.0,-0.07777777777777779,0.0,0.25,9.1,37.7,40.0,0,15.4,22.1,29.9,2,18.9,82.2,16.6,2,18.4,80.9,23.8,2,15.4,22.1,29.9,2,20.2,74.5,22.3,2
301,301,15/03/2016,-0.090000152587891,-0.9300003051757812,0.1071461616516105,-0.8300018310546946,0.1499998569488523,-0.1071071624755859,0.14045,0.0,0.0,0.0,0.2294,0.0,0.08808,0.06724025974025974,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,8.9,29.8,27.8,0,16.7,19.4,33.8,0,19.6,82.2,12.5,2,18.7,81.4,9.5,2,16.7,19.4,33.8,0,19.8,74.1,25.9,2
302,302,16/03/2016,0.2000000476837158,1.1599998474121094,-0.0442053298950191,2.4300003051757884,-0.1499998569488523,0.2434272766113281,0.08258888888888889,0.07894000000000002,0.0,0.0,0.0,0.0,0.0,0.10404040404040404,-0.06499999999999999,0.0,0.0,0.0,0.0,0.0,9.9,33.3,20.5,0,17.2,16.5,33.8,2,23.4,75.3,21.8,2,21.5,77.8,33.0,2,17.2,16.5,33.8,2,20.0,70.4,27.7,2
303,303,17/03/2016,-0.0099999904632568,1.9399986267089844,0.377939164733887,0.8100013732910156,0.0,0.4771175384521484,0.1858,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.11666666666666665,10.9,32.5,23.0,0,17.5,18.8,31.7,2,24.7,76.0,17.4,2,22.6,77.8,13.0,2,17.5,18.8,31.7,2,21.0,66.2,27.7,2
304,304,18/03/2016,0.0499999523162841,1.2000007629394531,0.1736003950119018,-1.0499992370605469,-0.0500000715255739,0.048685073852539,0.20473333333333332,0.0,0.0,0.0,0.0,0.0,-0.14985,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16486742424242423,12.1,29.8,20.6,0,17.2,24.2,32.8,2,23.8,78.3,129.6,5,21.7,82.7,129.6,5,17.2,24.2,32.8,2,20.2,74.2,25.9,2
305,305,21/03/2016,0.0499999523162841,0.0499992370605468,0.0324952169418333,0.2599983215332031,0.0,0.5160675048828125,0.29129999999999995,0.0,0.0,0.0,0.0,0.0,-0.07992500000000001,0.052146464646464635,0.0,0.0,0.0,0.0,0.0,-0.04375,11.8,29.6,37.1,0,15.5,27.5,30.2,2,18.4,79.0,9.9,2,17.6,82.8,14.5,2,15.5,27.5,30.2,2,19.9,77.0,25.9,2
306,306,22/03/2016,0.0099999904632568,-0.2700004577636719,0.0199068243026729,0.5200004577636719,-0.0499999523162841,0.0778961181640589,0.151725,0.0,-0.3818,0.0,-0.12128000000000001,0.0,-0.026660000000000038,0.09318181818181817,0.0,-0.13333333333333333,0.16666666666666666,0.07571428571428572,0.0,0.07227272727272727,6.7,31.5,47.5,0,16.4,22.1,32.8,1,19.8,81.9,13.0,2,19.4,78.8,18.0,1,16.4,22.1,32.8,1,19.6,78.2,24.1,2
307,307,23/03/2016,-0.059999942779541,-2.55999755859375,-0.1209053110122679,-0.7700004577636719,-0.3000000715255737,-0.243427276611321,-0.038275,0.0,0.296,0.0,-0.21503333333333333,0.0,0.0497625,0.0,0.0,0.0,0.25,0.0,0.0,-0.033593750000000006,6.8,33.0,24.6,0,14.3,30.3,38.2,2,19.1,84.6,22.3,5,18.5,83.6,22.3,5,14.3,30.3,38.2,2,19.3,76.4,20.5,2
308,308,24/03/2016,-0.1299998760223388,-0.0500030517578196,0.0131736295700077,0.529998779296875,0.2000000476837158,-0.4673805236816442,0.1739125,0.0,0.19733333333333333,0.0,0.40576,0.0,0.0,0.041003787878787876,0.0,0.0,0.0,0.10363636363636364,0.0,0.0,9.3,28.0,28.9,0,11.8,39.1,22.3,3,18.2,78.2,20.3,10,17.0,81.8,32.9,5,11.8,39.1,22.3,3,19.2,70.1,29.5,2
309,309,28/03/2016,-0.1000001430511474,-0.2699966430663991,0.2965547424316401,0.2000007629394531,0.1000000238418579,0.0,0.12001666666666666,0.0,0.0,0.01245,0.03900666666666666,0.0,-0.008777777777777778,0.1255050505050505,0.0,0.0875,0.2727272727272727,0.06394444444444444,0.0,0.04861111111111111,7.2,41.8,42.5,5,13.3,30.3,29.9,0,17.9,80.2,17.4,2,16.6,81.3,11.4,2,13.3,30.3,29.9,0,18.6,77.3,24.1,2
310,310,29/03/2016,0.1300001144409179,0.5199966430663991,-0.1501804519653324,0.8400001525878906,-0.0500000715255737,0.2921123504638672,0.06952,0.0,0.03468,-0.0043,-0.0015214285714285705,0.0,0.4939,0.02857142857142857,0.0,0.0036363636363636346,0.369949494949495,0.13392857142857142,0.0,0.08333333333333333,3.2,50.3,42.5,2,13.3,33.0,28.1,0,18.7,81.2,16.9,2,17.2,81.2,13.1,2,13.3,33.0,28.1,0,19.1,70.3,20.5,0
311,311,30/03/2016,-0.0499999523162837,-0.25,0.4332690877914427,1.0300025939941406,-0.0499999523162841,0.0973701477050781,0.24783333333333335,0.0,0.16895000000000002,0.7845,0.21715,0.0,0.28595,0.023809523809523808,0.0,0.022727272727272724,0.7,0.05113636363636363,0.0,0.5,4.5,56.6,27.5,5,14.1,27.7,26.3,2,19.7,84.7,12.7,2,18.4,82.9,160.5,2,14.1,27.7,26.3,2,19.2,76.6,24.1,0
312,312,31/03/2016,-0.0600001811981205,0.1200027465820383,0.1460812477111819,-0.0600013732910156,0.200000047683716,-0.3115863800048828,0.10606666666666666,0.7177,0.09866666666666667,0.0,0.1491444444444444,0.0,-0.07655,0.20555555555555557,0.0,0.05333333333333334,0.21003787878787877,0.05158730158730159,0.0,-0.04753787878787881,8.4,47.0,32.4,0,15.1,22.3,29.5,2,21.3,79.4,12.5,2,20.4,80.5,12.9,2,15.1,22.3,29.5,2,19.2,74.7,24.1,2
313,313,01/04/2016,0.0299999713897705,-0.0400009155273437,0.0,1.2699966430664062,0.0999999046325681,-0.0292110443115234,0.06245833333333333,0.0,0.148,0.1531,0.0,0.0,0.068,0.04446969696969697,0.0,0.0,0.0,0.0,0.0,0.14363636363636365,11.5,39.9,17.1,0,13.5,27.2,31.7,0,23.0,76.3,21.5,2,21.6,79.1,162.8,2,13.5,27.2,31.7,0,20.2,64.8,22.3,0
314,314,04/04/2016,-0.0899999141693115,-0.6899986267089844,0.0,0.1300048828125,0.25,-0.5063285827636719,0.1591,0.0,0.2084,0.0176142857142857,0.04330000000000002,0.0,0.0,0.05833333333333333,0.0,0.051515151515151514,0.036428571428571435,0.03727272727272728,0.0,0.25,13.7,30.4,18.5,0,15.4,30.4,25.9,2,23.3,85.4,18.4,5,23.0,83.2,18.4,5,15.4,30.4,25.9,2,18.4,79.8,24.1,2
315,315,05/04/2016,0.0099999904632572,-1.2600021362304688,0.0295679008483888,-0.8300018310546875,-0.0499999523162841,-0.0097370147705078,0.0828,0.0,0.09866666666666667,0.296,0.0,0.0,0.0,0.04297520661157025,0.5,0.21212121212121213,0.5,0.175,0.0,0.0,14.8,21.7,25.9,0,14.6,39.8,30.6,5,22.6,91.0,9.1,5,20.5,97.5,11.0,4,14.6,39.8,30.6,5,18.5,76.6,24.1,2
316,316,06/04/2016,0.100000143051147,0.1700019836425781,0.2295152721405022,1.529998779296875,0.0,-0.1071090698242223,0.13635000000000003,0.0,0.0,0.296,0.2462,0.0,0.0,0.22651515151515153,0.0,0.0,0.25,0.1416666666666667,0.0,0.0,15.5,24.4,24.9,0,13.3,45.4,31.0,0,20.3,91.2,9.6,2,20.9,90.1,20.1,5,13.3,45.4,31.0,0,18.7,79.7,25.9,2
317,317,07/04/2016,0.0399999618530273,-0.44000244140625,-0.1214905479431145,-1.339996337890625,0.4000000953674321,-0.0486850738525355,0.10248571428571428,0.0,-0.030355555555555556,-0.5719,-0.01314999999999999,0.0,0.3182,0.046341991341991344,0.0,0.0,0.0,0.08863636363636364,0.0,0.0,16.2,25.0,25.4,0,13.0,35.8,31.7,0,21.3,85.3,12.5,2,20.8,86.2,16.5,2,13.0,35.8,31.7,0,18.1,80.1,27.7,2
318,318,08/04/2016,-0.02999997138977,-0.2399978637695312,-0.1610122852325446,0.1599960327148437,0.2999999523162837,-0.048685073852539,0.09966,0.0,0.0,0.0,0.0,0.0,0.0,0.23654545454545453,0.0,0.13636363636363635,0.0,0.0,0.0,0.25,12.8,48.2,31.0,5,13.1,24.7,29.2,2,21.6,85.1,14.3,2,20.7,84.2,19.1,2,13.1,24.7,29.2,2,17.6,78.7,31.7,2
319,319,11/04/2016,-0.0099999904632572,-0.7800025939941477,0.0559151599884035,0.4000015258789062,-0.0499999523162837,0.5063285827636719,0.3462142857142857,0.5574,0.1858,0.13947272727272728,0.17575000000000002,0.0,-0.3182,0.33690476190476193,0.0,0.0,0.18409090909090908,0.045170454545454534,0.0,0.0,11.9,62.7,17.6,2,12.1,25.8,29.5,2,16.7,87.1,15.0,4,15.8,87.9,16.3,4,12.1,25.8,29.5,2,18.6,66.3,18.4,2
320,320,12/04/2016,0.0799999237060542,0.1700019836425852,-0.2374195064544668,0.0500030517578125,-0.1000001430511479,1.0516071319580078,0.0070999999999999995,0.0,0.1806,-0.14448,0.08701666666666667,0.0,0.45879999999999993,0.054625582750582755,0.0,0.0,0.4,0.07362012987012986,0.0,0.0,13.0,55.8,22.3,0,10.6,32.3,37.4,0,16.0,89.0,11.2,4,16.0,85.6,12.7,4,10.6,32.3,37.4,0,18.5,64.4,22.3,0
321,321,13/04/2016,0.0999999046325688,3.040000915527344,0.0155157087326038,-0.3000030517578125,0.1000001430511479,-0.1850051879882848,0.21493125000000005,0.0,-0.024836363636363636,-0.19934999999999997,0.19886071428571434,0.0,-0.06671666666666665,0.0690340909090909,0.0,-0.06760330578512398,0.0,0.05616883116883115,0.0,0.0,13.9,50.5,23.2,2,10.8,36.2,26.6,0,17.9,87.3,16.6,2,17.4,84.4,16.6,2,10.8,36.2,26.6,0,17.3,76.2,25.9,0
322,322,14/04/2016,0.0399999618530273,0.1099967956542968,0.0840186956405641,0.4499969482421875,0.1999998092651362,-0.0876331329345667,0.03125,0.0,0.10464545454545454,0.5423,-0.01102857142857143,0.0,0.15463333333333334,-0.0234375,0.0,0.0816817525908435,0.0,-0.026785714285714284,0.0,0.03333333333333333,12.8,22.6,42.4,0,12.6,24.3,27.4,0,19.2,76.9,16.8,2,18.9,75.5,20.1,2,12.6,24.3,27.4,0,17.0,80.3,20.5,2
323,323,15/04/2016,0.1300001144409179,0.0300025939941406,-0.0251762195587161,-0.0799942016601562,0.0500001907348637,-0.1557941436767613,0.21347333333333326,0.0,0.15109444444444442,0.296,0.21805999999999998,0.0,-0.064,0.10863636363636363,0.0,0.07539682539682539,0.0,0.2,0.0,0.0,7.9,33.0,51.5,0,13.0,21.2,27.7,0,20.7,82.0,15.3,2,19.9,80.9,18.2,2,13.0,21.2,27.7,0,17.7,77.5,16.6,2
324,324,18/04/2016,0.0199999809265136,1.3499984741210938,0.302995460128785,0.1199951171875,0.3499999046325679,0.6231727600097692,0.10869090909090909,0.34,0.11333333333333334,0.2515285714285714,0.25316666666666665,0.0,-0.10356666666666665,0.19772727272727272,0.0,0.3333333333333333,0.2678014842300557,0.13166666666666663,0.0,-0.0375,15.0,24.0,25.1,0,12.0,31.8,32.8,2,19.1,89.2,11.2,5,19.1,88.8,18.0,5,12.0,31.8,32.8,2,17.9,78.2,25.9,2
325,325,19/04/2016,-0.0799999237060546,-0.0999984741210937,0.0386426090240474,-0.1500015258789062,0.2999999523162842,1.577411651611328,0.13154444444444444,0.0,0.13486666666666666,0.0,0.12838,0.0,-0.3777333333333333,0.07142857142857142,0.0,0.3333333333333333,0.0,0.08647041847041846,0.0,-0.01060606060606061,15.2,22.2,18.5,0,10.3,60.5,27.7,5,15.0,93.6,17.9,4,15.3,89.4,14.9,1,10.3,60.5,27.7,5,17.1,79.0,31.7,1
326,326,20/04/2016,0.059999942779541,-0.3700027465820312,-0.0386426090240474,0.3100051879882812,-0.2000000476837158,0.1557922363281285,0.077225,0.0,0.3996,0.296,0.13865714285714284,0.0,0.4939,0.02815205627705627,0.0,0.0,-0.2916666666666667,0.06455473098330242,0.0,0.0,16.1,23.5,21.7,0,8.9,55.8,31.3,0,16.1,83.4,15.0,5,15.6,80.4,16.2,2,8.9,55.8,31.3,0,17.1,78.5,25.9,2
327,327,21/04/2016,-0.0499999523162841,0.1100006103515696,-0.495038879966736,-0.0100021362304687,-0.3499999046325683,-0.9152870178222692,0.1844294117647059,0.0,-0.20095,0.0,0.17343333333333336,0.0,0.0683,0.1457473898650369,0.0,-0.09722222222222222,0.0,0.1502164502164502,0.0,0.03409090909090909,16.3,21.7,36.6,0,10.3,20.9,23.4,0,17.8,74.6,14.3,0,16.1,71.8,12.8,2,10.3,20.9,23.4,0,16.5,80.9,20.5,2
328,328,22/04/2016,0.02999997138977,1.979999542236321,0.4282918867111203,0.5999984741210938,0.0499999523162841,-0.6913337707519567,-0.021899999999999996,0.0,0.0,0.3736,0.12453333333333333,0.0,-0.012833333333333344,0.11875,0.0,0.07606060606060606,0.2,0.11212121212121212,0.0,0.02619047619047619,14.3,28.4,48.4,5,10.8,16.7,32.0,0,17.0,83.3,11.2,2,17.1,77.6,12.7,2,10.8,16.7,32.0,0,17.1,73.8,22.3,2
329,329,25/04/2016,-0.02999997138977,-1.2699966430664062,-0.1905796203613281,0.3499984741210937,-0.2000000476837158,-0.7302818298339773,0.2282076923076923,0.4003,0.020074999999999996,0.0,0.016059999999999998,0.0,0.2197,0.33384032634032634,0.0,0.14964285714285716,0.0,0.17181818181818181,0.0,0.029166666666666664,7.3,49.6,62.0,5,8.4,34.6,38.9,5,12.5,84.7,31.2,5,11.0,90.5,18.5,5,8.4,34.6,38.9,5,16.7,78.6,31.7,5
330,330,26/04/2016,-0.0299999713897705,1.3400001525878906,-0.0322024570465089,1.1700057983398438,-0.1999998092651362,0.165531158447262,0.22392857142857145,0.0,0.0,0.0,0.29157777777777777,0.0,-0.11315,0.20834415584415586,0.0,0.128,0.0,0.20984848484848484,0.0,0.0,11.0,36.9,29.4,2,7.7,38.2,22.7,5,9.3,71.3,20.8,5,8.6,73.9,16.5,5,7.7,38.2,22.7,5,15.6,74.6,22.3,5
331,331,27/04/2016,-0.0099999904632563,-0.2900009155273437,-0.0240051799774168,0.0999984741210937,0.1999998092651362,0.33551025390625,0.21075,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,10.8,46.3,34.0,5,8.4,33.1,23.4,2,9.3,73.4,11.2,2,8.8,71.7,16.3,2,8.4,33.1,23.4,2,15.4,73.8,20.5,2
332,332,28/04/2016,-0.1100001335144043,-1.220001220703125,-0.0140519092559801,-1.44000244140625,-0.0499999523162841,-0.1700000762939453,0.07955,0.0,0.0,0.0,0.15648,0.0,0.0,0.08621212121212121,0.0,0.0,0.0,0.013636363636363636,0.0,0.0,9.7,51.2,50.5,2,11.1,27.2,29.5,2,9.5,74.5,13.2,2,8.1,79.8,12.9,2,11.1,27.2,29.5,2,15.5,75.4,20.5,2
333,333,29/04/2016,0.0399999618530269,1.0499992370605469,-0.120905593872072,-0.2599945068359375,-0.2000000476837158,0.090000152587887,-0.41355,0.0,0.0,0.0,0.1027,0.0,0.221725,-0.075,0.0,0.13636363636363635,0.0,0.0,0.0,0.2,11.4,46.2,31.1,5,11.3,28.1,29.2,2,11.2,71.9,14.3,2,9.7,74.5,12.8,2,11.3,28.1,29.2,2,16.5,73.4,22.3,2
334,334,02/05/2016,-0.0499999523162841,-0.0099983215332031,0.0,1.7399978637695312,0.25,0.0300006866455078,0.111925,0.0,0.0,0.0,0.0,0.0,-0.11850000000000002,0.09881628787878788,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,12.7,45.2,27.7,2,11.1,24.5,25.6,2,13.8,77.2,10.4,1,11.7,82.5,10.8,2,11.1,24.5,25.6,2,16.8,75.3,20.5,0
335,335,03/05/2016,-0.0299999713897705,-1.3699989318847656,0.2880649883270267,-0.5699996948242188,-0.25,-0.0500011444091761,0.0,0.0,0.0516,0.6597,0.15928333333333333,0.6369,0.168775,0.07560296846011132,0.0,0.08181818181818182,0.1,0.08878787878787879,0.0,0.3175595238095238,15.1,36.4,23.7,0,11.9,21.9,22.3,2,14.4,79.6,10.2,2,13.0,80.1,14.6,1,11.9,21.9,22.3,2,17.6,80.4,20.5,2
336,336,04/05/2016,0.0099999904632568,-0.7100028991699148,0.2277587127685549,-0.7400054931640625,-0.0999999046325683,0.0,-0.007371428571428571,0.0,0.0,0.38155,0.13396666666666665,0.0,0.30041666666666667,0.0,0.0,0.0,0.35,0.0,0.0,0.041666666666666664,17.2,27.3,41.6,0,11.8,21.3,25.2,2,13.2,77.5,13.2,2,12.8,76.9,16.2,2,11.8,21.3,25.2,2,17.4,74.2,18.4,2
337,337,05/05/2016,0.1099998950958252,1.5900001525878835,0.1923361797332763,0.5100021362304688,-0.0499999523162841,0.25,-0.0892875,0.0,0.07989230769230769,0.08222499999999999,-0.0705076923076923,0.0,-0.12440000000000002,0.1171875,0.0,0.025349650349650348,0.27234848484848484,0.06153846153846154,0.0,-0.05791666666666667,16.0,27.2,41.6,2,9.2,29.8,31.3,2,15.0,79.5,9.6,2,14.0,79.9,12.2,2,9.2,29.8,31.3,2,17.5,71.0,20.5,2
338,338,06/05/2016,0.03000020980835,0.9000015258789062,-0.2008259338378906,1.529998779296875,0.0,0.1400012969970703,0.0257,0.0,0.05726206896551723,-0.2294,0.23954999999999999,0.0,0.14192,0.265,0.0,0.135,-0.0625,0.33,0.0,0.18,10.3,61.6,33.4,5,9.7,33.0,28.4,2,15.3,83.2,11.2,2,14.7,80.4,12.7,1,9.7,33.0,28.4,2,17.5,75.9,24.1,2
339,339,09/05/2016,-0.0400002002716068,-0.8800010681152344,-0.0327874111175541,-1.3499984741210938,0.0499999523162841,-1.1599998474121094,0.0,0.0,0.059199999999999996,0.09333333333333332,0.0,0.0,0.09795384615384613,0.2366017316017316,0.0,0.059272727272727276,0.18333333333333335,0.06727272727272728,0.0,0.0,16.0,52.7,27.3,0,6.9,37.5,39.6,2,15.2,85.0,8.6,1,13.7,84.6,12.6,2,6.9,37.5,39.6,2,17.0,77.3,18.4,2
340,340,10/05/2016,0.0,0.4599990844726491,-0.1733076351165774,0.5800018310546875,-0.0499999523162841,0.4699993133544957,0.06384615384615384,0.0,0.146475,0.13083333333333333,-0.05464,0.0,0.07967777777777778,0.08975815850815852,0.0,0.0,0.27777777777777773,0.05454545454545454,0.0,0.027777777777777776,16.5,27.2,35.3,0,6.0,43.4,23.8,2,15.9,85.4,10.7,4,14.8,83.2,14.6,4,6.0,43.4,23.8,2,16.5,79.3,16.6,2
341,341,11/05/2016,0.0099999904632568,-0.039997100830071,-0.1153434387207017,6.790000915527344,0.1499998569488525,0.7999992370605433,0.10185483870967744,0.0,0.2233,-0.030355555555555556,0.12728,0.0,0.027893333333333332,0.11506177365048334,0.0,0.009090909090909087,0.23148148148148145,0.02727272727272727,0.0,0.03333333333333333,15.5,23.0,21.1,0,6.9,55.9,34.6,2,15.1,92.2,11.7,5,14.1,89.6,14.5,4,6.9,55.9,34.6,2,17.9,74.4,22.3,2
342,342,12/05/2016,0.0800001621246337,-0.3600006103515625,0.4821582931518549,1.220001220703125,-0.0499999523162841,-0.019998550415039,0.13780980392156866,0.0,0.01968333333333333,0.02959999999999999,0.37598,0.0,0.38397499999999996,0.13324441897971312,0.0,-0.016666666666666666,-0.018681318681318688,0.030238095238095238,0.0,0.011979166666666666,18.5,22.4,19.3,0,8.7,36.9,23.0,0,15.6,91.0,10.7,5,14.4,90.4,11.0,4,8.7,36.9,23.0,0,17.1,86.5,20.5,2
343,343,13/05/2016,-0.0499999523162837,-1.5600013732910156,0.1607192424774179,0.2900009155273437,0.0,-0.2700004577636719,0.0836313725490196,0.0,0.22199999999999998,0.15086666666666668,0.0,0.0,0.239925,0.12148459383753497,0.0,0.03409090909090909,0.19999999999999998,0.0,0.0,0.2,19.8,19.6,35.4,0,9.6,24.0,28.4,0,16.0,88.0,14.8,5,14.9,88.4,16.4,4,9.6,24.0,28.4,0,17.3,80.8,18.4,2
344,344,16/05/2016,0.0999999046325679,1.2099990844726491,0.1472528530120831,1.649993896484375,-0.0499999523162841,0.3400001525878871,0.1561322580645161,0.0,0.09282499999999999,0.7702,0.37211249999999996,0.0,0.1366,0.14755062142158912,0.0,0.04602272727272727,0.21666666666666665,0.25803571428571426,0.0,0.4,15.7,33.6,33.0,2,9.7,23.4,31.7,2,12.1,82.0,11.2,2,10.8,86.1,24.5,2,9.7,23.4,31.7,2,16.3,74.5,20.5,2
345,345,17/05/2016,0.0099999904632568,-0.979999542236321,-0.0793353858947751,-1.6399993896484375,0.0499999523162841,-0.2100009918212819,0.13036571428571428,-0.4019,0.20545555555555553,0.0,0.20313125,0.0,-0.03172000000000001,0.04348938363224077,0.0,0.04179292929292929,0.45,0.128063446969697,0.0,-0.09272727272727274,15.7,38.1,34.0,2,8.2,25.9,36.4,0,11.6,85.1,20.2,1,10.9,83.0,18.4,4,8.2,25.9,36.4,0,16.1,70.1,25.9,2
346,346,18/05/2016,-0.0299999713897705,1.5,-0.1463742904663085,0.0,0.1500000953674316,-1.0299987792968786,0.044973333333333324,0.0,0.24080000000000001,0.0,0.06731428571428573,0.6966,-0.0086,0.11551928010261343,0.0,0.0,0.0,0.08214285714285714,0.0,-0.025000000000000005,19.3,30.9,20.1,5,7.1,29.1,28.8,2,11.4,89.3,8.3,4,10.3,85.3,14.3,4,7.1,29.1,28.8,2,15.8,70.9,22.3,2
347,347,19/05/2016,-0.0999999046325683,-1.1100006103515625,0.3805737209320066,-0.4000015258789062,0.1499998569488525,0.9699993133544922,0.06519047619047619,0.0,0.21937272727272727,0.0,0.05504782608695652,0.0,0.24430000000000002,0.051948051948051945,0.0,0.050516528925619836,0.0,0.18734189723320158,0.0,0.2,19.1,28.4,31.6,3,6.5,31.4,34.9,2,11.2,83.2,16.9,1,9.8,86.6,12.8,1,6.5,31.4,34.9,2,15.8,69.2,20.5,2
348,348,20/05/2016,-0.0800001621246337,1.4900016784667969,-0.2312718315124504,0.5900039672851562,0.2000000476837158,1.6700000762939489,0.18006363636363637,0.0,0.0,0.17725714285714284,0.07794166666666667,0.0,0.0512,0.045454545454545456,0.0,0.0,0.23095238095238096,0.018809523809523807,0.0,0.0,15.9,18.3,42.2,2,6.9,31.7,34.9,2,10.7,80.2,9.7,2,9.9,80.9,12.2,2,6.9,31.7,34.9,2,15.2,76.3,22.3,2
349,349,23/05/2016,0.0399999618530273,-0.0499992370605468,0.1727221153259277,0.0100021362304687,0.1000001430511479,0.1499996185302698,0.20831578947368423,0.0,0.0,0.0,0.1511,0.0,-0.08216363636363638,0.13947368421052633,0.0,0.0,0.16,0.2164285714285714,0.0,0.024793388429752063,13.6,29.4,33.4,5,10.3,15.2,25.6,2,9.8,78.4,16.3,2,9.0,78.9,18.1,2,10.3,15.2,25.6,2,15.1,76.8,18.4,2
350,350,24/05/2016,0.0,0.25,-0.0395211715698247,-0.0300064086914062,-0.4000000953674321,-0.8500003814697266,0.014988888888888892,0.0,0.0,0.0,0.06170769230769231,0.0,0.0,0.01666666666666667,0.0,0.0,0.16,-0.0038461538461538433,0.0,0.375,12.3,50.6,51.8,5,9.9,16.3,25.2,2,11.6,65.9,21.3,2,10.1,68.9,15.0,2,9.9,16.3,25.2,2,15.5,71.8,24.1,2
351,351,25/05/2016,-0.059999942779541,0.7199974060058594,-0.3410531150817872,2.5300064086914062,0.25,0.210000991821289,-0.019918750000000002,0.0,0.04933333333333333,0.0,0.0,0.0,-0.02915,0.042670454545454546,0.0,0.022727272727272724,0.0,0.0,0.0,-0.13333333333333333,12.0,58.4,28.2,5,9.4,20.5,26.3,2,13.3,72.8,15.1,2,12.1,73.1,14.4,2,9.4,20.5,26.3,2,15.7,70.6,24.1,2
352,352,26/05/2016,0.0399999618530273,0.0600013732910156,-0.0117098300933831,0.1699981689453125,0.0999999046325683,-0.1499996185302734,0.232075,0.0,0.129825,0.6597,0.2315,0.0,-0.1201,0.14113095238095238,0.0,0.006818181818181815,0.3488888888888889,0.10476190476190476,0.0,0.08333333333333333,14.8,45.8,25.9,2,8.0,27.1,23.0,2,14.5,72.9,19.2,2,12.5,79.1,11.5,2,8.0,27.1,23.0,2,15.6,72.3,25.9,2
353,353,27/05/2016,0.0299999713897705,0.1300010681152343,-0.4426948249816895,1.0499954223632812,-0.1499998569488525,-0.0700016021728515,0.18654,0.0,0.22647741935483864,0.0,0.19105,0.0,0.28304,0.16533333333333333,0.0,0.034384164222873895,0.0,0.0,0.0,0.156,17.3,32.3,28.3,0,6.4,35.7,22.3,2,10.8,91.6,15.0,4,9.9,89.0,16.4,4,6.4,35.7,22.3,2,15.7,73.6,24.1,2
354,354,31/05/2016,-0.0399999618530273,0.5099983215332031,0.2002404140472418,-1.589996337890625,0.0499999523162841,-0.0900001525878906,0.06743333333333333,0.0,0.03372903225806451,0.0,0.18615,-0.2247,0.100475,0.09454545454545454,0.0,0.059384164222873896,0.0,0.03681818181818182,0.2,0.14791666666666667,22.7,19.9,19.9,0,4.9,61.3,32.8,2,11.0,81.0,8.3,2,8.9,81.0,12.8,2,4.9,61.3,32.8,2,14.9,80.1,24.1,1
355,355,01/06/2016,0.059999942779541,3.650001525878906,0.125706290435791,1.1800003051757812,-0.0499999523162841,-0.2399997711181676,-0.11253142857142856,0.0,0.07107428571428571,0.0,0.01407272727272727,0.0,0.02113333333333333,0.04081632653061225,0.0,0.11003030303030302,0.0,0.025960907779089604,0.0,0.01515151515151515,23.7,17.7,21.1,3,4.8,48.3,27.0,2,10.1,84.2,8.8,2,9.1,86.1,12.7,2,4.8,48.3,27.0,2,14.2,80.4,29.5,2
356,356,02/06/2016,0.0100002288818359,0.3400001525878906,-0.0812084835052493,0.1599960327148437,-0.1000001430511474,0.6900005340576207,0.1735,0.0,0.15020250000000002,0.0,0.24114,0.0,0.23326249999999998,0.14166666666666666,0.0,0.19258441558441558,0.0,0.0,0.0,0.21875,25.4,17.4,20.0,0,5.6,29.1,33.1,2,11.6,87.9,8.6,4,10.7,82.4,16.1,5,5.6,29.1,33.1,2,15.6,80.2,16.6,2
