,idx,Date,CBAK_Bat,ENS_Bat,TIA_Bat,ALB_Min,LAC_Min,SQM_Min,ALB_sentiment_nltk,CBAK_sentiment_nltk,ENS_sentiment_nltk,LAC_sentiment_nltk,SQM_sentiment_nltk,TIA_sentiment_nltk,lithium_sentiment_nltk,ALB_sentiment_TextBlob,CBAK_sentiment_TextBlob,ENS_sentiment_TextBlob,LAC_sentiment_TextBlob,SQM_sentiment_TextBlob,TIA_sentiment_TextBlob,lithium_sentiment_TextBlob,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
686,686,22/09/2017,-0.25,0.839996337890625,-0.2402888362884514,-0.600006103515625,-0.4000000953674316,-2.220001220703125,0.1856416666666667,0.2732,0.0593,0.29915,0.2225555555555555,0.0,0.27705454545454544,0.15298295454545455,0.3,0.0,0.325,0.1110088150018706,0.0,0.16250000000000003,8.6,53.1,29.2,2,11.2,20.9,24.5,0,17.5,54.1,13.0,2,14.8,59.1,18.1,2,11.2,20.9,24.5,0,14.8,73.0,22.3,2
687,687,25/09/2017,0.1000000238418579,0.0400009155273437,-0.001112204742431,-5.399993896484375,-0.4000000953674316,-3.509998321533203,0.030254166666666676,0.0,0.253375,0.31195,0.1262962962962963,0.0,0.11333333333333334,0.0482807239057239,0.0,-0.025,0.27964285714285714,0.07054874138207472,0.0,0.0,12.4,48.9,23.5,0,12.4,13.7,34.6,0,23.1,53.2,18.4,2,20.8,55.8,21.5,2,12.4,13.7,34.6,0,15.0,74.2,20.5,2
688,688,26/09/2017,0.1000000238418579,-0.30999755859375,0.0678591979980458,-0.470001220703125,0.3000001907348633,-0.3100013732910156,0.00996470588235294,0.0,-0.3595,-0.5267,0.111625,0.0,0.09408000000000001,-0.04124331550802139,0.0,0.0,0.0,0.08524053030303029,0.0,0.03,14.1,47.4,24.1,0,12.5,17.1,35.6,0,24.6,55.4,18.4,2,21.8,56.9,20.3,2,12.5,17.1,35.6,0,15.6,71.7,25.9,2
689,689,27/09/2017,-0.0500000715255737,0.69000244140625,0.4116051383972161,1.600006103515625,0.049999713897705,2.509998321533203,0.04085384615384612,0.0,0.0258,0.34366666666666673,0.03216578947368421,-0.128,-0.03975882352941177,0.1621017871017872,0.0,0.0,0.16666666666666666,0.11116854636591472,0.0,0.0,14.5,43.7,19.4,0,12.2,19.6,34.2,0,21.3,59.7,26.7,5,19.5,64.2,20.8,5,12.2,19.6,34.2,0,15.8,69.1,24.1,2
690,690,28/09/2017,0.0,0.7999954223632812,-0.1056820793151853,2.3000030517578125,0.1000003814697265,0.1200027465820312,0.04892499999999999,0.0,0.38915,0.1702,0.15076666666666666,0.6808,0.20909473684210528,0.1887310606060606,0.0,0.35000000000000003,0.20293560606060607,0.1717171717171717,0.8,0.2594924812030075,15.1,39.4,20.7,0,10.4,21.4,34.9,2,13.6,88.4,11.8,5,13.3,87.1,17.9,5,10.4,21.4,34.9,2,15.7,71.3,24.1,2
691,691,29/09/2017,-0.0499999523162841,-0.25,-0.2514131465911857,3.989990234375,0.2999997138977051,0.3699989318847656,0.16799268292682926,0.0,0.0,0.0,0.15975,0.0,0.26471428571428574,0.11440822862774083,0.0,0.0,0.0,0.27022222222222225,0.0,0.20795038295038296,16.2,38.3,21.8,0,12.5,16.7,44.3,0,16.3,80.6,13.0,2,16.6,75.0,14.6,2,12.5,16.7,44.3,0,15.1,77.8,31.7,2
692,692,02/10/2017,-0.0199999809265136,-0.1599960327148437,0.0,0.30999755859375,0.0500001907348632,0.1399993896484375,0.07513055555555556,0.0,0.09866666666666667,0.19783333333333333,0.060531034482758615,0.0,0.3507142857142858,0.04541666666666667,0.0,0.0,0.14166666666666666,0.049075235109717875,0.0,0.003414888682745825,10.5,38.0,28.2,0,5.5,32.6,37.8,0,18.0,36.7,18.4,2,16.3,35.1,31.0,2,5.5,32.6,37.8,0,14.3,77.5,29.5,2
693,693,03/10/2017,0.0199999809265136,0.0999984741210937,0.0,0.8000030517578125,0.0,1.7000007629394531,0.07108048780487805,0.0,0.2692666666666667,0.0,0.0447,0.0,-0.22220000000000004,0.018993902439024393,0.0,0.006060606060606058,0.0,0.03075,0.0,0.07083333333333332,10.3,43.4,42.5,2,9.7,17.1,26.3,0,20.2,34.8,20.0,0,16.8,39.6,18.4,0,9.7,17.1,26.3,0,15.0,71.5,25.9,2
694,694,04/10/2017,0.3500000238418579,-0.6399993896484375,0.0,0.8000030517578125,0.1500000953674316,1.9399986267089773,0.17482187500000002,0.2732,0.08281666666666666,0.5423,0.19567741935483873,0.0,-0.015433333333333323,0.11883759469696972,0.125,0.13333333333333333,0.0,0.14527859237536656,0.0,0.14924242424242426,10.9,53.0,23.0,0,12.2,18.6,32.8,0,22.4,34.0,22.6,0,19.4,40.0,24.1,0,12.2,18.6,32.8,0,16.4,64.2,24.1,2
695,695,05/10/2017,0.2499998807907104,-0.0400009155273437,0.0,1.44000244140625,-0.1000003814697265,-0.259998321533196,0.03626756756756757,-0.3818,0.2114,0.0,0.10958484848484848,0.0,0.06662307692307692,0.006154791154791156,0.15,0.1590909090909091,0.0,0.05747015610651974,0.0,0.10467657342657341,12.1,41.9,20.0,0,10.5,27.3,32.4,2,25.3,34.3,24.4,2,21.3,39.8,25.2,2,10.5,27.3,32.4,2,14.9,77.9,29.5,2
696,696,06/10/2017,0.0,-0.0199966430664062,0.0,-2.470001220703125,0.1500000953674316,-0.2400016784668039,0.11742702702702708,0.0,0.296,0.3349833333333334,0.15834,0.0,0.06239999999999998,0.09799804065429066,0.0,0.0,0.1984090909090909,0.10737272727272729,0.0,0.3416666666666667,13.6,38.9,22.0,0,11.7,15.1,31.3,0,24.0,40.7,26.7,2,21.5,45.6,27.2,2,11.7,15.1,31.3,0,14.9,74.9,22.3,2
697,697,09/10/2017,-0.0499999523162841,-0.100006103515625,0.047834986877441,-0.6399993896484375,0.0500001907348632,-0.3999977111816335,0.057349999999999984,0.0,0.3612,0.0,0.15234444444444448,0.0,0.10884999999999999,0.078125,0.0,0.0,0.0,0.03287037037037037,0.0,0.14375,8.7,39.7,28.3,0,11.5,16.6,33.8,0,19.9,76.2,24.1,5,18.0,82.3,24.1,5,11.5,16.6,33.8,0,14.9,69.1,29.5,2
698,698,10/10/2017,-0.25,0.19000244140625,-0.2102525196075433,1.220001220703125,0.0999999046325683,0.2999992370605469,0.17713076923076926,-0.3818,0.296,0.0,0.08247272727272727,0.0,0.2195111111111111,0.12805361305361304,0.15,0.0,0.0,0.009090909090909092,0.0,0.0,9.2,33.8,22.3,0,11.0,16.4,34.6,0,19.7,79.9,18.4,5,19.0,77.9,29.0,2,11.0,16.4,34.6,0,14.8,67.8,31.7,2
699,699,11/10/2017,0.090000033378601,0.1100006103515625,0.0556226829528805,-0.350006103515625,0.0,-1.029998779296875,0.23267333333333332,0.0,-0.109775,0.07558,0.09795217391304345,0.0,0.2307142857142857,0.029999999999999995,0.0,-0.0034090909090909102,0.125,0.08185770750988142,0.0,0.08278061224489797,11.5,29.1,20.7,0,11.5,14.7,34.2,0,17.5,77.2,14.5,5,17.7,73.5,23.7,5,11.5,14.7,34.2,0,14.5,70.5,29.5,2
700,700,12/10/2017,0.0600000619888307,-0.1299972534179687,-0.2480754009246819,-0.1199951171875,-0.25,0.1800003051757812,0.17551666666666665,0.0,0.13346,0.08668,0.025769230769230773,0.0,0.3191333333333333,0.12325396825396824,0.0,0.015454545454545453,0.03333333333333333,0.07692307692307693,0.0,0.0625,11.1,20.9,27.6,0,11.3,19.1,35.3,0,14.2,81.4,18.2,5,13.5,80.1,23.6,5,11.3,19.1,35.3,0,13.6,73.3,27.7,2
701,701,13/10/2017,-0.1500000953674318,-0.5100021362304688,0.1201441352844234,1.6399993896484375,-0.0500001907348632,1.9099998474121087,-0.05094210526315789,0.0,0.0,0.0,0.11621904761904761,-0.128,0.14448,0.03789473684210527,0.0,0.0,0.0,0.12330447330447328,0.0,0.048,9.4,16.2,20.1,0,11.6,19.5,35.6,0,12.4,69.3,14.0,5,9.8,83.4,16.2,5,11.6,19.5,35.6,0,13.5,74.9,29.5,2
702,702,16/10/2017,0.0,0.2099990844726562,0.1145819801330558,1.220001220703125,0.0500001907348632,1.5499992370605469,0.1408032258064516,0.0,0.0,0.312,0.01159285714285715,0.0,0.02891428571428572,0.06771260997067448,0.0,0.0,0.14819023569023568,0.06752782931354359,0.0,0.05065476190476191,11.1,14.9,24.1,0,14.1,28.3,38.5,0,20.8,48.8,18.9,2,19.2,51.0,22.2,2,14.1,28.3,38.5,0,14.9,75.1,29.5,2
703,703,17/10/2017,0.0,-0.3300018310546875,-0.1646419422149652,-0.75,0.0,-1.4900016784667969,0.04116071428571429,0.0,0.0,0.17834,0.006765517241379315,0.0,0.08133333333333333,0.057857142857142864,0.0,0.03704545454545455,0.08199999999999999,0.059620507206714086,0.0,0.009366096866096865,12.6,15.2,18.4,0,13.8,24.9,35.3,0,26.1,43.4,14.8,0,23.6,47.9,18.0,2,13.8,24.9,35.3,0,14.2,81.1,33.5,2
704,704,18/10/2017,0.0500000715255737,-0.2600021362304687,-0.1268190608978265,0.25,0.3499999046325683,0.6399993896484304,0.14365757575757576,0.0,0.074,0.4215,0.1827666666666667,0.0,0.0,0.03339743589743589,0.0,0.0,0.05,0.15918614718614718,0.0,0.0,14.3,22.2,17.1,0,13.8,18.7,30.6,0,28.7,40.1,21.0,2,26.1,45.7,25.4,3,13.8,18.7,30.6,0,13.7,83.7,29.5,2
705,705,19/10/2017,-0.0500000715255737,0.94000244140625,0.0734213531494134,-0.1699981689453125,0.8499999046325684,-1.309997558593743,0.1268608695652174,0.0,0.0,-0.06683333333333334,-0.0074952380952380895,0.0,0.2122875,0.05366977225672878,0.0,0.0,0.04722222222222224,-0.008506493506493499,0.0,0.11852678571428571,13.7,27.6,19.6,0,14.3,14.2,35.6,5,20.8,55.1,50.9,5,17.4,72.5,23.4,5,14.3,14.2,35.6,5,14.8,73.5,24.1,2
706,706,20/10/2017,-0.0499999523162841,0.0400009155273437,0.3226095245361327,1.2899932861328125,0.0,0.0099983215332031,0.1080181818181818,0.0,0.0,0.03471666666666668,0.16722222222222222,0.0,0.2004,0.028285123966942147,0.0,0.0,0.15989583333333335,0.05092592592592592,0.0,0.05714285714285715,11.5,25.5,46.6,0,13.5,15.2,35.3,0,20.3,61.4,13.7,0,18.9,64.6,18.2,0,13.5,15.2,35.3,0,15.4,72.2,24.1,2
707,707,23/10/2017,-0.0499999523162841,-0.3300018310546875,-0.0278113414764407,-2.25,0.6500005722045898,0.1000022888183593,0.06765625,0.0,0.0,0.1114125,0.01313076923076923,-0.296,-0.0992375,0.025625000000000002,0.0,-0.1,0.0799107142857143,0.06352564102564102,0.0,0.015625,16.4,26.5,23.2,0,13.7,14.8,35.6,2,18.3,50.8,21.0,0,15.5,60.8,16.5,2,13.7,14.8,35.6,2,16.3,69.3,24.1,2
708,708,24/10/2017,0.0,1.6300048828125,0.2191524204254156,0.19000244140625,-0.7500004768371582,1.5900001525878906,0.038823076923076925,0.0,0.5106,-0.027784615384615387,-0.02628666666666666,0.0,0.18855263157894736,0.024718614718614716,0.0,0.5,0.0,0.07472222222222222,0.0,0.0004048582995951403,16.2,35.2,24.9,0,13.0,16.6,34.6,2,21.9,51.1,17.6,0,19.5,56.8,18.2,0,13.0,16.6,34.6,2,15.4,76.4,25.9,2
709,709,25/10/2017,0.0,-0.7099990844726562,-0.1702046630859381,-0.19000244140625,0.2999997138977051,-1.1500015258789062,0.07293750000000002,0.0,0.02187999999999999,0.2217,0.11887826086956521,0.0,0.041139999999999996,0.0690625,0.0,0.018125000000000002,0.10714285714285714,0.02693236714975845,0.0,0.24104166666666665,13.9,27.2,17.1,0,12.6,16.0,37.4,0,24.4,52.3,14.8,2,22.4,56.5,23.4,2,12.6,16.0,37.4,0,15.2,74.0,27.7,2
710,710,26/10/2017,0.0,1.3499984741210938,-0.0567348876953124,0.5099945068359375,0.0500001907348632,0.2700004577636719,0.12367083333333334,0.0,0.0,-0.6249,0.29400625,0.0,0.13966666666666666,0.11068181818181817,0.0,0.0,-0.2,0.08098958333333334,0.0,-0.021875000000000002,15.1,23.7,21.7,0,12.4,18.6,33.8,3,24.2,54.3,28.8,2,21.7,61.9,29.4,2,12.4,18.6,33.8,3,14.1,82.1,27.7,5
711,711,27/10/2017,0.0,-0.529998779296875,0.0812090492248547,0.040008544921875,-0.0500001907348632,-0.4099998474121094,0.17801851851851852,0.0,0.22240000000000001,0.0,0.3111,0.0258,0.08843000000000001,0.07730639730639731,0.0,0.05,0.0,0.186,0.0,-0.024999999999999994,15.5,26.8,18.3,0,12.8,14.4,36.7,0,22.7,62.1,27.5,2,20.6,65.0,26.0,2,12.8,14.4,36.7,0,14.8,71.7,24.1,2
712,712,30/10/2017,0.0,-0.1800003051757812,0.1524048614501936,0.42999267578125,-0.2499995231628418,0.0900001525878906,0.35790000000000005,0.0,0.0,0.0,0.2059,0.1433,0.04515,0.15,0.0,0.0,0.0,0.14095238095238094,0.0,-0.007954545454545457,13.8,29.8,15.8,0,9.7,22.2,38.9,0,23.4,54.4,25.9,2,21.0,56.7,36.3,5,9.7,22.2,38.9,0,15.0,69.7,25.9,2
713,713,31/10/2017,0.0999999046325683,-0.4300003051757812,0.450540790176392,1.3800048828125,0.049999713897705,-0.0499992370605468,0.3170909090909091,0.0,0.0,0.1366,0.31279,0.26335,0.13032580645161293,0.17931818181818182,0.0,0.13636363636363635,0.125,0.22091666666666665,0.5,0.1705069124423963,12.0,35.0,21.9,0,10.1,21.1,36.7,0,23.5,51.1,23.1,2,21.6,52.7,29.0,2,10.1,21.1,36.7,0,14.6,72.4,25.9,2
714,714,01/11/2017,0.1500000953674318,-1.4200057983398438,0.01557426071167,1.44000244140625,-0.049999713897705,1.5399971008300852,0.07826363636363638,-0.3818,0.0,0.0,0.12259500000000001,0.0,0.07318823529411765,0.08922865013774105,0.15,0.0,0.0,0.03916666666666667,0.0,0.12764705882352942,10.0,41.5,18.2,0,10.7,19.3,36.0,0,23.8,50.8,23.6,2,21.0,55.8,23.9,2,10.7,19.3,36.0,0,14.5,72.3,24.1,2
715,715,02/11/2017,0.0499999523162839,2.3600006103515625,0.12459408569336,-5.4199981689453125,0.0999999046325683,-3.2299995422363352,0.14068636363636364,0.0,0.1496666666666667,0.29375,0.10973636363636363,0.0,0.2579666666666667,0.04183330053784599,0.0,0.01515151515151515,0.0,0.12223184223184226,0.0,0.2535353535353535,9.1,56.1,37.1,0,11.5,19.3,28.8,0,26.9,48.9,16.8,2,24.0,53.2,20.3,2,11.5,19.3,28.8,0,14.6,73.4,31.7,2
716,716,03/11/2017,-0.1499999761581421,-1.55999755859375,-0.1946776931762706,3.129989624023437,-0.3000001907348633,0.7999992370605398,0.11725000000000001,0.0,-0.296,0.35378999999999994,0.2803,0.0,0.36666666666666664,0.14944444444444446,0.0,0.0,0.08880952380952381,0.04731524427953,0.0,0.07500000000000001,7.4,64.7,23.2,2,11.7,15.8,36.4,2,26.4,50.6,24.1,2,23.4,57.9,31.0,2,11.7,15.8,36.4,2,15.7,68.7,31.7,2
717,717,06/11/2017,-0.0500000715255737,-0.0199966430664062,-0.1479560424804678,1.9300079345703125,-0.2999997138977051,0.0900001525878906,0.15433999999999998,0.0,0.08457142857142856,0.05135,-0.0191375,0.0,0.17976999999999999,0.0375952380952381,0.0,-0.028571428571428574,0.1216161616161616,0.0,0.0,0.15,5.2,41.0,17.8,0,13.5,25.1,32.4,0,21.0,71.5,17.1,2,19.0,75.5,12.8,2,13.5,25.1,32.4,0,16.2,68.9,25.9,2
718,718,07/11/2017,0.0800000429153442,-0.7300033569335938,0.0667469932556148,1.160003662109375,0.25,0.8900032043457102,0.08959199999999998,0.0,0.0,0.36619999999999997,0.15619375000000002,0.0,-0.4767,0.059566666666666664,0.0,0.0,0.3395833333333333,0.0001674107142857137,0.0,-0.3,4.4,33.3,18.3,0,13.1,33.3,37.4,2,23.1,68.6,14.8,2,22.1,65.4,14.8,2,13.1,33.3,37.4,2,16.0,76.1,27.7,2
719,719,08/11/2017,0.0199999809265136,0.220001220703125,0.3604329715728767,1.4499969482421875,0.0,-0.0100021362304687,0.12530000000000002,0.0,0.0305,0.2703454545454545,0.11645000000000001,0.0,0.3543166666666666,0.07322723199739331,0.0,0.03501955034213099,0.13317837465564739,0.029999999999999992,0.0,0.08035714285714286,5.5,38.1,24.6,0,13.8,32.8,34.9,0,23.6,63.7,28.5,5,21.3,69.4,25.6,5,13.8,32.8,34.9,0,15.7,80.4,27.7,2
720,720,09/11/2017,-0.1000000238418579,1.3600006103515625,-0.1512926567077652,-3.740005493164064,1.0099997520446775,-1.8600006103515625,0.1754799999999999,0.0,0.17310571428571433,0.1575214285714286,0.2649777777777778,0.1779,-0.15664545454545456,0.09610769600769603,0.0,0.07423196248196248,0.09418676561533704,0.10888047138047136,0.024999999999999994,-0.09901859504132232,8.0,50.6,19.8,0,14.6,24.1,35.3,3,19.9,83.4,17.4,5,18.2,88.5,21.9,5,14.6,24.1,35.3,3,15.8,78.0,20.5,2
721,721,10/11/2017,0.0500000715255737,-2.4900054931640625,0.0177986701965338,-0.220001220703125,1.2600002288818342,-0.2000007629394531,0.15249166666666664,0.0,0.1395625,0.08116000000000001,0.28765,0.0,0.07305,0.07706088664421998,0.0,0.018352272727272727,0.11055555555555556,0.20470869408369405,0.0,0.0,5.7,49.8,16.4,0,15.0,19.1,32.4,3,19.4,84.2,20.8,5,18.6,83.2,23.5,5,15.0,19.1,32.4,3,16.9,72.5,25.9,2
722,722,13/11/2017,0.0499999523162841,-0.2299957275390625,-0.403818008041382,2.75,-0.4499998092651349,1.470001220703125,0.18473260869565222,0.0,0.07945,0.0,0.20090666666666665,0.0,0.061099999999999995,0.051512955643390416,0.0,0.075,0.0,0.08610690235690235,0.0,0.021666666666666667,5.8,43.5,16.4,0,15.3,23.3,30.6,1,24.3,42.5,17.9,2,21.9,54.1,22.1,0,15.3,23.3,30.6,1,17.5,74.2,24.1,2
723,723,14/11/2017,0.0,-0.5999984741210938,-0.4794643363952628,-5.720001220703125,-0.5200004577636719,-1.2999992370605469,0.13235660377358494,0.0,0.19317499999999999,0.044716666666666675,0.01614615384615385,0.0,-0.12040000000000001,0.1159096808153412,0.0,-0.0375,0.1143939393939394,0.01818181818181818,0.0,0.011363636363636362,7.7,36.5,18.4,0,15.6,23.3,38.5,2,25.7,43.6,19.2,2,23.2,51.6,23.9,2,15.6,23.3,38.5,2,17.5,70.2,25.9,2
724,724,15/11/2017,-0.0499999523162841,-0.3000030517578125,-0.5017135227203369,-3.1100006103515625,-1.079999923706055,-1.3499984741210938,0.06171923076923077,0.0,0.18725999999999998,0.21075,-0.32384999999999997,0.0,0.3148692307692308,-0.007438811188811189,0.0,0.0478030303030303,0.07083333333333335,-0.14583333333333334,0.0,0.08723776223776222,8.9,35.4,22.8,0,14.3,27.7,36.4,2,28.4,42.5,22.1,0,26.0,47.9,23.9,0,14.3,27.7,36.4,2,17.5,69.4,27.7,2
725,725,16/11/2017,-0.1000000238418579,0.470001220703125,0.0578470924377452,0.790008544921875,0.5200004577636719,0.6799964904785156,0.024999999999999994,0.0,0.296,0.3818,0.059199999999999996,0.0,0.05283333333333334,0.05196528779862113,0.0,0.0,0.0,0.033522727272727273,0.0,0.0,10.3,53.0,36.5,0,14.2,25.7,37.4,2,22.8,37.0,38.4,2,20.4,44.0,26.4,2,14.2,25.7,37.4,2,16.8,74.8,25.9,2
726,726,17/11/2017,0.1000000238418579,0.7099990844726562,0.0278113414764398,0.8800048828125,0.7899999618530256,2.540000915527344,0.22789642857142858,0.0,0.011399999999999993,0.20496000000000003,0.26954736842105265,0.0,0.07187777777777778,0.0862900046382189,0.0,0.06818181818181818,0.07850744047619047,0.21999999999999997,0.0,0.06952861952861952,6.9,56.3,45.1,3,12.5,30.4,40.3,0,22.3,44.0,12.7,0,20.1,47.8,20.2,0,12.5,30.4,40.3,0,16.8,75.6,24.1,2
727,727,20/11/2017,-0.0500000715255737,-0.44000244140625,0.3370710147857654,-0.8100128173828125,0.389999389648441,-5.259998321533203,0.13673333333333335,0.0,0.0,-0.06811666666666667,0.010391111111111122,0.0,0.17875999999999997,0.11272727272727272,0.0,0.0,-0.04212962962962963,0.024029063786008234,0.0,0.06,8.0,29.1,13.9,2,10.8,27.6,38.5,0,24.2,44.6,21.5,0,21.7,49.8,22.2,0,10.8,27.6,38.5,0,17.6,68.0,25.9,2
728,728,21/11/2017,-0.0199999809265136,0.5,-0.0367106765747058,1.3000030517578125,-0.0699996948242205,2.790000915527344,0.3286733333333333,0.0,0.5719,0.37421666666666664,0.13937619047619051,0.0,0.0,0.19845518678852014,0.0,0.0,0.18441358024691357,0.11850629308962647,0.0,0.0,10.4,51.6,15.1,0,12.0,23.1,37.1,0,21.5,53.8,37.6,5,18.8,63.4,29.5,5,12.0,23.1,37.1,0,16.9,71.9,27.7,2
729,729,22/11/2017,-0.0799999237060546,-0.149993896484375,0.0400484222412105,-1.4499969482421875,0.1499996185302716,-0.8100013732910156,0.3859857142857142,0.0,0.0,0.30755999999999994,0.24209642857142857,0.0,0.13984999999999997,0.1887824675324675,0.0,0.0,0.14932900432900434,0.10554743867243867,0.0,0.2,10.7,52.7,15.7,0,13.5,20.2,38.2,0,20.4,60.7,13.8,2,17.5,73.5,14.5,2,13.5,20.2,38.2,0,17.2,66.1,29.5,2
730,730,24/11/2017,-0.0200001001358032,0.2599945068359375,0.0956705394744865,1.80999755859375,0.0100002288818377,-0.1000022888183593,0.11644499999999999,0.0,0.3818,0.0,0.17538250000000002,0.1633,0.033716666666666666,0.024366161616161612,0.0,0.0,-0.3125,0.10257142857142856,0.10808080808080807,0.08333333333333333,10.2,39.2,23.1,0,14.0,20.2,33.8,2,26.4,44.5,22.8,0,23.5,50.5,27.3,0,14.0,20.2,33.8,2,17.6,66.0,29.5,2
731,731,27/11/2017,0.0200001001358032,-0.2599945068359375,-0.6763675704956054,-0.8300018310546875,0.6999998092651367,-2.1599998474121094,0.2215411764705882,-0.3595,0.0,0.25429090909090907,0.14886,0.0,0.04424666666666666,0.044778456837280364,0.0,0.0,0.07927961432506886,0.12700974025974027,0.0,0.05235690235690235,8.4,47.1,40.0,5,15.1,14.1,31.0,2,25.4,41.3,19.6,5,23.0,44.8,27.4,5,15.1,14.1,31.0,2,17.0,68.8,25.9,2
732,732,28/11/2017,-0.1500000953674316,2.0199966430664062,0.0756463283538826,0.660003662109375,0.3800001144409179,0.2400016784667968,0.1202,0.0,0.30333333333333334,0.324125,0.15117500000000003,0.0,-0.01417142857142857,0.04161157024793389,0.0,0.0,0.21569444444444444,0.2459126984126984,0.0,0.024603174603174603,3.0,56.0,17.1,0,16.5,14.2,37.4,2,23.7,64.5,19.7,5,20.7,71.7,23.7,5,16.5,14.2,37.4,2,17.8,67.1,24.1,2
733,733,29/11/2017,0.1500000953674316,0.1500015258789062,-0.0634092475891119,-4.94000244140625,-0.5900001525878924,-2.0800018310546875,-0.11953448275862069,0.0,0.09866666666666667,0.367,-0.017860714285714317,0.0,0.17124705882352945,0.0453684836874492,0.0,-0.043939393939393945,0.09299663299663301,0.03228505291005291,0.0,0.023529411764705882,4.8,49.4,16.4,0,15.0,16.7,32.8,2,26.6,52.0,14.8,2,24.5,53.5,16.4,5,15.0,16.7,32.8,2,17.8,66.1,37.1,2
734,734,30/11/2017,0.0,-0.1300048828125,0.0122370807647707,2.3700103759765625,0.0700006484985369,1.9000015258789065,0.12776428571428572,0.0,0.17,0.15098333333333333,0.21534666666666666,0.0,0.027899999999999998,0.04047619047619048,0.0,0.13252840909090907,0.024007936507936516,0.08054292929292929,0.0,0.2031388888888889,3.5,51.9,14.6,0,14.5,14.4,34.2,0,25.3,55.1,25.9,2,23.6,57.8,25.9,5,14.5,14.4,34.2,0,17.2,66.9,24.1,2
735,735,01/12/2017,-0.0500000715255737,-0.55999755859375,-0.0467233478546136,-2.170013427734375,0.2299995422363281,0.0900001525878906,0.29583846153846155,0.0,0.7003,0.33285,0.1785833333333334,0.0,0.3399666666666667,0.06830322455322456,0.0,0.3,0.018043831168831154,0.0763888888888889,0.0,0.40208333333333335,3.1,47.6,17.1,0,13.0,24.3,38.2,0,26.5,55.4,20.0,2,25.1,55.7,23.7,5,13.0,24.3,38.2,0,17.7,65.0,22.3,2
736,736,04/12/2017,0.0,1.160003662109375,-0.0400478565216069,-2.79998779296875,-0.5,-1.8400001525878904,0.13486153846153848,0.0,0.0,0.784,0.08630625,0.81575,0.16556363636363639,0.039627039627039624,0.0,0.0,0.39015151515151514,0.05444512085137085,0.4712752525252525,-0.012488521579430674,-1.2,45.7,29.4,0,13.6,20.0,29.5,5,18.3,87.4,20.5,5,16.7,89.7,13.0,5,13.6,20.0,29.5,5,17.9,68.6,25.9,2
737,737,05/12/2017,-0.0499999523162841,-1.2400054931640625,-0.1713168678283692,-1.360008239746108,-0.5100002288818359,-0.4099998474121094,0.06251111111111113,0.0,0.0,0.4404,0.12589090909090908,0.63635,0.2611,0.028030303030303023,0.0,0.0,0.20909090909090908,0.10933195592286502,0.0062500000000000056,-0.015476190476190482,-0.8,40.1,27.0,0,14.2,19.8,33.5,2,18.4,83.5,11.4,2,17.2,84.5,14.5,5,14.2,19.8,33.5,2,17.7,71.6,25.9,2
738,738,06/12/2017,0.0,-0.6999969482421875,0.0489477573394774,-0.5099945068359233,-0.3999996185302734,-1.959999084472656,0.17736875000000002,0.0,0.08895,0.23756666666666668,0.3063545454545455,0.0,0.05551904761904761,0.10390624999999999,0.0,0.0,0.10919576719576718,0.11541256723074905,0.0,0.010420531849103274,2.6,32.9,27.7,0,14.2,20.1,32.4,2,21.7,77.8,10.9,2,20.7,75.3,14.5,2,14.2,20.1,32.4,2,18.0,70.0,25.9,2
739,739,07/12/2017,-0.0500000715255737,-0.2900009155273437,-0.164641942214966,1.5999984741210938,0.3500003814697265,1.739997863769524,0.1948266666666667,0.0,0.0,0.17875,0.2519947368421052,0.0,0.0,0.08086868686868688,0.0,-0.15,0.007986111111111112,0.03001355661881977,0.0,0.0,2.9,30.4,25.9,0,15.0,17.1,33.5,2,25.5,65.0,18.4,2,22.9,68.0,20.1,2,15.0,17.1,33.5,2,17.7,68.8,25.9,2
740,740,08/12/2017,0.03000009059906,0.1200027465820312,0.1679796878814698,1.5200042724609375,0.0299997329711896,-0.989997863769524,0.21544166666666667,0.0,-0.06368571428571428,0.5927,0.12308461538461539,0.0,0.4602714285714286,0.08787878787878788,0.0,0.0,0.26607142857142857,0.05205128205128205,0.0,0.11428571428571428,4.4,27.3,21.6,0,14.9,15.9,30.2,2,27.0,58.1,16.6,2,24.6,61.9,16.6,2,14.9,15.9,30.2,2,18.2,65.1,27.7,2
741,741,11/12/2017,-0.03000009059906,0.1599960327148437,0.2313883697509764,0.5399932861328125,-0.0200004577636718,0.9699974060058594,0.038680000000000006,0.0,0.12446000000000002,0.1998,0.16386666666666666,0.0,0.09398333333333332,-0.031111111111111117,0.0,0.0,0.0,0.07393939393939393,0.0,0.17594696969696969,1.5,17.5,20.2,0,14.8,32.4,36.4,0,23.1,65.1,33.5,5,20.7,75.6,12.0,5,14.8,32.4,36.4,0,18.6,64.0,27.7,2
