name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-23.633059091030326, -70.25938437759316",2019-07-10,15,13,14,15,13,14,8.8,70.9,0,0,0,,,,,22.3,215.9,1016.4,92.5,10.2,197.8,16.4,7,,2019-07-10T07:23:39,2019-07-10T18:09:19,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-11,15,12,13.8,15,12,13.8,9.4,74.4,0,0,0,,,,,24.1,200.2,1017.7,81.6,10.1,193.5,16.2,7,,2019-07-11T07:23:31,2019-07-11T18:09:43,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-12,14.7,11,13,14.7,11,13,8.8,75.8,0,0,0,,,,,24.1,188.7,1015.6,77.7,9.8,196.2,16.2,7,,2019-07-12T07:23:23,2019-07-12T18:10:08,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-13,15,12,13,15,12,13,8.2,72.6,0,0,0,,,,,24.1,183,1015.8,76.5,10.3,194,16,7,,2019-07-13T07:23:12,2019-07-13T18:10:33,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-14,14.7,11,12.9,14.7,11,12.9,7.4,69.4,0,0,0,,,,,16.6,145.5,1017.2,69.2,10.5,197.1,16.2,7,,2019-07-14T07:23:01,2019-07-14T18:10:58,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-15,14.7,12,13.1,14.7,12,13.1,7.4,68.2,0,0,0,,,,,16.6,185.7,1016.3,74.3,10.3,201.3,16.8,7,,2019-07-15T07:22:49,2019-07-15T18:11:23,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-16,16,12.7,13.6,16,12.7,13.6,7.6,67.2,0,0,0,,,,,20.5,215.8,1017.3,67.2,9.9,197.8,16.4,7,,2019-07-16T07:22:35,2019-07-16T18:11:49,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,remote,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-17,17.4,12.9,13.5,17.4,12.9,13.5,7.9,68.8,0,0,0,,,,,22.3,193.4,1017.9,76.5,10,206.9,17,7,,2019-07-17T07:22:20,2019-07-17T18:12:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,remote,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-18,15,12.2,13.3,15,12.2,13.3,8,70.4,0,0,0,,,,,24.1,193,1017,74.8,10.7,209.9,17.4,7,,2019-07-18T07:22:04,2019-07-18T18:12:40,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-19,15,11.9,13.2,15,11.9,13.2,8.4,72.8,0,0,0,,,,,16.6,178.7,1013.2,73.2,10.5,213.4,17.7,7,,2019-07-19T07:21:47,2019-07-19T18:13:06,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-20,18,13.9,14.9,18,13.9,14.9,9.1,68.6,0,0,0,,,,,22.3,217,1013,79.2,10.1,207.3,16.9,7,,2019-07-20T07:21:29,2019-07-20T18:13:32,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-21,16.2,14,14.6,16.2,14,14.6,9.3,70.5,0,0,0,,,,,27.7,194.8,1015.4,84.7,10.1,191.6,15.8,7,,2019-07-21T07:21:09,2019-07-21T18:13:58,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-22,16,13.8,14.5,16,13.8,14.5,7.9,65.1,0,0,0,,,,,18.4,196.1,1017.1,75.3,10,207.8,17.2,7,,2019-07-22T07:20:48,2019-07-22T18:14:24,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-23,14,11.9,13.1,14,11.9,13.1,8.2,73.2,0,0,0,,,,,35.3,210.4,1020.3,75.5,10.5,211.7,17.5,7,,2019-07-23T07:20:26,2019-07-23T18:14:51,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-24,15,12,13.2,15,12,13.2,5,58.1,0,0,0,,,,,16.6,169.1,1021.7,88.1,11.2,138.4,11.6,5,,2019-07-24T07:20:03,2019-07-24T18:15:17,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-25,15,9.9,12.5,15,8.6,12.5,6.6,67.5,0,0,0,,,,,29.5,181.3,1022.3,29.4,11.1,215.1,17.9,8,,2019-07-25T07:19:39,2019-07-25T18:15:43,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-26,15,10,12.4,15,10,12.4,9.2,81.1,0,0,0,,,,,24.1,162.2,1017.3,36.3,11.4,225.6,18.5,8,,2019-07-26T07:19:13,2019-07-26T18:16:09,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-27,15.8,11,13.7,15.8,11,13.7,8.5,70.7,0,0,0,,,,,20.5,161.3,1017.2,65.7,10.3,212.2,17.6,7,,2019-07-27T07:18:46,2019-07-27T18:16:35,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-28,15,12,13.8,15,12,13.8,8.2,69.3,0,0,0,,,,,25.9,202.6,1019,63.8,11.1,216.5,17.8,8,,2019-07-28T07:18:19,2019-07-28T18:17:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-29,14.1,11,12.7,14.1,11,12.7,9.2,79,0,0,0,,,,,24.1,195.2,1017.1,70.3,10.5,226.6,18.7,8,,2019-07-29T07:17:50,2019-07-29T18:17:27,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-30,19,10.2,13.8,19,10.2,13.8,9.1,74.1,0,0,0,,,,,25.9,223.2,1012.9,69.3,10.1,227.5,18.7,8,,2019-07-30T07:17:20,2019-07-30T18:17:53,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-07-31,18,14,15.3,18,14,15.3,9.4,68.6,0,0,0,,,,,31.7,246.1,1015,95,10.4,218.4,17.9,8,,2019-07-31T07:16:48,2019-07-31T18:18:19,1,Overcast,Cloudy skies throughout the day.,cloudy,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2019-08-01,16,13.1,14.3,16,13.1,14.3,10.1,75.6,0,0,0,,,,,25.9,197,1017.3,87.2,9.9,216.1,17.9,7,,2019-08-01T07:16:16,2019-08-01T18:18:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
