name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
jujuy argentina,2015-01-15,30,9.4,22,30.4,8.8,22,16.3,73.6,11.2,100,37.5,rain,,,,22.4,214.3,,70.7,9.6,213.2,18.5,8,,2015-01-15T06:46:34,2015-01-15T20:14:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-16,30,8.8,23.8,31.3,8.3,24.3,19.2,76.8,0,0,0,,,,,9.4,127.1,,67.4,10.4,344.5,29.6,10,,2015-01-16T06:47:19,2015-01-16T20:14:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-17,28,10.4,21.7,29.7,10.4,21.9,18.6,83.1,9.5,100,62.5,rain,,,42.5,24.1,269.1,,62,10.1,206.1,18,8,,2015-01-17T06:48:03,2015-01-17T20:14:12,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-18,27,18.7,22.1,28.5,18.7,22.3,19.4,85.8,2.7,100,25,rain,,,,14.8,137.6,,71.6,8.8,314.1,27,10,,2015-01-18T06:48:48,2015-01-18T20:14:06,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87047099999,SASJ,87046099999"
jujuy argentina,2015-01-19,30,11.6,24.4,32.6,11.6,25.2,20.3,79.1,0.5,100,20.83,rain,,,,19.5,131.4,,64.6,10.3,234.5,20.2,8,,2015-01-19T06:49:33,2015-01-19T20:13:58,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-20,24,10.7,19.8,24,10.7,19.8,16.7,83.3,7.5,100,62.5,rain,,,53.6,35.3,196.5,,63.5,10.2,229.9,19.7,7,,2015-01-20T06:50:18,2015-01-20T20:13:49,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-21,27,8.5,20.5,27.9,8.5,20.6,16.7,80.2,1.2,100,20.83,rain,,,,16.9,115.6,,77.5,9.3,319.7,27.7,10,,2015-01-21T06:51:03,2015-01-21T20:13:38,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-22,27,8,22.3,27.9,7.1,22.3,17.8,77.3,1,100,33.33,rain,,,,18.4,120.5,,77.5,10.6,383.7,33.1,10,,2015-01-22T06:51:47,2015-01-22T20:13:26,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-23,28,9.9,20.9,29.7,9.9,21.1,17.6,82.6,1.2,100,37.5,rain,,,,19.4,113.4,,75.8,10.1,314.4,27.1,10,,2015-01-23T06:52:32,2015-01-23T20:13:13,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-24,32,12.2,22.4,34.9,12.2,22.8,18.5,80.4,0,0,0,,,,,16.6,202.9,,52.5,10.6,297.9,25.8,9,,2015-01-24T06:53:16,2015-01-24T20:12:58,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-25,33,18,24.5,33,18,24.6,16.6,65.7,0,0,0,,,,,22.3,146.6,,33.3,10.9,326.8,28.2,10,,2015-01-25T06:54:01,2015-01-25T20:12:41,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-26,32,9.2,24.5,32.9,8.6,25,17.4,67.1,0,0,0,,,,,22.3,159.4,,20,11.1,381.4,33,10,,2015-01-26T06:54:45,2015-01-26T20:12:24,0.21,Clear,Partly cloudy throughout the day.,clear-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-27,32,19.3,25.6,33.5,19.3,26.1,18.1,65.1,0,0,0,,,,,25.9,156.1,,33.2,11.2,273.2,23.4,9,,2015-01-27T06:55:29,2015-01-27T20:12:05,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-28,34,10.1,23.2,34.1,10.1,23.4,15.9,67.4,19,100,50,rain,,,,20.5,248.2,,40.6,10.6,295.6,25.5,10,,2015-01-28T06:56:12,2015-01-28T20:11:44,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-29,27.7,9.9,17.2,28.3,8.2,17.2,13.6,80.8,39,100,100,rain,,,,19.1,159.3,,84.1,10.9,224.9,19.4,9,,2015-01-29T06:56:56,2015-01-29T20:11:22,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-30,26.1,9.3,18.9,26.1,9.3,18.9,16.2,85.1,8.2,100,79.17,rain,,,,18.8,123.4,,82.9,9.2,265.1,22.9,10,,2015-01-30T06:57:39,2015-01-30T20:10:59,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-01-31,27,10.1,22.6,28.2,10.1,22.7,18.4,79.1,0.9,100,37.5,rain,,,,14.8,92,,80.5,10.2,237.3,20.6,8,,2015-01-31T06:58:22,2015-01-31T20:10:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-02-01,31,21,25.3,33.7,21,26.2,20.4,75.8,0,0,0,,,,,16.6,190,,60.3,10.3,215.9,18.7,8,,2015-02-01T06:59:04,2015-02-01T20:10:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999"
jujuy argentina,2015-02-02,32,11.9,25.5,34.2,11.9,26.1,19.2,70.8,0,0,0,,,,,20.6,254,,75.8,10.6,154.9,13.3,6,,2015-02-02T06:59:46,2015-02-02T20:09:42,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-02-03,34,20,27,36.5,20,27.9,19,64,0,0,0,,,,35.3,22.3,175.4,,64.1,10.6,263.3,22.7,10,,2015-02-03T07:00:28,2015-02-03T20:09:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999"
jujuy argentina,2015-02-04,34,14.2,26.3,35.1,14.2,26.9,18.3,64.5,0,0,0,,,,,20.2,209.1,,62.3,10.9,265.4,22.9,10,,2015-02-04T07:01:10,2015-02-04T20:08:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87047099999,SASJ,87046099999,remote"
jujuy argentina,2015-02-05,33,20.7,25.4,36.1,20.7,26,20.2,74.4,8.5,100,45.83,rain,,,,28,222.8,,67.6,9.8,253.1,21.9,9,,2015-02-05T07:01:51,2015-02-05T20:08:13,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,SASA,87046099999"
jujuy argentina,2015-02-06,31.7,17.8,24.3,32.9,17.8,24.6,18.2,72.2,1,100,29.17,rain,,,,12.7,201,,27.7,10.5,361.4,31.1,10,,2015-02-06T07:02:31,2015-02-06T20:07:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87047099999,SASJ,SASA,87046099999"
jujuy argentina,2015-02-07,28.8,19.9,22.3,30.7,19.9,22.5,19.2,83.8,13.2,100,62.5,rain,,,,26.7,231.3,,40.5,10.1,216.5,18.7,8,,2015-02-07T07:03:12,2015-02-07T20:07:07,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,SASA,87046099999"
jujuy argentina,2015-02-08,29.6,16.7,22.5,30.7,16.7,22.7,16.9,73,10.3,100,62.5,rain,,,40.7,16.6,184.6,,33.9,10.4,313.5,27.1,10,,2015-02-08T07:03:51,2015-02-08T20:06:33,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87047099999,SASJ,SASA,87046099999,remote"
jujuy argentina,2015-02-09,30.4,19,24.7,31.8,19,25,18.4,70.5,4.9,100,37.5,rain,,,,22.1,150.9,,55.4,10,279.5,24.2,9,,2015-02-09T07:04:31,2015-02-09T20:05:57,0.63,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"87047099999,SASJ,SASA,87046099999"
