datetime,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions
2016-10-16,25.6,52.9,33.5,2
2016-10-17,21.7,68.9,24.1,5
2016-10-18,18.3,80.4,20.5,2
2016-10-19,19.0,67.1,24.4,2
2016-10-20,15.0,80.9,21.0,4
2016-10-21,13.8,84.4,13.7,4
2016-10-22,16.7,73.1,16.1,2
2016-10-23,20.2,53.7,24.8,2
2016-10-24,25.0,49.9,24.7,0
2016-10-25,19.4,70.4,31.9,5
2016-10-26,19.4,53.1,13.2,5
2016-10-27,19.5,46.9,14.8,2
2016-10-28,19.6,47.2,16.3,2
2016-10-29,19.3,44.7,22.1,0
2016-10-30,21.2,38.5,21.0,0
2016-10-31,24.9,34.6,14.8,0
2016-11-01,25.5,39.0,39.7,2
2016-11-02,15.4,42.3,30.7,2
2016-11-03,17.5,40.0,16.6,0
2016-11-04,21.2,34.9,17.9,0
2016-11-05,18.2,31.2,28.4,0
2016-11-06,19.5,36.5,25.6,2
2016-11-07,20.6,40.0,33.6,2
2016-11-08,18.0,60.9,27.8,2
2016-11-09,22.6,49.1,20.9,2
2016-11-10,26.1,59.6,15.0,5
2016-11-11,21.2,78.5,34.5,5
2016-11-12,17.7,69.9,31.7,5
2016-11-13,22.4,68.2,11.2,2
2016-11-14,22.5,64.8,23.9,5
2016-11-15,21.9,73.8,14.7,5
2016-11-16,22.4,65.5,28.3,5
2016-11-17,14.8,85.0,35.8,5
2016-11-18,15.5,71.0,24.8,5
2016-11-19,17.1,67.7,12.2,2
2016-11-20,21.7,56.2,14.5,2
2016-11-21,18.2,74.1,14.3,5
2016-11-22,16.0,88.0,9.0,4
2016-11-23,17.8,80.7,16.0,2
2016-11-24,20.1,74.8,18.4,2
2016-11-25,21.1,64.4,14.0,2
2016-11-26,26.2,63.2,20.5,5
2016-11-27,19.5,70.1,29.5,5
2016-11-28,19.6,79.6,24.8,4
2016-11-29,16.0,96.0,21.3,4
2016-11-30,18.0,89.8,10.7,4
2016-12-01,20.3,85.6,11.4,1
2016-12-02,23.8,70.3,21.2,5
2016-12-03,24.2,73.3,15.3,5
2016-12-04,24.1,73.5,19.5,2
2016-12-05,25.8,65.7,25.2,5
2016-12-06,23.2,74.4,26.2,5
2016-12-07,23.2,78.8,13.8,5
2016-12-08,21.6,76.7,33.3,4
2016-12-09,18.0,77.2,17.7,5
2016-12-10,20.7,65.7,15.8,5
2016-12-11,22.2,59.2,10.9,2
2016-12-12,23.3,60.2,15.6,0
2016-12-13,23.5,62.5,26.7,5
2016-12-14,19.3,62.8,18.7,5
2016-12-15,21.3,70.0,18.1,2
2016-12-16,23.9,52.7,17.6,2
2016-12-17,24.6,56.7,17.1,0
2016-12-18,25.7,53.6,24.8,5
2016-12-19,22.3,73.6,33.8,5
2016-12-20,24.0,70.4,14.5,2
2016-12-21,24.4,68.4,15.6,2
2016-12-22,26.4,58.7,21.3,2
2016-12-23,26.4,56.0,18.4,2
2016-12-24,25.8,59.6,22.3,2
2016-12-25,26.1,57.3,19.8,2
2016-12-26,25.3,68.3,22.8,5
2016-12-27,18.0,89.5,27.7,4
2016-12-28,18.0,82.7,14.8,4
2016-12-29,22.4,74.1,11.7,2
2016-12-30,24.5,70.6,21.6,2
2016-12-31,27.6,63.5,11.9,2
2017-01-01,26.9,62.1,16.6,5
2017-01-02,22.2,75.9,18.4,5
2017-01-03,24.1,67.9,15.2,0
2017-01-04,24.9,73.9,18.4,5
2017-01-05,20.7,84.6,25.2,5
2017-01-06,20.5,84.0,17.3,5
2017-01-07,23.5,78.0,18.4,2
2017-01-08,24.7,70.6,13.7,2
2017-01-09,26.3,69.0,25.9,5
2017-01-10,20.2,83.7,28.0,5
2017-01-11,21.5,83.0,13.0,5
2017-01-12,23.1,72.6,14.8,2
2017-01-13,24.7,68.9,18.3,2
2017-01-14,24.3,72.8,22.7,2
2017-01-15,24.0,75.5,20.5,5
2017-01-16,23.3,76.5,11.2,5
2017-01-17,24.9,65.6,24.1,2
2017-01-18,24.9,66.5,17.1,5
2017-01-19,26.2,67.1,11.9,5
2017-01-20,26.1,62.2,11.9,0
2017-01-21,26.5,59.1,14.8,0
2017-01-22,26.1,56.7,16.6,5
2017-01-23,21.9,79.6,17.1,5
2017-01-24,23.3,73.5,10.9,5
2017-01-25,25.2,62.6,15.2,5
2017-01-26,21.8,71.5,19.0,5
2017-01-27,18.8,73.7,19.1,2
2017-01-28,22.5,65.7,19.8,0
2017-01-29,22.1,59.9,16.9,0
2017-01-30,19.2,59.0,22.3,0
2017-01-31,18.5,58.2,21.2,5
2017-02-01,22.6,60.7,19.7,5
2017-02-02,24.0,66.0,12.7,2
2017-02-03,25.5,65.4,18.4,2
2017-02-04,24.9,67.5,26.7,5
2017-02-05,20.1,78.4,16.6,5
2017-02-06,17.5,83.8,24.8,5
2017-02-07,20.3,75.7,12.1,2
2017-02-08,21.6,77.2,10.1,2
2017-02-09,23.8,67.9,23.0,2
2017-02-10,23.0,72.5,32.9,5
2017-02-11,21.8,74.0,24.9,2
2017-02-12,21.9,72.0,21.3,5
2017-02-13,21.0,76.7,18.7,5
2017-02-14,20.0,67.6,20.2,5
2017-02-15,24.2,61.1,21.2,2
2017-02-16,25.3,61.1,18.4,2
2017-02-17,23.7,68.7,24.1,2
2017-02-18,22.5,69.6,25.2,5
2017-02-19,19.1,79.2,20.9,5
2017-02-20,21.1,80.8,22.7,5
2017-02-21,21.7,80.4,24.1,5
2017-02-22,21.1,77.3,23.4,5
2017-02-23,24.5,70.6,17.6,5
2017-02-24,25.1,67.0,16.6,5
2017-02-25,25.3,65.1,15.8,5
2017-02-26,23.4,78.6,16.6,5
2017-02-27,23.9,80.3,14.3,5
2017-02-28,23.3,74.3,16.1,5
2017-03-01,24.5,71.1,16.0,2
2017-03-02,25.1,68.2,14.8,2
2017-03-03,22.7,76.9,29.8,5
2017-03-04,20.7,74.7,19.4,5
2017-03-05,21.0,81.7,17.6,5
2017-03-06,23.3,78.9,15.3,5
2017-03-07,23.5,80.0,18.4,5
2017-03-08,23.3,82.7,20.2,5
2017-03-09,26.2,77.6,31.2,5
2017-03-10,19.2,89.2,31.9,5
2017-03-11,19.4,75.7,22.3,2
2017-03-12,19.6,81.7,30.4,5
2017-03-13,19.6,77.2,12.2,2
2017-03-14,19.3,83.7,15.3,2
2017-03-15,21.7,84.0,21.0,5
2017-03-16,17.3,88.5,14.3,5
2017-03-17,17.1,80.3,17.6,5
2017-03-18,18.3,76.5,12.5,2
2017-03-19,18.2,72.6,14.3,2
2017-03-20,18.8,77.9,10.4,2
2017-03-21,17.1,90.7,7.8,2
2017-03-22,18.8,86.1,13.0,2
2017-03-23,21.4,76.7,13.0,2
2017-03-24,21.6,80.8,16.8,5
2017-03-25,21.6,88.5,14.5,5
2017-03-26,23.0,80.5,12.5,5
2017-03-27,22.2,84.8,13.0,5
2017-03-28,20.5,94.7,12.7,5
2017-03-29,21.8,89.5,19.5,5
2017-03-30,22.9,84.6,14.8,5
2017-03-31,21.1,97.4,14.5,5
2017-04-01,21.9,89.5,15.0,5
2017-04-02,21.2,85.5,11.9,5
2017-04-03,19.7,81.9,21.3,5
2017-04-04,19.7,88.6,11.2,5
2017-04-05,21.3,79.6,18.7,5
2017-04-06,19.5,81.9,20.2,5
2017-04-07,20.2,88.4,13.0,5
2017-04-08,21.3,75.9,13.2,2
2017-04-09,14.9,88.0,14.8,5
2017-04-10,14.7,77.0,15.3,5
2017-04-11,15.0,67.3,11.2,0
2017-04-12,15.8,68.8,12.1,0
2017-04-13,16.6,77.7,14.0,2
2017-04-14,16.6,86.1,9.6,2
2017-04-15,18.1,84.0,15.0,2
2017-04-16,17.0,77.0,23.9,5
2017-04-17,14.1,89.9,12.7,5
2017-04-18,14.4,92.8,11.9,5
2017-04-19,14.6,81.0,15.8,5
2017-04-20,15.5,80.5,10.1,2
2017-04-21,16.3,81.4,11.7,5
2017-04-22,17.3,84.4,16.0,2
2017-04-23,17.0,90.4,14.8,2
2017-04-24,18.6,81.6,13.0,2
2017-04-25,17.9,79.7,31.4,2
2017-04-26,12.3,71.8,17.6,2
2017-04-27,13.1,78.4,22.3,0
2017-04-28,13.2,72.4,12.7,0
2017-04-29,14.1,75.0,11.9,3
2017-04-30,15.0,78.1,13.0,5
2017-05-01,16.4,79.6,11.9,2
2017-05-02,17.6,81.7,47.7,2
2017-05-03,17.6,72.8,21.1,0
2017-05-04,17.0,83.5,13.0,2
2017-05-05,17.2,75.9,14.0,2
2017-05-06,16.7,83.2,14.3,2
2017-05-07,18.3,75.5,21.2,2
2017-05-08,18.7,74.3,26.7,5
2017-05-09,15.8,76.9,19.2,5
2017-05-10,13.6,91.9,10.7,5
2017-05-11,14.8,90.9,7.6,5
2017-05-12,16.6,83.8,10.4,2
2017-05-13,16.0,78.7,22.6,2
2017-05-14,12.6,65.5,12.4,2
2017-05-15,16.9,75.8,9.9,2
2017-05-16,13.9,80.8,12.7,2
2017-05-17,14.7,85.0,18.7,2
2017-05-18,15.3,84.3,11.4,2
2017-05-19,13.6,75.7,20.0,2
2017-05-20,12.3,73.1,18.4,2
2017-05-21,12.0,74.4,14.3,0
2017-05-22,13.1,83.3,8.8,2
2017-05-23,14.2,84.1,14.0,2
2017-05-24,14.4,85.8,14.8,2
2017-05-25,15.5,84.5,13.3,2
2017-05-26,13.7,85.4,16.6,5
2017-05-27,10.1,79.5,58.4,5
2017-05-28,9.7,70.6,10.9,2
2017-05-29,9.2,83.4,7.6,2
2017-05-30,7.2,76.2,14.8,5
2017-05-31,8.3,59.0,15.9,0
2017-06-01,10.0,70.8,12.7,0
2017-06-02,10.2,82.3,9.6,2
2017-06-03,13.6,73.6,11.2,2
2017-06-04,14.5,73.9,14.3,2
2017-06-05,13.8,82.4,11.2,5
2017-06-06,11.1,91.2,11.5,5
2017-06-07,11.2,86.3,15.6,5
2017-06-08,13.4,51.6,27.0,0
2017-06-09,10.4,72.6,20.5,2
2017-06-10,10.5,69.5,12.2,0
2017-06-11,12.5,62.6,21.3,0
2017-06-12,11.5,69.2,13.8,0
2017-06-13,11.3,71.6,19.1,0
2017-06-14,12.3,77.3,13.2,2
2017-06-15,14.7,75.1,13.8,0
2017-06-16,15.8,79.2,12.5,2
2017-06-17,17.5,59.6,46.8,2
2017-06-18,11.7,63.9,32.0,2
2017-06-19,8.9,63.4,16.9,2
2017-06-20,6.6,55.7,14.0,0
2017-06-21,7.9,45.3,16.6,0
2017-06-22,11.3,60.1,23.4,0
2017-06-23,15.1,68.7,14.0,0
2017-06-24,15.8,73.2,15.6,0
2017-06-25,16.2,72.8,19.1,2
2017-06-26,17.6,80.4,13.0,2
2017-06-27,16.4,75.5,22.1,2
2017-06-28,13.0,75.1,14.8,2
2017-06-29,11.9,85.8,10.1,2
2017-06-30,11.2,76.1,11.9,2
2017-07-01,11.2,78.2,13.2,0
2017-07-02,13.2,86.7,10.3,2
2017-07-03,14.3,90.1,9.6,5
2017-07-04,14.7,89.5,13.7,5
2017-07-05,15.2,75.3,11.9,2
2017-07-06,16.9,78.4,13.5,2
2017-07-07,14.5,87.8,10.6,2
2017-07-08,14.2,83.7,17.7,2
2017-07-09,14.1,81.9,11.2,2
2017-07-10,14.8,82.4,10.1,2
2017-07-11,13.8,85.0,10.9,2
2017-07-12,13.9,86.8,12.5,2
2017-07-13,16.9,76.1,11.9,2
2017-07-14,16.2,82.3,14.5,2
2017-07-15,17.7,79.8,22.8,2
2017-07-16,8.8,42.0,35.3,2
2017-07-17,7.1,49.7,19.5,0
2017-07-18,6.0,58.7,13.7,0
2017-07-19,7.7,56.6,11.2,0
2017-07-20,9.5,57.6,11.9,0
2017-07-21,12.0,53.4,12.2,2
2017-07-22,12.8,53.7,13.5,0
2017-07-23,16.2,53.0,14.3,0
2017-07-24,17.2,59.0,15.3,0
2017-07-25,16.1,65.4,14.3,2
2017-07-26,17.5,66.8,15.0,2
2017-07-27,18.6,70.3,16.6,2
2017-07-28,19.5,67.6,22.6,0
2017-07-29,19.5,64.5,15.8,0
2017-07-30,19.2,60.2,16.6,2
2017-07-31,11.7,71.2,15.6,2
2017-08-01,11.1,78.3,20.8,2
2017-08-02,12.5,59.2,14.5,2
2017-08-03,13.0,51.1,18.4,0
2017-08-04,12.8,58.9,15.8,0
2017-08-05,13.6,63.0,14.0,0
2017-08-06,16.5,58.4,15.0,0
2017-08-07,18.5,57.3,14.8,0
2017-08-08,19.3,58.8,19.2,2
2017-08-09,17.6,75.0,14.3,2
2017-08-10,19.3,65.4,16.6,2
2017-08-11,19.3,66.8,23.3,0
2017-08-12,13.8,75.8,27.5,5
2017-08-13,12.9,63.5,15.6,2
2017-08-14,12.6,65.4,14.5,0
2017-08-15,15.4,61.5,27.0,0
2017-08-16,16.4,58.4,17.4,2
2017-08-17,15.6,58.4,14.5,0
2017-08-18,16.3,56.1,16.6,0
2017-08-19,19.1,49.3,35.1,0
2017-08-20,13.8,56.4,22.3,2
2017-08-21,11.0,56.7,18.4,0
2017-08-22,13.1,46.3,25.2,0
2017-08-23,17.5,39.9,19.2,0
2017-08-24,17.6,46.6,15.8,0
2017-08-25,20.7,47.3,21.7,0
2017-08-26,19.9,58.3,19.0,2
2017-08-27,19.2,66.9,14.8,0
2017-08-28,21.7,62.9,14.0,0
2017-08-29,22.4,62.8,30.3,5
2017-08-30,11.8,69.8,30.7,2
2017-08-31,14.1,66.1,14.3,2
2017-09-01,16.8,60.4,19.2,0
2017-09-02,23.0,49.5,18.4,0
2017-09-03,24.4,49.0,20.8,0
2017-09-04,16.9,44.6,22.6,2
2017-09-05,15.8,45.7,17.4,2
2017-09-06,15.2,56.7,15.3,0
2017-09-07,18.3,56.5,12.7,0
2017-09-08,17.9,68.4,18.4,2
2017-09-09,19.8,65.0,20.8,2
2017-09-10,17.0,70.7,27.5,2
2017-09-11,14.1,59.0,14.5,2
2017-09-12,15.3,52.2,13.8,2
2017-09-13,15.3,53.0,18.9,0
2017-09-14,17.8,42.8,14.8,0
2017-09-15,13.8,55.2,24.9,2
2017-09-16,12.2,74.0,14.3,5
2017-09-17,15.7,59.9,15.0,2
2017-09-18,17.2,52.1,17.9,0
2017-09-19,20.7,46.8,21.5,0
2017-09-20,24.9,42.3,22.6,0
2017-09-21,19.2,42.1,34.5,2
2017-09-22,17.5,54.1,13.0,2
2017-09-23,18.1,58.2,13.5,2
2017-09-24,18.5,61.1,18.7,0
2017-09-25,23.1,53.2,18.4,2
2017-09-26,24.6,55.4,18.4,2
2017-09-27,21.3,59.7,26.7,5
2017-09-28,13.6,88.4,11.8,5
2017-09-29,16.3,80.6,13.0,2
2017-09-30,20.6,58.2,29.3,0
2017-10-01,19.7,42.4,40.5,2
2017-10-02,18.0,36.7,18.4,2
2017-10-03,20.2,34.8,20.0,0
2017-10-04,22.4,34.0,22.6,0
2017-10-05,25.3,34.3,24.4,2
2017-10-06,24.0,40.7,26.7,2
2017-10-07,20.8,50.4,25.7,2
2017-10-08,23.4,52.2,13.7,2
2017-10-09,19.9,76.2,24.1,5
2017-10-10,19.7,79.9,18.4,5
2017-10-11,17.5,77.2,14.5,5
2017-10-12,14.2,81.4,18.2,5
2017-10-13,12.4,69.3,14.0,5
2017-10-14,16.2,52.3,13.2,0
2017-10-15,17.3,48.5,21.0,2
2017-10-16,20.8,48.8,18.9,2
2017-10-17,26.1,43.4,14.8,0
2017-10-18,28.7,40.1,21.0,2
2017-10-19,20.8,55.1,50.9,5
2017-10-20,20.3,61.4,13.7,0
2017-10-21,20.8,61.3,37.1,5
2017-10-22,15.0,62.2,19.7,5
2017-10-23,18.3,50.8,21.0,0
2017-10-24,21.9,51.1,17.6,0
2017-10-25,24.4,52.3,14.8,2
2017-10-26,24.2,54.3,28.8,2
2017-10-27,22.7,62.1,27.5,2
2017-10-28,22.3,61.1,25.7,2
2017-10-29,25.4,48.0,17.1,5
2017-10-30,23.4,54.4,25.9,2
2017-10-31,23.5,51.1,23.1,2
2017-11-01,23.8,50.8,23.6,2
2017-11-02,26.9,48.9,16.8,2
2017-11-03,26.4,50.6,24.1,2
2017-11-04,20.0,72.1,23.4,5
2017-11-05,18.9,79.0,18.1,5
2017-11-06,21.0,71.5,17.1,2
2017-11-07,23.1,68.6,14.8,2
2017-11-08,23.6,63.7,28.5,5
2017-11-09,19.9,83.4,17.4,5
2017-11-10,19.4,84.2,20.8,5
2017-11-11,21.8,63.6,14.3,2
2017-11-12,23.3,51.0,21.9,2
2017-11-13,24.3,42.5,17.9,2
2017-11-14,25.7,43.6,19.2,2
2017-11-15,28.4,42.5,22.1,0
2017-11-16,22.8,37.0,38.4,2
2017-11-17,22.3,44.0,12.7,0
2017-11-18,17.6,59.5,33.7,2
2017-11-19,20.1,52.8,17.6,0
2017-11-20,24.2,44.6,21.5,0
2017-11-21,21.5,53.8,37.6,5
2017-11-22,20.4,60.7,13.8,2
2017-11-23,22.8,51.6,22.3,0
2017-11-24,26.4,44.5,22.8,0
2017-11-25,21.8,49.8,34.0,2
2017-11-26,22.2,52.1,18.1,0
2017-11-27,25.4,41.3,19.6,5
2017-11-28,23.7,64.5,19.7,5
2017-11-29,26.6,52.0,14.8,2
2017-11-30,25.3,55.1,25.9,2
2017-12-01,26.5,55.4,20.0,2
2017-12-02,24.3,67.8,22.3,5
2017-12-03,22.4,71.3,23.6,5
2017-12-04,18.3,87.4,20.5,5
2017-12-05,18.4,83.5,11.4,2
2017-12-06,21.7,77.8,10.9,2
2017-12-07,25.5,65.0,18.4,2
2017-12-08,27.0,58.1,16.6,2
2017-12-09,24.8,71.1,20.7,5
2017-12-10,25.0,63.5,17.4,5
2017-12-11,23.1,65.1,33.5,5
2017-12-12,24.8,60.3,16.9,3
2017-12-13,26.9,58.5,20.8,2
2017-12-14,26.5,59.9,25.4,5
2017-12-15,26.0,63.6,15.0,5
2017-12-16,29.5,52.9,24.4,2
2017-12-17,25.1,64.5,43.1,5
2017-12-18,17.6,89.2,16.3,5
2017-12-19,21.7,78.8,13.0,2
2017-12-20,25.7,65.5,14.8,5
2017-12-21,26.1,68.8,22.6,5
2017-12-22,24.3,74.3,23.9,5
2017-12-23,23.0,76.3,31.7,5
2017-12-24,20.9,69.6,14.5,5
2017-12-25,23.3,68.9,14.0,5
2017-12-26,24.7,65.7,14.0,0
2017-12-27,26.0,63.4,20.5,5
2017-12-28,23.4,76.5,23.6,5
2017-12-29,25.1,58.9,11.9,2
2017-12-30,26.6,57.2,15.6,0
2017-12-31,25.5,66.1,15.3,5
2018-01-01,21.4,82.0,32.2,5
2018-01-02,23.1,63.3,16.6,2
2018-01-03,24.8,61.1,19.4,2
2018-01-04,24.8,60.4,18.7,0
2018-01-05,24.8,64.3,20.8,5
2018-01-06,22.3,69.8,30.7,5
2018-01-07,21.2,75.9,13.5,5
2018-01-08,22.4,74.0,17.4,5
2018-01-09,21.9,76.1,17.1,5
2018-01-10,25.5,53.8,14.8,2
2018-01-11,25.7,57.6,16.1,2
2018-01-12,26.6,57.5,15.8,5
2018-01-13,22.5,76.0,40.3,5
2018-01-14,21.8,70.6,12.7,5
2018-01-15,22.8,71.8,10.3,2
2018-01-16,24.1,66.6,18.1,2
2018-01-17,25.3,69.1,21.8,5
2018-01-18,20.2,85.8,20.8,4
2018-01-19,20.9,78.9,13.2,5
2018-01-20,20.2,83.1,25.4,5
2018-01-21,22.6,70.1,12.2,5
2018-01-22,24.8,68.0,14.8,2
2018-01-23,26.2,66.8,13.5,5
2018-01-24,23.0,83.2,20.5,4
2018-01-25,22.5,82.9,15.6,5
2018-01-26,21.6,91.3,11.2,4
2018-01-27,23.6,80.1,10.9,5
2018-01-28,22.0,86.0,29.8,5
2018-01-29,22.2,78.4,11.2,5
2018-01-30,23.1,79.4,9.1,5
2018-01-31,22.3,88.8,15.0,5
2018-02-01,22.8,70.1,15.6,5
2018-02-02,23.8,67.7,14.0,2
2018-02-03,25.1,70.5,15.0,2
2018-02-04,26.1,70.9,16.9,2
2018-02-05,25.9,68.9,16.6,2
2018-02-06,25.8,65.1,25.7,2
2018-02-07,24.8,69.3,16.6,5
2018-02-08,24.3,66.9,16.1,3
2018-02-09,25.7,64.9,17.1,5
2018-02-10,22.8,75.8,24.1,5
2018-02-11,22.2,78.1,18.7,4
2018-02-12,17.4,82.2,26.2,5
2018-02-13,18.4,83.5,13.1,1
2018-02-14,20.7,80.6,13.5,5
2018-02-15,21.7,84.7,12.2,5
2018-02-16,23.1,79.6,91.9,5
2018-02-17,20.5,81.8,25.9,5
2018-02-18,21.9,77.9,16.9,5
2018-02-19,23.2,69.6,17.8,5
2018-02-20,23.0,70.7,13.0,5
2018-02-21,20.2,81.6,39.8,5
2018-02-22,20.4,75.8,49.1,5
2018-02-23,22.0,72.1,22.8,2
2018-02-24,21.6,73.6,17.4,5
2018-02-25,21.3,78.4,9.6,5
2018-02-26,19.9,86.1,12.7,5
2018-02-27,21.3,79.4,21.8,5
2018-02-28,19.1,83.3,20.8,5
2018-03-01,19.6,87.9,13.0,5
2018-03-02,22.3,77.2,14.8,5
2018-03-03,23.5,80.0,15.6,5
2018-03-04,24.6,76.2,12.5,5
2018-03-05,21.6,81.4,33.0,5
2018-03-06,19.0,83.6,14.5,4
2018-03-07,19.3,85.4,14.5,4
2018-03-08,20.5,87.4,16.6,2
2018-03-09,22.5,79.0,13.5,2
2018-03-10,22.5,79.8,25.4,2
2018-03-11,25.2,72.0,15.3,5
2018-03-12,18.4,90.2,14.0,5
2018-03-13,21.8,84.6,11.4,2
2018-03-14,22.6,83.6,16.3,2
2018-03-15,23.0,72.0,37.3,2
2018-03-16,21.4,74.1,17.9,2
2018-03-17,23.1,81.3,15.8,2
2018-03-18,25.3,73.3,31.4,5
2018-03-19,17.0,81.3,25.2,4
2018-03-20,18.8,74.3,12.5,2
2018-03-21,19.8,55.1,14.5,2
2018-03-22,17.4,81.8,11.7,2
2018-03-23,20.7,77.1,44.2,2
2018-03-24,22.6,69.0,40.1,5
2018-03-25,17.0,72.0,17.7,5
2018-03-26,16.2,74.4,12.7,2
2018-03-27,16.1,76.3,9.6,2
2018-03-28,19.2,68.7,16.3,2
2018-03-29,19.8,75.9,14.1,5
2018-03-30,21.1,75.4,15.6,5
2018-03-31,21.5,70.3,11.4,0
2018-04-01,21.0,76.7,20.5,5
2018-04-02,18.4,84.5,12.7,5
2018-04-03,20.2,77.7,8.8,2
2018-04-04,20.0,73.5,12.5,0
2018-04-05,20.2,76.7,13.2,5
2018-04-06,21.3,83.4,14.5,5
2018-04-07,22.7,82.0,21.0,5
2018-04-08,23.0,85.0,18.1,5
2018-04-09,22.8,84.8,20.0,5
2018-04-10,24.4,79.3,20.3,2
2018-04-11,23.9,81.6,14.3,2
2018-04-12,22.2,80.5,25.7,5
2018-04-13,13.2,88.7,19.5,4
2018-04-14,13.0,93.9,7.8,4
2018-04-15,14.7,92.5,11.2,5
2018-04-16,17.7,83.6,7.6,2
2018-04-17,20.1,78.2,12.7,2
2018-04-18,20.0,78.2,18.7,2
2018-04-19,22.3,74.6,12.5,2
2018-04-20,22.4,77.0,10.1,2
2018-04-21,22.0,78.6,9.1,2
2018-04-22,22.1,79.8,11.7,2
2018-04-23,23.4,75.8,19.7,5
2018-04-24,21.2,85.6,17.6,5
2018-04-25,21.2,89.2,14.8,4
2018-04-26,21.4,83.8,14.8,4
2018-04-27,22.4,83.6,8.1,2
2018-04-28,22.6,81.4,13.5,2
2018-04-29,21.9,85.8,13.2,2
2018-04-30,23.6,80.6,11.4,2
2018-05-01,22.8,84.9,20.5,5
2018-05-02,22.8,85.5,13.8,5
2018-05-03,22.7,81.6,11.9,2
2018-05-04,22.1,85.5,11.4,5
2018-05-05,20.8,84.3,20.0,5
2018-05-06,18.9,89.3,14.5,4
2018-05-07,19.3,93.2,9.9,4
2018-05-08,21.0,85.7,11.4,5
2018-05-09,21.0,82.9,12.7,2
2018-05-10,19.0,86.3,27.2,5
2018-05-11,18.0,79.8,11.7,5
2018-05-12,16.7,79.1,11.2,2
2018-05-13,18.1,74.6,10.7,2
2018-05-14,18.9,74.5,9.1,2
2018-05-15,18.7,73.1,13.5,5
2018-05-16,16.7,86.1,15.0,4
2018-05-17,14.5,91.2,10.9,2
2018-05-18,16.0,78.1,25.2,2
2018-05-19,14.9,72.3,11.9,2
2018-05-20,12.6,77.3,10.9,2
2018-05-21,14.5,73.5,10.1,2
2018-05-22,14.1,77.2,13.0,1
2018-05-23,13.0,80.0,11.7,2
2018-05-24,13.7,74.9,11.2,2
2018-05-25,12.3,76.2,11.2,0
2018-05-26,13.2,78.5,11.9,2
2018-05-27,15.8,75.7,13.0,0
2018-05-28,17.0,78.6,18.1,2
2018-05-29,17.8,77.4,16.3,2
2018-05-30,17.9,76.4,14.0,2
2018-05-31,13.2,84.9,21.0,4
2018-06-01,8.9,78.6,18.2,4
2018-06-02,7.4,78.2,18.4,1
2018-06-03,6.3,81.6,12.7,2
2018-06-04,5.9,83.1,10.1,2
2018-06-05,7.3,78.5,10.7,1
2018-06-06,6.8,76.0,11.7,2
2018-06-07,9.1,64.7,13.2,0
2018-06-08,8.9,72.6,10.9,0
2018-06-09,11.5,71.5,13.5,0
2018-06-10,15.9,58.2,16.3,2
2018-06-11,13.5,67.7,20.5,2
2018-06-12,11.7,56.6,21.3,2
2018-06-13,7.5,65.3,13.0,2
2018-06-14,7.1,68.4,16.1,2
2018-06-15,6.3,70.7,11.5,2
2018-06-16,6.0,76.2,12.1,2
2018-06-17,6.9,72.7,11.4,0
2018-06-18,9.3,71.4,14.0,0
2018-06-19,11.0,72.2,12.5,0
2018-06-20,14.4,67.8,14.8,0
2018-06-21,15.3,64.3,30.9,0
2018-06-22,14.9,72.1,12.2,0
2018-06-23,14.5,72.8,33.3,5
2018-06-24,11.7,54.9,33.8,2
2018-06-25,10.0,68.6,10.4,0
2018-06-26,10.0,68.5,12.5,0
2018-06-27,11.6,67.7,12.2,0
2018-06-28,12.7,65.3,13.8,0
2018-06-29,14.0,72.4,16.3,0
2018-06-30,13.4,79.2,12.2,2
2018-07-01,14.3,79.7,11.9,2
2018-07-02,14.9,72.6,24.9,5
2018-07-03,10.5,91.7,16.9,4
2018-07-04,9.0,90.2,13.8,2
2018-07-05,9.0,87.0,8.5,1
2018-07-06,10.1,87.5,7.6,1
2018-07-07,10.2,77.6,15.8,1
2018-07-08,9.2,71.5,22.9,2
2018-07-09,7.6,72.3,11.2,2
2018-07-10,6.6,77.7,12.5,2
2018-07-11,8.3,75.7,7.9,2
2018-07-12,9.3,74.7,10.1,2
2018-07-13,11.6,65.8,15.0,0
2018-07-14,13.3,57.2,15.6,0
2018-07-15,16.4,51.9,22.8,0
2018-07-16,14.5,70.1,10.7,2
2018-07-17,13.8,78.2,12.5,2
2018-07-18,13.5,80.1,14.5,2
2018-07-19,10.3,89.4,16.3,4
2018-07-20,7.8,72.0,20.5,5
2018-07-21,7.1,67.5,13.8,0
2018-07-22,12.1,59.3,25.9,0
2018-07-23,9.3,37.0,21.0,2
2018-07-24,8.6,41.9,11.4,2
2018-07-25,5.1,61.0,12.2,2
2018-07-26,7.2,58.8,12.2,0
2018-07-27,8.4,60.0,12.7,0
2018-07-28,9.9,57.3,14.0,0
2018-07-29,10.0,61.8,22.6,0
2018-07-30,11.4,58.9,13.8,0
2018-07-31,11.9,62.7,15.0,2
2018-08-01,10.6,71.4,13.8,2
2018-08-02,10.1,71.4,15.0,2
2018-08-03,10.5,69.4,14.3,0
2018-08-04,11.4,68.4,15.8,0
2018-08-05,11.2,68.5,13.2,0
2018-08-06,13.4,65.3,17.1,0
2018-08-07,15.8,68.4,15.6,0
2018-08-08,15.0,47.0,30.4,2
2018-08-09,10.6,56.5,13.2,0
2018-08-10,11.4,56.8,12.2,0
