datetime,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions
2016-10-16,24.2,54.7,33.5,2
2016-10-17,21.3,71.8,32.4,2
2016-10-18,18.1,79.1,32.5,2
2016-10-19,17.1,71.9,26.8,2
2016-10-20,13.9,77.2,14.8,4
2016-10-21,12.7,83.5,18.2,4
2016-10-22,15.7,73.9,31.0,2
2016-10-23,19.7,55.2,33.1,2
2016-10-24,22.8,56.4,29.5,3
2016-10-25,17.5,77.0,29.5,5
2016-10-26,17.4,60.2,23.6,5
2016-10-27,17.3,51.4,21.8,2
2016-10-28,17.8,49.4,18.2,2
2016-10-29,17.4,51.8,16.6,0
2016-10-30,19.3,45.2,29.1,0
2016-10-31,21.7,42.2,27.1,0
2016-11-01,22.9,44.9,34.3,2
2016-11-02,12.9,49.7,23.6,2
2016-11-03,15.3,46.0,21.9,0
2016-11-04,19.1,39.2,20.3,0
2016-11-05,19.0,32.5,29.5,0
2016-11-06,21.3,35.4,29.5,2
2016-11-07,22.2,42.1,24.1,5
2016-11-08,19.9,58.2,20.3,5
2016-11-09,22.6,53.4,18.1,2
2016-11-10,24.2,64.2,20.1,5
2016-11-11,19.4,85.6,29.7,5
2016-11-12,17.8,72.6,36.0,5
2016-11-13,20.8,70.4,21.9,5
2016-11-14,20.9,71.1,25.6,5
2016-11-15,20.6,70.4,36.1,5
2016-11-16,20.2,68.2,36.3,5
2016-11-17,13.4,91.5,17.3,4
2016-11-18,13.5,75.1,27.4,2
2016-11-19,15.0,74.3,16.2,2
2016-11-20,20.0,58.8,22.0,2
2016-11-21,16.2,80.1,14.4,5
2016-11-22,14.5,88.3,18.0,4
2016-11-23,16.8,79.8,23.8,2
2016-11-24,19.5,70.5,18.4,2
2016-11-25,20.6,68.9,20.3,2
2016-11-26,23.9,67.4,23.9,5
2016-11-27,18.8,82.2,29.5,5
2016-11-28,18.5,82.9,22.7,4
2016-11-29,15.4,94.8,11.2,4
2016-11-30,16.5,92.3,10.9,4
2016-12-01,19.5,81.6,17.9,1
2016-12-02,22.7,69.7,23.0,5
2016-12-03,23.4,69.8,23.6,5
2016-12-04,23.6,68.8,20.3,2
2016-12-05,24.1,69.2,35.4,5
2016-12-06,20.2,85.6,29.2,5
2016-12-07,21.2,83.2,21.9,5
2016-12-08,19.4,87.3,29.5,4
2016-12-09,17.0,82.3,12.7,5
2016-12-10,19.0,70.9,21.9,5
2016-12-11,20.4,59.3,16.3,2
2016-12-12,22.0,60.3,20.3,0
2016-12-13,21.4,64.3,29.0,5
2016-12-14,17.6,62.0,16.0,5
2016-12-15,19.4,71.4,18.2,2
2016-12-16,22.0,58.8,25.2,2
2016-12-17,22.3,60.9,16.4,0
2016-12-18,24.2,56.6,25.5,5
2016-12-19,20.7,77.3,14.8,5
2016-12-20,21.5,71.1,16.3,2
2016-12-21,22.7,72.4,16.6,2
2016-12-22,24.5,63.6,18.0,2
2016-12-23,25.0,61.7,18.4,2
2016-12-24,24.5,65.2,22.3,2
2016-12-25,25.0,62.7,29.2,2
2016-12-26,23.9,73.2,36.5,5
2016-12-27,16.8,94.0,31.7,4
2016-12-28,16.9,86.6,13.7,4
2016-12-29,21.1,76.0,14.6,2
2016-12-30,23.4,71.9,19.8,2
2016-12-31,25.4,68.1,11.2,2
2017-01-01,26.1,64.7,16.6,5
2017-01-02,22.2,74.6,18.4,5
2017-01-03,23.7,69.4,20.5,0
2017-01-04,24.5,74.1,18.4,5
2017-01-05,20.8,84.1,23.9,5
2017-01-06,20.9,84.0,17.6,5
2017-01-07,23.3,77.6,18.4,2
2017-01-08,24.6,70.6,16.4,2
2017-01-09,26.1,68.3,26.3,5
2017-01-10,20.4,82.4,24.5,5
2017-01-11,20.9,82.6,13.0,5
2017-01-12,22.5,73.3,14.8,2
2017-01-13,24.4,69.4,17.6,2
2017-01-14,24.1,72.5,34.8,2
2017-01-15,23.7,75.9,29.3,5
2017-01-16,22.8,76.5,11.2,5
2017-01-17,24.8,64.2,24.1,2
2017-01-18,24.2,64.5,21.8,5
2017-01-19,24.9,66.3,21.9,5
2017-01-20,24.0,65.1,14.5,2
2017-01-21,24.4,62.0,21.9,0
2017-01-22,23.2,66.4,27.3,5
2017-01-23,20.2,81.6,16.4,5
2017-01-24,21.2,76.1,20.1,5
2017-01-25,23.3,68.1,20.1,5
2017-01-26,20.3,74.3,16.3,5
2017-01-27,19.5,71.3,16.9,2
2017-01-28,22.3,66.8,16.6,0
2017-01-29,21.8,62.4,14.8,0
2017-01-30,20.1,58.8,22.7,0
2017-01-31,20.3,57.3,22.0,5
2017-02-01,21.6,65.4,25.2,5
2017-02-02,22.2,70.4,18.1,2
2017-02-03,23.3,71.0,22.1,5
2017-02-04,22.9,72.7,31.5,5
2017-02-05,18.5,81.8,17.8,5
2017-02-06,16.4,85.4,29.9,5
2017-02-07,18.6,77.9,14.6,2
2017-02-08,20.0,78.0,14.6,2
2017-02-09,21.3,71.4,27.4,5
2017-02-10,20.8,79.1,36.6,5
2017-02-11,20.1,79.2,29.3,2
2017-02-12,20.5,73.0,18.1,5
2017-02-13,20.0,78.6,21.9,5
2017-02-14,19.7,69.2,18.1,2
2017-02-15,22.2,64.5,22.2,5
2017-02-16,23.6,64.0,20.3,2
2017-02-17,23.5,69.2,28.1,5
2017-02-18,22.5,72.6,25.9,5
2017-02-19,19.9,78.9,20.2,5
2017-02-20,21.7,78.5,22.3,5
2017-02-21,22.1,80.2,24.8,5
2017-02-22,21.2,78.5,21.8,5
2017-02-23,22.8,73.1,16.4,5
2017-02-24,23.7,70.2,23.7,5
2017-02-25,23.4,71.4,22.1,5
2017-02-26,21.3,83.6,14.6,5
2017-02-27,21.6,84.6,12.8,5
2017-02-28,21.5,75.8,20.2,5
2017-03-01,23.3,72.2,23.8,2
2017-03-02,23.3,72.4,14.8,2
2017-03-03,20.6,85.6,18.8,5
2017-03-04,19.7,78.0,21.2,5
2017-03-05,19.6,83.9,23.9,5
2017-03-06,20.9,86.3,11.2,5
2017-03-07,22.0,82.6,21.9,5
2017-03-08,22.2,85.7,28.8,5
2017-03-09,24.8,76.7,32.7,5
2017-03-10,18.0,94.4,24.4,5
2017-03-11,19.1,79.3,22.3,2
2017-03-12,19.0,83.0,22.6,2
2017-03-13,18.4,77.2,12.8,2
2017-03-14,17.6,84.2,11.0,2
2017-03-15,20.5,80.1,37.6,5
2017-03-16,15.9,91.1,11.3,5
2017-03-17,16.2,79.7,21.2,5
2017-03-18,17.6,73.0,14.4,2
2017-03-19,17.4,71.3,13.0,2
2017-03-20,17.3,79.1,9.0,2
2017-03-21,16.8,85.8,16.1,2
2017-03-22,18.2,86.1,14.7,2
2017-03-23,20.0,75.3,16.3,2
2017-03-24,19.6,81.8,18.3,5
2017-03-25,21.1,83.4,17.6,5
2017-03-26,21.1,81.0,22.1,5
2017-03-27,21.0,83.8,13.0,5
2017-03-28,19.9,91.2,15.8,5
2017-03-29,20.1,92.0,20.4,5
2017-03-30,21.0,90.0,9.5,5
2017-03-31,20.6,94.2,13.0,5
2017-04-01,21.6,84.4,25.5,5
2017-04-02,20.9,84.9,16.9,2
2017-04-03,19.2,83.2,18.4,5
2017-04-04,19.1,87.1,12.8,2
2017-04-05,19.3,82.9,12.9,5
2017-04-06,18.3,85.9,18.4,5
2017-04-07,19.0,83.9,18.0,2
2017-04-08,20.2,75.5,18.1,2
2017-04-09,14.5,87.6,18.0,5
2017-04-10,13.2,79.2,16.3,2
2017-04-11,13.1,68.5,16.3,0
2017-04-12,13.7,73.7,18.1,0
2017-04-13,15.6,76.8,14.6,2
2017-04-14,15.7,81.7,11.1,2
2017-04-15,16.8,82.0,14.5,2
2017-04-16,15.1,86.0,11.4,5
2017-04-17,13.2,92.0,12.8,5
2017-04-18,13.6,90.5,11.2,5
2017-04-19,14.2,80.7,11.5,5
2017-04-20,14.9,76.0,11.0,0
2017-04-21,14.2,87.1,11.0,5
2017-04-22,15.7,86.2,23.8,2
2017-04-23,15.9,88.0,14.8,2
2017-04-24,17.4,79.5,13.0,2
2017-04-25,17.2,82.1,29.0,2
2017-04-26,12.2,78.4,18.0,2
2017-04-27,10.8,75.4,18.2,2
2017-04-28,11.4,74.3,12.9,0
2017-04-29,12.9,73.3,16.4,3
2017-04-30,14.3,74.9,16.2,5
2017-05-01,15.5,79.0,18.1,2
2017-05-02,16.8,79.0,12.8,2
2017-05-03,16.5,76.4,24.1,2
2017-05-04,16.0,81.3,14.6,2
2017-05-05,16.3,76.0,25.4,2
2017-05-06,16.7,77.8,20.1,2
2017-05-07,17.3,74.3,20.1,2
2017-05-08,16.8,80.3,27.1,5
2017-05-09,13.9,82.7,14.9,5
2017-05-10,12.4,91.0,9.4,5
2017-05-11,13.6,87.3,7.6,2
2017-05-12,15.6,81.4,16.3,2
2017-05-13,14.6,83.0,31.2,2
2017-05-14,12.9,66.4,20.2,2
2017-05-15,14.9,77.4,18.0,2
2017-05-16,13.0,82.2,17.8,2
2017-05-17,13.2,82.2,20.4,2
2017-05-18,14.3,80.3,21.8,2
2017-05-19,11.2,79.6,16.7,2
2017-05-20,11.2,68.5,18.4,0
2017-05-21,10.2,75.0,11.2,0
2017-05-22,11.7,81.5,16.3,2
2017-05-23,12.5,83.4,12.6,2
2017-05-24,12.7,85.9,11.0,2
2017-05-25,13.9,84.7,11.1,2
2017-05-26,11.8,91.7,16.6,5
2017-05-27,8.8,86.7,14.5,5
2017-05-28,8.2,74.7,16.9,2
2017-05-29,8.3,81.6,9.2,2
2017-05-30,6.9,83.6,21.2,5
2017-05-31,7.5,65.1,11.1,0
2017-06-01,9.3,70.5,12.8,0
2017-06-02,9.3,79.2,9.4,2
2017-06-03,12.5,70.2,11.2,2
2017-06-04,13.3,73.9,16.9,2
2017-06-05,12.5,80.5,12.7,5
2017-06-06,10.8,85.7,13.0,5
2017-06-07,11.6,75.6,21.9,5
2017-06-08,14.1,36.8,27.6,0
2017-06-09,9.8,70.4,13.1,2
2017-06-10,9.7,66.1,18.0,0
2017-06-11,10.9,65.0,15.0,0
2017-06-12,10.2,70.7,16.5,0
2017-06-13,10.4,69.4,14.8,0
2017-06-14,10.7,81.2,10.8,2
2017-06-15,12.4,76.6,14.6,2
2017-06-16,14.7,79.1,23.6,2
2017-06-17,16.2,61.4,26.3,2
2017-06-18,8.7,76.3,20.8,2
2017-06-19,7.1,70.3,16.2,2
2017-06-20,6.3,61.5,19.4,0
2017-06-21,9.0,47.4,16.6,0
2017-06-22,10.8,59.0,26.3,0
2017-06-23,13.0,69.8,12.9,0
2017-06-24,14.0,75.1,20.3,0
2017-06-25,14.6,76.3,16.5,2
2017-06-26,15.6,84.5,13.0,2
2017-06-27,13.6,83.2,20.3,2
2017-06-28,11.5,76.5,16.1,2
2017-06-29,12.0,77.1,11.0,2
2017-06-30,10.2,68.8,14.6,2
2017-07-01,10.1,75.4,20.2,0
2017-07-02,13.1,79.0,18.0,2
2017-07-03,13.7,81.7,11.1,5
2017-07-04,14.0,81.5,20.1,2
2017-07-05,13.8,74.4,14.4,2
2017-07-06,16.2,72.5,16.4,2
2017-07-07,14.4,81.5,18.1,2
2017-07-08,13.3,82.7,13.0,2
2017-07-09,14.0,75.2,14.5,0
2017-07-10,13.2,83.0,12.8,2
2017-07-11,14.3,79.3,20.1,2
2017-07-12,14.3,77.0,18.0,2
2017-07-13,16.2,71.7,14.6,0
2017-07-14,15.1,78.7,23.7,2
2017-07-15,17.7,71.9,20.2,2
2017-07-16,6.6,52.0,24.1,2
2017-07-17,5.3,54.9,13.2,2
2017-07-18,5.5,56.9,18.2,0
2017-07-19,7.2,57.3,16.3,0
2017-07-20,8.8,55.9,14.5,0
2017-07-21,11.3,51.4,18.1,2
2017-07-22,10.7,56.0,14.5,0
2017-07-23,14.1,54.4,20.3,0
2017-07-24,14.6,63.0,20.3,0
2017-07-25,15.8,62.6,16.2,2
2017-07-26,15.6,68.5,16.5,0
2017-07-27,17.2,71.2,20.3,2
2017-07-28,17.4,70.2,24.1,0
2017-07-29,18.3,65.7,22.1,0
2017-07-30,17.5,64.6,21.9,2
2017-07-31,11.6,73.9,14.4,2
2017-08-01,10.1,80.1,21.8,2
2017-08-02,11.2,64.4,21.9,2
2017-08-03,10.3,55.4,18.4,0
2017-08-04,10.7,59.8,23.7,0
2017-08-05,11.9,63.9,18.1,0
2017-08-06,13.5,62.7,16.5,0
2017-08-07,16.7,58.3,23.7,0
2017-08-08,16.6,64.7,27.3,0
2017-08-09,17.3,70.4,16.3,2
2017-08-10,17.2,66.9,16.5,0
2017-08-11,17.0,71.0,29.3,0
2017-08-12,11.8,79.5,24.2,2
2017-08-13,11.7,62.8,20.3,2
2017-08-14,11.2,65.0,16.4,0
2017-08-15,14.0,57.9,23.8,0
2017-08-16,13.9,63.6,20.1,2
2017-08-17,13.8,61.3,23.7,0
2017-08-18,13.7,61.5,20.2,0
2017-08-19,15.7,57.8,36.7,0
2017-08-20,12.3,56.5,22.3,2
2017-08-21,9.0,59.1,18.4,0
2017-08-22,11.0,51.3,20.4,0
2017-08-23,14.6,45.6,23.9,0
2017-08-24,15.3,48.0,18.2,0
2017-08-25,18.8,47.7,68.7,0
2017-08-26,16.8,66.5,18.1,2
2017-08-27,17.8,66.7,18.1,0
2017-08-28,19.8,63.6,18.2,0
2017-08-29,20.2,67.2,35.1,5
2017-08-30,9.8,75.9,16.7,5
2017-08-31,13.0,52.8,16.4,2
2017-09-01,15.4,61.2,23.9,0
2017-09-02,20.8,50.7,22.0,0
2017-09-03,21.8,53.0,22.3,0
2017-09-04,14.8,53.4,15.8,2
2017-09-05,13.9,49.8,27.2,2
2017-09-06,13.9,56.7,20.3,0
2017-09-07,15.9,60.7,20.2,2
2017-09-08,16.1,70.2,20.4,2
2017-09-09,18.3,66.4,20.3,5
2017-09-10,15.9,73.9,26.0,2
2017-09-11,11.9,58.4,16.0,2
2017-09-12,13.8,53.6,14.6,2
2017-09-13,12.7,54.6,22.2,0
2017-09-14,15.0,46.8,14.7,0
2017-09-15,10.9,62.6,21.9,5
2017-09-16,10.7,79.7,12.9,2
2017-09-17,12.5,64.5,16.5,2
2017-09-18,15.0,55.9,18.2,0
2017-09-19,17.8,51.7,22.3,0
2017-09-20,22.1,46.4,27.4,0
2017-09-21,16.5,48.7,175.7,2
2017-09-22,14.8,59.1,18.1,2
2017-09-23,16.5,59.0,17.9,0
2017-09-24,17.6,58.4,20.4,0
2017-09-25,20.8,55.8,21.5,2
2017-09-26,21.8,56.9,20.3,2
2017-09-27,19.5,64.2,20.8,5
2017-09-28,13.3,87.1,17.9,5
2017-09-29,16.6,75.0,14.6,2
2017-09-30,19.5,55.3,31.3,0
2017-10-01,16.8,47.5,35.1,2
2017-10-02,16.3,35.1,31.0,2
2017-10-03,16.8,39.6,18.4,0
2017-10-04,19.4,40.0,24.1,0
2017-10-05,21.3,39.8,25.2,2
2017-10-06,21.5,45.6,27.2,2
2017-10-07,19.4,54.4,15.1,2
2017-10-08,21.6,55.2,32.6,2
2017-10-09,18.0,82.3,24.1,5
2017-10-10,19.0,77.9,29.0,2
2017-10-11,17.7,73.5,23.7,5
2017-10-12,13.5,80.1,23.6,5
2017-10-13,9.8,83.4,16.2,5
2017-10-14,13.3,62.9,12.9,2
2017-10-15,15.7,52.7,24.0,2
2017-10-16,19.2,51.0,22.2,2
2017-10-17,23.6,47.9,18.0,2
2017-10-18,26.1,45.7,25.4,3
2017-10-19,17.4,72.5,23.4,5
2017-10-20,18.9,64.6,18.2,0
2017-10-21,18.8,69.9,37.1,5
2017-10-22,12.9,70.9,15.0,5
2017-10-23,15.5,60.8,16.5,2
2017-10-24,19.5,56.8,18.2,0
2017-10-25,22.4,56.5,23.4,2
2017-10-26,21.7,61.9,29.4,2
2017-10-27,20.6,65.0,26.0,2
2017-10-28,20.6,64.8,25.8,2
2017-10-29,23.5,49.7,20.4,3
2017-10-30,21.0,56.7,36.3,5
2017-10-31,21.6,52.7,29.0,2
2017-11-01,21.0,55.8,23.9,2
2017-11-02,24.0,53.2,20.3,2
2017-11-03,23.4,57.9,31.0,2
2017-11-04,17.6,80.4,16.6,5
2017-11-05,17.0,81.7,18.3,5
2017-11-06,19.0,75.5,12.8,2
2017-11-07,22.1,65.4,14.8,2
2017-11-08,21.3,69.4,25.6,5
2017-11-09,18.2,88.5,21.9,5
2017-11-10,18.6,83.2,23.5,5
2017-11-11,19.4,66.2,20.1,2
2017-11-12,20.7,57.3,20.5,2
2017-11-13,21.9,54.1,22.1,0
2017-11-14,23.2,51.6,23.9,2
2017-11-15,26.0,47.9,23.9,0
2017-11-16,20.4,44.0,26.4,2
2017-11-17,20.1,47.8,20.2,0
2017-11-18,15.5,66.1,33.5,2
2017-11-19,17.3,57.5,18.2,0
2017-11-20,21.7,49.8,22.2,0
2017-11-21,18.8,63.4,29.5,5
2017-11-22,17.5,73.5,14.5,2
2017-11-23,20.1,57.7,23.9,0
2017-11-24,23.5,50.5,27.3,0
2017-11-25,19.7,56.0,25.9,2
2017-11-26,20.6,53.4,20.4,0
2017-11-27,23.0,44.8,27.4,5
2017-11-28,20.7,71.7,23.7,5
2017-11-29,24.5,53.5,16.4,5
2017-11-30,23.6,57.8,25.9,5
2017-12-01,25.1,55.7,23.7,5
2017-12-02,23.1,69.7,25.6,5
2017-12-03,21.0,74.7,27.2,5
2017-12-04,16.7,89.7,13.0,5
2017-12-05,17.2,84.5,14.5,5
2017-12-06,20.7,75.3,14.5,2
2017-12-07,22.9,68.0,20.1,2
2017-12-08,24.6,61.9,16.6,2
2017-12-09,22.8,72.9,34.7,5
2017-12-10,23.2,69.5,14.4,5
2017-12-11,20.7,75.6,12.0,5
2017-12-12,22.8,66.4,14.8,2
2017-12-13,24.4,64.1,20.2,2
2017-12-14,22.9,73.6,24.0,5
2017-12-15,23.1,76.5,16.5,5
2017-12-16,26.6,62.2,25.7,2
2017-12-17,22.2,76.7,40.2,5
2017-12-18,17.1,86.6,16.2,5
2017-12-19,20.4,77.1,13.0,2
2017-12-20,23.9,68.4,25.1,5
2017-12-21,23.7,75.7,24.1,5
2017-12-22,22.9,74.8,18.2,5
2017-12-23,20.5,87.0,27.8,5
2017-12-24,18.6,75.6,14.6,5
2017-12-25,20.5,78.7,12.8,5
2017-12-26,22.1,71.1,14.7,0
2017-12-27,23.6,68.7,21.8,5
2017-12-28,21.3,83.3,13.3,5
2017-12-29,22.9,67.0,16.0,0
2017-12-30,24.0,62.4,18.2,2
2017-12-31,23.1,72.0,21.9,5
2018-01-01,19.3,89.1,25.9,4
2018-01-02,21.4,65.1,20.3,5
2018-01-03,23.2,63.7,29.0,2
2018-01-04,22.7,67.3,13.1,2
2018-01-05,22.5,71.9,41.4,5
2018-01-06,19.3,82.7,29.4,5
2018-01-07,19.5,78.5,10.8,5
2018-01-08,19.8,83.2,14.7,5
2018-01-09,19.8,81.2,16.2,5
2018-01-10,22.2,68.5,18.2,2
2018-01-11,22.6,67.9,16.2,2
2018-01-12,24.0,69.5,12.9,5
2018-01-13,20.4,85.0,25.8,5
2018-01-14,19.1,80.6,14.5,5
2018-01-15,21.0,72.9,16.3,2
2018-01-16,21.9,71.1,20.2,2
2018-01-17,22.5,74.8,18.1,5
2018-01-18,18.6,92.3,14.8,4
2018-01-19,18.9,83.9,14.5,4
2018-01-20,18.4,87.6,21.9,4
2018-01-21,20.9,74.1,17.8,5
2018-01-22,22.7,72.2,20.3,2
2018-01-23,23.8,74.5,21.9,5
2018-01-24,21.5,82.2,16.4,5
2018-01-25,20.6,86.2,14.7,5
2018-01-26,20.3,88.3,14.5,4
2018-01-27,22.5,78.6,18.1,5
2018-01-28,20.4,82.9,18.8,5
2018-01-29,20.0,83.9,11.2,5
2018-01-30,21.4,81.0,11.0,5
2018-01-31,20.9,88.0,16.3,5
2018-02-01,21.3,72.0,16.0,5
2018-02-02,22.3,68.4,11.2,2
2018-02-03,23.4,70.3,17.9,2
2018-02-04,23.4,77.7,16.2,2
2018-02-05,23.5,77.6,23.6,2
2018-02-06,24.0,72.4,18.1,2
2018-02-07,22.8,75.5,16.6,5
2018-02-08,23.3,67.8,13.1,5
2018-02-09,23.8,65.1,25.4,5
2018-02-10,21.0,79.0,20.4,5
2018-02-11,20.0,86.4,14.7,5
2018-02-12,15.8,86.9,13.0,4
2018-02-13,16.9,84.3,14.6,1
2018-02-14,18.7,82.3,11.0,1
2018-02-15,19.5,87.8,12.8,5
2018-02-16,20.7,80.9,17.9,5
2018-02-17,19.1,84.1,25.9,5
2018-02-18,20.7,78.1,14.4,5
2018-02-19,21.4,73.5,25.6,5
2018-02-20,21.4,71.2,14.4,5
2018-02-21,19.7,79.0,18.2,5
2018-02-22,19.0,78.0,13.0,5
2018-02-23,20.5,74.5,15.1,2
2018-02-24,19.6,80.0,12.8,4
2018-02-25,19.2,84.2,12.8,4
2018-02-26,18.5,88.1,12.9,5
2018-02-27,19.7,79.2,20.3,5
2018-02-28,17.5,88.0,11.5,4
2018-03-01,18.0,87.5,14.6,4
2018-03-02,20.7,79.5,20.0,5
2018-03-03,21.7,80.5,11.0,5
2018-03-04,22.4,77.9,14.6,5
2018-03-05,19.2,88.8,29.7,5
2018-03-06,17.3,87.7,13.0,4
2018-03-07,17.6,87.4,23.7,4
2018-03-08,19.9,82.9,16.6,2
2018-03-09,20.9,77.2,16.4,2
2018-03-10,21.5,76.5,16.4,2
2018-03-11,22.7,75.5,18.1,5
2018-03-12,18.7,87.5,12.9,5
2018-03-13,21.3,80.3,23.6,2
2018-03-14,20.9,82.4,16.4,2
2018-03-15,20.8,76.9,29.7,2
2018-03-16,20.8,77.7,16.4,2
2018-03-17,22.3,79.0,13.0,2
2018-03-18,23.5,78.2,27.5,5
2018-03-19,15.4,86.4,18.4,4
2018-03-20,18.2,72.7,16.4,2
2018-03-21,18.5,62.2,17.9,2
2018-03-22,17.3,77.5,14.6,2
2018-03-23,18.5,78.5,16.3,2
2018-03-24,20.1,75.4,27.2,5
2018-03-25,15.4,76.1,14.6,5
2018-03-26,14.1,80.1,14.6,2
2018-03-27,14.0,79.4,17.8,2
2018-03-28,17.6,72.1,14.7,2
2018-03-29,17.7,79.5,16.4,5
2018-03-30,19.6,71.9,18.0,5
2018-03-31,20.1,70.8,16.3,2
2018-04-01,19.3,79.4,32.9,5
2018-04-02,17.2,85.0,11.2,5
2018-04-03,18.3,81.0,11.0,2
2018-04-04,18.0,75.1,16.4,0
2018-04-05,18.5,77.7,14.7,5
2018-04-06,18.9,84.2,13.0,5
2018-04-07,20.8,81.6,24.0,5
2018-04-08,21.2,89.3,16.6,5
2018-04-09,20.9,86.2,14.7,5
2018-04-10,22.0,83.0,14.9,2
2018-04-11,22.6,81.5,12.8,2
2018-04-12,20.9,82.0,28.9,5
2018-04-13,12.3,89.6,14.8,4
2018-04-14,12.8,89.3,12.6,4
2018-04-15,15.1,87.2,11.2,2
2018-04-16,16.7,81.2,10.8,2
2018-04-17,18.3,78.4,11.2,2
2018-04-18,17.7,81.5,20.4,2
2018-04-19,19.9,78.9,11.0,2
2018-04-20,20.6,76.5,12.7,2
2018-04-21,20.8,76.9,12.8,2
2018-04-22,20.1,78.3,9.0,2
2018-04-23,20.2,78.4,18.4,5
2018-04-24,20.0,84.7,14.3,5
2018-04-25,20.0,88.0,14.8,5
2018-04-26,18.7,92.5,13.0,4
2018-04-27,21.0,82.8,10.9,2
2018-04-28,21.1,82.2,16.4,2
2018-04-29,19.6,86.5,5.6,2
2018-04-30,21.3,81.5,14.3,2
2018-05-01,21.4,83.8,22.1,5
2018-05-02,21.4,86.6,18.2,5
2018-05-03,21.1,82.7,18.1,2
2018-05-04,20.8,85.2,14.6,5
2018-05-05,19.4,86.2,18.1,5
2018-05-06,17.6,90.1,13.0,4
2018-05-07,18.9,86.3,14.4,5
2018-05-08,19.4,83.2,12.9,2
2018-05-09,19.1,82.9,9.4,2
2018-05-10,17.3,88.4,25.7,5
2018-05-11,16.7,75.4,14.6,2
2018-05-12,15.5,80.8,9.4,2
2018-05-13,16.7,77.5,14.5,2
2018-05-14,17.7,75.4,14.3,2
2018-05-15,16.6,77.4,9.4,5
2018-05-16,15.9,85.1,14.5,5
2018-05-17,14.8,85.6,9.4,2
2018-05-18,14.5,80.6,20.7,2
2018-05-19,13.1,75.4,12.8,2
2018-05-20,10.9,80.6,20.1,2
2018-05-21,12.4,76.4,16.0,2
2018-05-22,12.3,77.5,13.0,1
2018-05-23,11.9,79.5,14.6,2
2018-05-24,12.9,72.2,11.2,2
2018-05-25,11.5,76.7,12.8,2
2018-05-26,12.2,80.5,11.0,2
2018-05-27,13.8,79.9,18.1,0
2018-05-28,15.0,82.0,16.6,2
2018-05-29,16.3,80.2,14.6,2
2018-05-30,15.7,82.2,12.9,2
2018-05-31,13.0,84.8,18.2,4
2018-06-01,6.7,89.8,12.9,4
2018-06-02,5.6,81.9,16.1,1
2018-06-03,5.1,84.7,11.2,1
2018-06-04,4.8,86.7,9.4,1
2018-06-05,5.3,80.2,9.3,1
2018-06-06,6.0,77.4,14.6,2
2018-06-07,7.0,71.8,12.8,0
2018-06-08,8.2,73.6,12.8,0
2018-06-09,11.3,69.0,16.4,0
2018-06-10,15.9,52.5,28.5,2
2018-06-11,18.5,38.0,38.0,0
2018-06-12,10.9,47.3,25.3,2
2018-06-13,6.6,57.7,21.9,2
2018-06-14,5.8,65.8,14.6,1
2018-06-15,4.8,72.6,17.3,2
2018-06-16,3.9,77.5,18.1,2
2018-06-17,6.4,72.1,14.5,0
2018-06-18,8.6,68.5,14.6,0
2018-06-19,9.9,71.8,10.8,0
2018-06-20,11.5,68.5,14.8,0
2018-06-21,12.4,69.1,15.4,0
2018-06-22,12.4,73.6,11.8,0
2018-06-23,12.1,77.0,36.7,5
2018-06-24,8.5,69.9,13.8,5
2018-06-25,7.5,70.5,14.6,0
2018-06-26,8.9,65.8,16.3,0
2018-06-27,11.1,61.8,14.6,0
2018-06-28,11.9,62.1,16.3,0
2018-06-29,12.6,69.2,20.0,0
2018-06-30,12.9,76.1,14.5,2
2018-07-01,11.5,80.2,16.0,2
2018-07-02,12.8,75.2,22.3,5
2018-07-03,9.3,89.7,13.0,4
2018-07-04,9.1,84.5,21.9,2
2018-07-05,8.0,89.1,16.0,2
2018-07-06,7.9,88.9,9.0,2
2018-07-07,8.5,83.2,10.8,1
2018-07-08,8.1,73.9,23.3,1
2018-07-09,6.9,71.2,16.2,2
2018-07-10,4.9,81.5,11.1,2
2018-07-11,5.9,79.7,7.5,2
2018-07-12,7.8,75.7,12.5,2
2018-07-13,11.0,59.0,16.3,0
2018-07-14,12.9,49.2,10.8,0
2018-07-15,14.0,55.9,20.4,0
2018-07-16,12.7,73.6,14.4,2
2018-07-17,12.3,76.6,18.1,2
2018-07-18,13.6,77.9,16.3,2
2018-07-19,10.3,85.2,14.8,4
2018-07-20,5.5,81.7,16.6,5
2018-07-21,6.3,67.8,14.7,0
2018-07-22,10.4,60.7,24.1,0
2018-07-23,6.5,50.1,13.3,2
2018-07-24,7.0,39.7,14.6,2
2018-07-25,4.7,56.9,10.9,0
2018-07-26,6.4,61.3,18.1,0
2018-07-27,7.9,58.7,20.2,0
2018-07-28,9.0,54.3,20.1,0
2018-07-29,8.2,60.8,24.1,0
2018-07-30,9.1,61.6,23.5,0
2018-07-31,9.4,68.1,16.5,2
2018-08-01,8.6,74.0,16.3,2
2018-08-02,10.4,67.0,18.0,2
2018-08-03,9.5,69.0,20.1,0
2018-08-04,10.1,67.9,22.1,0
2018-08-05,10.8,66.0,18.1,0
2018-08-06,11.8,64.7,20.4,0
2018-08-07,14.7,61.3,14.8,0
2018-08-08,12.2,55.6,16.9,2
2018-08-09,8.8,58.1,16.3,0
2018-08-10,10.0,56.6,21.9,0
