name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
MarketCap,"171,562,609,956","170,622,597,263","193,076,486,221","220,417,373,465","167,003,485,008","124,463,841,428","130,090,758,534","67,187,917,250","65,098,583,107","48,550,889,902","41,537,606,584","26,860,098,679","28,009,439,498","33,008,176,107","26,846,231,436","36,222,951,592","43,012,608,783","57,349,363,750","53,222,096,412","63,633,395,899","33,711,850,633","31,108,906,077","19,953,958,386","21,700,212,006","25,177,665,335","19,359,209,953","23,784,526,596","9,516,834,255","8,627,313,309","8,627,313,309","5,376,028,293","7,044,450,867","6,417,009,899","5,882,259,074","4,178,702,125","3,577,071,409","2,964,339,399","2,773,338,149","2,950,587,309","3,146,999,999","3,851,999,999","3,397,499,999","3,113,999,999","3,908,999,999","4,361,999,999","4,604,999,999","4,899,999,999","5,852,999,999"
EnterpriseValue,"173,070,040,700","170,389,346,035","191,737,454,496","218,547,833,258","170,611,614,924","128,318,397,608","131,874,108,275","70,250,819,845","68,097,083,067","50,797,122,039","43,783,838,721","27,774,895,037","27,413,428,753","31,988,962,128","27,680,158,872","36,805,764,151","42,999,326,547","58,532,870,662","54,405,603,324","65,169,276,096","34,422,458,044","31,287,360,059","20,132,412,368","21,952,677,350","25,501,435,239","19,594,464,853","24,019,781,496","9,604,440,223","8,541,223,962","8,588,220,380","5,336,935,364","6,962,055,457","6,209,539,785","6,047,681,712","4,344,124,763","3,688,511,856","3,009,886,154","2,755,397,826","2,932,646,986","3,062,714,582","3,693,932,403","3,162,347,375","2,878,847,375","3,673,847,375","3,989,996,151","4,232,996,151","4,527,996,151","5,480,996,151"
PeRatio,"21.884","33.777","61.84","95.287","106.219","119.316","361.429","318.705","765.286","87.522","75.717","35.25","21.694","25.785","15.549","21.097","25.382","58.18","53.947","82.358","70.076","59.899","38.42","61.34","121.637","170.799","209.765","93.259","94.902","98.776","61.551","56.457","73.47","71.739","50.956","49.809","42.637","39.456","41.978","49.952","65.012","62.917","57.667","72.389","93.806","86.888","96.079","108.389"
ForwardPeRatio,"12.69","22.573","49.02","72.993","90.09","105.263","232.558","125","138.889","75.758","65.36","29.674","16.208","19.084","10.718","11.561","17.212",,"23.365",,,,,,,,,,,,,,,"65.79","47.619","45.455","39.526","36.496","40.161","43.668","56.818","37.736","36.364","62.893",,,,
PsRatio,"12.225","15.821","22.261","30.005","28.692","22.132","25.838","14.222","12.473","9.188","7.949","5.078","5.087","6.304","4.758","7.029","8.895","15.571","14.438","20.889","12.307","12.795","8.207","10.013","14.136","17.084","20.982","9.041","9.303","9.768","6.087","6.2","7.956","7.572","5.379","5.45","4.651","4.375","4.654","5.496","7.339","7.191","7.026","8.82","10.636","10.176","11.389","13.944"
PbRatio,"7.234","8.25","10.625","12.872","14.683","11.939","13.655","8.758","8.218","6.412","5.546","3.649","3.783","4.579","5.906","7.892","10.012","18.905","17.544","23.531","12.888","13.711","8.795","10.446","12.595","10.718","13.168","6.771","6.107","6.243","3.89","5.082","4.702","6.998","4.971","4.368","3.577","3.439","3.659","4.326","5.196","4.692","4.33","5.436","6.233","6.326","6.861","8.337"
EnterprisesValueRevenueRatio,"11.599","31.758","46.669","73.106","69.426","79.858","80.854","46.646","52.059","47.085","38.705","20.009","18.367","24.054","19.626","29.172","33.548","55.741","35.295","53.561","34.419","50.048","24.506","32.313","37.505","29.542","49.338","29.764","27.126","37.417","22.229","31.296","27.1","34.016","22.903","21.999","17.511","17.546","17.22","19.323","23.798","21.942","19.552","28.097","39.008","44.702","39.281","66.835"
EnterprisesValueEBITDARatio,"18.107","41.542","63.364","177.702","142.105","220.491","165.459","246.268","300.395","603.438","412.421","304.253","201.536","92.457","182.631","109.89","76.848","135.855","65.123","142.164","65.704","182.35","-328.634","98.797","139.198","125.881","373.33","229.93","206.457","284.299","137.84","306.954","246.453","237.478","115.153","206.674","117.253","145.068","101.75","156.445","237.938","164.378","121.368","299.329","282.407","286.592","291.17","531.11"
