Date,ENS,CBAT,TIA,ALB,LAC,SQM,ALB_sentiment_nltk,CBAK_sentiment_nltk,ENS_sentiment_nltk,LAC_sentiment_nltk,SQM_sentiment_nltk,TIA_sentiment_nltk,lithium_sentiment_nltk,ALB_sentiment_TextBlob,CBAK_sentiment_TextBlob,ENS_sentiment_TextBlob,LAC_sentiment_TextBlob,SQM_sentiment_TextBlob,TIA_sentiment_TextBlob,lithium_sentiment_TextBlob,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
9/11/2015,-0.659996033,-0.089999914,0.318510886,-0.760002136,-0.050000072,-0.321325302,0,0,0,0,0,0,0.212716667,0,0,0,0,0,0,0.083333333,5.2,51.1,28.8,10,11.1,17.7,35.6,2,23.5,63.7,15.3,2,21.7,62.4,18.2,0,11.1,17.7,35.6,2,17.2,67.6,29.5,2
10/11/2015,-1.420001984,-0.089999914,0.350128106,-0.339996338,0,-0.146057129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,60,41.9,2,12.1,16.4,34.6,0,23.4,63.5,30.9,5,21,70.4,29.5,5,12.1,16.4,34.6,0,16.9,63.7,25.9,2
11/11/2015,-0.5,0.00999999,0.21663412,-0.680000305,-0.099999905,-0.126581192,0,0,0,0,0,0,0.2732,0,0,0,0,0,0,0,1.6,45.6,21.7,0,13.3,14.6,36,0,19.1,80.1,25.2,1,18.3,83.5,33.1,4,13.3,14.6,36,0,16.2,74.2,35.3,2
12/11/2015,-1.680000305,0.059999943,-0.087824574,-1.980003357,0,0.01947403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,41.4,14.6,0,13.2,13.3,36,0,20.8,68.8,22,2,22,63.8,23.6,2,13.2,13.3,36,0,16.2,71.5,31.7,2
13/11/2015,-0.75,-0.079999924,-0.117099715,0.700000763,0,1.012657166,0,0,0,0,0.1591,0,0.296,0,0,0,0,0,0,0,4.5,42.5,15.9,0,14.6,9.6,32.4,2,22.9,57,20,2,21.5,59.5,20.5,2,14.6,9.6,32.4,2,16.5,68.5,25.9,2
16/11/2015,0.319999695,-0.060000181,0.134664743,0.36000061,0.099999905,-0.146055222,0,0,0,0,0,0,0,0,0,0,0,-0.128571429,0,0.045454545,0.9,43.5,50.2,2,13.1,24.7,38.5,0,25.4,56.4,15.1,0,23.9,58,22.7,2,13.1,24.7,38.5,0,17.9,71.5,27.7,2
17/11/2015,-0.020000458,-0.019999981,-0.008782514,0.540000916,-0.049999952,-1.061344147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,35,35.9,0,12.7,23.6,38.2,0,25.6,61.8,20.5,2,24.6,59.3,22,2,12.7,23.6,38.2,0,17.7,67.1,29.5,2
18/11/2015,0,-0.059999943,0.195556539,2.290000916,0.049999952,-0.642648697,0,0,0,0,0.4939,0,0,0,0,0,0,0,0,0,8.6,36.3,37.8,0,12,23.1,40,0,24.2,67.8,24.4,2,22.5,68.9,22.2,2,12,23.1,40,0,17.2,70.6,25.9,2
19/11/2015,-0.75,-0.039999962,0.418631093,-0.120002747,-0.049999952,0.136320114,0,0,0,0,0,0,-0.8176,0,0,0,0,0,0,0,7.7,39.4,25.4,0,11.2,26.2,39.2,0,24,65.8,28.9,5,22.2,64.2,43.6,5,11.2,26.2,39.2,0,17.4,68.5,27.7,2
20/11/2015,0.029998779,0.130000114,0.299189581,0.979999542,0,-0.10710907,0,0,0,-0.1779,0,0,0,0,0,0,0,0,0,0,8.2,51.8,25.8,0,11.3,23.8,37.4,2,14.9,71.5,31.4,5,13.2,71,18.9,1,11.3,23.8,37.4,2,16.8,67.7,24.1,2
23/11/2015,-0.299999237,0.25,-0.348371264,0.440002441,-0.100000024,-0.038948059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,39.5,17.6,0,14.7,12.7,41.4,2,23.5,58.3,16.6,2,21.7,57.7,20.3,2,14.7,12.7,41.4,2,16.9,70.3,25.9,2
24/11/2015,-0.540000916,0.149999857,-0.022541946,0.899997711,0,-0.126581192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,40.2,31.8,0,14.9,15,36,2,23.5,64.3,15.3,2,22.5,62,18.2,2,14.9,15,36,2,17.1,67.1,22.3,2
25/11/2015,0.700000763,0.089999914,0.130858865,-0.109996796,-0.049999952,-0.029211044,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,1.1,43.6,33.6,2,15.4,17.5,37.1,2,25.5,64.1,15.3,2,23.7,65,18.2,2,15.4,17.5,37.1,2,18,67.5,25.9,2
27/11/2015,-0.380001068,-0.229999781,-0.113293837,0.209999084,0,-0.282377243,0,0,0,0,0,0,-0.101085714,0,0,0,0,0,0,0,-1.3,49.3,32.3,2,15,22.2,37.8,0,24.5,67.7,35.5,5,23,71,42,5,15,22.2,37.8,0,17.4,72.4,27.7,2
30/11/2015,-0.219997406,-0.170000076,0.313827011,0.450000763,0,-0.564750671,-0.0516,0,0,0,0,0,-0.0516,0,0,0,0,0.3,0,0,-2.9,42.7,17.6,0,12.8,19.5,35.6,0,17.7,69.6,15,2,15.9,75,20.2,2,12.8,19.5,35.6,0,18,65.8,35.3,2
1/12/2015,0.319999695,0.24000001,-0.455810468,-0.61000061,0,-0.68159771,0,0,0.5574,0,0,0,0,0,0,0,0,0,0,0,0.8,39.9,17.1,0,13.8,18.5,35.3,2,20.5,65.7,16.6,2,19.4,64.7,21.3,2,13.8,18.5,35.3,2,17.4,67.8,24.1,2
2/12/2015,-0.790000916,-0.130000114,-0.01083155,-0.670001984,-0.050000072,-0.194742203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,44.7,16.4,0,14.1,18.7,34.2,0,22,64.5,13,2,20.6,66.3,16.3,2,14.1,18.7,34.2,0,18.5,62.6,27.7,2
3/12/2015,-0.409999847,-0.109999895,0.208437408,0.550003052,0,0.545277596,0,0,0,-0.2023,-0.034233333,0,0,0,0,0,0.333333333,0.138888889,0,0,2.9,39.2,28.8,0,14.6,16.6,33.5,0,24,60.4,25.6,2,23.1,60.3,27.7,2,14.6,16.6,33.5,0,18.1,66.8,27.7,2
4/12/2015,1,0.059999943,-0.002342079,0.159999847,0.050000072,0.136320114,0,0,0,0,0.5106,0,0,0,0,0,0,0,0,0,3,36.6,21.2,0,14.7,16.5,33.1,0,25.3,64.5,23.9,5,23.9,65.6,29,5,14.7,16.5,33.1,0,18.5,65.6,27.7,2
7/12/2015,-0.279998779,0.160000086,0.185017465,-1.890003204,-0.100000024,-0.730282784,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0.108333333,2.6,40.9,15.7,8,14.8,20.4,30.6,2,19.1,73.8,21.5,2,17.9,76.7,22.1,2,14.8,20.4,30.6,2,19.1,65.2,27.7,2
8/12/2015,-0.590000153,-0.039999962,0.12236911,-1.319999695,-0.050000012,-0.311587334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,54.4,20.7,0,14.1,25.5,35.6,0,22.3,69.2,13.5,2,20.8,70.9,17.9,2,14.1,25.5,35.6,0,19.5,66.8,22.3,2
9/12/2015,-1.420001984,-0.0400002,0.460494344,0.240001678,0.050000012,0.301850319,0,0,0,0,0,0,-0.0129,0,0,0,0,0,0,0.125,5.3,56.5,15.7,0,13.8,27.3,33.1,0,23.1,64.8,42.3,2,20.9,73.2,28.3,2,13.8,27.3,33.1,0,20.2,67.9,25.9,2
10/12/2015,-0.259998322,-0.059999943,-0.325829601,-0.810001373,0.100000024,-0.428433418,0,0,0,0,0,0,-0.306966667,0,0,0,0,0,0,0.145833333,6,47.8,42.1,0,14.1,23.3,35.6,0,21.5,71.5,28.4,2,20.8,72.1,31.7,2,14.1,23.3,35.6,0,19.7,69.3,25.9,2
11/12/2015,-0.600002289,-0.099999905,-0.155157087,-1.259998322,-0.050000072,-0.262900352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,55.1,30.5,5,14.9,19.9,35.3,0,21.3,60.2,23,0,22.2,61,32.8,0,14.9,19.9,35.3,0,19.4,69.3,25.9,2
14/12/2015,0.560001373,0.039999962,-0.207559411,-0.190002441,-0.099999964,-0.292113304,0.2732,0,0,0,0,0,0.081433333,-0.05,0,0,0,0,0,-0.033333333,-1.4,58.4,52.6,2,13.8,22.9,36.4,0,26.8,66.2,25.9,5,25.4,65.3,31.1,2,13.8,22.9,36.4,0,19.2,67.3,27.7,2
15/12/2015,-0.020000458,-0.049999952,0.087239337,0.920001984,0,0.321324348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,54.3,40.6,0,15.6,16.2,34.9,0,24.8,62.6,29.4,5,23.3,61.5,27,5,15.6,16.2,34.9,0,19.5,66.6,25.9,2
16/12/2015,0.709999084,-0.039999962,-0.13612826,3.150001526,0.099999964,1.28529644,0.123475,0,0,0.5994,-0.098666667,0,0.1953,0,0,0,0,0,0,0.122222222,-3.5,48.8,21.9,0,15.8,16.1,36.4,0,24,71.8,20.3,2,23.1,64.9,25.5,2,15.8,16.1,36.4,0,19.1,70.1,24.1,2
17/12/2015,-0.529998779,0.099999905,0.089581134,0.589996338,0,-0.57448864,0.6597,0,0,0,0,0,-0.2263,0.166666667,0,0,0,0,0,0.1,-1.9,52.6,11.7,2,15.4,17.7,36,0,27.7,63.2,17.6,0,26.2,61.1,23.9,5,15.4,17.7,36,0,19,72.2,31.7,2
18/12/2015,-0.529998779,-0.069999933,0.117099715,-1.239997864,0.200000048,1.226874352,0,0,0,0,-0.018966667,0,-0.1366,0,0,0,0,0.125,0,0.25,-0.5,49.5,24.1,0,15,17.1,36.4,0,23.4,73.2,33.7,5,21.6,76.8,35.2,5,15,17.1,36.4,0,19.9,72,19.1,2
21/12/2015,1.020000458,0.169999838,-0.283966633,0.279998779,-0.100000024,0.321325302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,72.9,19.9,2,13.9,19.4,34.9,2,21.9,71.5,14.8,2,21.2,69,22.1,2,13.9,19.4,34.9,2,18.8,66.7,27.7,2
22/12/2015,0.079998016,-0.119999886,-0.090752173,2.850002289,0,0.467380524,0,0,0,-0.3182,0,0,0,0,0,0,0,0,0,0,5.5,58.4,35,10,14,17.9,35.3,1,24.3,65.4,17.1,2,23.7,64.2,25.4,2,14,17.9,35.3,1,18.5,67.1,29.5,2
23/12/2015,-0.060001373,-0.019999981,0.075529224,1.979999542,-0.049999952,0.866600037,0.296,0,0,0.52615,0,0,0,0,0,0,0.125,0,0,0,3.1,38.8,34.3,0,14.5,21,31.3,2,25.5,62.3,27,5,24.3,65.7,18,5,14.5,21,31.3,2,18.3,70.5,27.7,2
24/12/2015,0.080001831,0.049999952,-0.133786464,-0.340000153,0.100000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,52.7,38.7,2,16,16.7,33.1,5,21.3,76.5,23.6,5,20.5,80.1,16.3,5,16,16.7,33.1,5,18.3,73.1,24.1,2
28/12/2015,-0.540000916,-0.039999962,-0.032495217,0.799999237,0.049999952,0.262903214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4,52.5,33,2,14.8,16.7,34.9,3,21.7,82.5,18.3,5,21.2,82.8,16.4,5,14.8,16.7,34.9,3,18.5,65.2,24.1,2
29/12/2015,0.080001831,0.039999962,0.119148752,-0.020000458,0.049999952,-0.077898026,0.08822,0,0,0,0.1531,0,-0.5574,0.089285714,0,0,0,0,0,0,-2.8,55.5,24.6,0,14.9,18.1,31.7,0,24.9,73.6,14.2,5,23.7,71.3,28.9,5,14.9,18.1,31.7,0,18.4,67.2,25.9,2
30/12/2015,0.009998322,-0.160000086,-0.033665974,-0.38999939,-0.049999952,0.155794144,0,0,0,0,0,0,0.305866667,0,0,0,0,0,0,0.278787879,-4.8,60.2,20.1,0,16.1,15.1,33.8,0,27.3,60.7,15,2,25.6,64.1,18.2,5,16.1,15.1,33.8,0,18.5,68.8,24.1,2
31/12/2015,-0.799999237,-0.039999962,-0.048889205,-0.330001831,0.049999952,-0.175268173,0.2023,0,0,0,0,0,0,0.5,0,0,0,0,0,0,-4.9,52.7,22.5,0,16.2,16.7,33.5,0,24.7,68,28,5,22.6,72.6,27.7,5,16.2,16.7,33.5,0,19.1,66.6,29.5,2
4/1/2016,-1.229999542,-0.159999847,-0.411897898,-0.459999084,-0.099999905,-0.262901306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1.7,66.9,24.8,2,14.7,23.1,33.1,0,25.9,67.8,15.6,2,24.1,67.5,23.6,2,14.7,23.1,33.1,0,19.4,66.7,24.1,2
5/1/2016,-0.119998932,-0.0400002,-0.37091321,-0.849998474,0.049999952,-0.41869545,0,0,0,0,0,0,0.1184,0,0,0,0,0,0,-0.026426768,2.7,88.8,32.9,9,15.3,22.3,32.8,2,24.2,78.1,25.2,5,22.7,80.9,32.9,5,15.3,22.3,32.8,2,20.3,67.3,24.1,2
6/1/2016,-0.07000351,-0.039999962,0.102169243,-2.38999939,-0.049999952,-0.350534439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,89.4,31.6,10,14.9,26.6,31.7,3,22.5,81.1,23.4,5,20.9,82.8,20.2,4,14.9,26.6,31.7,3,20.5,68,22.3,5
7/1/2016,-0.529998779,-0.220000029,-0.343980148,-2.36000061,0,-0.827653885,0,0,0.2023,0,0,0,-0.2771,0,0,0.5,0,0,0,-0.25,0.2,77.4,41.2,10,15.4,31.9,33.8,5,24.1,76.8,13,5,21.8,83.2,16.4,5,15.4,31.9,33.8,5,20.3,72.5,29.5,2
8/1/2016,-0.149997711,-0.00999999,-0.07992034,-0.940002441,-0.100000024,-0.408958435,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,-1.8,63.3,29,0,15.2,30.8,32.4,2,23.7,83,24.1,5,22.8,81.6,31,5,15.2,30.8,32.4,2,19.9,72.5,24.7,2
11/1/2016,0.049999237,-0.019999981,0.02283414,-0.969997406,-0.050000072,-0.652385712,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0.3,-3.9,62.1,21.7,0,15.3,27,36.7,2,24.8,77.1,18.4,5,23.1,82.1,21.9,5,15.3,27,36.7,2,19.6,66.8,22.3,2
12/1/2016,0.61000061,-0.099999905,0.210779487,0.909999847,0,0.428432465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,56.5,17.1,0,14.6,30.5,35.3,2,26,70,16.6,5,24.8,71.3,16.6,5,14.6,30.5,35.3,2,19.6,68.5,25.9,2
13/01/2016,-1.140003204,0,-0.01229535,-1.240001678,0,-0.087634087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,51.3,15.7,0,14.9,30.6,33.8,0,21.6,84.8,30.9,5,20.2,86.9,24.1,5,14.9,30.6,33.8,0,19.5,73.9,25.9,2
14/01/2016,-0.430000305,-0.049999952,0.323780564,1.190002441,0.100000024,0.01947403,0,0,0,0,0.6808,0,0,0,0,0,0,0,0,0,-0.2,54.5,17.2,2,14.9,29.4,32.8,3,20.9,75.4,20.9,5,20,75.6,21.2,5,14.9,29.4,32.8,3,20.1,69.1,25.9,2
15/01/2016,-0.519996643,-0.070000172,0.072601625,-0.990001678,-0.049999952,0.048686028,0,0,0,0,0,0,-0.3182,0,0,0,0,0,0,0,2.1,58.9,45.2,10,15.4,29.1,34.2,0,24,71.5,12.9,5,22.5,72.3,23.7,5,15.4,29.1,34.2,0,19.8,70.3,25.9,2
19/01/2016,0.719997406,0.060000181,0.198776615,0.509998322,0.049999952,0.087633133,0,0,0,0,0.3182,0,0.428925,0,0,0,0,0.2,0,0.3875,0.1,80.5,14.6,5,17.9,33.7,37.8,2,23.9,69.7,18.7,0,23.2,71.6,22,2,17.9,33.7,37.8,2,20,72.1,22.3,0
20/01/2016,0.150001526,-0.150000095,0.103340283,-0.409999847,0.050000072,-0.243426323,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0.7,82.6,19.4,2,17.9,28.8,35.3,2,23.7,66.8,20.9,0,23.4,67.2,22.7,0,17.9,28.8,35.3,2,20.4,70.2,25.9,2
21/01/2016,-1.100002289,0.069999933,-0.388770715,1.420001984,0.049999952,-0.798442841,0.197566667,0,0,0,0.084671429,0,0.37625,0.083333333,0,0,0,0.107142857,0,0.25,1.1,65.1,15.7,0,18.3,29.5,38.2,2,23.4,65,33.5,0,23,66.1,33.5,0,18.3,29.5,38.2,2,20.6,69.8,24.7,2
22/01/2016,0.220001221,0.039999962,0.014051909,1.86000061,0.100000024,0.934761047,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0.5,2.3,62.6,22,0,18.6,31.4,36,2,25.2,63,20.8,0,23.1,65.9,14.9,0,18.6,31.4,36,2,20.7,69.3,25.6,2
25/01/2016,-4.520000458,-0.069999933,0.108024441,-1.310001373,0.049999952,-1.148976326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,59.9,22,0,15.3,34.2,36.7,0,24.2,64.7,27.5,5,22.6,68.9,25.9,5,15.3,34.2,36.7,0,21.9,66.1,24.1,2
26/01/2016,0.710002899,0.019999981,-0.114464876,1.900001526,0.149999976,-0.048686028,-0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,55.2,21.4,0,14.4,33.8,34.6,2,20.9,77,24.6,5,18.4,89.5,18.6,4,14.4,33.8,34.6,2,21.5,64.1,25.9,0
27/01/2016,-0.010002136,-0.039999962,-0.081384422,-0.950000763,0,0.038949013,0,0,0,0,0.296,0,0,0,0,0.5,0,0,0,0,2.2,57.1,15.7,0,15.1,28.8,29.9,0,19.9,76.1,15,2,18.8,78.7,22,2,15.1,28.8,29.9,0,21.3,68.8,25.9,0
28/01/2016,-0.489997864,0.039999962,-0.254691775,0.829998016,-0.099999905,0.33106041,0,0,0,0,-0.2732,0,0,0,0,0,0,0,0,0,3.6,53.9,16.4,0,16,29.6,35.3,0,22.6,75.7,15,1,21.5,76.9,18,2,16,29.6,35.3,0,21,72,22.3,2
29/01/2016,0.349998474,-0.059999943,0.254691775,0.880001068,0.049999952,0.652386665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,6.7,57.3,12.1,0,15.3,35.4,36,0,25.6,69.5,13.7,5,23.6,74.1,17.9,5,15.3,35.4,36,0,22.1,68,25.9,2
1/2/2016,-0.119998932,-0.00999999,0.175649431,0.180000305,0.100000024,-0.019474983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6,66.6,39.4,2,15.5,32.6,34.2,0,19.6,82.7,14.5,4,17.6,87,13,4,15.5,32.6,34.2,0,21.6,65.3,24.1,0
2/2/2016,-1.620002747,0,0.161012285,-0.959999084,-0.050000072,-0.86660099,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0.1,-10.2,66.1,24.9,2,14.4,34.5,34.2,3,19.7,89,13,4,18.1,89.3,13,4,14.4,34.5,34.2,3,21.8,69.2,25.9,2
3/2/2016,-0.319999695,0.059999943,0.364765252,1.659999847,0.050000072,0.652384758,0.7003,0,0,0,0.296,0,0,0,0,0,0,0,0,0,-7.9,68.6,17.1,2,14,30.8,35.6,0,21.7,77.4,22.3,2,20.5,78.2,23,2,14,30.8,35.6,0,22,66.4,22.3,2
4/2/2016,-0.11000061,0.00999999,0.412776461,-1.569999695,0,0.311587334,0,0,0,0,0,0,0.1366,0,0,0,0,0,0,0,-4.4,71.7,18.3,0,13.8,31.5,35.3,0,22.9,74.4,14.8,5,21.9,75,23.6,2,13.8,31.5,35.3,0,22.7,63,24.1,2
5/2/2016,-1.649997711,0.120000124,-0.440880279,-0.409999847,-0.050000072,-0.301850319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,-3.2,67,19.3,0,14.6,23,27.4,0,22.5,75.3,16.6,5,22.3,76,16.6,5,14.6,23,27.4,0,21.8,70.7,27.7,2
8/2/2016,-0.819999695,-0.070000172,0,-2.75,-0.049999952,-0.311587334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,59.1,24.3,0,17,24.6,31.3,2,24.9,79.5,14.8,5,24.8,78.8,14.8,5,17,24.6,31.3,2,20.5,69,28.3,2
9/2/2016,0.059997559,0.03000021,0,1.099998474,-0.049999952,-0.379746437,0,0,0,0,0,0,0.4404,0,0,0,0,0,0,0,4.8,57.3,17.7,0,16.9,21.6,33.1,5,20.9,85.2,17.6,5,21.2,84.8,15.5,5,16.9,21.6,33.1,5,20.7,66.1,25.9,2
10/2/2016,-0.459999084,0.029999971,0,0.200000763,-0.050000072,0.009737015,0,0,0,0,0,0,-0.296,0,0,0,0,0,0,0,5.2,56.1,18.8,0,17.1,21.6,36,2,23.8,80.8,16.6,2,23.5,79.8,16.6,2,17.1,21.6,36,2,20.9,65.1,25.9,2
11/2/2016,0.190002441,-0.100000143,0,0,-0.049999952,0.068160057,0,0,0,0,0,0,0.4019,0,0,0,0,0,0,0,6,54.9,17.1,0,17.3,28.3,37.8,2,25.3,79.2,12.5,2,24.6,77,12.8,2,17.3,28.3,37.8,2,20.8,68.4,24.7,2
12/2/2016,1.719997406,0,0,1.290000916,0.049999952,0.370009422,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,6.5,54.3,20.1,3,17.2,29.2,35.6,2,26.3,71.1,22.3,2,24.9,73.7,22.3,2,17.2,29.2,35.6,2,21,70.7,25.9,2
16/02/2016,1.619998932,0.370000124,0.115635916,0.939998627,-0.049999952,0.350535393,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8.7,49.4,15.3,0,17.8,25.8,36.4,2,23.5,71.6,18.4,2,24.1,76.5,28.1,2,17.8,25.8,36.4,2,20.7,67.3,29.5,2
17/02/2016,0.600002289,-0.080000162,-0.042448488,0.450000763,0.049999952,1.139241219,0.0932,0,0,0,0.296,0,0,0,0,0,0,0,0,0,8.6,54.2,44.6,2,18,25.5,35.6,2,26.6,74.3,22,5,26.3,76.1,23.1,5,18,25.5,35.6,2,20.3,69.6,25.6,2
18/02/2016,-1.350002289,0.010000229,0.035129773,1.759998322,0.050000072,-0.175268173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,60.4,34.3,5,17.9,35.7,36.7,5,26,77.1,27.7,5,25.7,77.2,27.7,5,17.9,35.7,36.7,5,20.2,74.2,25.9,0
19/02/2016,-0.209999084,0.019999981,-0.023419943,-0.049999237,0.049999952,0.048685074,0,0,0,0,0,0,0.0843,0,0,0,0,0,0,-0.011111111,4.3,57.9,17.2,0,18.3,33.8,39.2,3,25.5,76.7,31.2,5,25,78.6,28,5,18.3,33.8,39.2,3,19.5,79.1,29.5,2
22/02/2016,1.979999542,0.079999924,0.061477315,0.350002289,0,0.564750671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,30.4,45.3,0,15.7,49.8,34.2,2,23.4,81.2,19.1,2,23.3,81.1,23.4,2,15.7,49.8,34.2,2,21.9,61.9,21.1,2
23/02/2016,-0.039997101,0.00999999,-0.271964043,-2.170001984,-0.049999952,-0.389482498,0,0,0,0,0,0,0.5719,0,0,0,0,0,0,-0.065656566,5.8,33.9,20,0,16.4,56.7,36,5,23.4,82.8,19.4,5,23.4,82.3,23.6,5,16.4,56.7,36,5,22.1,66,22.3,0
24/02/2016,2.180000305,-0.049999952,-0.00029276,0.650001526,0,0.282375336,0,0,-0.148,0,0,0,0,0,0,0.025,0.05,0,0,0,5.8,44.4,18.9,0,16.3,57,34.9,2,22.4,79.9,22.1,5,22.6,80.3,18.7,5,16.3,57,34.9,2,21.7,75.8,25.9,0
25/02/2016,0.049999237,0.049999952,-0.420094893,2.129997253,-0.100000024,0.126583099,-0.5994,0,0,0,0,0,0,0.16,0,0,0,0,0,-0.142857143,8.4,42,17.8,0,15.7,56.9,40.7,2,23.8,72.7,18.4,2,23.8,73.6,18.4,2,15.7,56.9,40.7,2,21.1,75.6,22.3,2
26/02/2016,0.759998322,-0.019999981,-0.108317201,1.120002747,0.049999952,0.194742203,-0.064,0,0,0,-0.042666667,0,0.25476,-0.089285714,0,0,0.1,-0.05952381,0,0.026666667,10,37.7,26.4,0,14.3,56.5,38.2,2,25,76.6,17.1,5,24.7,76.5,14.8,5,14.3,56.5,38.2,2,21.5,73.4,24.1,2
29/02/2016,0.470001221,-0.130000114,-0.177405991,-0.340000153,0.050000072,-0.253164291,0,0,0,0,0.24695,0,0,0,0,0,0,0.068181818,0,0.063333333,12.1,27.6,23.5,0,15.9,31.8,31.7,0,18.7,80.1,19.8,5,19.1,86.1,24.8,5,15.9,31.8,31.7,0,21.1,75.3,24.1,2
1/3/2016,1.099998474,0.019999981,0.174185915,2.439998627,0.049999952,0.817914963,-0.560133333,0,0,0,0,0,0,-0.2,0,0,0,0,0,0.020833333,11,36.3,21.1,0,16.5,22.4,30.6,0,17.6,74.2,22.4,5,19.6,79.5,22.3,5,16.5,22.4,30.6,0,20.8,74.7,27.7,2
2/3/2016,1.590000153,0.130000114,0.211071964,-0.950000763,0,-0.185005188,-0.4792,0,0,0,-0.4215,0,-0.2732,-0.266666667,0,0,0,0,0,-0.125,11.7,27.1,27.7,0,17.2,19.5,33.1,0,16.5,84.9,24.1,5,17.8,87.1,24.8,5,17.2,19.5,33.1,0,20.4,70.4,24.1,2
3/3/2016,0.659999847,-0.089999914,-0.13612826,-0.489997864,0,-0.038948059,0,0,0,0,-0.2936,0,0.0258,0,0,0,0,0,0,0,10.4,32,17.8,0,17.3,21.8,36.7,2,17.1,79.6,21.2,5,18,85.5,23.8,5,17.3,21.8,36.7,2,20.4,65.8,24.1,2
4/3/2016,1.069999695,-0.03000021,-0.317632889,1.949996948,0.049999952,0.282377243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,31.8,26.1,0,15.7,30.7,38.5,0,18.7,84.2,19.4,5,19.2,85.4,23.4,5,15.7,30.7,38.5,0,21.1,67.1,22.3,2
7/3/2016,1.080001831,0.010000229,0.042741248,-0.369998932,0.100000024,0.593961716,-0.128,0,0,0,-0.128,0,-0.128,0,0,0,0,0,0,0,2.4,70.6,30,10,13,38.3,37.4,0,17.3,82.8,16.6,5,17.3,87.6,18.1,5,13,38.3,37.4,0,20.7,69.4,20.5,2
8/3/2016,-2.290000916,-0.080000162,0.15427909,-0.319999695,0,-0.7108078,0,0.363833333,0,0,0.03485,0,0,0,0.022222222,0,0,0.022727273,0,0,5.4,60.1,22.9,2,12.6,37,34.2,0,19.2,91.7,28.1,4,18.7,88,23.7,5,12.6,37,34.2,0,20.2,72,29.5,0
9/3/2016,-0.520000458,-0.099999905,-0.15427909,1.760002136,0.050000072,0.389484406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,49.6,19.1,0,13.3,29.2,28.8,0,18.9,69.9,13.5,5,18.8,71.8,14.6,5,13.3,29.2,28.8,0,20,74.6,22.3,2
10/3/2016,-0.279998779,0.00999999,-0.021370624,-0.86000061,0,0.671859741,0.10115,0,0,0,0,0,0,0.25,0,0,0,0,0,0,10.2,45.5,33,0,14.4,27,29.2,0,19.1,78.5,14.3,5,18.3,76.6,16.3,5,14.4,27,29.2,0,20.2,73,22.3,0
11/3/2016,1.5,0.099999905,-0.040399451,1.86000061,0.099999905,0.233690262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,43.2,63.8,5,13.9,28.8,30.2,0,17.5,87.6,18.4,2,17.2,85.3,18.4,2,13.9,28.8,30.2,0,20.6,69.4,24.1,2
