name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,03/31/1997,09/30/1996,03/31/1996,09/30/1995,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,11/30/1986,11/30/1985
		CurrentDebtAndCapitalLeaseObligation,"493,412,000,000","314,053,000,000","777,072,000,000","374,809,000,000","369,136,000,000","493,371,000,000","719,540,000,000","494,490,000,000","314,995,000,000","332,519,000,000","376,751,000,000","439,182,000,000","389,955,000,000","327,717,000,000","500,774,000,000","454,559,000,000","375,392,000,000","190,814,000,000","183,652,000,000","182,843,000,000","177,038,000,000","24,782,000,000","24,531,000,000","22,789,000,000","21,728,000,000","228,660,000,000","233,370,000,000","228,293,000,000","260,531,000,000","67,479,000,000","86,848,000,000","124,660,000,000","84,738,000,000","301,023,000,000","412,022,000,000","453,743,000,000","480,304,000,000","641,308,000,000","708,702,000,000","669,815,000,000","686,834,000,000","548,532,000,000","461,114,000,000","497,745,000,000","492,871,000,000","1,005,935,000,000","1,171,337,000,000","469,210,000,000","358,580,000,000","476,157,000,000","501,291,000,000","245,108,000,000","132,551,000,000","165,001,824,510","198,050,229,720","252,230,248,750","192,940,475,400","128,311,167,880","96,907,902,760","202,844,997,630","274,756,986,240","301,172,540,900","315,140,927,700","338,066,877,600","339,806,973,150","300,116,925,570","401,452,402,120","380,123,114,160","422,711,934,120","462,548,749,600","384,285,241,440","327,460,582,360","331,618,553,391.75","291,260,064,760","315,566,451,400","335,449,104,480","361,705,892,520","204,418,572,950","282,063,766,980","379,834,591,780","535,360,634,120","567,272,266,160","640,837,240,920","504,783,402,690","624,873,910,350","498,097,450,300","472,529,498,400","456,624,420,070","467,427,036,200","638,306,607,900","657,596,864,690","685,492,664,080","645,218,523,685","904,491,222,680","1,043,252,957,500","975,845,584,320","1,025,791,560,375","853,984,066,960","997,301,583,320","1,014,185,691,040","933,805,684,710","877,693,142,620","843,279,425,562","897,256,470,576","1,238,245,083,768","1,496,219,794,058","1,483,223,308,455","1,039,548,366,108","829,092,798,195","146,986,217,003","186,944,540,190","346,597,784,616"
			CurrentDebt,"432,897,000,000","254,384,000,000","716,581,000,000","314,462,000,000","309,790,000,000","430,764,000,000","655,080,000,000","430,073,000,000","250,620,000,000","269,307,000,000","286,708,000,000","345,005,000,000","389,955,000,000","327,717,000,000","500,774,000,000","454,559,000,000","375,392,000,000","190,814,000,000","183,652,000,000","182,843,000,000","177,038,000,000","24,782,000,000","24,531,000,000","22,789,000,000","21,728,000,000",,,,"260,531,000,000",,"86,848,000,000",,,,,,,,"708,702,000,000","669,815,000,000","686,834,000,000","548,532,000,000","461,114,000,000","497,745,000,000","492,871,000,000","1,005,935,000,000","1,171,337,000,000","469,210,000,000","358,580,000,000","476,157,000,000","501,291,000,000","245,108,000,000","132,551,000,000","165,001,824,510","198,050,229,720","252,230,248,750","192,940,475,400","128,311,167,880","96,907,902,760","202,844,997,630","274,756,986,240","301,172,540,900","315,140,927,700","338,066,877,600","339,806,973,150","300,116,925,570","401,452,402,120","380,123,114,160","422,711,934,120","462,548,749,600","384,285,241,440","327,460,582,360","331,618,553,391.75","291,260,064,760","315,566,451,400","335,449,104,480","361,705,892,520","204,418,572,950","282,063,766,980","379,834,591,780","535,360,634,120","567,272,266,160","640,837,240,920","504,783,402,690","624,873,910,350","498,097,450,300","472,529,498,400","456,624,420,070","467,427,036,200","638,306,607,900","657,596,864,690","685,492,664,080","645,218,523,685","904,491,222,680","1,043,252,957,500","975,845,584,320","1,025,791,560,375","853,984,066,960","997,301,583,320","1,014,185,691,040","933,805,684,710","877,693,142,620","843,279,425,562","897,256,470,576","1,238,245,083,768","1,496,219,794,058","1,483,223,308,455","1,039,548,366,108","829,092,798,195","146,986,217,003","186,944,540,190","346,597,784,616"
			CurrentCapitalLeaseObligation,"60,515,000,000","59,669,000,000","60,491,000,000","60,347,000,000","59,346,000,000","62,607,000,000","64,460,000,000","64,417,000,000","64,375,000,000","63,212,000,000","90,043,000,000","94,177,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"390,859,000,000","761,095,000,000","774,554,000,000","811,239,000,000","784,864,000,000","741,043,000,000","751,359,000,000","755,057,000,000","730,456,000,000","755,684,000,000","784,264,000,000","856,926,000,000","820,988,000,000","773,761,000,000","820,684,000,000","1,004,070,000,000","907,756,000,000","901,268,000,000","928,950,000,000","955,163,000,000","865,389,000,000","300,132,000,000","236,231,000,000","262,726,000,000","257,750,000,000","300,859,000,000","263,274,000,000","274,981,000,000","275,683,000,000","332,468,000,000","294,579,000,000","1,451,353,000,000","282,927,000,000","316,733,000,000","269,800,000,000","1,355,292,000,000","304,464,000,000","346,165,000,000","296,896,000,000","293,429,000,000","329,001,000,000","330,722,000,000","1,388,497,000,000","338,171,000,000","355,343,000,000","470,276,000,000","439,634,000,000","449,673,000,000","430,930,000,000","1,381,460,000,000","1,195,618,000,000","1,284,833,000,000","411,885,000,000","1,318,561,635,600","442,831,412,520","500,849,622,360","484,993,525,760",,"1,574,983,059,430",,"605,949,905,760","2,627,700,659,220","1,613,592,368,010",,"527,660,083,350",,"589,583,573,040",,"593,962,811,540",,"1,584,791,455,320",,"613,483,872,356.35",,"1,543,041,892,040",,"631,864,566,320",,"611,827,705,080",,"778,718,459,610",,"1,388,719,628,720",,"770,152,365,390",,"1,434,997,476,720",,"1,334,977,369,600",,"1,328,054,440,650",,"1,295,546,014,805",,"1,365,601,018,860",,"1,323,766,873,320","1,361,409,903,840","1,342,043,377,996","1,247,568,711,990","1,161,639,706,167","1,143,852,083,700","1,133,029,828,378","1,088,594,986,788","1,138,359,934,404","1,188,889,309,838","1,108,830,027,825","1,038,164,566,020","1,313,455,794,548","1,134,680,502,090","1,180,214,112,840","1,152,615,210,729"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,610,948,000,000","1,602,729,000,000","1,182,229,000,000","1,272,406,000,000","1,274,243,000,000","1,489,463,000,000","1,266,305,000,000","1,463,467,000,000","1,446,542,000,000","1,357,557,000,000","1,698,329,000,000","1,482,688,000,000","939,866,000,000","1,250,940,000,000","1,257,406,000,000","1,272,366,000,000","1,310,928,000,000","1,468,675,000,000","1,486,813,000,000","1,479,276,000,000","1,510,963,000,000","1,744,559,000,000","1,748,790,000,000","1,366,831,000,000","1,361,768,000,000","1,131,890,000,000","1,150,265,000,000","1,161,227,000,000","1,231,595,000,000","1,099,197,000,000","1,114,686,000,000","1,118,928,000,000","1,188,697,000,000","1,292,074,000,000","1,335,327,000,000","1,385,222,000,000","1,494,380,000,000","1,635,360,000,000","1,669,520,000,000","1,703,297,000,000","1,743,985,000,000","1,884,720,000,000","1,952,112,000,000","1,999,970,000,000","2,029,485,000,000","1,619,283,000,000","1,745,862,000,000","1,817,860,000,000","1,862,421,000,000","2,106,235,000,000","1,235,483,000,000","1,202,069,000,000","1,190,307,000,000","615,419,573,310","657,942,148,920","691,801,195,940","623,890,725,880","524,309,833,210","603,263,176,660","683,293,288,920","687,245,926,560","735,313,353,810","744,653,225,790","761,910,208,900","790,371,951,750","1,063,224,149,540","1,108,362,652,320","1,155,565,393,440","1,188,354,554,520","1,302,585,709,000","1,431,275,443,920","1,468,515,524,280","1,291,676,463,648","1,541,447,780,140","1,908,117,708,960","2,098,443,130,560","1,941,839,201,200","1,878,607,873,200","1,862,253,619,440","1,746,067,826,090","1,434,229,543,890","936,018,986,400","959,463,810,930","1,133,673,424,030","1,128,304,112,190","1,297,162,204,900","1,283,398,768,080","1,251,870,388,930","1,174,784,195,400","1,232,845,957,200","1,187,968,345,990","1,200,096,951,860","1,196,034,285,465","1,197,747,351,560","1,229,191,419,040","1,170,625,696,680","1,144,987,009,155","1,410,935,436,720","1,350,262,420,460","1,318,641,918,370","1,424,698,947,225","1,470,187,805,380","1,739,366,414,996","1,760,398,481,052","1,542,988,392,176","1,567,093,153,454","1,518,342,961,560","1,457,314,467,675","1,390,381,930,463","1,076,786,614,441","838,842,062,310","822,907,408,980"
		LongTermProvisions,"8,804,000,000","4,777,000,000","4,723,000,000","4,644,000,000","3,272,000,000","2,703,000,000","2,933,000,000","3,540,000,000","3,898,000,000","4,240,000,000","4,345,000,000","5,557,000,000","6,116,000,000","9,299,000,000","9,727,000,000","10,488,000,000","10,217,000,000","17,769,000,000","17,897,000,000","16,765,000,000","17,679,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,403,872,000,000","1,371,966,000,000","973,252,000,000","1,081,291,000,000","1,078,287,000,000","1,132,762,000,000","949,631,000,000","1,153,862,000,000","1,156,316,000,000","1,056,744,000,000","1,388,923,000,000","1,151,847,000,000","608,766,000,000","829,941,000,000","831,229,000,000","831,846,000,000","864,052,000,000","967,126,000,000","971,603,000,000","971,545,000,000","946,966,000,000","1,100,036,000,000","1,100,571,000,000","702,714,000,000","704,191,000,000","707,335,000,000","709,373,000,000","711,255,000,000","712,385,000,000","515,157,000,000","516,089,000,000","516,833,000,000","557,374,000,000","567,778,000,000","569,729,000,000","602,521,000,000","663,091,000,000","878,372,000,000","908,135,000,000","920,844,000,000","941,768,000,000","1,115,686,000,000","1,132,051,000,000","1,151,809,000,000","1,162,287,000,000","836,894,000,000","950,131,000,000","1,008,100,000,000","1,028,928,000,000","1,118,487,000,000","681,747,000,000","647,722,000,000","651,310,000,000","254,722,134,150","261,205,894,200","271,771,455,390","231,628,281,320","170,671,736,370","206,445,982,420","224,274,888,090","226,804,116,000","258,436,990,630","263,089,560,990","264,315,160,400","264,006,595,350","426,140,050,160","428,798,368,460","489,712,153,200","477,400,692,720","517,443,066,600","572,686,253,280","643,393,160,160","461,762,012,984.55","592,922,274,690","552,854,581,640","597,125,753,280","578,304,724,440","697,469,994,400","688,853,746,710","723,932,700,570","693,124,554,850","936,018,986,400","959,463,810,930",,"544,037,547,780",,,,"644,574,587,400",,"1,187,968,345,990","1,200,096,951,860","703,703,696,350","1,197,747,351,560","1,229,191,419,040","1,170,625,696,680","689,246,750,940","1,410,935,436,720","921,844,832,024","1,318,641,918,370","1,029,692,395,287","1,470,187,805,380","1,253,341,563,803","1,255,494,211,584","1,189,318,932,648","1,228,763,878,932","1,228,016,733,240","1,189,879,375,668","621,478,367,294","297,942,017,046","141,550,442,160","157,518,764,946"
			LongTermDebt,"1,197,706,000,000","1,179,580,000,000","774,961,000,000","879,731,000,000","879,728,000,000","942,564,000,000","748,700,000,000","952,167,000,000","953,831,000,000","855,919,000,000","851,292,000,000","600,477,000,000","608,766,000,000","829,941,000,000","831,229,000,000","831,846,000,000","864,052,000,000","967,126,000,000","971,603,000,000","971,545,000,000","946,966,000,000","1,100,036,000,000","1,100,571,000,000","702,714,000,000","704,191,000,000","707,335,000,000","709,373,000,000","711,255,000,000","712,385,000,000","515,157,000,000","516,089,000,000","516,833,000,000","557,374,000,000","567,778,000,000","569,729,000,000","602,521,000,000","663,091,000,000","878,372,000,000","908,135,000,000","920,844,000,000","941,768,000,000","1,115,686,000,000","1,132,051,000,000","1,151,809,000,000","1,162,287,000,000","836,894,000,000","950,131,000,000","1,008,100,000,000","1,028,928,000,000","1,118,487,000,000","681,747,000,000","647,722,000,000","651,310,000,000","254,722,134,150","261,205,894,200","271,771,455,390","231,628,281,320","170,671,736,370","206,445,982,420","224,274,888,090","226,804,116,000","258,436,990,630","263,089,560,990","264,315,160,400","264,006,595,350","426,140,050,160","428,798,368,460","489,712,153,200","477,400,692,720","517,443,066,600","572,686,253,280","643,393,160,160","461,762,012,984.55","592,922,274,690","552,854,581,640","597,125,753,280","578,304,724,440","697,469,994,400","688,853,746,710","723,932,700,570","693,124,554,850","936,018,986,400","959,463,810,930",,"544,037,547,780",,,,"644,574,587,400",,"1,187,968,345,990","1,200,096,951,860","703,703,696,350","1,197,747,351,560","1,229,191,419,040","1,170,625,696,680","689,246,750,940","1,410,935,436,720","921,844,832,024","1,318,641,918,370","1,029,692,395,287","1,470,187,805,380","1,253,341,563,803","1,255,494,211,584","1,189,318,932,648","1,228,763,878,932","1,228,016,733,240","1,189,879,375,668","621,478,367,294","297,942,017,046","141,550,442,160","157,518,764,946"
			LongTermCapitalLeaseObligation,"206,166,000,000","192,386,000,000","198,291,000,000","201,560,000,000","198,559,000,000","190,198,000,000","200,931,000,000","201,695,000,000","202,485,000,000","200,825,000,000","537,631,000,000","551,370,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"4,251,000,000","5,145,000,000","4,913,000,000","4,784,000,000","10,526,000,000","7,696,000,000","8,405,000,000","3,875,000,000","8,296,000,000","4,560,000,000","5,856,000,000","9,312,000,000","8,150,000,000","7,586,000,000","7,683,000,000","5,773,000,000","11,716,000,000","11,878,000,000","9,949,000,000","12,488,000,000","16,038,000,000","214,929,000,000","208,360,000,000","209,278,000,000","187,402,000,000","176,738,000,000","181,529,000,000","179,062,000,000","186,549,000,000","196,434,000,000","201,296,000,000","602,095,000,000","200,622,000,000","204,677,000,000","213,405,000,000","782,701,000,000","209,487,000,000","214,044,000,000","212,059,000,000","231,506,000,000","235,667,000,000","281,742,000,000","820,061,000,000","367,604,000,000","374,238,000,000","374,436,000,000","379,800,000,000","384,789,000,000","397,694,000,000","987,748,000,000","553,736,000,000","554,347,000,000","134,630,000,000","360,697,439,160","396,736,254,720","420,029,740,550","392,262,444,560","353,638,096,840","396,817,194,240","459,018,400,830","460,441,810,560","476,876,363,180","481,563,664,800","497,595,048,500","526,365,356,400","637,084,099,380","679,564,283,860","665,853,240,240","710,953,861,800","785,142,642,400","858,589,190,640","825,122,364,120","829,914,450,663.45","948,525,505,450","1,355,263,127,320","1,501,317,377,280","1,363,534,476,760","1,181,137,878,800","1,173,399,872,730","1,022,135,125,520","741,104,989,040",,,,"584,266,564,410",,,,"530,209,608,000",,,,"492,330,589,115",,,,"455,740,258,215",,"428,417,588,436",,"395,006,551,938",,"486,024,851,193","504,904,269,468","353,669,459,528","338,329,274,522","290,326,228,320","267,435,092,007","768,903,563,169","778,844,597,395","697,291,620,150","665,388,644,034"
TotalEquityGrossMinorityInterest,"3,347,171,000,000","3,031,737,000,000","2,936,499,000,000","2,834,275,000,000","2,768,502,000,000","2,443,172,000,000","2,307,187,000,000","2,167,803,000,000","2,155,868,000,000","2,144,337,000,000","2,025,414,000,000","1,996,235,000,000","2,084,615,000,000","1,979,560,000,000","1,995,128,000,000","1,919,394,000,000","1,882,285,000,000","1,926,481,000,000","1,875,631,000,000","1,798,723,000,000","1,759,935,000,000","1,981,804,000,000","1,727,857,000,000","1,663,365,000,000","1,854,314,000,000","2,083,416,000,000","2,061,170,000,000","2,107,054,000,000","1,992,552,000,000","1,945,594,000,000","1,747,985,000,000","1,587,793,000,000","1,586,438,000,000","1,684,934,000,000","1,507,130,000,000","1,451,378,000,000","1,304,273,000,000","1,382,881,000,000","1,184,256,000,000","1,904,449,000,000","1,977,566,000,000","2,396,258,000,000","2,637,903,000,000","2,866,220,000,000","2,946,335,000,000","3,026,975,000,000","3,537,845,000,000","3,545,942,000,000","3,679,773,000,000","3,703,704,000,000","3,106,106,000,000","3,158,547,000,000","3,212,581,000,000","3,766,890,854,430","4,175,161,637,880","4,288,870,048,640","4,244,590,747,960","4,362,020,861,370","4,399,779,533,010","4,530,574,427,940","4,468,099,995,360","4,426,879,229,640","4,359,685,560,470","4,229,729,694,200","4,288,606,468,200","4,283,487,028,590","4,103,596,982,100","4,067,550,253,680","4,042,142,657,700","3,986,763,901,000","4,044,239,010,000","4,089,178,976,000","3,588,418,241,876.3","3,471,099,328,480","3,275,758,177,660","3,276,766,493,280","3,233,056,094,100","3,473,571,613,800","3,269,895,403,920","3,412,774,365,540","3,715,758,999,030","4,000,000,124,160","4,127,450,596,440","4,318,037,217,130","4,361,001,956,370","4,286,090,738,350","4,255,468,743,600","4,240,144,539,330","4,060,624,668,400","4,055,322,837,150","4,024,552,332,550","4,155,375,084,980","4,110,729,979,670","4,065,938,122,560","4,449,935,631,440","4,388,248,665,480","4,385,583,327,600","4,274,619,837,920","4,299,561,832,828","4,086,152,366,800","3,998,935,290,447","3,840,265,106,880","3,700,313,782,718","3,831,684,858,492","4,069,369,451,840","4,195,027,891,868","4,085,040,726,675","3,759,784,839,096","2,864,541,127,292","2,471,276,326,499","2,175,932,598,960","2,077,831,118,079"
	StockholdersEquity,"3,164,962,000,000","2,854,801,000,000","2,763,752,000,000","2,662,576,000,000","2,594,034,000,000","2,282,131,000,000","2,154,325,000,000","2,019,611,000,000","1,998,349,000,000","1,977,052,000,000","1,866,376,000,000","1,833,400,000,000","1,913,513,000,000","1,809,396,000,000","1,827,126,000,000","1,753,675,000,000","1,707,551,000,000","1,747,162,000,000","1,686,610,000,000","1,627,508,000,000","1,571,889,000,000","1,835,236,000,000","1,592,631,000,000","1,528,010,000,000","1,705,056,000,000","1,928,619,000,000","1,908,073,000,000","1,940,485,000,000","1,823,293,000,000","1,775,005,000,000","1,590,251,000,000","1,563,668,000,000","1,548,152,000,000","1,636,642,000,000","1,466,950,000,000","1,409,717,000,000","1,264,032,000,000","1,340,663,000,000","1,149,631,000,000","1,867,175,000,000","1,929,786,000,000","2,332,466,000,000","2,559,586,000,000","2,766,180,000,000","2,558,992,000,000","2,640,941,000,000","2,651,960,000,000","2,650,733,000,000","2,792,488,000,000","2,763,230,000,000","2,701,169,000,000","2,746,253,000,000","2,783,980,000,000","3,309,934,783,470","3,665,889,618,600","3,772,090,094,780","3,731,478,765,320","3,865,765,124,970","3,900,083,806,930","3,970,071,948,150","3,916,936,538,400","3,914,647,829,050","3,857,230,530,800","3,737,746,189,400","3,787,076,328,750","3,765,693,796,910","3,622,035,649,540","3,583,827,784,800","3,545,976,214,480","3,508,003,371,800","3,573,676,669,680","3,625,013,660,320","3,459,990,899,970.05","3,347,024,256,710","3,155,776,021,580","3,167,904,216,960","3,124,756,678,140","3,362,275,737,650","2,848,259,962,770","2,966,486,648,200","3,248,713,996,970","3,487,098,581,120","3,589,118,641,260","3,754,256,396,730","3,790,481,356,890","3,731,261,065,800","3,702,165,896,160","3,687,908,080,570","3,471,126,117,800","3,444,012,856,050","3,415,953,714,930","3,537,995,376,560","3,506,264,105,315","3,471,336,826,280","3,816,185,113,520","3,779,178,756,360","3,768,258,439,680","3,662,238,431,360","3,689,174,149,116","3,506,092,514,730","3,432,857,764,752","3,294,037,509,860","3,160,124,890,636","3,276,168,068,220","3,395,578,252,836","3,499,076,482,336","3,446,763,254,655","3,181,623,727,329","2,864,541,127,292","2,471,276,326,499","2,175,932,598,960","2,077,831,118,079"
		CapitalStock,"259,168,000,000","259,168,000,000","259,168,000,000","258,981,000,000","258,981,000,000","258,981,000,000","258,981,000,000","258,867,000,000","258,867,000,000","258,867,000,000","258,867,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,445,345,380","257,814,986,040","259,027,190,190","257,951,943,080","253,716,333,700","258,344,527,500","259,129,250,160","258,733,422,720","0","258,840,469,830","0","0","259,014,725,610","258,481,789,720","260,884,028,160","258,860,124,040","255,284,225,600","256,520,302,920","260,576,404,960","259,370,843,241.75","259,302,958,980","259,924,168,980","258,203,594,880","254,350,262,320","256,087,416,200","258,578,733,750","259,836,501,740","259,174,090,500","210,373,887,520","211,820,363,190","212,290,919,540","211,990,523,370","210,310,359,250","211,286,645,280","211,174,203,100","209,926,013,400","210,144,197,250","208,215,978,330","209,913,948,760","207,859,947,810",,,,,,,,,,,,,,,,,,,
			CommonStock,"259,168,000,000","259,168,000,000","259,168,000,000","258,981,000,000","258,981,000,000","258,981,000,000","258,981,000,000","258,867,000,000","258,867,000,000","258,867,000,000","258,867,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,740,000,000","258,445,345,380","257,814,986,040","259,027,190,190","257,951,943,080","253,716,333,700","258,344,527,500","259,129,250,160","258,733,422,720","0","258,840,469,830","0","0","259,014,725,610","258,481,789,720","260,884,028,160","258,860,124,040","255,284,225,600","256,520,302,920","260,576,404,960","259,370,843,241.75","259,302,958,980","259,924,168,980","258,203,594,880","254,350,262,320","256,087,416,200","258,578,733,750","259,836,501,740","259,174,090,500","210,373,887,520","211,820,363,190","212,290,919,540","211,990,523,370","210,310,359,250","211,286,645,280","211,174,203,100","209,926,013,400","210,144,197,250","208,215,978,330","209,913,948,760","207,859,947,810",,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"525,554,000,000","526,567,000,000","528,928,000,000","529,082,000,000","529,157,000,000","529,606,000,000","530,157,000,000","530,766,000,000","531,048,000,000","527,685,000,000","528,346,000,000","528,135,000,000","528,880,000,000","526,439,000,000","525,844,000,000","527,074,000,000","527,408,000,000","527,949,000,000","553,401,000,000","596,021,000,000","636,905,000,000","980,822,000,000","980,289,000,000","979,891,000,000","979,895,000,000","980,943,000,000","980,508,000,000","983,962,000,000","984,111,000,000","985,540,000,000","986,460,000,000","1,109,501,000,000","1,109,501,000,000","1,109,839,000,000","1,109,836,000,000","1,109,837,000,000","1,110,686,000,000","1,110,773,000,000","1,117,480,000,000","1,117,447,000,000","1,117,530,000,000","1,115,892,000,000","1,115,871,000,000","1,115,739,000,000","1,100,181,000,000","1,100,717,000,000","1,126,269,000,000","1,127,206,000,000","1,209,516,000,000","1,209,618,000,000","1,209,642,000,000","1,217,368,000,000","1,217,764,000,000","1,216,581,971,910","1,213,415,291,880","1,219,307,573,010","1,214,378,320,360","1,194,031,538,730","1,215,941,576,100","1,222,612,198,830","1,221,089,796,480","1,493,601,529,910","1,234,597,042,600","1,494,961,050,200","1,492,820,173,350","1,235,428,194,200","1,230,114,610,340","1,241,750,295,600","1,231,247,698,520","1,213,831,346,000","1,219,764,494,880","1,238,716,716,400","1,233,475,876,825","1,228,954,470,600","1,231,824,236,260","1,223,832,345,120","1,199,079,808,080","1,207,269,247,800","681,917,752,440","687,598,617,530","684,086,689,130","632,174,848,480","633,907,979,180","642,111,429,960","624,243,361,500","619,126,191,100","618,721,691,040","619,196,721,150","571,619,389,400","572,348,940,150","565,552,435,270","568,779,538,990","563,391,681,620",,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,387,283,000,000","2,297,408,000,000","2,284,850,000,000","2,208,862,000,000","2,154,023,000,000","1,802,624,000,000","1,743,769,000,000","1,600,528,000,000","1,646,403,000,000","1,589,706,000,000","1,546,259,000,000","1,494,940,000,000","1,500,870,000,000","1,404,680,000,000","1,378,752,000,000","1,322,365,000,000","1,300,336,000,000","1,241,403,000,000","1,179,351,000,000","1,111,969,000,000","1,051,445,000,000","826,238,000,000","584,149,000,000","519,918,000,000","696,954,000,000","1,132,343,000,000","1,106,665,000,000","945,378,000,000","827,990,000,000","982,177,000,000","592,225,000,000","898,178,000,000","878,742,000,000","1,001,315,000,000","939,194,000,000","877,692,000,000","673,604,000,000","804,428,000,000","743,407,000,000","1,441,396,000,000","1,441,177,000,000","1,879,407,000,000","2,088,726,000,000","2,289,107,000,000","2,401,909,000,000","2,442,499,000,000","2,413,210,000,000","2,382,322,000,000","2,349,487,000,000","2,438,005,000,000","2,415,918,000,000","2,409,652,000,000","2,479,416,000,000","2,921,267,855,070","3,022,676,727,000","2,981,945,652,380","2,939,575,274,040","2,829,998,929,200","2,804,128,911,380","2,746,228,146,420","2,737,201,674,240","2,714,838,327,180","2,668,783,339,410","2,591,731,540,300","2,575,565,010,900","2,538,060,847,530","2,504,935,904,240","2,497,587,441,360","2,462,280,931,320","2,460,394,069,800","2,454,495,425,280","2,469,603,090,080","2,448,458,737,683.25","2,453,619,396,800","2,449,487,009,860","2,414,371,276,800","2,390,963,249,740","2,453,854,328,050","2,469,457,328,340","2,468,685,806,550","2,466,274,063,240","2,644,154,900,400","2,847,807,105,110","2,903,720,685,600","2,937,853,201,920","2,947,095,682,700","2,952,822,778,560","2,910,596,001,320","2,898,479,190,400","2,984,354,380,800","2,909,496,779,380","2,909,223,109,720","2,803,405,949,030","2,894,394,698,600","3,026,049,267,020","2,976,162,315,960","2,937,084,459,420","2,986,955,983,040","2,869,683,627,536","2,884,703,258,950","2,794,766,138,541","2,800,489,258,480","2,769,260,790,177","2,783,996,443,860","2,797,232,097,660","2,820,105,978,936","2,728,059,096,135","2,472,111,682,209","2,281,731,229,352","2,045,389,686,095","1,871,537,520,030","1,740,011,281,548"
