name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,03/31/1997,09/30/1996,03/31/1996,09/30/1995,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,11/30/1986,11/30/1985
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,133,156,720","208,700,384,440","170,461,539,237.85","468,203,771,260","359,723,453,080","400,958,087,040","388,839,733,120","464,306,915,550",,,"522,202,564,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,"8,101,000,000",,,"45,075,000,000","263,354,000,000","809,176,000,000","226,843,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"157,409,000,000","158,033,000,000","147,058,000,000","158,555,000,000","144,833,000,000","178,522,000,000","164,131,000,000","190,564,000,000","162,822,000,000","180,017,000,000","171,184,000,000","198,050,000,000","163,467,000,000","198,912,000,000","187,103,000,000","183,161,000,000","165,223,000,000","171,263,000,000","157,163,000,000","178,439,000,000","137,201,000,000","482,935,000,000","443,956,000,000","472,767,000,000","459,949,000,000","411,439,000,000","397,619,000,000","417,393,000,000","359,098,000,000","373,495,000,000","343,901,000,000","329,856,000,000","303,411,000,000","320,298,000,000","275,996,000,000","311,285,000,000","269,954,000,000","356,492,000,000","309,185,000,000","480,627,000,000","454,663,000,000","475,949,000,000","536,478,000,000","502,469,000,000","489,601,000,000","460,644,000,000","459,005,000,000","556,331,000,000","505,418,000,000","467,396,000,000","442,874,000,000","473,944,000,000","682,559,000,000","559,753,024,920","505,669,179,360","514,974,516,290","515,903,886,160",,"580,758,497,820","86,212,203,000","553,166,402,400",,"764,246,257,250",,"609,227,881,200",,"526,721,891,080",,"559,004,899,180",,"561,461,426,640",,"483,200,191,738.8",,"506,355,920,780",,"483,690,202,000",,"475,176,449,550",,"488,443,478,250",,"476,327,009,610",,"489,179,797,830",,"508,428,764,640",,"759,350,582,000",,"435,776,167,000",,"408,288,670,260","172,034,481,200","628,140,895,460","152,128,547,100","566,923,685,985","596,836,896,240","583,304,453,424","573,821,451,510","462,447,478,611","759,904,493,380","442,799,026,250","325,087,719,780","355,771,216,724","631,216,687,564","536,474,218,845","639,881,740,692","295,141,929,216","235,359,059,431","222,559,202,310","240,233,268,855"
	TotalNonCurrentAssets,"3,992,386,000,000","3,839,363,000,000","3,811,613,000,000","2,921,502,000,000","2,924,326,000,000","3,058,504,000,000","3,000,930,000,000","2,947,764,000,000","2,782,683,000,000","2,713,594,000,000","3,085,715,000,000","3,301,273,000,000","2,739,838,000,000","2,766,654,000,000","2,777,457,000,000","2,770,719,000,000","2,805,190,000,000","2,961,904,000,000","2,946,243,000,000","2,888,617,000,000","2,778,142,000,000","2,737,343,000,000","2,641,740,000,000","2,633,416,000,000","2,542,623,000,000","2,516,636,000,000","2,527,779,000,000","2,540,634,000,000","2,544,207,000,000","2,544,789,000,000","2,528,160,000,000","2,517,223,000,000","2,559,002,000,000","2,772,892,000,000","2,815,329,000,000","2,889,613,000,000","2,903,729,000,000","3,054,229,000,000","3,000,214,000,000","3,605,832,000,000","3,695,015,000,000","3,914,526,000,000","4,019,143,000,000","4,235,787,000,000","4,333,021,000,000","4,364,851,000,000","4,366,432,000,000","4,404,073,000,000","4,552,009,000,000","4,777,657,000,000","3,249,382,000,000","3,276,440,000,000","3,208,622,000,000","3,398,474,562,720","3,633,887,922,840","3,674,915,072,630","3,633,861,852,960","3,535,486,813,920","3,659,077,067,720","3,822,279,600,150","3,698,262,024,480","3,673,828,836,860","3,592,960,666,710","3,580,737,487,100","3,557,674,253,700","3,842,465,147,410","3,774,878,042,320","3,920,470,227,600","4,028,309,618,760","4,045,352,041,200","4,067,679,089,160","4,244,698,282,800","3,671,965,368,789.5","3,589,597,992,530","3,762,265,749,200","3,991,497,037,920","3,783,519,138,620","3,904,264,086,500","3,683,986,430,250","3,796,553,117,650","3,791,783,398,910","3,769,879,000,640","3,779,434,399,050","3,927,257,281,220","3,856,436,766,600","3,844,037,847,000","3,833,976,756,240","3,726,322,684,350","3,441,327,515,800","3,465,998,745,300","3,479,938,410,670","3,565,385,995,740","3,502,191,222,185","3,457,665,211,880","3,686,206,056,520","3,646,500,434,460","3,637,151,431,425","3,646,332,420,800","3,578,959,760,412","3,544,859,718,210","3,461,731,949,016","3,342,968,138,020","3,853,457,445,943","4,102,928,161,248","4,229,929,919,600","4,583,462,797,864","4,373,462,112,420","3,218,750,454,690","2,868,755,168,846","2,073,772,204,831","1,931,868,368,430","1,881,467,410,458"
		NetPPE,"1,373,052,000,000","1,311,395,000,000","1,308,160,000,000","1,312,295,000,000","1,311,568,000,000","1,242,201,000,000","1,258,063,000,000","1,274,907,000,000","1,295,707,000,000","1,350,067,000,000","1,421,724,000,000","1,569,252,000,000","1,324,374,000,000","1,324,486,000,000","1,341,278,000,000","1,325,026,000,000","1,374,066,000,000","1,445,798,000,000","1,420,012,000,000","1,374,729,000,000","1,323,282,000,000","1,310,282,000,000","1,257,648,000,000","1,258,034,000,000","1,301,175,000,000","1,321,684,000,000","1,334,928,000,000","1,363,171,000,000","1,374,831,000,000","1,398,303,000,000","1,380,991,000,000","1,393,052,000,000","1,425,449,000,000","1,600,228,000,000","1,619,447,000,000","1,659,383,000,000","1,675,428,000,000","1,767,435,000,000","1,728,015,000,000","1,736,244,000,000","1,734,283,000,000","1,718,215,000,000","1,720,037,000,000","1,839,327,000,000","1,883,309,000,000","1,892,143,000,000","1,912,911,000,000","1,897,105,000,000","1,956,021,000,000","2,026,591,000,000","1,626,785,000,000","1,627,906,000,000","1,574,830,000,000","1,712,041,495,590","1,833,527,621,640","1,830,182,684,930","1,752,318,302,160","1,565,888,033,100","1,576,016,437,540","1,690,867,621,410","1,642,415,260,800","1,663,472,366,220","1,646,168,733,570","1,626,431,502,600","1,632,179,874,150","1,637,710,070,820","1,633,609,449,780","1,682,103,013,200","1,658,892,344,200","1,608,146,972,600","1,628,480,241,360","1,675,258,323,040","1,212,450,750,635.85","1,234,852,594,150","1,267,283,646,700","1,279,640,728,800","1,276,942,133,280","1,287,326,260,100","1,299,951,347,130","1,334,201,871,630","1,442,735,770,450","1,561,084,829,920","1,605,318,793,110","1,618,375,253,250","1,585,452,028,440","1,523,518,041,150","1,484,413,032,960","1,428,874,695,850","1,402,281,108,600","1,389,814,980,450","1,425,625,787,310","1,483,577,740,630","1,482,231,733,945","1,446,456,803,520","1,592,448,678,340","1,536,984,581,340","1,521,112,799,460","1,547,462,027,360","1,525,659,757,380","1,457,780,530,860","1,389,495,147,642","1,320,831,008,940","1,331,179,152,632","1,390,033,434,228","1,451,602,151,692","1,497,880,680,808","1,162,306,719,375","951,881,485,533","823,646,348,262","542,555,166,939","561,936,442,530","600,613,440,924"
			GrossPPE,"1,373,052,000,000","1,311,395,000,000","1,308,160,000,000","1,312,295,000,000","1,311,568,000,000","1,242,201,000,000","1,258,063,000,000","1,274,907,000,000","1,295,707,000,000","1,350,067,000,000","1,421,724,000,000","1,569,252,000,000","1,324,374,000,000","1,324,486,000,000","1,341,278,000,000","1,325,026,000,000","1,374,066,000,000","1,445,798,000,000","1,420,012,000,000","1,374,729,000,000","1,323,282,000,000","4,436,295,000,000","4,268,358,000,000","4,259,289,000,000","4,382,550,000,000","4,475,831,000,000","4,500,235,000,000","4,555,401,000,000","4,522,194,000,000","4,575,779,000,000","4,467,460,000,000","1,393,052,000,000","4,510,000,000,000","4,855,715,000,000","4,790,193,000,000","1,659,383,000,000","4,737,131,000,000","4,921,358,000,000","4,775,421,000,000","4,778,949,000,000","4,393,443,000,000","4,345,671,000,000",,"4,510,544,000,000","4,540,267,000,000","4,497,021,000,000","4,502,972,000,000","4,486,644,000,000","4,591,527,000,000",,,,"4,273,445,000,000","4,585,180,034,760","4,698,845,016,840","4,729,609,220,140","4,566,756,472,000","5,067,173,438,160","5,172,861,179,080","5,315,598,116,400","5,237,113,224,000","5,328,254,122,800","5,279,849,857,230","5,152,084,244,400","5,255,767,499,850","5,574,072,485,380","5,165,550,919,760","5,378,847,439,440","5,232,749,102,280","4,613,892,995,400","4,852,206,433,440","4,861,120,262,480","4,266,433,185,118.75","4,050,509,538,310","4,195,026,667,180","4,424,071,891,680","4,374,446,997,600","4,360,731,591,350","4,448,527,693,380","4,316,465,161,150","4,759,100,850,530","1,561,084,829,920","1,605,318,793,110","1,618,375,253,250","4,853,586,717,990","5,034,497,629,850","4,796,877,255,840","4,679,684,011,310","4,550,041,017,800","4,005,419,981,550","4,144,178,204,735","4,583,505,006,455","4,528,260,045,570","3,992,487,374,196","4,650,007,605,178","4,641,698,992,854","4,495,316,073,825","4,342,822,883,200","4,392,335,512,448","4,244,240,120,991","4,068,400,408,821","4,104,539,824,174","3,769,200,351,231","3,769,057,891,740","3,667,945,312,416","3,537,064,284,082","2,972,965,411,500","2,579,293,289,025","2,274,217,513,751","1,666,617,034,397","1,543,220,935,350","1,470,417,289,788"
				Properties,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0","0",,,,"0",,"0","0","0",,,,"0",,,,"0",,"0",,"0",,,,"0",,,,"0",,"0",,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,"235,113,000,000","249,609,000,000","251,485,000,000","252,661,000,000","265,274,000,000","266,588,000,000","269,599,000,000","268,658,000,000","276,283,000,000","275,951,000,000",,"283,305,000,000","306,559,000,000","310,588,000,000",,"313,991,000,000","360,589,000,000","362,091,000,000","372,988,000,000","374,855,000,000","377,883,000,000",,"380,772,000,000","381,840,000,000","383,185,000,000","385,279,000,000","385,976,000,000","391,394,000,000",,,,"298,346,000,000",,"305,181,734,400","309,260,835,520","307,508,230,560",,,,"371,134,008,000",,,,"375,000,005,700",,"385,112,903,560",,"393,866,294,780",,,,"252,031,914,589.5",,,,"259,659,057,220",,"217,084,452,240",,"222,225,168,880",,,,"224,979,829,680",,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,"1,398,895,000,000","1,365,079,000,000","1,370,961,000,000","1,396,046,000,000","1,415,618,000,000","1,417,442,000,000","1,432,369,000,000","1,422,561,000,000","1,428,910,000,000","1,410,759,000,000",,"1,453,550,000,000","1,656,169,000,000","1,651,937,000,000",,"1,638,974,000,000","1,705,152,000,000","1,678,351,000,000","1,673,472,000,000","1,679,665,000,000","1,703,635,000,000",,"1,765,921,000,000","1,771,178,000,000","1,737,633,000,000","1,757,887,000,000","1,751,581,000,000","1,767,674,000,000",,,,"1,532,359,000,000",,"1,558,016,333,640","1,579,226,862,700","1,554,890,838,960",,,,"1,633,814,377,440",,,,"1,667,608,311,600",,"1,636,446,168,280",,"1,666,076,945,820",,,,"1,256,405,611,119.1",,,,"1,258,892,230,620",,"1,254,563,174,100",,"1,316,471,469,950",,,,"1,271,943,140,220",,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,"2,672,636,000,000","2,565,023,000,000","2,566,144,000,000","2,659,483,000,000","2,738,915,000,000","2,767,470,000,000","2,810,814,000,000","2,776,617,000,000","2,828,735,000,000","2,744,599,000,000",,"2,728,925,000,000","2,854,273,000,000","2,789,224,000,000",,"2,723,993,000,000","2,763,630,000,000","2,643,574,000,000","2,643,133,000,000","2,248,137,000,000","2,187,133,000,000",,"2,280,436,000,000","2,290,760,000,000","2,250,935,000,000","2,234,098,000,000","2,232,063,000,000","2,303,633,000,000",,,,"2,229,123,000,000",,"2,683,162,047,480","2,729,502,999,210","2,584,704,394,480",,,,"3,126,597,831,840",,,,"3,142,184,605,200",,"3,063,996,386,220",,"3,088,628,066,580",,,,"2,711,846,470,206.5",,,,"2,792,190,170,960",,"2,922,365,585,760",,"3,153,949,316,700",,,,"3,203,944,816,620",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"1,373,052,000,000","1,311,395,000,000","1,308,160,000,000","1,312,295,000,000","1,311,568,000,000","1,242,201,000,000","1,258,063,000,000","1,274,907,000,000","1,295,707,000,000","1,350,067,000,000","1,421,724,000,000","1,569,252,000,000","1,324,374,000,000","1,324,486,000,000","1,341,278,000,000","1,325,026,000,000","1,374,066,000,000","1,445,798,000,000","1,420,012,000,000","1,374,729,000,000","1,323,282,000,000",,,,,,,,,,,"1,393,052,000,000",,,,"1,659,383,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"117,820,320",,,,,,,,,,,,,,,,,,,,"-265,819,580",,,,"-126,109,770",,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,"129,651,000,000","88,647,000,000","70,699,000,000","74,360,000,000","56,024,000,000","48,735,000,000","42,619,000,000","54,358,000,000","41,851,000,000","36,151,000,000",,"44,220,000,000","38,714,000,000","38,444,000,000",,"60,173,000,000","91,987,000,000","91,405,000,000","89,356,000,000","90,786,000,000","77,020,000,000",,"83,415,000,000","96,489,000,000","125,268,000,000","125,708,000,000","117,024,000,000","128,826,000,000",,,,"213,617,000,000",,"152,484,901,320","111,618,522,710","119,653,008,000",,,,"105,449,186,400",,,,"70,974,577,350",,"79,995,461,700",,"84,177,795,100",,,,"46,149,189,203.65",,,,"63,705,538,800",,"54,514,481,280",,"66,720,714,580",,,,"152,845,041,240",,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,"-3,126,013,000,000","-3,010,710,000,000","-3,001,255,000,000","-3,081,375,000,000","-3,154,147,000,000","-3,165,307,000,000","-3,192,230,000,000","-3,147,363,000,000","-3,177,476,000,000","-3,086,469,000,000",,"-3,084,551,000,000","-3,255,487,000,000","-3,170,746,000,000",,"-3,061,703,000,000","-3,153,923,000,000","-3,047,406,000,000","-3,042,705,000,000","-2,659,160,000,000","-2,627,456,000,000",,"-2,671,217,000,000","-2,656,958,000,000","-2,604,878,000,000","-2,590,061,000,000","-2,589,539,000,000","-2,635,506,000,000",,,,"-2,698,615,000,000","-2,873,138,539,170","-2,865,317,395,200","-2,899,426,535,210","-2,814,438,169,840","-3,501,285,405,060","-3,596,844,741,540","-3,624,730,494,990","-3,594,697,963,200","-3,664,781,756,580","-3,633,681,123,660","-3,525,652,741,800","-3,623,587,625,700","-3,936,362,414,560","-3,531,941,469,980","-3,696,744,426,240","-3,573,856,758,080","-3,005,746,022,800","-3,223,726,192,080","-3,185,861,939,440","-3,053,982,434,482.9","-2,815,656,944,160","-2,927,743,020,480","-3,144,431,162,880","-3,097,504,864,320","-3,073,405,331,250","-3,148,576,346,250","-2,982,263,289,520","-3,316,365,080,080",,,,"-3,268,134,689,550","-3,510,979,588,700","-3,312,464,222,880","-3,250,809,315,460","-3,147,759,909,200","-2,615,605,001,100","-2,718,552,417,425","-3,099,927,265,825","-3,046,028,311,625","-2,546,030,570,676","-3,057,558,926,838","-3,104,714,411,514","-2,974,203,274,365","-2,795,360,855,840","-2,866,675,755,068","-2,786,459,590,131","-2,678,905,261,179","-2,783,708,815,234","-2,438,021,198,599","-2,379,024,457,512","-2,216,343,160,724","-2,039,183,603,274","-1,810,658,692,125","-1,627,411,803,492","-1,450,571,165,489","-1,124,061,867,458","-981,284,492,820","-869,803,848,864"
		GoodwillAndOtherIntangibleAssets,"1,680,027,000,000","1,607,060,000,000","1,564,156,000,000","600,439,000,000","602,042,000,000","607,799,000,000","613,119,000,000","617,228,000,000","620,611,000,000","663,480,000,000","660,656,000,000","701,030,000,000","719,557,000,000","738,938,000,000","751,629,000,000","743,561,000,000","738,251,000,000","761,713,000,000","750,587,000,000","736,751,000,000","665,132,000,000","242,228,000,000","229,487,000,000","777,547,000,000","617,692,000,000","647,414,000,000","649,085,000,000","625,894,000,000","630,001,000,000","666,917,000,000","662,862,000,000",,"675,069,000,000","711,276,000,000","715,983,000,000",,"735,159,000,000","751,522,000,000","755,375,000,000","1,090,393,000,000","1,103,168,000,000","1,356,133,000,000",,"1,451,332,000,000","1,467,539,000,000","1,489,759,000,000","1,496,793,000,000","1,513,996,000,000","1,527,866,000,000",,,,"531,504,000,000",,"556,214,904,120","559,154,635,650","557,184,173,920",,,,"494,963,164,320",,,,"517,302,267,750",,"562,010,669,220",,"563,723,145,020",,,,"493,205,509,185.85",,,,"477,201,674,900",,"164,760,284,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,"542,578,000,000","461,992,000,000","476,030,000,000","474,688,000,000","456,657,000,000","457,103,000,000","474,933,000,000","471,425,000,000",,"461,191,000,000","511,732,000,000","509,800,000,000",,"512,146,000,000","519,225,000,000","517,707,000,000","754,511,000,000","757,417,000,000","883,424,000,000",,"923,924,000,000","924,752,000,000","923,950,000,000","920,312,000,000","920,655,000,000","923,001,000,000",,,,"410,792,000,000",,"423,757,554,120","425,658,457,680","428,656,901,160",,,,"379,381,430,400",,,,"413,135,599,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,"242,228,000,000","229,487,000,000","234,969,000,000","155,700,000,000","171,384,000,000","174,397,000,000","169,237,000,000","172,898,000,000","191,984,000,000","191,437,000,000",,"213,878,000,000","199,544,000,000","206,183,000,000",,"223,013,000,000","232,297,000,000","237,668,000,000","335,882,000,000","345,751,000,000","472,709,000,000",,"527,408,000,000","542,787,000,000","565,809,000,000","576,481,000,000","593,341,000,000","604,865,000,000",,,,"120,712,000,000",,"132,457,350,000","133,496,177,970","128,527,272,760",,,,"115,581,733,920",,,,"104,166,668,250",,"562,010,669,220",,"563,723,145,020",,,,"493,205,509,185.85",,,,"477,201,674,900",,"164,760,284,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,,,,,,,,,,,"295,544,000,000","294,016,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"103,291,000,000","91,440,000,000","94,568,000,000","86,417,000,000","83,869,000,000","52,867,000,000","52,844,000,000","54,887,000,000","53,843,000,000","54,926,000,000","50,834,000,000","52,292,000,000","54,658,000,000","60,187,000,000","60,784,000,000","59,284,000,000","53,193,000,000","55,550,000,000","59,188,000,000","68,757,000,000","64,035,000,000","840,643,000,000","831,556,000,000","267,709,000,000","279,257,000,000","189,803,000,000","197,030,000,000","199,057,000,000","225,706,000,000","183,928,000,000","179,631,000,000","840,631,000,000","186,680,000,000","205,668,000,000","202,748,000,000","930,420,000,000","216,164,000,000","212,924,000,000","167,771,000,000","403,918,000,000","405,685,000,000","379,106,000,000","1,816,614,000,000","391,371,000,000","412,522,000,000","426,114,000,000","423,159,000,000","445,379,000,000","431,360,000,000","2,067,716,000,000","1,056,261,000,000","1,073,091,000,000","550,537,000,000","1,686,433,067,130","1,244,145,397,080","1,285,577,752,050","1,324,359,376,880","1,969,598,780,820","2,083,060,630,180","2,131,411,978,740","1,560,883,599,360","2,010,356,470,640","1,946,791,933,140","1,954,305,984,500","1,408,192,111,800","2,204,755,076,590","1,579,257,923,320","2,238,367,214,400","1,805,694,129,540","2,437,205,068,600","2,439,198,847,800","2,569,439,959,760","1,966,309,108,967.8","2,354,745,398,380","2,494,982,102,500","2,711,856,309,120","2,029,375,330,440","2,616,937,826,400","2,219,274,798,180","2,462,351,246,020","2,349,047,628,460","2,208,794,170,720","2,174,115,605,940","2,308,882,027,970","2,270,984,738,160","2,320,519,805,850","2,349,563,723,280","2,297,447,988,500","2,039,046,407,200","2,076,183,764,850","2,054,312,623,360","2,081,808,255,110","2,019,959,488,240","2,011,208,408,360","2,093,757,378,180","2,109,515,853,120","2,116,038,631,965","2,098,870,393,440","2,053,300,003,032","2,087,079,187,350","2,072,236,801,374","2,022,137,129,080","2,522,278,293,311","2,712,894,727,020","2,778,327,767,908","3,085,582,117,056","3,211,155,393,045","2,266,868,969,157","2,045,108,820,584","1,531,217,037,892","1,369,931,925,900","1,280,853,969,534"
TotalLiabilitiesNetMinorityInterest,"4,676,412,000,000","4,345,035,000,000","4,338,845,000,000","4,111,418,000,000","4,078,571,000,000","4,229,588,000,000","4,077,143,000,000","4,041,396,000,000","4,062,650,000,000","4,566,348,000,000","4,600,788,000,000","4,506,888,000,000","3,929,316,000,000","4,282,313,000,000","4,467,455,000,000","4,466,129,000,000","4,408,863,000,000","4,448,468,000,000","4,407,390,000,000","4,357,767,000,000","4,223,026,000,000","4,163,203,000,000","4,004,095,000,000","3,736,524,000,000","3,742,668,000,000","3,781,456,000,000","3,810,890,000,000","3,930,531,000,000","3,964,395,000,000","3,671,949,000,000","3,596,540,000,000","3,648,167,000,000","3,626,556,000,000","3,791,713,000,000","3,836,097,000,000","3,992,976,000,000","4,093,539,000,000","4,361,305,000,000","4,415,495,000,000","4,528,268,000,000","4,623,489,000,000","4,604,649,000,000","4,677,962,000,000","4,798,784,000,000","4,876,535,000,000","5,111,401,000,000","5,426,121,000,000","4,805,089,000,000","4,678,284,000,000","4,971,379,000,000","3,702,446,000,000","3,451,695,000,000","3,190,735,000,000","2,817,471,990,780","3,097,170,740,640","3,335,174,202,840","3,177,485,338,280","3,002,458,974,530","3,155,707,108,360","3,623,252,571,510","3,429,278,233,920","3,664,186,553,930","3,634,389,305,520","3,751,259,702,800","3,675,141,298,800","3,989,157,481,750","3,977,192,805,740","4,123,343,053,920","4,018,658,661,360","4,230,658,838,400","4,288,984,249,680","4,577,487,848,400","3,867,727,472,302","4,210,724,021,650","4,508,697,489,720","4,831,257,523,680","4,469,297,466,480","4,217,721,735,550","4,253,346,380,940","4,226,108,033,590","3,924,693,188,910","3,483,149,133,920","3,494,976,257,620","3,665,198,983,950","3,833,737,008,000","3,918,190,872,850","3,873,336,192,720","3,735,448,805,690","3,634,915,675,000","3,792,310,245,750","3,761,386,042,430","3,842,564,518,150","3,767,333,532,145","3,952,691,583,280","4,293,139,842,680","4,140,258,294,180","4,173,703,968,000","4,305,949,858,720","4,380,972,438,680","4,165,914,773,960","4,096,042,942,050","4,067,555,766,720","4,262,232,227,015","4,329,119,856,696","4,476,180,061,892","4,832,954,561,902","4,706,753,123,265","4,044,140,032,179","3,532,930,523,206","2,358,453,333,534","2,206,000,715,340","2,322,120,404,325"
	CurrentLiabilities,"3,065,464,000,000","2,742,306,000,000","3,156,616,000,000","2,839,012,000,000","2,804,328,000,000","2,740,125,000,000","2,810,838,000,000","2,577,929,000,000","2,616,108,000,000","3,208,791,000,000","2,902,459,000,000","3,024,200,000,000","2,989,450,000,000","3,031,373,000,000","3,210,049,000,000","3,193,763,000,000","3,097,935,000,000","2,979,793,000,000","2,920,577,000,000","2,878,491,000,000","2,712,063,000,000","2,418,644,000,000","2,255,305,000,000","2,369,693,000,000","2,380,900,000,000","2,649,566,000,000","2,660,625,000,000","2,769,304,000,000","2,732,800,000,000","2,572,752,000,000","2,481,854,000,000","2,529,239,000,000","2,437,859,000,000","2,499,639,000,000","2,500,770,000,000","2,607,754,000,000","2,599,159,000,000","2,725,945,000,000","2,745,975,000,000","2,824,971,000,000","2,879,504,000,000","2,719,929,000,000","2,725,850,000,000","2,798,814,000,000","2,847,050,000,000","3,492,118,000,000","3,680,259,000,000","2,987,229,000,000","2,815,863,000,000","2,865,144,000,000","2,466,963,000,000","2,249,626,000,000","2,000,428,000,000","2,202,052,417,470","2,439,228,591,720","2,643,373,006,900","2,553,594,612,400","2,478,149,141,320","2,552,443,931,700","2,939,959,282,590","2,742,032,307,360","2,928,873,200,120","2,889,736,079,730","2,989,349,493,900","2,884,769,347,050","2,925,933,332,210","2,868,830,153,420","2,967,777,660,480","2,830,304,106,840","2,928,073,129,400","2,857,708,805,760","3,108,972,324,120","2,576,051,008,654","2,669,276,241,510","2,600,579,780,760","2,732,814,393,120","2,527,458,265,280","2,339,113,862,350","2,391,092,761,500","2,480,040,207,500","2,490,463,645,020","2,547,130,147,520","2,535,512,446,690","2,531,525,559,920","2,705,432,895,810","2,621,028,667,950","2,589,937,424,640","2,483,578,416,760","2,460,131,479,600","2,559,464,288,550","2,573,417,696,440","2,642,467,566,290","2,571,299,246,680","2,754,944,231,720","3,063,948,423,640","2,969,632,597,500","3,028,716,958,845","2,895,014,422,000","3,030,710,018,220","2,847,272,855,590","2,671,343,994,825","2,597,367,961,340","2,522,865,812,019","2,568,721,375,644","2,933,191,669,716","3,265,861,408,448","3,188,410,161,705","2,586,825,564,504","2,142,548,592,743","1,281,666,719,093","1,367,158,653,030","1,499,212,995,345"
		CurrentProvisions,"137,032,000,000","136,696,000,000","143,212,000,000","137,174,000,000","149,095,000,000","143,721,000,000","138,294,000,000","147,462,000,000","165,746,000,000","155,864,000,000","180,183,000,000","179,078,000,000","184,512,000,000","195,992,000,000","223,132,000,000","222,677,000,000","285,954,000,000","303,540,000,000","319,037,000,000","324,780,000,000","317,261,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251,592,000,000","212,493,000,000","163,152,000,000",,"233,454,000,000","9,101,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
