name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"4,599,748,000,000","156,136,000,000","1,953,000,000,000","902,531,000,000","1,588,081,000,000","1,066,204,000,000","2,234,705,000,000","1,987,191,000,000","1,716,221,000,000","-97,285,000,000","1,836,156,000,000","394,509,000,000","246,228,000,000","644,208,000,000","808,294,000,000","1,198,354,000,000","81,772,000,000","36,549,000,000","1,073,028,000,000","928,824,000,000","955,273,000,000","223,623,000,000","594,890,000,000","475,411,000,000","656,203,000,000","790,193,000,000","961,114,000,000","622,142,000,000","545,119,000,000","1,043,755,000,000","424,804,000,000","585,794,000,000","734,265,000,000","249,562,000,000","416,884,000,000","271,040,000,000","680,509,000,000","814,451,000,000","56,955,000,000","1,021,802,000,000","106,355,000,000","580,597,000,000","988,355,000,000","633,237,000,000","106,084,000,000","512,663,000,000","816,042,000,000","867,636,000,000","433,460,000,000","390,052,000,000","441,631,000,000","529,953,000,000","580,358,000,000","557,021,000,000","374,537,000,000","220,519,000,000","377,900,000,000","-3,997,000,000","486,544,000,000","108,148,000,000","140,076,000,000","264,460,000,000"
InvestingCashFlow,"-12,574,981,000,000","-7,263,986,000,000","-2,214,642,000,000","-1,736,508,000,000","-1,359,845,000,000","-38,310,000,000","-1,824,361,000,000","-1,000,457,000,000","-1,130,038,000,000","-1,341,519,000,000","-1,492,497,000,000","-1,360,429,000,000","-1,731,578,000,000","-1,526,937,000,000","-1,383,956,000,000","-697,093,000,000","-1,005,143,000,000","-552,854,000,000","-437,995,000,000","-821,258,000,000","-473,224,000,000","92,121,000,000","-251,299,000,000","-436,890,000,000","-752,242,000,000","-296,368,000,000","-482,117,000,000","-175,704,000,000","-527,086,000,000","-512,877,000,000","-380,791,000,000","-590,147,000,000","-566,418,000,000","-453,303,000,000","-440,930,000,000","-312,167,000,000","-492,678,000,000","-64,483,000,000","-646,356,000,000","-965,142,000,000","-533,586,000,000","-509,524,000,000","-641,403,000,000","-491,933,000,000","-606,042,000,000","-541,072,000,000","-590,622,000,000","-299,339,000,000","-284,120,000,000","-447,867,000,000","-392,367,000,000","-166,838,000,000","-260,420,000,000","-110,453,000,000","-257,504,000,000","-281,595,000,000","-233,345,000,000","-13,630,000,000","-184,506,000,000","-72,639,000,000","-129,018,000,000","-150,214,000,000"
FinancingCashFlow,"11,771,983,000,000","12,336,538,000,000","-272,625,000,000","818,645,000,000","-1,110,575,000,000","688,225,000,000","-596,323,000,000","-792,058,000,000","30,208,000,000","2,296,242,000,000","-521,312,000,000","385,813,000,000","986,035,000,000","1,450,109,000,000","16,656,000,000","237,847,000,000","369,038,000,000","1,170,307,000,000","-131,856,000,000","-72,120,000,000","-261,634,000,000","-270,927,000,000","-783,929,000,000","153,409,000,000","-416,456,000,000","39,695,000,000","-10,695,000,000","-408,067,000,000","-241,941,000,000","-96,764,000,000","-355,155,000,000","34,285,000,000","-439,207,000,000","322,361,000,000","-76,021,000,000","-28,089,000,000","-169,250,000,000","74,558,000,000","16,465,000,000","322,506,000,000","-453,449,000,000","360,577,000,000","-98,859,000,000","-12,943,000,000","-112,564,000,000","287,378,000,000","-110,920,000,000","-346,613,000,000","-247,995,000,000","81,126,000,000","-88,272,000,000","-107,752,000,000","-428,382,000,000","148,821,000,000","-152,887,000,000","217,344,000,000","-217,839,000,000","-122,641,000,000","-157,099,000,000","-42,395,000,000","-75,676,000,000","-31,440,000,000"
OtherCashAdjustmentInsideChangeinCash,,,,,,,"-2,911,000,000","-9,418,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,
EndCashPosition,"8,855,185,000,000","9,052,010,000,000","3,760,834,000,000","4,279,041,000,000","4,188,541,000,000","5,058,435,000,000","3,274,250,000,000","3,539,014,000,000","3,363,343,000,000","2,767,390,000,000","1,888,631,000,000","2,054,796,000,000","2,631,013,000,000","3,098,413,000,000","2,513,702,000,000","3,066,867,000,000","2,351,721,000,000","2,916,612,000,000","2,249,341,000,000","1,780,623,000,000","1,729,938,000,000","1,491,895,000,000","1,474,367,000,000","1,896,079,000,000","1,717,576,000,000","2,234,599,000,000","1,704,918,000,000","1,246,564,000,000","1,197,241,000,000","1,417,600,000,000","988,016,000,000","1,266,308,000,000","1,228,747,000,000","1,517,401,000,000","1,399,054,000,000","1,502,133,000,000","1,584,272,000,000","1,556,902,000,000","720,767,000,000","1,301,961,000,000","931,717,000,000","1,813,483,000,000","1,379,379,000,000","1,161,666,000,000","989,970,000,000","1,621,927,000,000","1,368,034,000,000","1,251,214,000,000","1,042,506,000,000","1,119,851,000,000","862,585,000,000","901,593,000,000","646,230,000,000","968,689,000,000","373,300,000,000","409,154,000,000","252,886,000,000","326,170,000,000","466,438,000,000","127,132,000,000","134,018,000,000","198,636,000,000"
	ChangesInCash,"3,796,750,000,000","5,228,688,000,000","-534,267,000,000","-15,332,000,000","-882,339,000,000","1,716,119,000,000","-188,890,000,000","185,258,000,000","616,220,000,000","857,438,000,000","-177,653,000,000","-580,107,000,000","-499,315,000,000","567,380,000,000","-559,006,000,000","739,108,000,000","-554,333,000,000","654,002,000,000","503,177,000,000","35,446,000,000","220,415,000,000","44,817,000,000","-440,338,000,000","191,930,000,000","-512,495,000,000","533,520,000,000","468,302,000,000","38,371,000,000","-223,908,000,000","434,114,000,000","-311,142,000,000","29,932,000,000","-271,360,000,000","118,620,000,000","-100,067,000,000","-69,216,000,000","18,581,000,000","824,526,000,000","-572,936,000,000","379,166,000,000","-880,680,000,000","431,650,000,000","248,093,000,000","128,361,000,000","-612,522,000,000","258,969,000,000","114,500,000,000","221,684,000,000","-98,655,000,000","23,311,000,000","-39,008,000,000","255,363,000,000","-322,459,000,000","595,389,000,000","-35,854,000,000","156,268,000,000","-73,284,000,000","-140,268,000,000","339,306,000,000","-6,886,000,000","-64,618,000,000","82,806,000,000"
	EffectOfExchangeRateChanges,"196,825,000,000","62,488,000,000","16,060,000,000","105,832,000,000","12,445,000,000","68,066,000,000","-75,874,000,000","-9,587,000,000","-20,267,000,000","21,321,000,000","11,488,000,000","3,890,000,000","31,915,000,000","17,331,000,000","5,841,000,000","-23,962,000,000","-10,558,000,000","13,269,000,000","-34,459,000,000","15,239,000,000","17,628,000,000","-27,289,000,000","18,626,000,000","-13,427,000,000","-4,528,000,000","-3,839,000,000","-9,948,000,000","10,952,000,000","3,549,000,000","-4,530,000,000","32,850,000,000","7,629,000,000","-17,294,000,000","-273,000,000","-3,012,000,000","-12,923,000,000","8,789,000,000","11,609,000,000","-8,258,000,000","-8,922,000,000","-1,086,000,000","2,454,000,000","-30,380,000,000","43,335,000,000","-19,435,000,000","-5,076,000,000","2,320,000,000","-12,976,000,000","21,310,000,000","-10,056,000,000",,,,,,,,,,,,
	BeginningCashPosition,"5,058,435,000,000","3,760,834,000,000","4,279,041,000,000","4,188,541,000,000","5,058,435,000,000","3,274,250,000,000","3,539,014,000,000","3,363,343,000,000","2,767,390,000,000","1,888,631,000,000","2,054,796,000,000","2,631,013,000,000","3,098,413,000,000","2,513,702,000,000","3,066,867,000,000","2,351,721,000,000","2,916,612,000,000","2,249,341,000,000","1,780,623,000,000","1,729,938,000,000","1,491,895,000,000","1,474,367,000,000","1,896,079,000,000","1,717,576,000,000","2,234,599,000,000","1,704,918,000,000","1,246,564,000,000","1,197,241,000,000","1,417,600,000,000","988,016,000,000","1,266,308,000,000","1,228,747,000,000","1,517,401,000,000","1,399,054,000,000","1,502,133,000,000","1,584,272,000,000","1,556,902,000,000","720,767,000,000","1,301,961,000,000","931,717,000,000","1,813,483,000,000","1,379,379,000,000","1,161,666,000,000","989,970,000,000","1,621,927,000,000","1,368,034,000,000","1,251,214,000,000","1,042,506,000,000","1,119,851,000,000","1,106,596,000,000","901,593,000,000","646,230,000,000","968,689,000,000","373,300,000,000","409,154,000,000","252,886,000,000","326,170,000,000","466,438,000,000","127,132,000,000","134,018,000,000","198,636,000,000","115,830,000,000"
CapitalExpenditure,"-6,925,085,000,000","-2,229,713,000,000","-1,784,529,000,000","-1,505,757,000,000","-1,405,086,000,000","-1,207,160,000,000","-1,335,465,000,000","-1,133,392,000,000","-1,344,830,000,000","-1,845,696,000,000","-1,662,964,000,000","-1,563,671,000,000","-1,660,217,000,000","-1,603,639,000,000","-1,412,694,000,000","-1,062,652,000,000","-955,524,000,000","-898,766,000,000","-959,338,000,000","-594,278,000,000","-495,985,000,000","-300,993,000,000","-463,413,000,000","-289,954,000,000","-390,612,000,000","-328,635,000,000","-540,089,000,000","-248,616,000,000","-476,726,000,000","-441,590,000,000","-433,307,000,000","-389,634,000,000","-349,652,000,000","-288,773,000,000","-380,431,000,000","-305,592,000,000","-366,346,000,000","-349,626,000,000","-506,465,000,000","-412,105,000,000","-520,287,000,000","-501,670,000,000","-633,026,000,000","-492,106,000,000","-587,529,000,000","-509,846,000,000","-531,705,000,000","-395,491,000,000","-328,764,000,000","-385,575,000,000","-283,870,000,000","-176,685,000,000","-287,211,000,000","-210,798,000,000","-189,255,000,000","-275,276,000,000","-238,283,000,000","-112,705,000,000","-135,383,000,000","-77,107,000,000","-105,680,000,000","-151,758,000,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"499,000,000",,,,,,,
