name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
		OtherSpecialCharges,"32,000,000","3,000,000","-9,000,000","22,000,000","18,000,000","1,000,000","107,000,000","66,000,000","40,000,000","1,000,000","33,000,000","-9,000,000","38,000,000","-14,000,000","1,000,000","10,000,000","4,000,000","165,000,000","16,000,000","43,000,000","7,000,000","-84,000,000","-8,000,000","9,000,000","-3,000,000","-10,000,000","-3,000,000","15,000,000","124,000,000","23,000,000","76,000,000","47,000,000","-3,000,000","134,000,000","8,000,000","-10,000,000","165,000,000","-6,000,000","-101,000,000","8,000,000","1,000,000","60,000,000","-16,000,000","100,000,000","4,000,000","1,000,000","178,000,000","5,000,000","-16,000,000",,"-175,000,000","-35,000,000","-121,000,000","-164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"-1,677,000,000","1,000,000","-1,764,000,000","22,000,000","64,000,000","-5,000,000","22,000,000","-90,000,000","-27,000,000","0","19,000,000","16,000,000","-3,000,000","-4,000,000","128,000,000","-21,000,000","89,000,000","788,000,000","-3,000,000","-1,000,000","-48,000,000","0","-1,000,000",,"-17,000,000","47,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"9,000,000","-4,000,000","21,000,000","-5,000,000","-3,000,000","-3,000,000","2,000,000","-4,000,000","-1,000,000","42,000,000","-3,000,000","-5,000,000","-9,000,000","-5,000,000","-1,000,000","-20,000,000","-3,000,000","-2,000,000","24,000,000","-14,000,000","-9,000,000","-28,000,000","-10,000,000","-12,000,000","-8,000,000","-5,000,000","-2,000,000","-15,000,000","-2,000,000",,"-47,000,000","-9,000,000","-48,000,000","-7,000,000","-12,000,000","-10,000,000","-6,000,000","-14,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"0","-5,000,000","0","1,000,000","6,000,000","-6,000,000","3,000,000","2,000,000","-151,000,000","-45,000,000","-125,000,000",,,"-1,000,000","-145,000,000",,"4,000,000","1,000,000","7,000,000","9,000,000","4,000,000","5,000,000","11,000,000","10,000,000","2,000,000","2,000,000","5,000,000","5,000,000","5,000,000","-4,000,000","69,000,000","-7,000,000","2,000,000","10,000,000","4,000,000","10,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-809,000,000","264,000,000","-1,529,000,000","586,000,000","-130,000,000","9,000,000","579,000,000","-516,000,000","105,000,000","320,000,000","105,000,000","424,000,000","118,000,000","354,000,000","346,000,000","332,000,000","342,000,000","998,000,000","25,000,000","347,000,000","240,000,000","160,000,000","-308,000,000","294,000,000","-22,000,000","160,000,000","237,000,000","166,000,000","384,000,000","335,000,000","434,000,000","606,000,000","418,000,000","118,000,000","-57,000,000","386,000,000","409,000,000","299,000,000","591,000,000","-1,251,000,000","201,000,000","773,000,000","660,000,000","228,000,000","625,000,000","703,000,000","-443,000,000","381,000,000","532,000,000","580,000,000","461,000,000","627,000,000","586,000,000","669,000,000","744,000,000","313,000,000","1,220,000,000","474,000,000","531,000,000","237,000,000","553,000,000","300,000,000","106,000,000","-279,000,000","317,000,000","546,000,000","272,000,000","387,000,000","167,000,000","259,000,000","140,000,000","211,000,000","126,000,000","138,000,000","155,000,000","66,000,000","99,000,000","113,000,000","-2,635,000,000","-145,000,000","-107,000,000","298,000,000","356,000,000","5,000,000","173,000,000","163,000,000","307,000,000","186,000,000","154,000,000","252,000,000","185,000,000","85,000,000","105,000,000","-19,000,000","138,000,000","109,000,000","107,000,000","98,000,000","62,000,000","65,000,000","61,000,000","56,000,000","49,000,000","48,000,000","44,000,000","44,000,000","42,400,000","42,100,000","41,200,000","38,300,000","37,000,000","37,100,000","37,700,000","30,000,000",,,,,,,,,,,,,,,,
TaxProvision,"-81,000,000","60,000,000","-208,000,000","126,000,000","-59,000,000","8,000,000","161,000,000","-147,000,000","113,000,000","89,000,000","50,000,000","130,000,000","57,000,000","115,000,000","199,000,000","146,000,000","132,000,000","231,000,000","720,000,000","110,000,000","92,000,000","69,000,000","-353,000,000","75,000,000","-7,000,000","92,000,000","204,000,000","45,000,000","120,000,000","96,000,000","116,000,000","92,000,000","157,000,000","54,000,000","58,000,000","126,000,000","81,000,000","82,000,000","189,000,000","176,000,000","76,000,000","267,000,000","167,000,000","84,000,000","178,000,000","218,000,000","-255,000,000","111,000,000","255,000,000","196,000,000","114,000,000","205,000,000","105,000,000","175,000,000","49,000,000","168,000,000","317,000,000","240,000,000","84,000,000","146,000,000","274,000,000","181,000,000","33,000,000","74,000,000","106,000,000","195,000,000","93,000,000","143,000,000","82,000,000","126,000,000","48,000,000","78,000,000","59,000,000","64,000,000","66,000,000","20,000,000","34,000,000","40,000,000","-69,000,000","-46,000,000","-9,000,000","106,000,000","110,000,000","2,000,000","61,000,000","57,000,000","86,000,000","52,000,000","43,000,000","71,000,000","56,000,000","27,000,000","34,000,000","-6,000,000","46,000,000","30,000,000","36,000,000","33,000,000","6,000,000","15,000,000","19,000,000","16,000,000","13,000,000","16,000,000","16,000,000","15,000,000","14,000,000","14,800,000","14,700,000","13,500,000","10,800,000","11,500,000","12,100,000","9,100,000",,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"-27,000,000","-33,000,000","-9,000,000","25,000,000","-10,000,000","-30,000,000","-17,000,000","-112,000,000","8,000,000","-2,000,000","-175,000,000","4,000,000","5,000,000","-6,000,000","8,000,000","6,000,000","14,000,000","11,000,000","38,000,000","24,000,000","2,000,000","7,000,000","11,000,000","11,000,000","7,000,000","6,000,000","8,000,000","82,000,000","0","15,000,000","-20,000,000","-6,000,000","20,000,000","25,000,000","4,000,000","15,000,000","2,000,000","4,000,000","-14,000,000","24,000,000","11,000,000","13,000,000","-14,000,000","6,000,000","-3,000,000","10,000,000","9,000,000","26,000,000","134,000,000","14,000,000","17,000,000","18,000,000","50,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-146,000,000","115,000,000","-632,000,000","343,000,000","28,000,000","-148,000,000","318,000,000","-333,000,000","-83,000,000","144,000,000","-78,000,000","210,000,000","17,000,000","154,000,000","128,000,000","101,000,000","290,000,000","684,000,000","-1,342,000,000","152,000,000","53,000,000","-24,000,000","-949,000,000","175,000,000","-482,000,000","126,000,000","-85,000,000","180,000,000","69,000,000","142,000,000","206,000,000","488,000,000","133,000,000","-58,000,000","-206,000,000","71,000,000","167,000,000","82,000,000","175,000,000","-1,568,000,000","140,000,000","341,000,000","-209,000,000","-131,000,000","174,000,000","224,000,000","-436,000,000","114,000,000","144,000,000","187,000,000","-48,000,000","185,000,000","303,000,000","218,000,000","-47,000,000","145,000,000","903,000,000","233,000,000","17,000,000","103,000,000","247,000,000","-455,000,000","81,000,000","-340,000,000","169,000,000","351,000,000","177,000,000","244,000,000","85,000,000","133,000,000","160,000,000","140,000,000","38,000,000","48,000,000","-444,000,000","76,000,000","-129,000,000","93,000,000","-2,765,000,000","-314,000,000","-115,000,000","-313,000,000","52,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","174,000,000","112,000,000","58,000,000","71,000,000","-13,000,000","94,000,000","81,000,000","71,000,000","65,000,000","56,000,000","47,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","24,100,000","25,600,000","25,600,000","24,800,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
	NetIncome,"-146,000,000","115,000,000","-632,000,000","343,000,000","28,000,000","-148,000,000","318,000,000","-333,000,000","-83,000,000","144,000,000","-78,000,000","210,000,000","17,000,000","154,000,000","128,000,000","101,000,000","290,000,000","684,000,000","-1,342,000,000","152,000,000","53,000,000","-24,000,000","-949,000,000","175,000,000","-482,000,000","126,000,000","-85,000,000","180,000,000","69,000,000","142,000,000","206,000,000","488,000,000","133,000,000","-58,000,000","-206,000,000","71,000,000","167,000,000","82,000,000","175,000,000","-1,568,000,000","140,000,000","341,000,000","-209,000,000","-131,000,000","174,000,000","224,000,000","-436,000,000","114,000,000","144,000,000","187,000,000","-48,000,000","185,000,000","303,000,000","218,000,000","-47,000,000","145,000,000","903,000,000","233,000,000","17,000,000","103,000,000","247,000,000","-455,000,000","81,000,000","-340,000,000","169,000,000","351,000,000","177,000,000","244,000,000","85,000,000","133,000,000","160,000,000","140,000,000","38,000,000","48,000,000","-444,000,000","76,000,000","-129,000,000","93,000,000","-2,765,000,000","-314,000,000","-115,000,000","-313,000,000","52,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","174,000,000","112,000,000","58,000,000","71,000,000","-13,000,000","94,000,000","81,000,000","71,000,000","65,000,000","56,000,000","47,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","24,100,000","25,600,000","25,600,000","24,800,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
		NetIncomeIncludingNoncontrollingInterests,"-751,000,000","171,000,000","-1,330,000,000","485,000,000","-77,000,000","-29,000,000","401,000,000","-481,000,000","3,000,000","229,000,000","-120,000,000","298,000,000","67,000,000","233,000,000","181,000,000","191,000,000","416,000,000","777,000,000","-1,286,000,000","261,000,000","150,000,000","98,000,000","-693,000,000","229,000,000","-387,000,000","74,000,000","41,000,000","203,000,000","264,000,000","254,000,000","298,000,000","508,000,000","275,000,000","66,000,000","-204,000,000","223,000,000","333,000,000","199,000,000","323,000,000","-1,402,000,000","207,000,000","515,000,000","445,000,000","175,000,000","427,000,000","483,000,000","-169,000,000","397,000,000","429,000,000","402,000,000","283,000,000","440,000,000","531,000,000","501,000,000","-693,000,000","358,000,000","1,160,000,000","409,000,000","-517,000,000","266,000,000","482,000,000","-314,000,000","225,000,000","-128,000,000","335,000,000","438,000,000","316,000,000","341,000,000","104,000,000","224,000,000","255,000,000","192,000,000","97,000,000","111,000,000","-422,000,000","111,000,000","-107,000,000","124,000,000","-2,788,000,000","-294,000,000","-136,000,000","-325,000,000","90,000,000","11,000,000","139,000,000","138,000,000","274,000,000","166,000,000","128,000,000","192,000,000","133,000,000","69,000,000","85,000,000","5,000,000","126,000,000","103,000,000","93,000,000","83,000,000","65,000,000","51,000,000","46,000,000","42,000,000","38,000,000","36,000,000","29,000,000","30,000,000","31,200,000","28,500,000","25,800,000","25,600,000","24,500,000","26,200,000","26,700,000","25,500,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
			NetIncomeContinuousOperations,"-755,000,000","171,000,000","-1,330,000,000","485,000,000","-81,000,000","-29,000,000","401,000,000","-481,000,000","0","229,000,000","-120,000,000","298,000,000","66,000,000","233,000,000","155,000,000","192,000,000","224,000,000","778,000,000","-657,000,000","261,000,000","150,000,000","98,000,000","56,000,000","230,000,000","-8,000,000","74,000,000","41,000,000","203,000,000","264,000,000","254,000,000","298,000,000","508,000,000","281,000,000","89,000,000","-111,000,000","275,000,000","330,000,000","221,000,000","388,000,000","-1,403,000,000","136,000,000","519,000,000","479,000,000","150,000,000","444,000,000","495,000,000","-179,000,000","296,000,000","411,000,000","398,000,000","364,000,000","440,000,000","531,000,000","501,000,000","-66,000,000","145,000,000","903,000,000","234,000,000","13,000,000","91,000,000","279,000,000","119,000,000","73,000,000","-353,000,000","211,000,000","351,000,000","179,000,000","244,000,000","85,000,000","133,000,000","92,000,000","133,000,000","67,000,000","74,000,000","89,000,000","46,000,000","65,000,000","73,000,000","-2,566,000,000","-99,000,000","-98,000,000","192,000,000","246,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","181,000,000","129,000,000","58,000,000","71,000,000","-13,000,000","92,000,000","79,000,000","71,000,000","65,000,000","56,000,000","50,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","26,200,000","25,600,000","25,600,000","20,900,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
			NetIncomeDiscontinuousOperations,,,"0","0","4,000,000",,"0","0","3,000,000",,"0","0","1,000,000","0","26,000,000","-1,000,000","192,000,000","-1,000,000","-629,000,000","0","0","0","-749,000,000","-1,000,000","-379,000,000",,"0","0","0","0","0","0","-6,000,000","-23,000,000","-93,000,000","-52,000,000","3,000,000","-22,000,000","-65,000,000","1,000,000","71,000,000","-4,000,000","-34,000,000","25,000,000","-17,000,000","-12,000,000","10,000,000","101,000,000","18,000,000","4,000,000","-81,000,000","0","0","0","19,000,000",,,"-1,000,000","4,000,000","12,000,000","-32,000,000","-574,000,000","8,000,000","13,000,000","-63,000,000",,,,,,"68,000,000","7,000,000","-29,000,000","-26,000,000","-576,000,000","30,000,000","-194,000,000","22,000,000","-200,000,000","-215,000,000","-144,000,000","-32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"21,000,000",,,,,,,,,,"43,000,000",,,"-2,000,000","1,000,000",,"127,000,000","-473,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-7,000,000",,,,,"2,000,000","2,000,000",,,"0","-3,000,000",,,,,,,,,,,"-2,100,000",,,"3,900,000",,,,,,,,,,,,,,,,
		MinorityInterests,"605,000,000","-56,000,000","698,000,000","-142,000,000","105,000,000","-119,000,000","-83,000,000","148,000,000","-86,000,000","-85,000,000","42,000,000","-88,000,000","-50,000,000","-79,000,000","-53,000,000","-90,000,000","-126,000,000","-93,000,000","-56,000,000","-109,000,000","-97,000,000","-122,000,000","-256,000,000","-54,000,000","-95,000,000","52,000,000","-126,000,000","-23,000,000","-195,000,000","-112,000,000","-92,000,000","-20,000,000","-142,000,000","-124,000,000","-2,000,000","-152,000,000","-166,000,000","-117,000,000","-148,000,000","-166,000,000","-67,000,000","-174,000,000","-654,000,000","-306,000,000","-253,000,000","-259,000,000","-267,000,000","-283,000,000","-285,000,000","-215,000,000","-331,000,000","-255,000,000","-228,000,000","-283,000,000",,"-213,000,000","-257,000,000","-176,000,000",,"-163,000,000","-235,000,000","-141,000,000","-144,000,000","-212,000,000","-166,000,000","-87,000,000","-139,000,000","-97,000,000","-19,000,000","-91,000,000","-95,000,000","-52,000,000","-59,000,000","-63,000,000","-22,000,000","-35,000,000","-22,000,000","-31,000,000","23,000,000","-20,000,000","21,000,000","12,000,000","-38,000,000","-8,000,000","-27,000,000","-32,000,000","-53,000,000","-32,000,000","-17,000,000","-18,000,000","-21,000,000","-11,000,000","-14,000,000","-18,000,000","-32,000,000","-22,000,000","-22,000,000","-18,000,000","-9,000,000","-4,000,000","-4,000,000","-2,000,000","-2,000,000","-4,000,000","-1,000,000","-1,000,000","-2,800,000","-1,200,000","700,000","-800,000","-400,000","-600,000","-1,100,000","-700,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-146,000,000","115,000,000","-632,000,000","343,000,000","28,000,000","-148,000,000","318,000,000","-333,000,000","-83,000,000","144,000,000","-78,000,000","210,000,000","17,000,000","154,000,000","128,000,000","101,000,000","290,000,000","684,000,000","-1,342,000,000","152,000,000","53,000,000","-24,000,000","-949,000,000","175,000,000","-482,000,000","126,000,000","-85,000,000","180,000,000","69,000,000","142,000,000","206,000,000","488,000,000","133,000,000","-58,000,000","-206,000,000","71,000,000","167,000,000","82,000,000","175,000,000","-1,568,000,000","140,000,000","341,000,000","-209,000,000","-131,000,000","174,000,000","224,000,000","-436,000,000","114,000,000","144,000,000","187,000,000","-48,000,000","185,000,000","303,000,000","218,000,000","-43,000,000","145,000,000","903,000,000","233,000,000","17,000,000","103,000,000","247,000,000","-455,000,000","81,000,000","-340,000,000","169,000,000","351,000,000","177,000,000","244,000,000","85,000,000","133,000,000","160,000,000","140,000,000","38,000,000","48,000,000","-444,000,000","76,000,000","-129,000,000","93,000,000","-2,765,000,000","-314,000,000","-115,000,000","-313,000,000","52,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","174,000,000","112,000,000","58,000,000","71,000,000","-13,000,000","94,000,000","81,000,000","71,000,000","65,000,000","56,000,000","47,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","24,100,000","25,600,000","25,600,000","24,800,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
TotalOperatingIncomeAsReported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"846,000,000",,,,,"800,000,000",,"432,000,000",,,,"851,000,000",,"481,000,000",,,,,"631,000,000","655,000,000","487,000,000",,,,,"353,000,000",,,,,,"477,000,000",,,,,,,,,"197,000,000",,,,,,,,"75,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"8,942,000,000","2,374,000,000","2,236,000,000","2,315,000,000","2,017,000,000","2,017,000,000","1,700,000,000","1,830,000,000","1,733,000,000","1,869,000,000","1,931,000,000","1,965,000,000","2,030,000,000","2,110,000,000","2,041,000,000","2,209,000,000","1,972,000,000","2,140,000,000","-509,000,000","2,988,000,000","2,849,000,000","2,953,000,000","2,993,000,000","2,894,000,000","2,702,000,000","3,015,000,000","2,728,000,000","3,093,000,000","3,154,000,000","3,318,000,000","3,463,000,000","3,719,000,000","3,544,000,000","3,519,000,000","3,176,000,000","3,129,000,000","3,209,000,000","3,571,000,000","3,758,000,000","3,647,000,000","3,574,000,000","3,749,000,000","3,150,000,000","3,452,000,000","3,622,000,000","3,343,000,000","3,506,000,000","3,264,000,000","3,140,000,000","3,194,000,000","2,741,000,000","2,912,000,000","2,736,000,000","2,580,000,000","2,791,000,000","3,499,000,000","3,240,000,000","3,204,000,000","2,954,000,000","2,724,000,000","2,544,000,000","2,338,000,000","2,697,000,000","2,242,000,000","2,178,000,000","2,114,000,000","2,122,000,000","1,932,000,000","2,187,000,000","1,912,000,000","1,881,000,000","1,732,000,000","1,689,000,000","1,626,000,000","1,432,000,000","1,835,000,000","1,757,000,000","1,650,000,000","3,672,000,000","1,810,000,000","1,778,000,000","2,075,000,000","1,621,000,000","1,818,000,000","1,800,000,000","2,037,000,000","1,439,000,000","1,329,000,000","1,222,000,000","1,086,000,000","852,000,000","615,000,000","436,000,000","425,000,000","420,000,000","415,000,000","397,000,000","414,000,000","430,000,000","265,000,000","172,000,000","183,000,000","213,000,000","130,000,000","105,000,000","107,000,000","110,600,000","109,000,000","106,700,000","78,900,000","77,500,000","78,200,000","73,700,000","71,200,000",,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"-146,000,000","115,000,000","-632,000,000","343,000,000","28,000,000","-148,000,000","318,000,000","-333,000,000","-83,000,000","144,000,000","-78,000,000","210,000,000","17,000,000","154,000,000","128,000,000","101,000,000","290,000,000","684,000,000","-1,342,000,000","152,000,000","53,000,000","-24,000,000","-949,000,000","175,000,000","-482,000,000","126,000,000","-85,000,000","180,000,000","69,000,000","142,000,000","206,000,000","488,000,000","133,000,000","-58,000,000","-206,000,000","71,000,000","167,000,000","82,000,000","175,000,000","-1,568,000,000","140,000,000","341,000,000","-209,000,000","-131,000,000","174,000,000","224,000,000","-436,000,000","114,000,000","144,000,000","187,000,000","-48,000,000","185,000,000","303,000,000","218,000,000","-47,000,000","145,000,000","903,000,000","233,000,000","17,000,000","103,000,000","247,000,000","-455,000,000","81,000,000","-340,000,000","148,000,000","351,000,000","179,000,000","244,000,000","85,000,000","133,000,000","160,000,000","140,000,000","38,000,000","48,000,000","-487,000,000","76,000,000","-129,000,000","95,000,000","-2,766,000,000","-314,000,000","-242,000,000","160,000,000","52,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","181,000,000","129,000,000","58,000,000","71,000,000","-13,000,000","92,000,000","79,000,000","71,000,000","65,000,000","56,000,000","50,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","26,200,000","25,600,000","25,600,000","20,900,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
NormalizedIncome,"2,145,584,672.435","135,020,000","1,015,578,155.657","315,700,000","502,150,000","203,130,000","359,150,259.067","392,040,000","-31,980,000","101,520,000","-16,680,000","256,230,000","121,120,000","153,320,000","37,760,000","189,600,000","122,400,000","221,460,000","-566,600,000","188,720,000","142,900,000","55,800,000","174,400,000","264,800,000","100,320,000","164,400,000","44,600,000","347,170,000","171,120,000","180,340,000","263,884,792.627","307,800,000","201,620,000","176,250,000","90,450,000","274,420,000","298,400,000","166,050,000","248,162,436.548","-347,650,000","140,517,412.935","274,958,602.846","-153,337,878.788","78,947,368.421","189,569,600","209,783,783.784","259,900,000","166,070,866.142","162,400,000","218,751,724.138","6,655,097.614","165,481,658.692","204,501,706.485","96,899,850.523","156,325,268.817","157,350,000","230,931,147.541","189,800,000","365,717,514.124","104,650,000","111,300,000","132,000,000","-23,415,094.34","10,600,000","227,640,378.549","317,571,428.571","209,930,147.059","252,196,382.429","32,800,000","134,200,000","112,371,428.571","139,303,317.536","67,600,000","77,600,000","144,200,000","20,909,090.909","-70,909,090.909","28,424,778.761","-1,897,963,567.362","-112,655,172.414","-40,299,065.421","157,852,348.993","174,134,831.461","23,400,000","41,433,526.012","81,938,650.307","121,657,980.456","59,795,698.925","39,642,857.143","96,246,031.746","38,351,351.351","69,600,000","43,276,190.476","53,368,421.053","50,000,000","47,110,091.743","42,467,289.72","37,142,857.143","13,548,387.097","28,461,538.462","32,360,655.738","28,571,428.571","22,040,816.327","26,000,000","26,727,272.727","25,704,545.455","25,318,867.925","25,289,786.223","24,248,786.408","23,310,704.961","23,863,243.243","23,391,913.747","24,106,100.796","18,601,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
InterestIncome,"305,000,000","75,000,000","86,000,000","71,000,000","73,000,000","68,000,000","70,000,000","64,000,000","64,000,000","70,000,000","76,000,000","81,000,000","82,000,000","79,000,000","79,000,000","79,000,000","76,000,000","76,000,000","-47,000,000","101,000,000","93,000,000","97,000,000","99,000,000","110,000,000","138,000,000","130,000,000","151,000,000","150,000,000","133,000,000","90,000,000","160,000,000","69,000,000","73,000,000","63,000,000","62,000,000","85,000,000","63,000,000","66,000,000","86,000,000","89,000,000","83,000,000","91,000,000","107,000,000","103,000,000","97,000,000","95,000,000","104,000,000","97,000,000","101,000,000","109,000,000","66,000,000","94,000,000","90,000,000","98,000,000",,"157,000,000",,,,,"141,000,000",,"118,000,000",,,,"111,000,000",,"93,000,000",,,,,"69,000,000","65,000,000","82,000,000",,,,,"110,000,000",,,,,,"97,000,000",,,,,,,,,"16,000,000",,,,,,,,"6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"979,000,000","258,000,000","242,000,000","242,000,000","237,000,000","190,000,000","297,000,000","290,000,000","218,000,000","233,000,000","262,000,000","250,000,000","273,000,000","265,000,000","257,000,000","255,000,000","263,000,000","281,000,000","136,000,000","353,000,000","333,000,000","348,000,000","345,000,000","354,000,000","390,000,000","364,000,000","375,000,000","388,000,000","310,000,000","363,000,000","385,000,000","390,000,000","323,000,000","373,000,000","417,000,000","357,000,000","346,000,000","377,000,000","370,000,000","401,000,000","385,000,000","416,000,000","425,000,000","432,000,000","396,000,000","351,000,000","359,000,000","387,000,000","394,000,000","393,000,000","320,000,000","421,000,000","383,000,000","391,000,000",,"458,000,000",,,,,"411,000,000",,"440,000,000",,,,"504,000,000",,"475,000,000",,,,,"493,000,000","451,000,000","504,000,000",,,,,"528,000,000",,,,,,"352,000,000",,,,,,,,,"126,000,000",,,,,,,,"38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
