name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
			FinishedGoods,"16,505,040,000,000","14,445,566,000,000","11,642,613,000,000","9,881,493,000,000","10,168,158,000,000","10,758,071,000,000","11,733,917,000,000","10,359,372,000,000","9,795,430,000,000","9,478,225,000,000","1,352,878,000,000","10,404,460,000,000","9,949,058,000,000","10,240,710,000,000","9,819,981,000,000","9,737,148,000,000","9,364,334,000,000","9,353,326,000,000","10,594,481,000,000","9,461,868,000,000","9,160,036,000,000","8,919,464,000,000","8,614,862,000,000","6,311,947,000,000","6,927,015,000,000","7,360,182,000,000","8,921,804,000,000","7,583,070,000,000","7,502,413,000,000","7,133,057,000,000","7,342,831,000,000","7,674,844,000,000","7,683,036,000,000","8,423,531,000,000","6,381,536,000,000","10,407,916,000,000","9,283,425,000,000","9,602,017,000,000","10,148,881,000,000","8,572,571,000,000","2,585,887,000,000",,"8,570,139,000,000","6,578,964,000,000","7,021,661,000,000","4,511,390,556,179.92","7,829,435,000,000","7,387,464,000,000","6,214,981,000,000","3,010,501,603,104","1,054,578,000,000","967,677,000,000","1,043,648,000,000","3,049,834,464,448.2","1,063,945,000,000","1,030,136,000,000","823,715,000,000","2,340,066,357,905.4","629,989,000,000","582,268,000,000","686,369,000,000"
			OtherInventories,,,,,,,,,,,"31,232,387,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,103,621,000,000","3,005,452,000,000","13,770,636,000,000",,"3,009,315,000,000","2,046,002,000,000","2,318,666,000,000",,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-2,257,003,000,000","-1,892,979,000,000","-1,600,067,000,000","-1,415,358,000,000","-1,757,553,000,000","-1,324,492,000,000","-1,752,389,000,000","-1,989,263,000,000","-1,479,856,000,000","-1,424,906,000,000","-1,676,503,000,000","-1,881,785,000,000","-2,211,860,000,000","-1,776,251,000,000","-1,659,266,000,000","-2,103,178,000,000","-1,968,919,000,000","-1,897,488,000,000","-2,570,967,000,000","-3,212,770,000,000","-3,337,629,000,000","-3,427,176,000,000","-2,915,433,000,000","-1,024,675,000,000","-1,004,530,000,000","-773,537,000,000","-877,720,000,000","-721,892,000,000","-1,057,026,000,000","-1,078,130,000,000","-618,845,000,000","-668,506,000,000","-570,482,000,000","-715,676,000,000","-593,721,000,000","-752,341,000,000","-681,521,000,000","-717,438,000,000","-689,321,000,000","-773,236,000,000",,,"-599,393,000,000","-491,149,000,000","-404,502,000,000",,"-441,642,000,000","-474,482,000,000","-394,124,000,000",,"-253,957,000,000","-311,903,000,000","-421,457,000,000",,,"-223,939,000,000",,,"-161,088,000,000","-155,666,000,000","-150,925,000,000"
		PrepaidAssets,"3,042,846,000,000","2,336,252,000,000","2,916,308,000,000","2,595,336,000,000","2,660,029,000,000","2,266,100,000,000","4,313,851,000,000","4,059,209,000,000","4,427,490,000,000","3,833,053,000,000","6,510,301,000,000","6,360,158,000,000","5,996,863,000,000","5,497,974,000,000","5,675,133,000,000","5,701,393,000,000","6,014,044,000,000","5,588,892,000,000","6,115,459,000,000","5,462,832,000,000","5,812,890,000,000","4,942,021,000,000","5,281,811,000,000","5,320,933,000,000","5,807,079,000,000","4,876,635,000,000","5,405,086,000,000","5,335,581,000,000","5,562,686,000,000","5,336,063,000,000","5,579,427,000,000","5,123,820,000,000","5,422,276,000,000","4,401,138,000,000","4,647,140,000,000","4,504,668,000,000","4,405,113,000,000","3,936,662,000,000","4,134,052,000,000","3,951,217,000,000","4,245,268,000,000","3,765,750,855,266.74","4,225,182,000,000","3,680,575,000,000","3,693,811,000,000","3,503,167,441,974.72","3,948,093,000,000","3,444,908,000,000","3,227,744,000,000","3,027,369,909,180","1,990,028,000,000","1,648,231,000,000","1,749,867,000,000","4,084,069,613,415.48","1,662,687,000,000","1,525,834,000,000","1,471,794,000,000","2,888,263,770,942.6","1,320,482,000,000","1,129,164,000,000","1,189,597,000,000"
		AssetsHeldForSaleCurrent,,,,,"1,705,293,000,000","929,432,000,000","1,132,240,000,000",,,,,,,,,,,"0","920,398,000,000","881,683,000,000","800,783,000,000","835,806,000,000","1,104,488,000,000","0","0","77,073,000,000","0","27,507,000,000","511,441,000,000","645,491,000,000","0","0","0","2,716,733,000,000",,,,,,,,,,"166,352,000,000",,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,529,904,428,882.4",,,,"11,529,391,784,407.6",,,,"8,629,113,012,444.001",,,,"3,591,337,002,295.77",,,,"5,061,897,594,222.12",,,
		OtherCurrentAssets,"5,743,413,000,000","5,081,665,000,000","4,733,415,000,000","4,132,672,000,000","4,594,468,000,000","3,754,462,000,000","3,225,556,000,000","2,695,133,000,000","3,142,888,000,000","2,695,577,000,000","2,798,489,000,000","2,680,696,000,000","2,987,497,000,000","2,326,337,000,000","2,052,992,000,000","1,794,196,000,000","1,799,926,000,000","1,421,060,000,000","1,318,309,000,000","1,521,698,000,000","1,512,919,000,000","1,315,653,000,000","927,739,000,000","888,206,000,000","931,700,000,000","1,035,460,000,000","1,113,148,000,000","1,112,133,000,000","1,311,672,000,000","1,795,143,000,000","1,823,527,000,000","2,088,899,000,000","2,204,609,000,000","2,135,589,000,000","2,108,338,000,000","2,151,699,000,000","1,895,655,000,000","1,462,075,000,000","1,362,980,000,000","1,309,035,000,000","1,011,103,000,000",,"864,906,000,000","724,934,000,000","785,681,000,000","-0.009","789,035,000,000","1,070,319,000,000","815,449,000,000","-0.001","775,890,000,000","491,327,000,000","425,014,000,000","-0.001","116,614,000,000","116,296,000,000","111,671,000,000","-0.002","102,355,000,000","108,914,000,000","67,141,000,000"
	TotalNonCurrentAssets,"206,957,877,000,000","208,457,973,000,000","197,627,699,000,000","193,659,145,000,000","183,670,921,000,000","180,020,139,000,000","172,153,829,000,000","171,822,654,000,000","170,717,787,000,000","171,179,237,000,000","167,343,851,000,000","169,506,656,000,000","167,679,359,000,000","164,659,820,000,000","160,913,737,000,000","161,711,541,000,000","157,531,160,000,000","154,769,626,000,000","151,256,242,000,000","145,416,755,000,000","134,933,168,000,000","120,744,620,000,000","112,304,687,000,000","113,797,624,000,000","114,652,620,000,000","117,364,796,000,000","116,789,174,000,000","115,901,235,000,000","117,259,857,000,000","115,276,932,000,000","111,935,187,000,000","111,923,404,000,000","109,046,593,000,000","103,314,747,000,000","100,646,908,000,000","98,971,191,000,000","95,645,078,000,000","93,802,553,000,000","94,649,700,000,000","92,839,761,000,000","88,863,868,000,000","84,129,189,820,216.98","80,951,633,000,000","78,525,181,000,000","75,575,079,000,000","72,886,154,157,668.64","68,929,355,000,000","64,985,448,000,000","59,799,093,000,000","57,968,491,581,048","56,995,103,000,000","56,797,444,000,000","56,888,470,000,000","56,332,092,594,474.45","55,761,535,000,000","54,091,731,000,000","51,736,478,000,000","51,474,122,214,239.16","48,374,532,000,000","47,929,465,000,000","46,041,519,000,000"
		NetPPE,"149,618,019,000,000","149,928,539,000,000","143,029,384,000,000","139,389,862,000,000","132,747,712,000,000","128,952,892,000,000","124,777,408,000,000","124,294,578,000,000","121,677,972,000,000","119,825,474,000,000","116,855,571,000,000","116,624,189,000,000","116,392,356,000,000","115,416,724,000,000","115,003,148,000,000","116,576,140,000,000","114,412,258,000,000","111,665,648,000,000","109,006,091,000,000","103,695,240,000,000","95,322,418,000,000","91,473,041,000,000","83,873,784,000,000","84,634,963,000,000","85,565,347,000,000","86,477,110,000,000","86,560,428,000,000","84,666,258,000,000","83,442,422,000,000","80,872,950,000,000","76,012,065,000,000","75,593,653,000,000","76,519,036,000,000","75,496,388,000,000","71,360,577,000,000","70,398,274,000,000","68,765,659,000,000","68,484,743,000,000","68,995,769,000,000","68,839,598,000,000","65,998,358,000,000","62,043,951,048,121.68","59,659,764,000,000","57,380,648,000,000","55,182,116,000,000","52,964,594,071,829.12","49,407,433,000,000","47,066,460,000,000","44,029,023,000,000","43,560,295,268,244.02","27,996,141,000,000","28,543,869,000,000","29,547,118,000,000","42,496,310,799,317.7","31,851,966,000,000","31,494,169,000,000","30,699,965,000,000","37,380,644,649,723.24","29,664,277,000,000","29,802,129,000,000","29,825,047,000,000"
			GrossPPE,"149,618,019,000,000","377,471,994,000,000","143,029,384,000,000","139,389,862,000,000","132,747,712,000,000","328,606,313,000,000","124,777,408,000,000","124,294,578,000,000","121,677,972,000,000","304,075,769,000,000","116,855,571,000,000","116,624,189,000,000","116,392,356,000,000","279,158,166,000,000","115,003,148,000,000","116,576,140,000,000","114,412,258,000,000","256,528,604,000,000","109,006,091,000,000","103,695,240,000,000","95,322,418,000,000","225,172,654,000,000","83,873,784,000,000","84,634,963,000,000","85,565,347,000,000","205,287,524,000,000","86,560,428,000,000","84,666,258,000,000","83,442,422,000,000","183,286,006,000,000","76,012,065,000,000","75,593,653,000,000","76,519,036,000,000","168,784,544,000,000","71,360,577,000,000","70,398,274,000,000","68,765,659,000,000","68,484,743,000,000","68,995,769,000,000","68,839,598,000,000","65,998,358,000,000","62,043,951,048,121.68","59,659,764,000,000","57,380,648,000,000","55,182,116,000,000","52,964,594,071,829.12","49,407,433,000,000","47,066,460,000,000","44,029,023,000,000","43,560,295,268,244","72,416,476,000,000","71,327,604,000,000","70,652,781,000,000","91,862,039,206,613.52","71,351,981,000,000","69,346,308,000,000","66,960,183,000,000","77,025,598,259,291.64","62,695,431,000,000","61,195,303,000,000","59,739,143,000,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"19,993,493,643,519.04",,,,"16,943,708,358,182",,,,"16,871,639,705,568","0","0","0","15,719,560,378,042.95","0","0","0","13,592,044,408,316.04","0","0","0"
				LandAndImprovements,,"9,943,570,000,000",,,,"9,850,942,000,000",,,,"9,828,309,000,000",,,,"9,346,285,000,000",,,,"9,409,276,000,000",,,,"7,869,679,000,000",,,,"7,848,432,000,000",,,,"7,710,352,000,000",,,,"7,429,287,000,000",,,,"7,152,141,000,000",,,,,,,,,,,,,"2,934,602,000,000","2,934,775,000,000","2,940,149,000,000",,"2,939,683,000,000","2,935,069,000,000","2,935,555,000,000",,"2,770,635,000,000","2,770,464,000,000","2,770,464,000,000"
				BuildingsAndImprovements,,"62,651,459,000,000",,,,"55,026,369,000,000",,,,"48,839,439,000,000",,,,"45,033,843,000,000",,,,"41,639,045,000,000",,,,"36,474,462,000,000",,,,"32,850,110,000,000",,,,"26,474,937,000,000",,,,"23,375,035,000,000",,,,"13,008,839,000,000",,,,,,,,,,,,,"10,446,858,000,000","10,417,220,000,000","9,964,102,000,000",,"8,702,679,000,000","8,049,254,000,000","7,889,811,000,000",,"7,705,563,000,000","7,583,207,000,000","7,062,806,000,000"
				MachineryFurnitureEquipment,,"274,909,571,000,000",,,,"233,056,501,000,000",,,,"211,416,021,000,000",,,,"206,407,913,000,000",,,,"184,392,999,000,000",,,,"155,285,378,000,000",,,,"147,315,096,000,000",,,,"127,603,897,000,000",,,,"118,621,699,000,000",,,,"38,046,176,000,000",,,,"33,453,219,977,974.06",,,,"26,474,573,204,066.56",,,,"22,288,401,483,288","55,296,831,000,000","54,311,855,000,000","53,820,891,000,000","71,107,441,183,137.06","55,228,529,000,000","53,510,294,000,000","51,605,372,000,000","60,079,125,608,165.52","49,536,022,000,000","47,246,711,000,000","45,366,714,000,000"
				OtherProperties,"149,618,019,000,000","11,958,070,000,000","143,029,384,000,000","139,389,862,000,000","132,747,712,000,000","10,496,584,000,000","124,777,408,000,000","124,294,578,000,000","121,677,972,000,000","10,061,981,000,000","116,855,571,000,000","116,624,189,000,000","116,392,356,000,000","8,665,069,000,000","115,003,148,000,000","116,576,140,000,000","114,412,258,000,000","7,176,535,000,000","109,006,091,000,000","103,695,240,000,000","95,322,418,000,000","6,769,149,000,000","83,873,784,000,000","84,634,963,000,000","85,565,347,000,000","6,303,834,000,000","86,560,428,000,000","84,666,258,000,000","83,442,422,000,000","5,664,513,000,000","76,012,065,000,000","75,593,653,000,000","76,519,036,000,000","5,518,351,000,000","71,360,577,000,000","70,398,274,000,000","68,765,659,000,000","1,784,702,000,000","68,995,769,000,000","68,839,598,000,000","65,998,358,000,000","8,597,237,426,628.58","59,659,764,000,000","57,380,648,000,000","55,182,116,000,000","9,546,312,509,580.56","49,407,433,000,000","47,066,460,000,000","44,029,023,000,000","4,400,254,079,388","1,799,023,000,000","1,842,974,000,000","1,858,970,000,000","5,035,037,645,433.511","427,656,000,000","425,536,000,000","426,314,000,000","3,354,428,242,810.08","430,824,000,000","426,588,000,000","425,113,000,000"
				ConstructionInProgress,,"18,009,324,000,000",,,,"20,175,917,000,000",,,,"23,930,019,000,000",,,,"9,705,056,000,000",,,,"13,910,749,000,000",,,,"18,773,986,000,000",,,,"10,970,052,000,000",,,,"15,832,307,000,000",,,,"13,840,172,000,000",,,,"8,492,885,000,000",,,,,,,,,,,,,"1,939,162,000,000","1,820,780,000,000","2,068,669,000,000",,"4,053,434,000,000","4,426,155,000,000","4,103,131,000,000",,"2,252,387,000,000","3,168,333,000,000","4,114,046,000,000"
			AccumulatedDepreciation,,"-227,543,455,000,000",,,,"-199,653,421,000,000",,,,"-184,250,295,000,000",,,,"-163,741,442,000,000",,,,"-144,862,956,000,000",,,,"-133,699,613,000,000",,,,"-118,810,414,000,000",,,,"-102,413,056,000,000",,,,"-93,288,156,000,000",,,,"-81,830,582,000,000",,,,"0",,,,"-0.001",,,,"0.02","-44,420,335,000,000","-42,783,735,000,000","-41,105,663,000,000","-49,365,728,407,295.82","-39,500,015,000,000","-37,852,139,000,000","-36,260,218,000,000","-39,644,953,609,568.4","-33,031,154,000,000","-31,393,174,000,000","-29,914,096,000,000"
