name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalRevenue,"14,639,436,293,380","4,049,426,948,560","3,815,946,858,580","3,439,792,617,780","3,334,269,868,460","2,963,210,903,980","3,251,385,428,110","3,087,240,977,280","2,558,614,011,130","2,397,530,029,530","2,820,919,028,500","2,567,937,571,530","2,404,505,708,740","2,304,063,855,000","2,478,646,280,950","2,522,796,294,000","2,247,955,563,000","1,908,874,317,000","1,854,465,695,970","1,708,005,320,000","1,454,310,799,000","1,304,779,107,000","1,302,885,125,210","1,289,989,982,000","1,317,241,428,000","1,290,705,976,000","1,861,790,056,950","1,997,714,428,000","1,843,933,582,000","1,865,892,773,220","1,910,117,543,640","1,891,840,865,000","1,048,642,381,000","1,135,684,154,000","1,204,785,422,440","1,296,633,752,000","1,306,853,447,000","1,208,192,281,000","1,414,202,575,900","1,502,889,489,000","1,477,401,363,000","1,376,691,492,000","1,437,767,636,210","1,447,666,771,000","1,349,401,986,000","1,209,045,001,000","1,244,980,211,000","1,347,811,215,000","1,326,571,854,000","1,204,911,656,000","1,004,129,875,000","963,513,566,000","894,407,477,000","688,533,427,000","33,488,671,000","1,301,417,710,000","1,290,404,448,000","1,100,884,779,000","1,150,382,091,000","912,746,508,000","861,719,280,000","867,617,293,000"
	OperatingRevenue,"14,639,436,293,380","4,049,426,948,560","3,815,946,858,580","3,439,792,617,780","3,334,269,868,460","2,963,210,903,980","3,251,385,428,110","3,087,240,977,280","2,558,614,011,130","2,397,530,029,530","2,820,919,028,500","2,567,937,571,530","2,404,505,708,740","2,304,063,855,000","2,478,646,280,950","2,522,796,294,000","2,247,955,563,000","1,908,874,317,000","1,854,465,695,970","1,708,005,320,000","1,454,310,799,000","1,304,779,107,000","1,302,885,125,210","1,289,989,982,000","1,317,241,428,000","1,290,705,976,000","1,861,790,056,950","1,997,714,428,000","1,843,933,582,000","1,865,892,773,220","1,910,117,543,640","1,891,840,865,000","1,048,642,381,000","1,135,684,154,000","1,204,785,422,440","1,296,633,752,000","1,306,853,447,000","1,208,192,281,000","1,414,202,575,900","1,502,889,489,000","1,477,401,363,000","1,376,691,492,000","1,437,767,636,210","1,447,666,771,000","1,349,401,986,000","1,209,045,001,000","1,244,980,211,000","1,347,811,215,000","1,326,571,854,000","1,204,911,656,000","1,004,129,875,000","963,513,566,000","894,407,477,000","688,533,427,000","33,488,671,000","1,301,417,710,000","1,290,404,448,000","1,100,884,779,000","1,150,382,091,000","912,746,508,000","861,719,280,000","867,617,293,000"
CostOfRevenue,"11,312,529,913,820","3,193,858,714,030","2,980,556,634,210","2,571,947,148,730","2,566,167,416,850","2,356,930,869,320","2,551,194,334,680","2,384,339,495,610","2,039,595,647,420","1,939,087,955,260","2,238,397,527,510","1,996,841,919,150","1,874,018,820,770","1,772,997,183,000","1,899,983,532,430","1,921,827,414,000","1,763,750,091,000","1,532,627,490,000","1,496,816,786,170","1,380,287,714,000","1,186,012,804,000","1,089,354,772,000","1,108,876,026,520","1,109,488,291,000","1,084,971,160,000","1,146,914,540,000","1,544,394,341,140","1,617,241,859,000","1,511,762,776,000","1,512,793,559,820","1,551,341,713,270","1,570,317,050,000","878,425,599,000","999,902,071,000","1,026,689,897,770","1,088,752,941,000","1,089,986,112,000","1,054,574,245,000","1,198,831,387,270","1,248,129,331,000","1,221,309,033,000","1,195,066,063,000","1,263,870,489,740","1,275,949,238,000","1,141,663,618,000","1,079,129,114,000","1,084,214,434,930","1,104,740,860,870","1,118,390,493,000","1,026,578,135,000","870,379,472,000","785,031,115,000","753,565,158,000","648,032,728,000","-99,702,174,000","1,123,297,568,000","1,131,559,561,000","1,022,452,676,000","1,159,103,299,000","878,408,927,000","818,495,197,000","811,369,985,000"
GrossProfit,"3,326,906,379,560","855,568,234,530","835,390,224,370","867,845,469,050","768,102,451,610","606,280,034,660","700,191,093,430","702,901,481,670","519,018,363,710","458,442,074,270","582,521,500,990","571,095,652,380","530,486,887,970","531,066,672,000","578,662,748,520","600,968,880,000","484,205,472,000","376,246,827,000","357,648,909,800","327,717,606,000","268,297,995,000","215,424,335,000","194,009,098,690","180,501,691,000","232,270,268,000","143,791,436,000","317,395,715,810","380,472,569,000","332,170,806,000","353,099,213,400","358,775,830,370","321,523,815,000","170,216,782,000","135,782,083,000","178,095,524,670","207,880,811,000","216,867,335,000","153,618,036,000","215,371,188,630","254,760,158,000","256,092,330,000","181,625,429,000","173,897,146,470","171,717,533,000","207,738,368,000","129,915,887,000","160,765,776,070","243,070,354,130","208,181,361,000","178,333,521,000","133,750,402,000","178,482,451,000","140,842,319,000","40,500,699,000","133,190,844,000","178,120,142,000","158,844,887,000","78,432,103,000","-8,721,208,000","34,337,581,000","43,224,083,000","56,247,308,000"
OperatingExpense,"2,070,203,999,000","533,269,489,000","569,675,023,000","494,358,821,000","472,900,665,000","473,108,069,000","453,968,732,000","435,550,149,000","415,204,292,000","404,470,479,000","562,380,205,000","405,136,288,000","373,189,142,000","412,268,582,000","329,984,569,000","359,426,421,000","331,403,553,000","304,278,187,000","239,050,728,000","267,560,603,000","262,833,832,000","282,748,895,000","252,028,831,000","290,890,839,000","286,435,694,000","847,549,762,000","398,218,425,000","362,609,892,000","335,892,297,000","346,249,717,000","302,584,112,000","295,284,638,000","169,479,715,000","174,737,331,000","233,663,567,000","178,698,931,000","184,593,782,000","186,899,785,000","40,440,504,000","375,328,679,000","172,123,413,000","133,082,280,000","132,259,396,000","129,597,288,000","142,733,327,000","220,495,988,000","135,757,665,000","119,145,029,000","159,878,737,000","138,239,678,000","99,235,170,000","113,464,698,000","103,832,256,000","88,814,565,000","-17,145,009,000","132,852,311,000","171,119,137,000","172,888,677,000","197,745,366,000","152,233,144,000","176,292,732,000","165,867,491,000"
	SellingGeneralAndAdministration,"615,138,239,000","138,902,894,000","191,132,756,000","159,388,885,000","125,713,702,000","118,415,753,000","184,812,675,000","105,121,609,000","103,421,551,000","87,882,844,000","327,200,557,000","93,317,068,000","84,149,956,000","120,674,347,000","73,583,190,000","97,294,167,000","76,500,323,000","68,815,309,000","39,523,573,000","63,435,911,000","52,717,423,000","53,178,968,000","37,855,362,000","86,548,216,000","53,124,085,000","58,342,694,000","127,192,093,000","100,667,924,000","85,591,891,000","81,121,234,000","109,935,609,000","101,935,687,000","41,661,426,000","55,126,898,000","59,712,696,000","57,431,127,000","45,854,924,000","57,322,556,000","74,091,449,000","62,041,568,000","58,726,184,000","62,715,135,000","64,449,865,000","58,182,210,000","50,060,917,000","45,055,847,000","54,329,001,000","50,320,126,000","57,742,240,000","49,517,110,000","35,561,424,000","37,341,610,000","36,118,820,000","31,555,045,000","25,493,195,000","48,482,670,000","49,001,670,000","47,224,921,000","80,980,945,000","41,638,741,000","50,469,458,000","41,335,787,000"
		GeneralAndAdministrativeExpense,"288,912,755,000","62,082,379,000","95,695,909,000","80,155,512,000","50,978,955,000","55,703,213,000","120,689,898,000","49,756,893,000","44,324,426,000","32,271,386,000","260,364,609,000","60,418,078,000","38,066,811,000","74,900,052,000","27,352,658,000","51,398,834,000","40,367,614,000","34,124,363,000","562,201,000","31,491,088,000","20,341,073,000","22,804,443,000","-4,522,082,000","60,961,901,000","17,312,482,000","29,710,012,000","63,712,670,000","41,942,765,000","31,402,339,000","33,055,029,000","50,210,795,000","39,156,274,000","17,210,769,000","25,517,106,000","30,965,696,000","26,281,261,000","15,092,312,000","25,007,027,000","32,506,969,000","28,828,304,000","26,707,731,000","31,465,290,000","31,813,210,000","26,034,686,000","22,377,915,000","17,481,007,000","18,738,193,000","24,250,868,000","17,880,437,000","15,442,871,000","10,836,832,000","15,735,234,000","17,177,596,000","10,006,653,000","15,273,941,000","21,453,465,000","22,467,585,000","21,572,929,000","4,063,932,000","14,572,921,000","11,400,456,000","15,632,468,000"
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,"2,984,130,000","3,025,045,000","2,877,968,000","1,563,287,000","2,631,643,000","2,308,910,000","2,532,513,000","3,688,878,000","3,007,484,000","2,964,238,000","3,062,960,000","5,394,208,000","5,209,139,000","2,851,477,000","2,132,449,000","2,143,272,000","1,822,245,000","1,888,026,000","1,549,087,000","2,413,629,000","1,796,533,000","2,527,350,000","1,942,359,000","1,178,238,000","1,289,998,000","1,707,076,000","1,240,216,000","2,117,995,000","1,571,230,000","3,296,708,000","1,182,826,000","634,707,000","1,096,269,000","2,568,680,000","2,794,137,000","701,291,000","2,600,061,000","3,000,702,000","2,794,329,000","924,688,000","657,766,000","957,827,000","1,486,866,000"
		SellingAndMarketingExpense,"326,225,484,000","76,820,515,000","95,436,847,000","79,233,373,000","74,734,747,000","62,712,540,000","64,122,777,000","55,364,716,000","59,097,125,000","55,611,458,000","66,835,948,000","32,898,990,000","46,083,145,000","45,774,295,000","46,230,532,000","45,895,333,000","36,132,709,000","34,690,946,000","38,961,372,000","31,944,823,000","32,376,350,000","30,374,525,000","42,377,444,000","25,586,315,000","35,811,603,000","28,632,682,000","63,479,423,000","58,725,159,000","54,189,552,000","48,066,205,000","59,724,814,000","62,779,413,000","24,450,657,000","29,609,792,000","28,747,000,000","31,149,866,000","30,762,612,000","32,315,529,000","41,584,480,000","33,213,264,000","32,018,453,000","31,249,845,000","32,636,655,000","32,147,524,000","27,683,002,000","27,574,840,000","35,590,808,000","26,069,258,000","39,861,803,000","34,074,239,000","24,724,592,000","21,606,376,000","18,941,224,000","21,548,392,000","10,219,254,000","27,029,205,000","26,534,085,000","25,651,992,000","76,917,013,000","27,065,820,000","39,069,002,000","25,703,319,000"
	ResearchAndDevelopment,"914,810,825,000","258,347,973,000","233,879,924,000","207,179,555,000","215,403,373,000","221,185,053,000","188,590,505,000","210,557,586,000","210,782,948,000","198,369,034,000","171,332,416,000","191,465,426,000","176,655,066,000","172,956,463,000","138,468,405,000","164,846,908,000","147,464,949,000","153,171,849,000","113,065,957,000","137,107,164,000","134,643,138,000","141,117,436,000","147,630,182,000","118,888,900,000","136,611,345,000","149,398,927,000","154,763,669,000","139,659,608,000","140,009,467,000","136,585,380,000","18,777,195,000","10,899,240,000","11,575,390,000","16,987,046,000","26,503,211,000","17,065,136,000","9,422,862,000","21,839,402,000","20,906,662,000","8,846,737,000","14,512,142,000","12,231,927,000","16,873,540,000","9,246,697,000","5,145,311,000","11,593,808,000","20,408,412,000","12,893,726,000","9,408,216,000","12,203,086,000","14,885,431,000","10,462,376,000","10,650,488,000","11,367,214,000","-11,005,175,000","19,809,543,000","28,120,899,000","31,507,508,000","31,899,364,000","25,631,655,000","25,113,708,000","26,806,603,000"
