name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
			FinishedGoods,"990,896,257,000","969,119,660,000","994,369,581,000","815,265,198,000","625,882,408,000","732,887,715,000","798,415,179,000","700,654,173,000","736,519,437,000","649,832,052,000","786,186,852,000","706,101,792,000","620,196,532,000","659,380,797,000","547,461,138,000","505,488,551,000","461,582,043,000","396,177,823,000","392,365,605,000","369,062,691,000","311,041,807,000","315,586,687,000","248,354,393,000","223,404,042,000","251,794,294,000","318,235,063,000","303,737,730,000","280,712,794,000","297,335,732,000","295,291,766,000","367,170,380,000","281,536,296,000","253,225,316,000","318,574,785,000","267,746,839,000","265,146,699,000","289,489,237,000","291,555,927,000","321,827,534,000","312,962,517,000","295,002,949,000","289,522,091,000","286,507,151,000","241,206,978,000","220,355,240,000","270,913,853,000","245,475,382,000","224,403,200,000","208,061,125,000",,"111,773,296,000","76,957,109,000","85,031,118,000",,"135,164,166,000","145,598,094,000","159,514,506,000",,"182,522,038,000","192,832,215,000","244,793,644,000"
			OtherInventories,,"1,519,145,700","1,906,176,670","1,840,899,840","3,564,317,560","89,041,640","26,420,481,030","9,827,419,780","8,262,144,800","1,305,302,830","112,954,830","99,874,610","32,554,100,000","1,360,742,400","103,762,337,000","100,135,426,000","516,647,000","294,788,370","1,266,163,000","1,213,847,000","7,777,147,000","8,072,484,260","5,680,327,000","795,149,000","1,011,764,000","1,044,367,660","1,215,819,000","996,432,000","804,551,580","1,186,070,370","1,441,929,000","-7,075,714,000","-7,272,431,000","320","-7,292,196,000","-7,025,432,000","-6,729,675,000","-490","-5,672,839,000","-5,493,198,000","-5,410,649,000","13,739,540","-5,130,139,000","-4,603,166,000","-4,278,430,000","-450","30","-90","110","-3,079,309,000","-2,890,568,000","1,000","-1,000","-2,402,382,000","-2,298,924,000","-4,487,313,000","-1,000","-2,979,398,000","-1,274,584,000","1,000",
			InventoriesAdjustmentsAllowances,"-77,452,564,000","-63,613,330,000","-57,105,177,000","-44,121,077,000","-48,049,105,000","-44,869,479,000","-60,980,518,000","-78,048,425,000","-88,858,006,000","-94,325,082,000","-97,203,866,000","-86,069,276,000","-96,167,468,000","-112,292,300,000","-103,499,469,000","-91,644,483,000","-94,702,021,000","-95,602,584,000","-81,963,964,000","-80,875,057,000","-73,610,382,000","-69,583,833,000","-46,094,371,000","-45,071,236,000","-48,568,980,000","-55,176,446,000","-41,860,316,000","-42,033,000,000","-35,057,798,000","-28,186,262,000","-41,194,948,000","-43,483,843,000","-57,891,522,000","-51,953,438,000","-43,600,836,000","-38,079,134,000","-37,821,907,000","-33,548,329,000","-23,627,328,000","-25,570,159,000","-22,867,486,000","-15,354,939,000","-12,005,263,000","-6,446,809,000","-7,946,736,000","-10,016,565,000","-9,352,663,000","-11,261,189,000","-11,858,662,000","-11,424,393,000","-30,862,724,000","-11,086,708,000","-9,220,668,000","-8,400,207,000","-8,650,489,000","-18,809,366,000","-27,573,389,000","-28,137,261,000","-19,125,210,000","-24,042,802,000",
		PrepaidAssets,"405,278,575,000","370,394,101,000","383,924,595,000","400,246,550,000","402,774,658,000","348,912,330,000","307,494,647,000","259,690,869,000","274,853,765,000","215,388,621,000","285,912,762,000","368,215,708,000","398,232,407,000","417,194,030,000","294,176,559,000","255,610,149,000","250,989,988,000","197,042,592,000","356,469,369,000","296,318,066,000","284,269,694,000","274,799,169,000","208,663,662,000","98,723,697,000","234,388,220,000","139,388,354,000","200,951,198,000","121,063,056,000","128,289,424,000","150,606,371,000","127,091,970,000","56,542,098,000","74,167,721,000","27,211,100,000","70,711,653,000","118,206,039,000","185,639,227,000","132,832,514,000","83,157,702,000","129,177,277,000","125,279,706,000","128,503,851,000","124,934,192,000","94,392,425,000","90,243,624,000","81,396,473,000","65,096,385,000","83,234,680,000","93,842,127,000","89,127,685,000","87,364,611,000","53,348,447,000","67,017,736,000","45,519,616,000","20,280,855,000","48,906,506,000","45,261,215,000","44,780,504,000","31,026,242,000","40,950,371,000","44,250,075,000"
		AssetsHeldForSaleCurrent,,,,"135,692,496,730",,,,"981,909,160","1,001,053,300",,,"1,046,325,800","40,091,526,000","56,828,795,720",,,"565,986,120,000",,"79,344,788,000","79,344,788,000","79,344,788,000","79,344,787,520","81,896,741,000","81,896,741,000","1,180,506,844,000","858,403,958,900","25,094,607,000","30,777,304,000","30,262,898,460","6,456,871,000",,,"30,129,905,000","40,754,791,330","1,184,808,341,000",,,,,,,,,,"6,575,840,000",,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"144,100,305,630","13,223,334,250","2,770,325,880","5,883,386,010","7,539,291,840","6,831,222,000","1,216,581,660","1,574,613,950","10,963,217,000","11,546,297,000","27,093,751,000","6,603,498,000",,"7,366,255,000",,,,,,,,,,,,,,,,"9,816,659,000","4,869,472,000","3,795,420,000","4,973,200,000","5,372,515,000","4,957,810,000","2,239,901,000","872,337,000",,"361,442,000",,,,,,,,,,"37,227,390,000",,"44,172,118,000","61,564,691,000",,,"51,880,000,000","23,020,000,000","12,680,000,000",,,,
		OtherCurrentAssets,"-790","120","390","290","160","-50","-830","-160","-930","380","-140","770",,"-430",,,,"-280","0","0","-2,000","-310","1,000","99,585,542,000","-1,000","-460","0","0","270","-300",,"0","0","50,717,933,970","-1,000","0","-1,000","-220","1,000","-1,000","0","-90","1,000","-1,000","1,000","720","1,523,166,860","3,144,332,290","6,457,750,380","-1,000","1,000","-3,000","0","0","0","0","2,000","-1,000","1,000","1,000","-1,000"
	TotalNonCurrentAssets,"18,941,725,902,040","18,388,285,928,730","17,608,321,226,970","16,774,788,655,740","16,152,378,939,400","15,876,827,101,440","15,243,601,793,000","14,924,980,338,380","14,499,070,136,470","14,670,681,551,110","14,594,355,293,950","14,549,134,758,480","14,142,382,340,000","13,830,378,974,260","13,063,353,845,000","12,288,621,322,000","12,092,983,809,000","12,146,400,609,650","11,885,216,573,000","11,753,252,451,000","11,197,475,115,000","10,942,045,507,410","10,654,735,070,000","10,511,460,706,000","10,181,261,706,000","11,451,423,299,500","12,508,358,167,000","12,580,697,645,000","12,511,468,453,080","12,432,995,192,970","12,516,486,221,000","8,787,932,709,000","8,679,529,261,000","8,492,479,318,660","8,693,920,264,000","8,478,089,869,000","8,580,799,641,000","8,480,230,960,850","8,056,811,980,000","6,235,678,635,000","6,430,873,941,000","6,163,301,738,880","6,154,762,543,000","6,179,449,187,000","5,950,411,579,000","5,482,112,220,710","4,909,171,621,770","4,558,478,700,970","4,404,272,698,350","4,600,889,164,000","4,642,753,146,000","4,532,513,827,000","4,542,241,312,000","4,490,801,163,000","4,804,791,364,000","4,885,272,810,000","5,119,097,272,000","5,175,722,622,000","5,636,969,666,000","5,226,750,223,000","4,995,275,962,000"
		NetPPE,"8,003,036,884,510","7,635,995,590,120","7,000,890,265,130","6,486,736,113,610","6,177,716,506,600","6,128,099,170,820","5,962,297,111,330","5,809,679,463,480","5,599,451,698,430","5,426,843,174,370","5,409,518,359,440","5,214,444,118,490","4,956,247,329,000","4,608,333,985,850","4,021,020,122,000","3,480,577,459,000","3,255,458,956,000","2,930,339,325,650","2,871,935,569,000","2,754,068,903,000","2,587,283,594,000","2,503,794,949,240","2,309,693,892,000","2,352,340,344,000","2,159,165,625,000","3,228,961,726,890","3,488,642,907,000","3,400,236,019,000","3,379,164,734,450","3,324,877,551,270","3,375,084,563,000","1,729,228,748,000","1,772,222,164,000","1,787,954,648,240","2,136,597,290,000","2,172,707,786,000","2,109,894,626,000","1,971,102,028,490","1,673,629,002,000","1,785,343,452,000","1,831,765,518,000","1,827,201,635,230","1,893,541,826,000","1,760,380,813,000","1,782,153,841,000","1,727,038,797,680","1,644,666,846,810","1,652,904,261,390","1,660,094,681,800","1,494,834,048,000","1,575,849,134,000","1,642,052,324,000","1,702,081,292,000","1,754,778,271,000","1,797,239,959,000","2,435,899,309,000","2,513,402,962,000","2,614,073,678,000","2,870,793,785,000","2,886,707,726,000","2,876,538,711,000"
			GrossPPE,"14,796,490,323,000","14,093,113,930,000","13,225,039,543,000","12,340,870,555,000","11,984,015,914,000","11,599,339,042,000","11,278,128,511,000","5,809,679,463,000","10,594,692,141,000","10,135,204,665,000","10,017,144,964,000","9,633,992,500,000","6,531,044,592,000","8,727,608,767,000","8,103,333,637,000","5,022,882,698,000","7,143,458,123,000","6,716,941,721,000","6,655,623,184,000","6,524,625,185,000","6,281,915,555,000","6,174,131,458,000","2,309,693,892,000","5,851,149,273,000","5,653,691,679,000","3,228,961,727,000","6,521,063,967,000","6,293,092,659,000","4,644,973,447,000","3,324,877,551,000","7,139,860,053,000","5,563,978,060,000","5,643,326,460,000","5,609,175,272,000","5,950,580,531,000","5,957,641,027,000","5,853,407,368,000","5,776,558,083,000","5,643,726,661,000","5,594,866,148,000","5,578,747,011,000","5,481,173,654,000","5,575,585,704,000","5,268,651,076,000","5,422,624,067,000","5,321,462,018,000","5,204,990,524,000","5,193,673,643,000","5,155,638,256,000","3,965,151,794,000","3,970,404,596,000","3,981,088,574,000","3,976,032,307,000","3,951,601,002,000","4,165,791,637,000","5,082,635,945,000","5,206,052,617,000","5,214,705,753,000","5,396,837,897,000","5,326,930,174,000","5,253,052,551,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0"
				LandAndImprovements,"345,819,130,000","345,320,013,000","345,954,105,000","343,533,553,000","343,087,325,000","339,680,202,000","337,093,733,000","335,241,436,000","335,395,772,000","331,607,897,000","331,998,831,000","305,859,980,000","306,774,384,000","305,786,793,000","298,318,664,000","298,393,180,000","298,485,545,000","277,183,588,000","277,878,325,000","277,555,728,000","277,375,479,000","277,122,900,000","282,466,826,000","295,780,877,000","294,907,511,000","597,578,882,000","712,452,453,000","711,224,097,000","710,907,983,000","710,981,599,000","717,304,429,000","125,713,448,000","126,302,804,000","126,066,533,000","130,924,798,000","130,662,253,000","130,110,152,000","129,725,486,000","125,010,665,000","125,122,161,000","125,504,098,000","121,745,072,000","122,419,616,000","121,340,314,000","121,665,730,000","121,971,759,000","122,145,329,000","122,348,243,000","124,884,759,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","146,728,951,000","184,618,405,000","184,629,770,000","183,126,973,000"
				BuildingsAndImprovements,"4,197,459,116,000","4,076,457,298,000","4,073,818,092,000","3,752,342,919,000","3,736,102,663,000","3,695,400,271,000","3,678,754,042,000","1,581,864,615,000","3,300,786,356,000","3,201,437,307,000","3,246,840,095,000","3,144,813,366,000","3,061,570,406,000","2,756,931,139,000","2,796,406,348,000","2,767,482,690,000","2,739,114,786,000","2,701,066,541,000","2,557,444,863,000","2,538,902,017,000","2,518,396,483,000","2,472,541,590,000","748,975,962,000","1,936,556,605,000","1,941,421,214,000","1,015,742,054,000","2,101,650,738,000","1,996,827,097,000","1,989,663,287,000","972,502,728,000","2,012,092,553,000","1,580,273,444,000","1,602,270,526,000","1,579,712,120,000","1,451,407,654,000","1,466,002,330,000","1,425,729,719,000","1,450,640,824,000","1,392,998,829,000","1,389,463,236,000","1,361,399,993,000","1,359,797,499,000","1,366,485,718,000","1,350,845,648,000","1,350,019,806,000","1,328,556,470,000","1,324,404,993,000","1,320,344,692,000","1,361,545,233,000","1,082,845,887,000","1,086,472,804,000","1,102,745,832,000","1,092,737,358,000","1,075,696,384,000","1,074,598,270,000","1,224,911,736,000","1,203,135,727,000","1,196,646,003,000","1,268,537,521,000","1,031,288,379,000","1,029,543,625,000"
				MachineryFurnitureEquipment,"7,900,186,247,000","7,445,710,424,000","7,225,367,520,000","6,729,589,122,000","6,548,015,444,000","6,428,952,255,000","6,168,712,966,000","2,418,928,109,000","5,798,013,053,000","5,206,904,211,000","5,142,769,305,000","4,780,530,164,000","1,764,776,978,000","4,104,127,796,000","4,083,624,731,000","1,348,911,926,000","3,366,264,226,000","3,223,349,243,000","3,216,483,871,000","3,148,283,248,000","3,045,249,673,000","2,983,693,612,000","651,260,944,000","2,717,771,319,000","2,731,035,084,000","1,081,101,890,000","3,031,177,836,000","2,745,019,667,000","1,151,495,137,000","1,172,965,289,000","3,700,459,457,000","3,353,267,749,000","3,448,194,463,000","3,405,410,351,000","3,555,433,083,000","3,489,046,716,000","3,433,077,065,000","3,350,516,128,000","3,514,437,862,000","3,481,720,641,000","3,410,288,212,000","3,368,451,904,000","3,466,433,759,000","3,218,811,017,000","3,281,596,594,000","3,173,580,706,000","3,217,142,488,000","3,244,963,626,000","3,200,718,419,000","2,702,463,371,000","2,512,241,483,000","2,463,023,278,000","2,445,471,688,000","2,599,990,981,000","2,665,916,417,000","3,463,743,972,000","3,569,315,811,000","3,818,933,430,000","3,644,183,026,000","2,677,728,178,000","2,676,949,163,000"
				OtherProperties,"84,912,763,000","83,079,072,000","77,680,091,000","76,350,320,000","76,174,809,000","70,310,663,000","75,440,664,000","55,019,423,000","59,300,706,000","56,058,547,000",,,,,,,,"0","0","0","0","0","160,016,246,000","426,985,696,000","425,326,804,000","275,457,515,000","526,729,902,000","488,865,941,000","478,542,774,000","262,530,560,000","529,383,135,000","389,344,061,000","394,527,883,000","396,675,994,000","479,434,984,000","494,932,873,000","487,505,422,000","504,586,163,000","498,242,894,000","495,876,128,000","487,355,961,000","477,527,116,000","484,799,548,000","463,126,793,000","454,089,975,000","437,145,914,000","437,729,754,000","438,019,613,000","442,454,655,000","0","195,277,740,000","194,108,304,000","194,287,841,000","0","189,847,909,000","195,408,961,000","213,785,353,000","0","234,708,724,000","187,097,563,000","189,579,996,000"
				ConstructionInProgress,"2,268,113,067,000","2,142,547,123,000","1,502,219,735,000","1,439,054,641,000","1,280,635,673,000","1,064,995,651,000","1,018,127,106,000","1,418,625,880,000","1,101,196,254,000","1,339,196,703,000","1,295,536,733,000","1,402,788,990,000","1,397,922,824,000","1,560,763,039,000","924,983,894,000","608,094,902,000","739,593,566,000","515,342,349,000","603,816,125,000","559,884,192,000","440,893,920,000","440,773,356,000","466,973,914,000","474,054,776,000","261,001,066,000","259,081,386,000","149,053,038,000","351,155,857,000","314,364,266,000","205,897,375,000","180,620,479,000","115,379,358,000","72,030,784,000","101,310,274,000","333,380,012,000","376,996,855,000","376,985,010,000","341,089,482,000","113,036,411,000","102,683,982,000","194,198,747,000","153,652,063,000","135,447,063,000","114,527,304,000","215,251,962,000","260,207,169,000","103,567,960,000","67,997,469,000","26,035,190,000","33,113,585,000","29,683,618,000","74,482,209,000","96,806,469,000","129,184,686,000","88,700,090,000","51,842,325,000","73,086,775,000","52,397,369,000","64,790,221,000","1,246,186,284,000","1,173,852,794,000"
