name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
MarketCap,"17,337,721,520","16,483,794,634","17,778,520,133","18,216,906,571","19,726,387,129","15,386,445,913","12,695,791,046","11,464,661,813","14,479,648,741","9,988,757,063","15,432,235,953","14,365,128,578","15,707,009,645","17,513,161,895","16,079,471,433","18,879,108,797","19,633,985,391","18,844,462,672","11,886,083,018","11,854,812,462","10,271,587,379","9,141,138,406","10,305,996,595","14,012,617,606","11,383,806,372","8,249,927,893","8,782,466,356","10,608,875,920","14,528,201,347","17,785,320,564","18,159,962,794","19,669,277,040","19,748,483,628","17,980,669,887","17,837,102,050","19,042,471,589","20,508,104,422","21,228,359,672","16,598,144,395","13,636,590,312","16,008,171,402","18,730,074,259","17,169,234,723","17,658,345,567","22,143,333,338","20,718,614,674","22,970,236,669","20,427,359,312","21,260,219,909","22,045,694,503","25,197,536,000","18,022,734,000","12,423,438,000","8,247,967,439","12,951,622,917","13,676,891,394","23,692,184,900","21,463,906,114","24,064,663,726","30,049,968,082","28,026,369,404"
EnterpriseValue,"17,941,784,661","17,391,314,886","18,191,665,060","17,064,593,238","19,656,244,383","15,509,402,216","13,127,189,127","11,165,715,091","13,041,492,027","8,556,883,067","12,467,081,995","8,384,639,384","7,349,006,883","8,696,077,039","3,021,075,072","6,380,178,211","21,367,564,098","23,388,334,957","16,032,735,558","17,066,717,599","15,488,727,280","15,004,645,918","15,942,673,420","19,954,857,618","16,064,602,080","19,135,687,658","18,394,903,832","20,798,511,888","25,814,256,101","29,321,745,766","30,011,481,036","31,556,166,198","31,748,567,083","31,262,971,882","30,877,372,761","31,843,450,844","35,279,941,147","35,260,746,147","31,965,061,066","30,335,948,135","28,878,517,061","31,756,806,069","30,967,920,999","31,628,577,307","33,711,318,816","44,959,288,440","49,991,034,183","32,231,683,262","45,184,434,461","45,122,982,682","48,919,621,142","42,658,735,255","35,324,323,154","23,477,718,256","43,625,571,085","39,361,914,022","48,844,646,653","32,176,723,403","32,195,384,191","37,969,855,060","35,399,179,854"
PeRatio,"12.427","11.033","11.879","14.662","17.92","20.458","34.316","82.504",,,,,,"54.205","16.241","13.166","15.36","5.925","14.835","5.709",,,,,,,,,"19.368","23.783","31.598","34.437","33.542","30.02","25.376","19.421","26.144","16.924","12.035","16.974","17.036","16.112","11.03","11.083","13.886","13.151","19.401",,"37.225",,,,,,,"39.737","28.825","18.531","20.824","27.196","26.558"
ForwardPeRatio,"14.451","12.642","12.346","19.646","19.342","14.993","12.121","14.749","19.455","12.707","19.724",,,"17.575","15.504","1.784","1.978","8.945","14.389","1.235","1.056","7.593","9.001","10.989","37.313","26.882","10.428","5.504","6.2","7.61","8.969","9.643","2.632","2.453","2.24","2.111","1.43",,"1.149","0.919",,,,,,,,,,,"14.286",,,,,,,,,,
PegRatio,,,,,,,,,,,,,,"1.327","1.169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.387",,,,,,,,,,
PsRatio,"0.725","0.639","0.653","0.696","0.714","0.561","0.43","0.388","0.5","0.342","0.544","0.53","0.557","0.589","0.523","0.55","0.551","0.418","0.272","0.269","0.207","0.185","0.22","0.252","0.207","0.145","0.16","0.191","0.262","0.322","0.322","0.327","0.307","0.292","0.305","0.311","0.349","0.349","0.248","0.173","0.209","0.258","0.218","0.219","0.296","0.28","0.308","0.246","0.283","0.296","0.378","0.269","0.173","0.124","0.175","0.209","0.347","0.298","0.402","0.525","0.513"
PbRatio,"1.964","1.872","1.939","1.835","1.874","1.735","1.393","1.306","1.551","1.061","1.548","1.299","1.17","1.197","0.913","1.147","2.777",,,,,"2.828","3.362","4.239","3.573","1.741","1.018","1.145","1.227","1.507","1.641","1.77","1.625","1.517","1.663","1.715","1.96","2.148","1.528","1.399","1.544","2.046","1.766","1.775","2.264","2.13","2.544","2.37","2.664","2.698","3.139","2.162","1.603","2.052","1.898","1.691","2.602","2.321","2.594","3.132","3.038"
EnterprisesValueRevenueRatio,"0.005","0.018","0.022","0.021","0.027","0.016","0.018","0.014","0.022","0.009","0.017","0.009","0.009","0.008","0.003","0.007","0.025","0.02","0.017","0.014","0.014","0.015","0.013","0.015","0.013","0.015","0.013","0.013","0.019","0.015","0.019","0.019","0.023","0.016","0.02","0.019","0.025","0.02","0.024","0.021","0.023","0.018","0.021","0.02","0.025","0.025","0.028","0.02","0.031","0.023","0.035","0.024","0.026","0.014","0.027","0.021","0.03","0.015","0.016","0.018","0.021"
EnterprisesValueEBITDARatio,"0.055","0.16","0.196","0.225","0.381","0.151","0.173","0.243","0.7","0.11","0.441","0.214","-0.068","0.37","-0.078","0.1","0.418","1.111","0.292","0.075","0.125","0.017","-0.026","0.195","0.311","-0.047","-0.136","0.192","0.673","0.612","0.24","0.297","0.438","0.217","0.318","0.362","0.494","0.27","0.289","0.247","0.696","0.157","0.51","0.297","0.514","0.241","0.266","0.213","0.616","0.296","-34.744","0.221","2.31","1.06","-1.007","0.733","0.682","0.226","0.122","0.246","0.305"
