name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
		OtherNonCurrentAssets,"3,820,000,000","3,585,000,000","3,419,000,000","3,512,000,000","3,505,000,000","3,352,000,000","2,039,000,000","1,853,000,000","1,868,000,000","1,842,000,000","1,865,000,000","2,041,000,000","2,201,000,000","1,981,000,000","2,101,000,000","2,323,000,000","2,176,000,000","3,666,000,000","4,263,000,000","3,965,000,000","3,997,000,000","3,943,000,000","4,018,000,000","4,084,000,000","3,961,000,000","4,644,000,000","4,489,000,000","4,782,000,000","4,598,000,000","3,051,000,000","2,881,000,000","2,975,000,000","4,160,000,000","3,965,000,000","3,805,000,000","2,678,000,000","2,851,000,000","2,832,000,000","2,754,000,000","2,977,000,000","3,835,000,000","3,938,000,000","3,278,000,000","2,918,000,000","2,405,000,000","2,315,000,000","2,767,000,000","2,979,000,000","2,587,000,000","2,497,000,000","2,223,000,000","2,358,000,000","2,146,000,000","2,332,000,000","4,201,000,000","4,101,000,000","4,506,000,000","2,434,000,000","3,841,000,000","3,737,000,000","4,886,000,000","3,515,000,000","3,925,000,000","3,945,000,000","2,970,000,000","3,017,000,000","2,948,000,000","2,964,000,000","3,228,000,000","3,302,000,000","3,749,000,000","4,433,000,000","3,895,000,000","3,924,000,000","4,738,000,000","7,997,000,000","7,702,000,000","8,760,000,000","6,518,000,000","7,381,000,000","5,961,000,000","5,441,000,000","5,853,000,000","6,118,000,000","6,374,000,000","4,932,000,000","6,431,000,000","6,232,000,000","5,265,000,000","3,815,000,000","3,241,000,000","3,404,000,000","2,968,000,000","3,856,000,000","3,469,000,000","3,554,000,000","3,497,000,000","3,425,000,000","2,594,000,000","2,300,000,000","933,000,000","853,000,000","817,000,000","728,000,000","853,000,000","313,000,000","255,200,000","253,800,000","276,600,000","263,200,000","241,300,000","239,900,000","232,400,000"
TotalLiabilitiesNetMinorityInterest,"29,934,000,000","28,396,000,000","29,266,000,000","29,330,000,000","29,535,000,000","29,883,000,000","30,194,000,000","29,924,000,000","29,425,000,000","28,419,000,000","28,037,000,000","27,770,000,000","27,822,000,000","26,917,000,000","26,780,000,000","26,940,000,000","27,048,000,000","28,267,000,000","32,655,000,000","30,395,000,000","30,379,000,000","30,419,000,000","31,340,000,000","31,301,000,000","30,716,000,000","30,679,000,000","30,539,000,000","31,500,000,000","30,962,000,000","31,641,000,000","31,417,000,000","31,925,000,000","33,332,000,000","32,760,000,000","33,284,000,000","33,029,000,000","34,977,000,000","34,316,000,000","33,520,000,000","33,248,000,000","34,960,000,000","35,604,000,000","31,026,000,000","31,798,000,000","29,398,000,000","30,098,000,000","30,997,000,000","30,047,000,000","31,346,000,000","30,655,000,000","30,696,000,000","29,187,000,000","27,141,000,000","31,137,000,000","28,719,000,000","30,017,000,000","28,985,000,000","31,289,000,000","26,914,000,000","26,298,000,000","26,140,000,000","25,027,000,000","26,323,000,000","26,266,000,000","26,160,000,000","26,172,000,000","26,710,000,000","26,722,000,000","26,252,000,000","26,482,000,000","27,300,000,000","26,657,000,000","27,492,000,000","28,454,000,000","28,831,000,000","33,089,000,000","32,207,000,000","33,299,000,000","33,249,000,000","34,212,000,000","34,672,000,000","29,667,000,000","30,143,000,000","28,457,000,000","27,157,000,000","24,840,000,000","24,063,000,000","23,310,000,000","19,331,000,000","17,095,000,000","9,090,000,000","8,400,000,000","7,811,000,000","7,705,000,000","7,474,000,000","7,736,000,000","6,279,000,000","6,353,000,000","4,495,000,000","4,636,000,000","2,726,000,000","2,688,000,000","2,540,000,000","2,151,000,000","2,688,000,000","1,613,000,000","1,521,000,000","1,462,300,000","1,355,000,000","1,329,900,000","1,344,400,000","1,342,200,000","1,361,000,000"
	CurrentLiabilities,"5,753,000,000","4,732,000,000","4,658,000,000","4,337,000,000","5,021,000,000","5,362,000,000","5,777,000,000","5,448,000,000","5,432,000,000","5,096,000,000","4,991,000,000","4,042,000,000","4,357,000,000","4,399,000,000","4,047,000,000","3,994,000,000","4,876,000,000","6,028,000,000","6,736,000,000","6,411,000,000","5,243,000,000","5,272,000,000","5,713,000,000","6,216,000,000","6,572,000,000","6,950,000,000","6,534,000,000","6,563,000,000","6,582,000,000","6,997,000,000","7,073,000,000","6,667,000,000","7,840,000,000","7,653,000,000","8,009,000,000","8,273,000,000","9,286,000,000","8,319,000,000","7,526,000,000","7,039,000,000","7,978,000,000","8,446,000,000","7,241,000,000","7,193,000,000","7,551,000,000","8,065,000,000","7,029,000,000","6,364,000,000","6,894,000,000","6,621,000,000","6,238,000,000","5,397,000,000","4,525,000,000","5,182,000,000","5,415,000,000","5,825,000,000","6,033,000,000","5,482,000,000","5,578,000,000","5,660,000,000","5,022,000,000","5,029,000,000","5,953,000,000","5,187,000,000","5,104,000,000","5,406,000,000","5,304,000,000","5,369,000,000","5,095,000,000","4,822,000,000","5,688,000,000","5,236,000,000","5,949,000,000","6,487,000,000","7,545,000,000","10,343,000,000","9,590,000,000","6,511,000,000","8,259,000,000","7,958,000,000","7,446,000,000","5,041,000,000","5,366,000,000","5,569,000,000","5,326,000,000","4,882,000,000","4,262,000,000","4,226,000,000","2,541,000,000","2,570,000,000","1,878,000,000","1,290,000,000","2,110,000,000","1,976,000,000","1,866,000,000","1,436,000,000","751,000,000","1,204,000,000","829,000,000","1,007,000,000","276,000,000","382,000,000","492,000,000","265,000,000","382,000,000","228,000,000","209,800,000","187,000,000","108,600,000","107,500,000","114,400,000","129,600,000","124,200,000"
		PayablesAndAccruedExpenses,"2,921,000,000","2,721,000,000","2,525,000,000","2,281,000,000","2,518,000,000","2,827,000,000","2,806,000,000","2,881,000,000","2,771,000,000","2,786,000,000","2,654,000,000","2,537,000,000","2,674,000,000","2,732,000,000","2,722,000,000","2,742,000,000","2,788,000,000","2,831,000,000","4,464,000,000","3,802,000,000","4,065,000,000","3,969,000,000","3,820,000,000","3,765,000,000","4,352,000,000","4,408,000,000","4,204,000,000","4,555,000,000","4,742,000,000","4,864,000,000","4,726,000,000","4,572,000,000","4,953,000,000","4,636,000,000","4,668,000,000","5,232,000,000","5,617,000,000","5,465,000,000","5,191,000,000","4,741,000,000","5,561,000,000","5,770,000,000","4,806,000,000","4,630,000,000","4,529,000,000","5,025,000,000","4,898,000,000","4,326,000,000","4,408,000,000","4,505,000,000","4,667,000,000","4,013,000,000","3,582,000,000","3,954,000,000","4,461,000,000","4,628,000,000","4,533,000,000","3,966,000,000","4,331,000,000","3,530,000,000","3,712,000,000","3,576,000,000","3,931,000,000","3,771,000,000","3,644,000,000","3,608,000,000","3,697,000,000","3,453,000,000","3,201,000,000","3,062,000,000","3,615,000,000","3,439,000,000","3,536,000,000","3,641,000,000","3,175,000,000","5,795,000,000","5,575,000,000","3,170,000,000","3,240,000,000","3,623,000,000","3,255,000,000","2,369,000,000","2,900,000,000","2,769,000,000","2,530,000,000","2,417,000,000","2,144,000,000","2,034,000,000","1,439,000,000","1,354,000,000","910,000,000","614,000,000","596,000,000","563,000,000","552,000,000","663,000,000","551,000,000","608,000,000","296,000,000","310,000,000","166,000,000","184,000,000","160,000,000","92,000,000","184,000,000","94,000,000","99,700,000","114,000,000","45,500,000","46,700,000","54,200,000","51,000,000","46,500,000"
			Payables,"1,582,000,000","1,419,000,000","1,252,000,000","1,155,000,000","1,118,000,000","1,413,000,000","1,345,000,000","1,451,000,000","1,356,000,000","1,564,000,000","1,467,000,000","1,446,000,000","1,495,000,000","1,579,000,000","1,299,000,000","1,506,000,000","1,317,000,000","1,371,000,000","2,091,000,000","1,684,000,000","1,657,000,000","1,656,000,000","1,426,000,000","1,434,000,000","1,739,000,000","1,721,000,000","1,729,000,000","1,994,000,000","2,051,000,000","2,278,000,000","2,203,000,000","2,130,000,000","2,632,000,000","2,259,000,000","2,156,000,000","2,622,000,000","2,951,000,000","2,638,000,000","2,327,000,000","2,171,000,000","2,014,000,000","2,020,000,000","1,792,000,000","1,892,000,000","1,873,000,000","2,060,000,000","4,523,000,000","4,067,000,000","4,057,000,000","1,217,000,000","1,223,000,000","1,038,000,000","1,087,000,000","1,042,000,000","1,141,000,000","1,135,000,000","1,169,000,000","1,073,000,000","978,000,000","913,000,000","897,000,000","892,000,000","1,071,000,000","1,116,000,000","1,067,000,000","1,104,000,000","1,063,000,000","1,094,000,000","1,106,000,000","1,143,000,000","1,027,000,000","1,083,000,000","1,127,000,000","1,225,000,000","1,148,000,000","1,180,000,000","1,153,000,000","1,139,000,000","1,085,000,000","1,258,000,000","1,388,000,000","819,000,000","771,000,000","769,000,000","690,000,000","708,000,000","594,000,000","398,000,000","388,000,000","381,000,000","261,000,000","237,000,000","249,000,000","215,000,000","192,000,000","207,000,000","187,000,000","205,000,000","74,000,000","75,000,000","61,000,000","64,000,000","36,000,000","35,000,000","64,000,000","33,000,000","35,400,000","37,600,000","12,600,000","12,300,000","14,200,000","15,300,000","14,700,000"
				AccountsPayable,"1,288,000,000","1,153,000,000","1,015,000,000","948,000,000","832,000,000","1,156,000,000","1,103,000,000","1,207,000,000","1,069,000,000","1,311,000,000","1,237,000,000","1,234,000,000","1,224,000,000","1,329,000,000","1,299,000,000","1,506,000,000","1,317,000,000","1,371,000,000","2,091,000,000","1,684,000,000","1,657,000,000","1,656,000,000","1,426,000,000","1,434,000,000","1,739,000,000","1,721,000,000","1,729,000,000","1,994,000,000","2,051,000,000","2,278,000,000","2,203,000,000","2,130,000,000","2,632,000,000","2,259,000,000","2,156,000,000","2,622,000,000","2,951,000,000","2,638,000,000","2,327,000,000","2,171,000,000","2,014,000,000","2,020,000,000","1,792,000,000","1,892,000,000","1,873,000,000","2,060,000,000","4,523,000,000","4,067,000,000","4,057,000,000","1,217,000,000","1,223,000,000","1,038,000,000","1,087,000,000","1,042,000,000","1,141,000,000","1,135,000,000","1,169,000,000","1,073,000,000","978,000,000","913,000,000","897,000,000","892,000,000","1,071,000,000","1,116,000,000","1,067,000,000","1,104,000,000","1,063,000,000","1,094,000,000","1,106,000,000","1,143,000,000","1,027,000,000","1,083,000,000","1,127,000,000","1,225,000,000","1,148,000,000","1,180,000,000","1,153,000,000","1,139,000,000","1,085,000,000","1,258,000,000","1,388,000,000","819,000,000","771,000,000","769,000,000","690,000,000","708,000,000","594,000,000","398,000,000","388,000,000","381,000,000","261,000,000","237,000,000","249,000,000","215,000,000","192,000,000","207,000,000","187,000,000","205,000,000","74,000,000","75,000,000","61,000,000","64,000,000","36,000,000","35,000,000","64,000,000","33,000,000","35,400,000","37,600,000","12,600,000","12,300,000","14,200,000","15,300,000","14,700,000"
				TotalTaxPayable,"294,000,000","266,000,000","237,000,000","207,000,000","286,000,000","257,000,000","242,000,000","244,000,000","287,000,000","253,000,000","230,000,000","212,000,000","271,000,000","250,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,"0",,,,"0",,"0",,,,,"0","0","0",,,,,"0",,,,,,"0",,,,,,,,,"0",,,,,,,,"0",,,,,,,,,,
			CurrentAccruedExpenses,"1,339,000,000","1,302,000,000","1,273,000,000","1,126,000,000","1,400,000,000","1,414,000,000","1,461,000,000","1,430,000,000","1,415,000,000","1,222,000,000","1,187,000,000","1,091,000,000","1,179,000,000","1,153,000,000","1,423,000,000","1,236,000,000","1,471,000,000","1,460,000,000","2,373,000,000","2,118,000,000","2,408,000,000","2,313,000,000","2,394,000,000","2,331,000,000","2,613,000,000","2,687,000,000","2,475,000,000","2,561,000,000","2,691,000,000","2,586,000,000","2,523,000,000","2,442,000,000","2,321,000,000","2,377,000,000","2,512,000,000","2,610,000,000","2,666,000,000","2,827,000,000","2,864,000,000","2,570,000,000","3,547,000,000","3,750,000,000","3,014,000,000","2,738,000,000","2,656,000,000","2,965,000,000","375,000,000","259,000,000","351,000,000","3,288,000,000","3,444,000,000","2,975,000,000","2,495,000,000","2,912,000,000","3,320,000,000","3,493,000,000","3,364,000,000","2,893,000,000","3,353,000,000","2,617,000,000","2,815,000,000","2,684,000,000","2,860,000,000","2,655,000,000","2,577,000,000","2,504,000,000","2,634,000,000","2,359,000,000","2,095,000,000","1,919,000,000","2,588,000,000","2,356,000,000","2,409,000,000","2,416,000,000","2,027,000,000","4,615,000,000","4,422,000,000","2,031,000,000","2,155,000,000","2,365,000,000","1,867,000,000","1,550,000,000","2,129,000,000","2,000,000,000","1,840,000,000","1,709,000,000","1,550,000,000","1,636,000,000","1,051,000,000","973,000,000","649,000,000","377,000,000","347,000,000","348,000,000","360,000,000","456,000,000","364,000,000","403,000,000","222,000,000","235,000,000","105,000,000","120,000,000","124,000,000","57,000,000","120,000,000","61,000,000","64,300,000","76,400,000","32,900,000","34,400,000","40,000,000","35,700,000","31,800,000"
				InterestPayable,"199,000,000","182,000,000","220,000,000","199,000,000","227,000,000","191,000,000","264,000,000","183,000,000","247,000,000","201,000,000","236,000,000","194,000,000","265,000,000","191,000,000","272,000,000","200,000,000","289,000,000","228,000,000","353,000,000","225,000,000","365,000,000","247,000,000","368,000,000","249,000,000","333,000,000","251,000,000","341,000,000","244,000,000","346,000,000","260,000,000","402,000,000","272,000,000","395,000,000","263,000,000","396,000,000","275,000,000","415,000,000","295,000,000","426,000,000","320,000,000","433,000,000","331,000,000","395,000,000","286,000,000","383,000,000","265,000,000","375,000,000","259,000,000","351,000,000","271,000,000","358,000,000","270,000,000","334,000,000","252,000,000",,,,"255,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,254,000,000","1,367,000,000","1,494,000,000","1,345,000,000","1,505,000,000","1,430,000,000","1,841,000,000","2,041,000,000","2,223,000,000","1,868,000,000","1,882,000,000","1,087,000,000","1,265,000,000","1,659,000,000","1,308,000,000","1,235,000,000","2,025,000,000","2,164,000,000","2,257,000,000","2,572,000,000","1,137,000,000","1,303,000,000","1,091,000,000","1,610,000,000","2,220,000,000","2,529,000,000","2,300,000,000","1,999,000,000","1,831,000,000","2,133,000,000","2,347,000,000","2,095,000,000","2,075,000,000","2,180,000,000","2,503,000,000","3,041,000,000","3,615,000,000","2,854,000,000","2,335,000,000","2,298,000,000","2,215,000,000","2,457,000,000","2,174,000,000","2,331,000,000","2,810,000,000","3,040,000,000","2,055,000,000","1,904,000,000","2,336,000,000","1,973,000,000","1,571,000,000","1,384,000,000","943,000,000","1,228,000,000","954,000,000","1,197,000,000","1,500,000,000","1,365,000,000","1,247,000,000","2,130,000,000","1,310,000,000","1,453,000,000","2,022,000,000","1,416,000,000","1,460,000,000","1,798,000,000","1,607,000,000","1,916,000,000","1,894,000,000","1,760,000,000","2,073,000,000","1,797,000,000","2,413,000,000","2,846,000,000","4,370,000,000","4,548,000,000","4,015,000,000","3,341,000,000","5,019,000,000","4,335,000,000","4,191,000,000","2,672,000,000","2,466,000,000","2,800,000,000","2,796,000,000","2,465,000,000","2,118,000,000","2,192,000,000","1,102,000,000","1,216,000,000","968,000,000","676,000,000","1,514,000,000","1,413,000,000","1,314,000,000","773,000,000","200,000,000","596,000,000","533,000,000","697,000,000","110,000,000","198,000,000","332,000,000","173,000,000","198,000,000","134,000,000","110,100,000","73,000,000","63,100,000","60,800,000","60,200,000","78,600,000","77,600,000"
			CurrentDebt,"2,254,000,000","1,367,000,000","1,494,000,000","1,345,000,000","1,505,000,000","1,430,000,000","1,841,000,000","2,041,000,000","2,223,000,000","1,868,000,000","1,882,000,000","1,087,000,000","1,265,000,000","1,659,000,000","1,308,000,000","1,235,000,000","2,025,000,000","2,164,000,000","2,257,000,000","2,572,000,000","1,137,000,000","1,303,000,000","1,091,000,000","1,610,000,000","2,220,000,000","2,529,000,000","2,300,000,000","1,999,000,000","1,831,000,000","2,133,000,000","2,347,000,000","2,095,000,000","2,075,000,000","2,180,000,000","2,503,000,000","3,041,000,000","3,615,000,000","2,854,000,000","2,335,000,000","2,298,000,000","2,215,000,000","2,457,000,000","2,174,000,000","2,331,000,000","2,810,000,000","3,040,000,000","2,055,000,000","1,904,000,000","2,336,000,000","1,973,000,000","1,571,000,000","1,384,000,000","943,000,000","1,228,000,000","954,000,000","1,197,000,000","1,500,000,000","1,365,000,000","1,247,000,000","2,130,000,000","1,310,000,000","1,453,000,000","2,022,000,000","1,416,000,000","1,460,000,000","1,798,000,000","1,607,000,000","1,916,000,000","1,894,000,000","1,760,000,000","2,073,000,000","1,797,000,000","2,413,000,000","2,846,000,000","4,370,000,000","4,548,000,000","4,015,000,000","3,341,000,000","5,019,000,000","4,335,000,000","4,191,000,000","2,672,000,000","2,466,000,000","2,800,000,000","2,796,000,000","2,465,000,000","2,118,000,000","2,192,000,000","1,102,000,000","1,216,000,000","968,000,000","676,000,000","1,514,000,000","1,413,000,000","1,314,000,000","773,000,000","200,000,000","596,000,000","533,000,000","697,000,000","110,000,000","198,000,000","332,000,000","173,000,000","198,000,000","134,000,000","110,100,000","73,000,000","63,100,000","60,800,000","60,200,000","78,600,000","77,600,000"
				OtherCurrentBorrowings,"2,254,000,000","1,367,000,000","1,494,000,000","1,345,000,000",,,,,"2,223,000,000","1,868,000,000","1,882,000,000","1,087,000,000","1,265,000,000","1,659,000,000","1,308,000,000","1,235,000,000","2,025,000,000","2,164,000,000","2,257,000,000","2,572,000,000","1,137,000,000","1,303,000,000","1,091,000,000","1,610,000,000","2,220,000,000","2,529,000,000","2,300,000,000","1,999,000,000","1,831,000,000","2,133,000,000","2,347,000,000","2,095,000,000","2,075,000,000","2,180,000,000","2,503,000,000","3,041,000,000","3,615,000,000","2,854,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"85,000,000","84,000,000","139,000,000","299,000,000","438,000,000","611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,"85,000,000","84,000,000","139,000,000","299,000,000","438,000,000","611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"578,000,000","559,000,000","555,000,000","572,000,000","699,000,000","667,000,000","519,000,000","526,000,000","438,000,000","442,000,000","455,000,000","418,000,000","418,000,000","8,000,000","17,000,000","17,000,000","63,000,000","1,033,000,000","15,000,000","37,000,000","41,000,000",,"802,000,000","841,000,000",,"13,000,000","30,000,000","9,000,000","9,000,000",,,,"812,000,000","837,000,000","838,000,000",,"54,000,000",,,,"202,000,000","219,000,000","261,000,000","232,000,000","212,000,000",,"76,000,000","134,000,000","150,000,000","143,000,000","0",,,,"954,000,000",,,"151,000,000",,"2,130,000,000",,"1,453,000,000",,,,"1,798,000,000",,"1,916,000,000",,,,,"2,413,000,000","2,846,000,000","4,370,000,000",,,,,"4,335,000,000",,,,,,"2,465,000,000",,,,,,,,,"1,314,000,000",,,,,,,,"332,000,000",,,,,,,,,,"100,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"24,181,000,000","23,664,000,000","24,608,000,000","24,993,000,000","24,514,000,000","24,521,000,000","24,417,000,000","24,476,000,000","23,993,000,000","23,323,000,000","23,046,000,000","23,728,000,000","23,465,000,000","22,518,000,000","22,733,000,000","22,946,000,000","22,172,000,000","22,239,000,000","25,919,000,000","23,984,000,000","25,136,000,000","25,147,000,000","25,627,000,000","25,085,000,000","24,144,000,000","23,729,000,000","24,005,000,000","24,937,000,000","24,380,000,000","24,644,000,000","24,344,000,000","25,258,000,000","25,492,000,000","25,107,000,000","25,275,000,000","24,756,000,000","25,691,000,000","25,997,000,000","25,994,000,000","26,209,000,000","26,982,000,000","27,158,000,000","23,785,000,000","24,605,000,000","21,847,000,000","22,033,000,000","23,968,000,000","23,683,000,000","24,452,000,000","24,034,000,000","24,458,000,000","23,790,000,000","22,616,000,000","25,955,000,000",,,,"25,807,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"17,998,000,000","17,332,000,000","18,517,000,000","18,664,000,000","18,379,000,000","18,451,000,000","19,505,000,000","19,332,000,000","18,867,000,000","18,305,000,000","17,879,000,000","18,668,000,000","18,445,000,000","17,636,000,000","18,088,000,000","18,356,000,000","17,661,000,000","17,801,000,000","19,776,000,000","18,195,000,000","19,197,000,000","19,160,000,000","19,740,000,000","19,170,000,000","18,337,000,000","18,278,000,000","18,398,000,000","18,764,000,000","18,570,000,000","18,725,000,000","18,719,000,000","19,628,000,000","19,410,000,000","18,869,000,000","18,533,000,000","18,029,000,000","18,269,000,000","18,519,000,000","19,225,000,000","19,428,000,000","20,020,000,000","20,116,000,000","18,704,000,000","19,104,000,000","16,642,000,000","16,693,000,000","17,920,000,000","17,768,000,000","18,306,000,000","17,943,000,000","18,089,000,000","17,836,000,000","17,014,000,000","16,863,000,000","17,690,000,000","17,905,000,000","16,945,000,000","16,629,000,000","14,748,000,000","15,009,000,000","15,661,000,000","14,892,000,000","15,387,000,000","16,081,000,000","16,119,000,000","15,908,000,000","16,339,000,000","16,329,000,000","16,451,000,000","16,823,000,000","16,437,000,000","16,540,000,000","16,330,000,000","16,792,000,000","15,325,000,000","15,385,000,000","15,493,000,000","16,706,000,000","18,132,000,000","19,206,000,000","20,619,000,000","19,586,000,000","19,687,000,000","17,898,000,000","18,020,000,000","15,699,000,000","15,975,000,000","15,056,000,000","13,931,000,000","12,136,000,000","6,837,000,000","6,660,000,000","5,286,000,000","5,241,000,000","5,057,000,000","5,854,000,000","4,909,000,000","4,585,000,000","3,387,000,000","3,366,000,000","2,166,000,000","2,008,000,000","1,751,000,000","1,710,000,000","2,008,000,000","1,223,000,000","1,165,300,000","1,135,800,000","1,126,800,000","1,144,100,000","1,166,700,000","1,159,800,000","1,191,300,000"
			LongTermDebt,"17,998,000,000","17,332,000,000","18,517,000,000","18,664,000,000","18,379,000,000","18,451,000,000","19,505,000,000","19,332,000,000","18,867,000,000","18,305,000,000","17,879,000,000","18,668,000,000","18,445,000,000","17,636,000,000","18,088,000,000","18,356,000,000","17,661,000,000","17,801,000,000","19,776,000,000","18,195,000,000","19,197,000,000","19,160,000,000","19,740,000,000","19,170,000,000","18,337,000,000","18,278,000,000","18,398,000,000","18,764,000,000","18,570,000,000","18,725,000,000","18,719,000,000","19,628,000,000","19,410,000,000","18,869,000,000","18,533,000,000","18,029,000,000","18,269,000,000","18,519,000,000","19,225,000,000","19,428,000,000","20,020,000,000","20,116,000,000","18,704,000,000","19,104,000,000","16,642,000,000","16,693,000,000","17,920,000,000","17,768,000,000","18,306,000,000","17,943,000,000","18,089,000,000","17,836,000,000","17,014,000,000","16,863,000,000","17,690,000,000","17,905,000,000","16,945,000,000","16,629,000,000","14,748,000,000","15,009,000,000","15,661,000,000","14,892,000,000","15,387,000,000","16,081,000,000","16,119,000,000","15,908,000,000","16,339,000,000","16,329,000,000","16,451,000,000","16,823,000,000","16,437,000,000","16,540,000,000","16,330,000,000","16,792,000,000","15,325,000,000","15,385,000,000","15,493,000,000","16,706,000,000","18,132,000,000","19,206,000,000","20,619,000,000","19,586,000,000","19,687,000,000","17,898,000,000","18,020,000,000","15,699,000,000","15,975,000,000","15,056,000,000","13,931,000,000","12,136,000,000","6,837,000,000","6,660,000,000","5,286,000,000","5,241,000,000","5,057,000,000","5,854,000,000","4,909,000,000","4,585,000,000","3,387,000,000","3,366,000,000","2,166,000,000","2,008,000,000","1,751,000,000","1,710,000,000","2,008,000,000","1,223,000,000","1,165,300,000","1,135,800,000","1,126,800,000","1,144,100,000","1,166,700,000","1,159,800,000","1,191,300,000"
		NonCurrentDeferredLiabilities,"1,035,000,000","977,000,000","1,144,000,000","1,121,000,000","1,136,000,000","1,100,000,000","926,000,000","1,166,000,000","1,105,000,000","1,213,000,000","1,198,000,000","1,233,000,000","1,302,000,000","1,280,000,000","1,214,000,000","1,165,000,000","1,207,000,000","1,006,000,000","742,000,000","746,000,000","758,000,000","804,000,000","1,042,000,000","1,036,000,000","1,118,000,000","1,090,000,000","1,185,000,000","1,281,000,000","1,223,000,000","1,277,000,000","1,165,000,000","1,114,000,000","1,145,000,000","1,119,000,000","1,116,000,000","1,195,000,000","1,239,000,000","1,238,000,000","1,417,000,000","1,354,000,000","1,445,000,000","1,328,000,000","621,000,000","891,000,000","907,000,000","895,000,000","1,249,000,000","1,208,000,000","1,130,000,000","1,090,000,000","1,316,000,000","1,237,000,000","1,135,000,000","1,132,000,000","1,230,000,000","1,318,000,000","1,106,000,000","1,197,000,000","1,181,000,000","1,185,000,000","1,095,000,000","790,000,000","735,000,000","822,000,000","833,000,000","721,000,000","770,000,000","772,000,000","729,000,000","685,000,000","1,122,000,000","1,062,000,000","1,048,000,000","1,051,000,000","838,000,000","849,000,000","957,000,000","981,000,000","1,650,000,000","1,649,000,000","2,051,000,000","1,904,000,000","2,105,000,000","2,061,000,000","2,044,000,000","1,632,000,000","2,373,000,000","2,619,000,000","1,894,000,000","1,787,000,000","116,000,000","239,000,000","247,000,000","268,000,000","318,000,000","302,000,000","351,000,000","273,000,000","231,000,000","221,000,000","228,000,000","243,000,000","175,000,000","167,000,000","243,000,000","149,000,000","138,700,000","134,600,000","114,600,000","73,300,000","59,700,000","48,900,000","41,300,000"
