Date,High,Low,Open,Close,Volume,Adj Close
2021-03-05,100.25,97.0,99.25,99.5999984741211,2006700.0,91.39338684082031
2021-03-08,101.0,99.5,99.5,100.25,159500.0,91.98983001708984
2021-03-09,103.5,100.4000015258789,100.4000015258789,103.22000122070312,30200.0,94.71511840820312
2021-03-10,105.5,101.0,104.01000213623047,104.34600067138672,64000.0,95.74833679199219
2021-03-11,105.25,104.25,104.25,105.25,155900.0,96.57784271240234
2021-03-12,105.25,105.25,105.25,105.25,0.0,96.57784271240234
2021-03-15,107.86000061035156,106.44000244140625,107.86000061035156,106.802001953125,94200.0,98.00196838378906
2021-03-16,106.49600219726562,96.01000213623047,99.01000213623047,105.52999877929688,148500.0,96.83477783203125
2021-03-17,104.33000183105469,101.0,101.33000183105469,102.20999908447266,635200.0,93.788330078125
2021-03-18,101.8499984741211,100.69499969482422,101.83000183105469,100.69499969482422,227200.0,92.3981704711914
2021-03-19,101.55000305175781,99.62999725341797,99.98999786376953,101.29000091552734,64200.0,92.94412994384766
2021-03-22,103.08999633789062,100.30000305175781,103.08999633789062,100.30000305175781,176000.0,92.03572082519531
2021-03-23,100.79000091552734,98.87000274658203,100.79000091552734,100.19000244140625,20200.0,91.93478393554688
2021-03-24,101.33999633789062,99.51000213623047,100.19000244140625,99.51000213623047,136400.0,91.31080627441406
2021-03-25,100.83999633789062,97.91999816894531,99.36000061035156,100.68000030517578,13900.0,92.38439178466797
2021-03-26,101.36000061035156,100.33999633789062,100.38999938964844,101.36000061035156,58900.0,93.00836944580078
2021-03-29,101.83000183105469,100.0,101.83000183105469,101.0,37000.0,92.67802429199219
2021-03-30,105.0,100.98999786376953,104.19999694824219,103.30000305175781,39800.0,94.78852081298828
2021-03-31,103.77999877929688,102.86000061035156,102.86000061035156,103.30000305175781,388500.0,94.78852081298828
2021-04-01,105.0,102.62000274658203,102.62000274658203,104.80000305175781,87600.0,96.16493225097656
2021-04-05,105.29000091552734,104.31700134277344,105.29000091552734,104.5,384700.0,95.8896484375
2021-04-06,106.08999633789062,104.30000305175781,105.08999633789062,106.08999633789062,98500.0,97.34864044189453
2021-04-07,105.73999786376953,103.52999877929688,105.41999816894531,103.68000030517578,111200.0,95.13721466064453
2021-04-08,105.697998046875,105.19999694824219,105.19999694824219,105.41000366210938,4300.0,96.72467803955078
2021-04-09,105.5199966430664,104.38999938964844,104.98999786376953,105.5199966430664,700.0,96.82559204101562
2021-04-12,106.22000122070312,105.5,106.22000122070312,105.5,26400.0,96.8072509765625
2021-04-13,107.1500015258789,105.2229995727539,106.06999969482422,107.1500015258789,140600.0,98.3213119506836
2021-04-14,108.04000091552734,107.36000061035156,107.87000274658203,107.5199966430664,30500.0,98.66080474853516
2021-04-15,108.7699966430664,107.86000061035156,108.33000183105469,108.02999877929688,69100.0,99.12879180908203
2021-04-16,109.16000366210938,108.20999908447266,108.8499984741211,108.30999755859375,19400.0,99.3857192993164
2021-04-19,108.44000244140625,106.9000015258789,108.37000274658203,107.83000183105469,171100.0,98.94527435302734
2021-04-20,108.54000091552734,107.19000244140625,107.6500015258789,107.58000183105469,186300.0,98.71587371826172
2021-04-21,108.0199966430664,107.4000015258789,107.4000015258789,108.0,2400.0,99.10125732421875
2021-04-22,111.76000213623047,107.94000244140625,108.30999755859375,107.97000122070312,215000.0,99.07373809814453
2021-04-23,108.9000015258789,108.12000274658203,108.9000015258789,108.43000030517578,60300.0,99.49583435058594
2021-04-26,108.91999816894531,107.33000183105469,108.91999816894531,108.01000213623047,34200.0,99.11044311523438
2021-04-27,109.5999984741211,106.91999816894531,107.41000366210938,106.91999816894531,4400.0,98.11024475097656
2021-04-28,107.87000274658203,107.01000213623047,107.08999633789062,107.5999984741211,153700.0,98.73421478271484
2021-04-29,108.47000122070312,107.72000122070312,108.3499984741211,108.02999877929688,81400.0,99.12879180908203
2021-04-30,109.1449966430664,107.77999877929688,107.94999694824219,108.98999786376953,1144800.0,100.00968170166016
2021-05-03,109.06999969482422,106.9000015258789,109.06999969482422,107.0999984741211,95900.0,98.27542114257812
2021-05-04,107.08999633789062,105.38999938964844,107.08999633789062,106.11000061035156,22200.0,97.36698150634766
2021-05-05,106.27999877929688,105.04000091552734,106.27999877929688,105.11000061035156,22300.0,96.44937896728516
2021-05-06,105.11000061035156,100.01000213623047,103.56999969482422,102.91000366210938,148100.0,94.4306640625
2021-05-07,105.43000030517578,101.55999755859375,104.05999755859375,104.86000061035156,90500.0,96.2199935913086
2021-05-10,106.30999755859375,104.0999984741211,104.48999786376953,104.87999725341797,12700.0,96.23833465576172
2021-05-11,104.87999725341797,102.12999725341797,104.20999908447266,103.91000366210938,39100.0,95.34825897216797
2021-05-12,104.55000305175781,101.45999908447266,103.97000122070312,102.25,14500.0,93.82503509521484
2021-05-13,102.2300033569336,99.54000091552734,102.2300033569336,100.87000274658203,17800.0,93.67829895019531
2021-05-14,104.44000244140625,101.97000122070312,101.97000122070312,104.44000244140625,12200.0,96.99378204345703
2021-05-17,105.06999969482422,102.72000122070312,104.0,103.51000213623047,136300.0,96.13007354736328
2021-05-18,103.77999877929688,102.87999725341797,103.08000183105469,103.3499984741211,10900.0,95.98147583007812
2021-05-19,103.70999908447266,101.91999816894531,102.75,103.5,22400.0,96.12078857421875
2021-05-20,108.01000213623047,103.69000244140625,108.01000213623047,105.30999755859375,18400.0,97.80174255371094
2021-05-21,106.5199966430664,104.97000122070312,105.47000122070312,105.68000030517578,9000.0,98.14537048339844
2021-05-24,106.87999725341797,105.02999877929688,105.02999877929688,106.63999938964844,4600.0,99.03691864013672
2021-05-25,106.25,104.06500244140625,106.25,104.06500244140625,16300.0,96.64550018310547
2021-05-26,104.41999816894531,103.08000183105469,104.11000061035156,104.41999816894531,88300.0,96.9751968383789
2021-05-27,104.88999938964844,104.0,104.31999969482422,104.23999786376953,42800.0,96.80802917480469
2021-05-28,104.68000030517578,103.47599792480469,103.47599792480469,104.30000305175781,15800.0,96.86376190185547
2021-06-01,105.1500015258789,103.94000244140625,104.33999633789062,105.1500015258789,4400.0,97.65315246582031
2021-06-02,105.54000091552734,104.00499725341797,104.55599975585938,104.31999969482422,39000.0,96.88232421875
2021-06-03,105.33999633789062,102.36000061035156,103.5999984741211,104.19000244140625,56600.0,96.7615966796875
2021-06-04,105.83000183105469,102.2699966430664,103.73999786376953,103.29000091552734,17400.0,95.92576599121094
2021-06-07,105.36000061035156,103.50499725341797,103.7699966430664,103.81999969482422,4400.0,96.41797637939453
2021-06-08,104.81999969482422,103.43000030517578,104.7699966430664,104.81999969482422,2600.0,97.34667205810547
2021-06-09,105.58000183105469,103.94000244140625,105.58000183105469,104.47000122070312,4600.0,97.02163696289062
2021-06-10,105.4800033569336,104.41999816894531,105.27999877929688,105.4800033569336,31200.0,97.95963287353516
2021-06-11,106.4800033569336,104.69000244140625,106.2699966430664,106.4800033569336,32900.0,98.8883285522461
2021-06-14,107.1500015258789,105.47000122070312,107.1500015258789,106.43000030517578,7000.0,98.84188842773438
2021-06-15,107.55000305175781,105.86000061035156,105.86000061035156,107.51000213623047,121100.0,99.84489440917969
2021-06-16,107.5999984741211,105.4800033569336,107.5999984741211,105.55999755859375,38200.0,98.03392028808594
2021-06-17,107.8499984741211,106.32499694824219,107.8499984741211,106.86000061035156,85800.0,99.24124145507812
2021-06-18,107.44999694824219,104.47000122070312,107.44999694824219,104.47000122070312,5000.0,97.02163696289062
2021-06-21,107.20999908447266,103.1500015258789,103.1500015258789,107.20999908447266,251700.0,99.56629180908203
2021-06-22,106.5999984741211,105.94999694824219,106.12999725341797,106.12999725341797,5100.0,98.56327819824219
2021-06-23,106.72000122070312,106.0,106.72000122070312,106.44999694824219,3700.0,98.86046600341797
2021-06-24,107.18000030517578,105.9000015258789,107.18000030517578,106.29000091552734,65600.0,98.71187591552734
2021-06-25,107.98500061035156,106.55000305175781,106.9800033569336,107.36000061035156,41800.0,99.70558166503906
2021-06-28,109.43000030517578,107.36000061035156,107.72000122070312,109.43000030517578,64300.0,101.62800598144531
2021-06-29,109.3949966430664,107.33999633789062,109.05999755859375,108.47000122070312,119300.0,100.7364501953125
2021-06-30,107.88999938964844,105.94999694824219,107.88999938964844,107.56999969482422,210100.0,99.9006118774414
2021-07-01,107.73999786376953,106.88999938964844,107.73999786376953,107.33000183105469,16000.0,99.67771911621094
2021-07-02,107.97000122070312,106.6500015258789,107.97000122070312,106.73999786376953,16500.0,99.12979125976562
2021-07-06,106.3499984741211,105.66000366210938,106.3499984741211,106.29000091552734,5000.0,98.71187591552734
2021-07-07,106.55000305175781,105.91000366210938,105.91000366210938,106.26000213623047,45200.0,98.68401336669922
2021-07-08,106.29000091552734,105.06999969482422,105.5,105.06999969482422,3500.0,97.578857421875
2021-07-09,105.06999969482422,105.06999969482422,105.06999969482422,105.06999969482422,0.0,97.578857421875
2021-07-12,107.37999725341797,105.02999877929688,107.37999725341797,106.01000213623047,6700.0,98.45183563232422
2021-07-13,105.62000274658203,102.83000183105469,105.62000274658203,103.80999755859375,74000.0,96.40868377685547
2021-07-14,104.47000122070312,103.37999725341797,104.47000122070312,103.7300033569336,3300.0,96.33439636230469
2021-07-15,104.18000030517578,102.36000061035156,104.18000030517578,102.56999969482422,3700.0,95.25709533691406
2021-07-16,102.2699966430664,101.19000244140625,102.26000213623047,102.2300033569336,32200.0,94.94134521484375
2021-07-19,102.1500015258789,99.0999984741211,102.1500015258789,100.01000213623047,19300.0,92.87962341308594
2021-07-20,101.55000305175781,99.2699966430664,99.2699966430664,101.1500015258789,102300.0,93.9383316040039
2021-07-21,102.48999786376953,101.25,101.80000305175781,102.12999725341797,8200.0,94.84846496582031
2021-07-22,101.9000015258789,100.5,101.66999816894531,101.30999755859375,17400.0,94.0869369506836
2021-07-23,101.04000091552734,100.3499984741211,100.4800033569336,101.01000213623047,11200.0,93.80831909179688
2021-07-26,101.6500015258789,100.95999908447266,101.5,101.58999633789062,13600.0,94.34696960449219
