retrieved_at,tweet_id,tweet_created_at,tweet_year,query,sensitive,lang,source,username,user_id,text,in_reply_to_id,in_reply_to_name,rt_count,reply_count,like_count,quote_count,has_media,if_video_duration,if_video_views,media_url,tweet_url,ent_hashtags,ent_mentions,ent_anotation_types,ent_anotation_elements,place_id,place_name,coordinates
2022-08-16 11:25:32.676950,1208531927285690368,2019-12-21T23:37:19.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter for iPhone,Blevins2020,1179360787401306112,The problem with using batteries to store electricity is obvious. Every time they are recharged their capacity drops. #lithiumbattery #ElectricVehicles #electricity #HydrogenNow https://t.co/cTGUUnATKL,false,false,9,5,44,0,['photo'],0,0,['https://pbs.twimg.com/media/EMWRYT9UcAAO189.jpg'],https://twitter.com/Blevins2020/status/1208531927285690368,lithiumbattery;ElectricVehicles;electricity;HydrogenNow,false,false,false,false,false,false
2022-08-16 11:25:32.676950,1208273870349750272,2019-12-21T06:31:53.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter Web App,The_Japan_News,147463326,"#Nobel laureate Akira Yoshino sees his batteries as a key part to creating a sustainable society. 
https://t.co/jkmNgvKam1
#NobelPrize #lithiumbattery #sustainability #Chemistry",false,false,1,0,3,0,['false'],0,0,['false'],https://twitter.com/The_Japan_News/status/1208273870349750272,Nobel;NobelPrize;lithiumbattery;sustainability;Chemistry,false,Person,laureate Akira Yoshino,false,false,false
2022-08-16 11:25:32.676950,1204299746283622401,2019-12-10T07:20:08.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter Web App,The_Japan_News,147463326,"Nobel Prize winner Akira Yoshino meets students at a Stockholm school ahead of the awards ceremony.
#NobelPrize #Nobel #YoshinoAkira #schoolstudents #Stockholm #Nobelawardsceremony #lithiumbattery #AsahiKasei @NobelPrize
https://t.co/WYlU7BRdt0? https://t.co/6NiT5HCfZw",false,false,4,3,13,0,['photo'],0,0,['https://pbs.twimg.com/media/ELaIOnDUYAAs27j.jpg'],https://twitter.com/The_Japan_News/status/1204299746283622401,NobelPrize;Nobel;YoshinoAkira;schoolstudents;Stockholm;Nobelawardsceremony;lithiumbattery;AsahiKasei,NobelPrize,Person;Place,Akira Yoshino;Stockholm,false,false,false
2022-08-16 11:25:32.676950,1183909359518208002,2019-10-15T00:56:01.000Z,2019,(#lithiumbattery) lang:en,False,en,Buffer,PNNLab,1410905906,"""My hope is that our findings will spur the community to look at this problem in new ways.” - Chongmin Wang 
.
#batteryresearch #science #lithiumbattery @EMSLscience @energyPNNL 

https://t.co/g9p5A90AxA https://t.co/0bmYFHlZaR",false,false,1,0,4,0,['photo'],0,0,['https://pbs.twimg.com/media/EG4XSZ7WwAAAlme.jpg'],https://twitter.com/PNNLab/status/1183909359518208002,batteryresearch;science;lithiumbattery,EMSLscience;energyPNNL,Person,Chongmin Wang,false,false,false
2022-08-16 11:25:32.676950,1181893116963381248,2019-10-09T11:24:12.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter for iPhone,sanket,52810218,"#NobelPrize #NobelPrize2019 for #lithiumbattery. But here’s the human cost. The disturbing reality as everything goes electric. 

https://t.co/R56v1wVOKz",false,false,1,0,4,0,['false'],0,0,['false'],https://twitter.com/sanket/status/1181893116963381248,NobelPrize;NobelPrize2019;lithiumbattery,false,false,false,false,false,false
2022-08-16 11:25:32.676950,1181882348482236416,2019-10-09T10:41:24.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter Web App,imb_cnm,1047485143349440515,"Have you ever heard about lithium-ion batteries? Of course, the only possible answer is YES. Ubiquitous in our daily life, today their develpment has been recognized with the #NobelPrize2019 in #Chemistry. Congratulations and many thanks to the new laureates! 
#lithiumbattery https://t.co/XdwQOBLBp2",false,false,1,0,4,0,['false'],0,0,['false'],https://twitter.com/imb_cnm/status/1181882348482236416,NobelPrize2019;Chemistry;lithiumbattery,false,false,false,false,false,false
2022-08-16 11:25:32.676950,1181878558991499264,2019-10-09T10:26:21.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter for iPhone,NatureNano,209716736,"It’s #NationalNanoDay but it’s also #NobelPrize in chemistry assigned for work on #lithiumbattery work. Thus: Ultrathin, flexible, solid polymer composite electrolyte enabled with aligned nanoporous host for lithium batteries | Nature Nanotechnology https://t.co/w3m0DLxjpu",false,false,14,1,21,1,['false'],0,0,['false'],https://twitter.com/NatureNano/status/1181878558991499264,NationalNanoDay;NobelPrize;lithiumbattery,false,Organization,Nature Nanotechnology,false,false,false
2022-08-16 11:25:32.676950,1153792346162548736,2019-07-23T22:21:46.000Z,2019,(#lithiumbattery) lang:en,False,en,TweetDeck,worldnewsdotcom,143142203,"Defective #LithiumBattery blamed for #Russian #submarine #fire that killed 14

#AS31 #Losharik #Ukraine #BarentsSea #GRU

https://t.co/V8mb3d5rIL https://t.co/nVET0HbJpQ",false,false,1,0,0,2,['photo'],0,0,['https://pbs.twimg.com/media/EAMYBOBUEAE8fU-.jpg'],https://twitter.com/worldnewsdotcom/status/1153792346162548736,LithiumBattery;Russian;submarine;fire;AS31;Losharik;Ukraine;BarentsSea;GRU,false,false,false,false,false,false
2022-08-16 11:25:32.676950,1115183880129134593,2019-04-08T09:25:30.000Z,2019,(#lithiumbattery) lang:en,False,en,Twitter Web Client,CORDIS_EU,106364904,"Despite growing #ElectricVehicles industry, there are still technical gaps to be addressed 🚗 

This #EUfunded project is introducing innovative battery management technology for cheaper and better-performing electric cars 🔋

#EVs #LithiumBattery
➡️ https://t.co/mi00Vnoila https://t.co/mjR53Lpujg",false,false,1,0,4,0,['photo'],0,0,['https://pbs.twimg.com/media/D3ntzvJX4AEvpAf.jpg'],https://twitter.com/CORDIS_EU/status/1115183880129134593,ElectricVehicles;EUfunded;EVs;LithiumBattery,false,false,false,false,false,false
2022-08-16 11:25:32.676950,1113568136362635265,2019-04-03T22:25:07.000Z,2019,(#lithiumbattery) lang:en,False,en,Postcron App,cioreview,2304590436,Soteria Battery Innovation Group offers a lithium-ion battery architecture with unmatched safety performance https://t.co/X83B56LrUc #StartUp #lithiumbattery https://t.co/Obsx4xWHxc,false,false,0,0,0,0,['photo'],0,0,['https://pbs.twimg.com/media/D3QwUZoW0AMcHz8.jpg'],https://twitter.com/cioreview/status/1113568136362635265,StartUp;lithiumbattery,false,Organization,Soteria Battery Innovation Group,false,false,false
2022-08-16 11:25:32.676950,1044915799411118081,2018-09-26T11:45:14.000Z,2018,(#lithiumbattery) lang:en,False,en,Hootsuite,PhysicsWorld,28543386,"""this is a very good strategy for getting a long-cycling battery,” Liqiang Mai @WuHanUniv  on his latest #lithiumbattery research https://t.co/4YzmzrJoZl https://t.co/DqSVQC6toV",false,false,13,0,23,1,['photo'],0,0,['https://pbs.twimg.com/media/DoBJYbIXUAEzb1I.jpg'],https://twitter.com/PhysicsWorld/status/1044915799411118081,lithiumbattery,WuHanUniv,Person,Liqiang Mai,false,false,false
2022-08-16 11:25:32.676950,1025070326475120642,2018-08-02T17:26:25.000Z,2018,(#lithiumbattery) lang:en,False,en,Twitter Web Client,ErnestScheyder,201753473,".@FMCCorp says #lithium prices rising on strong #ElectricVehicle demand https://t.co/0Taz3GqX2s

#lithiumbattery #Battery $FMC #ipo #mining #tesla #electric #EV",201753473,false,0,0,1,0,['false'],0,0,['false'],https://twitter.com/ErnestScheyder/status/1025070326475120642,lithium;ElectricVehicle;lithiumbattery;Battery;ipo;mining;tesla;electric;EV,FMCCorp,false,false,false,false,false
2022-08-16 11:25:32.676950,1025006178047287298,2018-08-02T13:11:31.000Z,2018,(#lithiumbattery) lang:en,False,en,Twitter Web Client,ErnestScheyder,201753473,"FMC Corp CEO Pierre Brondeau says #lithium division 'continues to perform strongly,' still expects to spin it off in an IPO this fall

$FMC #mining #electricvehicle #lithiumbattery",false,false,0,2,1,0,['false'],0,0,['false'],https://twitter.com/ErnestScheyder/status/1025006178047287298,lithium;mining;electricvehicle;lithiumbattery,false,Organization;Person,FMC Corp;Pierre Brondeau,false,false,false
2022-08-16 11:25:32.676950,1024834619491971072,2018-08-02T01:49:48.000Z,2018,(#lithiumbattery) lang:en,False,en,Twitter for iPhone,ErnestScheyder,201753473,"FMC's quarterly profit beats expectations as #lithium sales jump

#EV $FMC #ElectricVehicles #lithiumbattery #ipo  https://t.co/ve2yOylbxU",false,false,2,1,1,0,['false'],0,0,['false'],https://twitter.com/ErnestScheyder/status/1024834619491971072,lithium;EV;ElectricVehicles;lithiumbattery;ipo,false,Organization,FMC,false,false,false
2022-08-16 11:25:32.676950,1024801546138087424,2018-08-01T23:38:23.000Z,2018,(#lithiumbattery) lang:en,False,en,Twitter Web Client,BYDCompany,284845901,"ICYMI: “Electrified transportation is more reliable, it’s more sustainable, it’s adaptable!” – Micheal Austin

Full Interview: https://t.co/XMPrSDiO8B (via @business) 

#Lithium #LithiumBattery #ElectricVehicles #EV #CleanTech #CleanEnergy #GreenEnergy #BYD #DistruptiveTechnology https://t.co/9P98x47mfA",false,false,22,0,29,2,['photo'],0,0,['https://pbs.twimg.com/media/DjjSmQhVsAIJkYt.jpg'],https://twitter.com/BYDCompany/status/1024801546138087424,Lithium;LithiumBattery;ElectricVehicles;EV;CleanTech;CleanEnergy;GreenEnergy;BYD;DistruptiveTechnology,business,Person,Micheal Austin,false,false,false
2022-08-16 11:25:32.676950,1003614984490897408,2018-06-04T12:30:33.000Z,2018,(#lithiumbattery) lang:en,False,en,Facebook,NatalieTysdal,15943938,Toy battery explodes in boy's bedroom!  Yikes.  #lithiumbattery #toydangers #parenting https://t.co/vcMq9ZSSwQ,false,false,1,0,0,0,['false'],0,0,['false'],https://twitter.com/NatalieTysdal/status/1003614984490897408,lithiumbattery;toydangers;parenting,false,false,false,false,false,false
