,Date,High,Low,Open,Close,Volume,Adj Close,Close_Stationary
0,2015-01-02,1.850000023841858,1.7699999809265137,1.8200000524520876,1.7699999809265137,34700,1.7699999809265137,
1,2015-01-05,1.850000023841858,1.7200000286102295,1.7300000190734863,1.7999999523162842,41000,1.7999999523162842,0.029999971389770508
2,2015-01-06,1.840000033378601,1.7400000095367432,1.840000033378601,1.75,31300,1.75,-0.04999995231628418
3,2015-01-07,1.830000042915344,1.7200000286102295,1.7200000286102295,1.7899999618530271,38500,1.7899999618530271,0.03999996185302712
4,2015-01-08,2.0299999713897705,1.7799999713897705,1.7899999618530271,1.9600000381469729,73500,1.9600000381469729,0.17000007629394576
5,2015-01-09,1.9800000190734863,1.919999957084656,1.9800000190734863,1.950000047683716,12100,1.950000047683716,-0.009999990463256836
6,2015-01-12,2.0299999713897705,1.950000047683716,1.950000047683716,2.0,41600,2.0,0.04999995231628396
7,2015-01-13,2.0,1.8600000143051147,2.0,1.8600000143051147,57400,1.8600000143051147,-0.13999998569488525
8,2015-01-14,1.8899999856948853,1.7899999618530271,1.8899999856948853,1.840000033378601,17500,1.840000033378601,-0.019999980926513672
9,2015-01-15,1.8799999952316284,1.7999999523162842,1.8799999952316284,1.809999942779541,7400,1.809999942779541,-0.03000009059906006
10,2015-01-16,1.830000042915344,1.7799999713897705,1.830000042915344,1.7899999618530271,10300,1.7899999618530271,-0.019999980926513894
11,2015-01-20,1.840000033378601,1.7999999523162842,1.830000042915344,1.830000042915344,10000,1.830000042915344,0.040000081062316895
12,2015-01-21,1.840000033378601,1.7699999809265137,1.840000033378601,1.7699999809265137,13000,1.7699999809265137,-0.060000061988830344
13,2015-01-22,1.830000042915344,1.7699999809265137,1.830000042915344,1.7899999618530271,14400,1.7899999618530271,0.01999998092651345
14,2015-01-23,1.809999942779541,1.7699999809265137,1.7899999618530271,1.7799999713897705,9200,1.7799999713897705,-0.009999990463256614
15,2015-01-26,1.840000033378601,1.7699999809265137,1.7999999523162842,1.809999942779541,11000,1.809999942779541,0.029999971389770508
16,2015-01-27,1.840000033378601,1.75,1.7799999713897705,1.7799999713897705,25400,1.7799999713897705,-0.029999971389770508
17,2015-01-28,1.8799999952316284,1.7799999713897705,1.7799999713897705,1.870000004768372,24800,1.870000004768372,0.09000003337860152
18,2015-01-29,2.0,1.850000023841858,1.899999976158142,1.9700000286102293,38900,1.9700000286102293,0.10000002384185724
19,2015-01-30,1.9700000286102293,1.950000047683716,1.950000047683716,1.950000047683716,32000,1.950000047683716,-0.019999980926513228
20,2015-02-02,2.0,1.9299999475479128,1.9299999475479128,1.9800000190734863,38000,1.9800000190734863,0.029999971389770286
21,2015-02-03,2.359999895095825,1.9900000095367432,1.9900000095367432,2.109999895095825,160000,2.109999895095825,0.12999987602233887
22,2015-02-04,2.359999895095825,2.119999885559082,2.119999885559082,2.259999990463257,49900,2.259999990463257,0.15000009536743164
23,2015-02-05,2.3399999141693115,2.200000047683716,2.3299999237060547,2.2300000190734863,43800,2.2300000190734863,-0.029999971389770508
24,2015-02-06,2.4200000762939453,2.259999990463257,2.259999990463257,2.3399999141693115,51000,2.3399999141693115,0.1099998950958252
25,2015-02-09,2.700000047683716,2.309999942779541,2.369999885559082,2.549999952316284,151600,2.549999952316284,0.21000003814697266
26,2015-02-10,2.880000114440918,2.539999961853028,2.6600000858306885,2.8299999237060547,181700,2.8299999237060547,0.2799999713897705
27,2015-02-11,2.990000009536743,2.799999952316284,2.8499999046325684,2.8299999237060547,58800,2.8299999237060547,0.0
28,2015-02-12,2.9800000190734863,2.759999990463257,2.869999885559082,2.7699999809265137,49300,2.7699999809265137,-0.059999942779541016
29,2015-02-13,2.869999885559082,2.7699999809265137,2.7799999713897705,2.799999952316284,27300,2.799999952316284,0.029999971389770508
30,2015-02-17,2.799999952316284,2.5899999141693115,2.759999990463257,2.619999885559082,56900,2.619999885559082,-0.18000006675720215
31,2015-02-18,2.690000057220459,2.5799999237060547,2.5899999141693115,2.609999895095825,13400,2.609999895095825,-0.009999990463256836
32,2015-02-19,2.640000104904175,2.549999952316284,2.5799999237060547,2.549999952316284,8900,2.549999952316284,-0.059999942779541016
33,2015-02-20,2.5299999713897705,2.319999933242798,2.509999990463257,2.400000095367432,46000,2.400000095367432,-0.1499998569488521
34,2015-02-23,2.440000057220459,2.390000104904175,2.4100000858306885,2.430000066757202,46600,2.430000066757202,0.029999971389770064
35,2015-02-24,2.4600000381469727,2.400000095367432,2.4100000858306885,2.4600000381469727,16600,2.4600000381469727,0.029999971389770508
36,2015-02-25,2.539999961853028,2.4800000190734863,2.4800000190734863,2.539999961853028,12300,2.539999961853028,0.07999992370605513
37,2015-02-26,2.740000009536743,2.5299999713897705,2.549999952316284,2.7100000381469727,55900,2.7100000381469727,0.17000007629394487
38,2015-02-27,2.789999961853028,2.5799999237060547,2.640000104904175,2.7300000190734863,38400,2.7300000190734863,0.019999980926513672
39,2015-03-02,2.7300000190734863,2.559999942779541,2.7300000190734863,2.559999942779541,5000,2.559999942779541,-0.1700000762939453
