,Date,High,Low,Open,Close_CNY,Volume,Adj Close,Close,Close_Stationary
0,2015-01-05,8.367925643920898,7.911924839019775,8.024444580078125,8.283042907714844,5808392.0,8.148592948913574,1.2283752632141112,
1,2015-01-06,8.517952919006348,8.172496795654297,8.174470901489258,8.448862075805664,5303983.0,8.31171989440918,1.25296624584198,0.02459098262786874
2,2015-01-07,8.58309555053711,8.350159645080566,8.389640808105469,8.444913864135742,3013419.0,8.307836532592773,1.2523807260513304,-0.0005855197906494691
3,2015-01-08,8.470576286315918,8.31067943572998,8.470576286315918,8.375823020935059,2461731.0,8.239866256713867,1.242134554004669,-0.01024617204666134
4,2015-01-09,8.608757972717285,8.360030174255371,8.360030174255371,8.419251441955566,5180708.0,8.28258991241455,1.2485749888420103,0.006440434837341247
5,2015-01-12,9.262163162231444,8.31067943572998,8.36989974975586,8.962109565734863,10739874.0,8.81663703918457,1.3290808485984802,0.08050585975646984
6,2015-01-13,9.74777603149414,9.137799263000488,9.149643898010254,9.741853713989258,16479697.0,9.583723068237305,1.4447169057846068,0.11563605718612657
7,2015-01-14,10.124815940856934,9.475358963012695,9.477333068847656,9.526683807373049,14279789.0,9.372045516967772,1.412807208633423,-0.03190969715118386
8,2015-01-15,9.81094455718994,9.398371696472168,9.510891914367676,9.463515281677246,6404142.0,9.309903144836426,1.4034393162727354,-0.009367892360687469
9,2015-01-16,9.495099067687988,9.198993682861328,9.461541175842283,9.44969654083252,5802004.0,9.296309471130373,1.4013899970054626,-0.002049319267272809
10,2015-01-19,9.74580192565918,9.09239673614502,9.23847484588623,9.291773796081545,6369659.0,9.140949249267578,1.377970053958893,-0.02341994304656958
11,2015-01-20,9.570113182067873,9.240448951721191,9.291773796081545,9.459567070007324,6144921.0,9.30601978302002,1.402853796482086,0.02488374252319292
12,2015-01-21,9.656970024108888,9.376656532287598,9.475358963012695,9.578008651733398,7026553.0,9.42253875732422,1.4204186830520629,0.0175648865699769
13,2015-01-22,9.73790454864502,9.510891914367676,9.643152236938477,9.692502975463867,8003619.0,9.535174369812012,1.4373981912612914,0.016979508209228555
14,2015-01-23,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
15,2015-01-26,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
16,2015-01-27,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
17,2015-01-28,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
18,2015-01-29,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
19,2015-01-30,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
20,2015-02-02,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
21,2015-02-03,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
22,2015-02-04,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
23,2015-02-05,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
24,2015-02-06,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
25,2015-02-09,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
26,2015-02-10,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
27,2015-02-11,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
28,2015-02-12,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
29,2015-02-13,9.692502975463867,9.692502975463867,9.692502975463867,9.692502975463867,0.0,9.535174369812012,1.4373981912612914,0.0
